"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","device","kernel","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","system_memory_write_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","system_memory_write_throughput","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","system_memory_utilization","control.flow_function_unit_utilization","texture_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"508",59392,0,0.000316577,1,3712,16,16,21,0,1,2,0,1,2532520,6651984,1900576,29696,1544217,2966487,268555,0,0,207877,59394,2493341,155451596,3712,98.738016,0.617548,0.973173,46.670478,0.022097685546875,0.0241737734375,0.025398404296875,0.02762219921875,0.0649122529296875,0,70.21269,79.999731,1.401125,52.000842,32.343175,0,0,1.446418,0,0,300677,118786,5,259892,698021,296966,0,0,66.484434,28.285132,499.368164,118784,118784,482367,315469,0,0,8552560,950288,3801120,1900576,0,1,3,1,1,0,3235042,0,6651984,17104976,1900528,8552560,6651920,0,0,0,21.106842,11.501612
"8",8192,0,4.6208e-05,1,512,16,16,21,0,1,2,0,0,389116,917584,262176,4096,213017,411210,37982,0,0,28677,8194,358193,21477736,512,91.637969,0.597392,0.936896,42.943959,0.020332787109375,0.0219943037109375,0.023228962890625,0.0254166044921875,0.059729580078125,0,70.212213,79.998047,1.366248,52.006104,31.49325,0,0,1.446351,0,0,41477,16386,1,35450,96453,40974,0,0,61.278718,26.031686,0.650569,16384,16384,67135,43562,0,0,1179760,131088,524320,262176,0,1,3,1,1,0,449192,0,917584,2359376,262128,1179760,917520,0,0,0,18.949362,11.04885
"18",9216,0,5.2161e-05,1,576,16,16,21,0,1,2,0,0,431948,1032272,294944,4608,239641,463587,42785,0,0,32261,9218,400426,24139908,576,92.949151,0.596876,0.941962,43.435968,0.0205657998046875,0.0222381513671875,0.023538435546875,0.0257078076171875,0.0604138486328125,0,70.212275,79.998264,1.367791,52.005425,31.530641,0,0,1.446359,0,0,46661,18434,5,39866,108437,46091,0,0,61.940323,26.327651,2.924596,18432,18432,75227,49071,0,0,1327216,147472,589856,294944,0,1,3,1,1,0,506372,0,1032272,2654288,294896,1327216,1032208,0,0,0,19.203932,10.991136
"288",36864,0,0.00019869,1,2304,16,16,21,0,1,2,4,0,1597130,4128848,1179680,18432,958489,1841789,167160,0,0,129029,36866,1554834,96699258,2304,97.35175,0.616457,0.970281,46.235086,0.021891486328125,0.0239461328125,0.0249715263671875,0.0273645068359375,0.064306724609375,0,70.212643,79.999566,1.399576,52.001356,32.301664,0,0,1.446411,0,0,186629,73730,5,161300,433313,184333,0,0,65.872281,28.022319,797.022461,73728,73728,299969,195767,0,0,5308528,589840,2359328,1179680,0,1,3,1,1,0,2008949,0,4128848,10616912,1179632,5308528,4128784,0,0,0,20.7737,11.567937
"338",41984,0,0.000225154,1,2624,16,16,21,0,1,2,0,0,1800760,4702288,1343520,20992,1091609,2096802,190047,0,0,146949,41986,1771287,109762816,2624,98.201148,0.617298,0.970255,46.395125,0.02196727734375,0.0240313701171875,0.0251543251953125,0.0274592275390625,0.064529302734375,0,70.212658,79.999619,1.400669,52.001191,32.329955,0,0,1.446413,0,0,212549,83970,1,183720,493539,209930,0,0,66.106402,28.118785,0.137157,83968,83968,340702,223105,0,0,6045808,671760,2687008,1343520,0,1,3,1,1,0,2286849,0,4702288,12091472,1343472,6045808,4702224,0,0,0,20.983529,11.537986
"448",53248,0,0.000284098,1,3328,16,16,21,0,1,2,0,0,2272286,5963856,1703968,26624,1384473,2659209,241039,0,0,186373,53250,2240607,139349806,3328,98.605853,0.617901,0.972328,46.594275,0.022061595703125,0.02413190234375,0.0252477431640625,0.02757709765625,0.0648062734375,0,70.212681,79.9997,1.40198,52.000939,32.36007,0,0,1.446417,0,0,269573,106498,9,232984,625943,266250,0,0,66.389625,28.239373,0.97748,106496,106496,433289,282649,0,0,7667824,851984,3407904,1703968,0,1,3,1,1,0,2900248,0,5963856,15335504,1703920,7667824,5963792,0,0,0,21.090611,11.435633
"258",33792,0,0.000182498,1,2112,16,16,21,0,1,2,4,1,1454512,3784784,1081376,16896,878617,1686646,153104,0,0,118277,33794,1426710,88558098,2112,98.034667,0.616173,0.969183,46.216493,0.021882671875,0.0239243984375,0.02504935546875,0.027353501953125,0.064280875,0,70.212632,79.999527,1.397586,52.00148,32.255355,0,0,1.44641,0,0,171077,67586,6,147784,397177,168976,0,0,65.841187,28.011643,1.018508,67584,67584,274657,179643,0,0,4866160,540688,2162720,1081376,0,1,3,1,1,0,1839750,0,3784784,9732176,1081328,4866160,3784720,0,0,0,20.909762,11.584065
"388",47104,0,0.000252034,1,2944,16,16,21,0,1,2,5,0,2016432,5275728,1507360,23552,1224729,2352528,213323,0,0,164869,47106,1982415,123189330,2944,98.348023,0.617577,0.970954,46.493882,0.0220140498046875,0.0240801591796875,0.0252311005859375,0.0275176787109375,0.0646666494140625,0,70.21267,79.99966,1.401414,52.001061,32.346123,0,0,1.446415,0,0,238469,94210,11,206104,553683,235535,0,0,66.242099,28.17918,1.347613,94208,94208,382002,250136,0,0,6783088,753680,3014688,1507360,0,1,3,1,1,0,2565851,0,5275728,13566032,1507312,6783088,5275664,0,0,0,21.024413,11.526117
"438",52224,0,0.000278593,1,3264,16,16,21,0,1,2,4,0,2231018,5849168,1671200,26112,1357849,2606216,235943,0,0,182789,52226,2197990,136867200,3264,98.5196,0.617769,0.972306,46.5675,0.022048916015625,0.024122294921875,0.0253085458984375,0.0275612509765625,0.0647690341796875,0,70.212679,79.999694,1.400417,52.000957,32.326796,0,0,1.446416,0,0,264389,104450,13,228544,613847,261128,0,0,66.345107,28.222937,1.438772,104448,104448,424237,277320,0,0,7520368,835600,3342368,1671200,0,1,3,1,1,0,2842159,0,5849168,15040592,1671152,7520368,5849104,0,0,0,21.067647,11.562974
"248",32768,0,0.000176609,1,2048,16,16,21,0,1,2,4,0,1419532,3670096,1048608,16384,851993,1638784,148910,0,0,114693,32770,1385989,85954496,2048,97.832596,0.61349,0.967729,46.175537,0.021863275390625,0.0239042216796875,0.0250406201171875,0.02732926171875,0.0642239150390625,0,70.212628,79.999512,1.394479,52.001526,32.181363,0,0,1.446409,0,0,165893,65538,5,143312,385223,163853,0,0,65.796716,27.986359,0.874504,65536,65536,266021,174185,0,0,4718704,524304,2097184,1048608,0,1,3,1,1,0,1787694,0,3670096,9437264,1048560,4718704,3670032,0,0,0,20.775791,11.425894
