"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"48689",3584,0,0.007267527,896,896,4,4,14,0,4,76660197,19722285,6574095,802816,21526695,16367520,7035788,0,0,1234566,411522,75992690,1092741958,802816,99.179596,0.283315,0.224681,5.080876,3.38637,11.848428,6.773084,6.77406,15.250549,0,33.31602,49.990259,0.400369,26.813984,7.695606,0,0,2.997468,3.993964,0,0,3700572,1643604,2875228,3703029,1643863,0,0,15.259685,6.774138,3193282,2198914,6356181,1646088,13148190,0,0,0,0,0,0,1,2,1,23404268,6574095,0,177525958,19414025,26296380,98659885,0,0,0.044665,0,0.330515
"47",256,0,2.8737e-05,64,64,4,4,14,0,4,252469,165672,55224,4096,151147,122754,53807,0,0,10620,3540,209325,2779368,4096,81.232943,0.735011,0.207465,10.767875,7.148208,0.037279,17.817191,21.414594,41.390849,0,26.015111,33.380077,1.123264,36.901123,21.52259,0,0,3.154708,4.381356,0,0,33503,15510,36,40139,20682,0,0,41.564816,21.416665,21140,14834,55338,14160,110448,0,0,0,0,0,0,1,1,1,176879,55224,0,1268110,120292,220896,607528,0,0,0.113925,0,1.1083
"40053",3328,0,0.006215643,832,832,4,4,14,0,4,59100192,32590845,10863615,692224,28014928,21984144,10182052,0,0,2039400,679800,59042496,858911768,692224,99.902376,0.47511,0.2276,10.89694,7.263158,20.894369,14.524916,14.528515,32.704035,0,33.319864,49.99243,0.71725,40.4709,13.619934,0,0,2.998029,3.995302,0,0,6114181,2716006,3906503,6116061,2716321,0,0,32.712438,14.528547,4183975,2735744,10301703,2719200,21727230,0,0,0,0,0,0,1,2,1,32167687,10863615,0,240124186,21932609,43454460,109790461,0,0,0.095738,0,0.623033
"49805",3584,0,0.005073425,896,896,4,4,14,0,4,53088054,12072105,4024035,802816,16681016,12740102,4992546,0,0,757518,252506,52036231,687566732,802816,98.19342,0.320607,0.206457,4.494881,2.994597,10.709598,8.979641,8.980808,17.235352,0,26.079426,33.344407,0.435942,20.778131,8.504218,0,0,3.199302,4.480622,0,0,2423529,1131384,1798898,2895725,1508518,0,0,17.239472,8.980844,2315860,1756616,4218614,1010024,8048070,0,0,0,0,0,0,1,2,1,17735939,4024035,0,133280464,16865081,16096140,85010089,0,0,0.039479,0,0.369227
"54799",3840,0,0.012043,960,960,4,4,14,0,4,128224827,33687600,11229200,921600,31493592,25069242,10714290,0,0,2109246,703082,127940518,1923343520,921600,99.808776,0.246263,0.234892,5.188028,3.457654,13.772552,10.366823,10.367803,19.886151,0,26.088649,33.349917,0.36331,34.172734,6.989735,0,0,3.203764,4.489721,0,0,6757526,3156642,5591029,8076177,4208879,0,0,19.894293,10.36786,4663736,3130568,11527897,2812328,22458400,0,0,0,0,0,0,1,2,1,35781749,11229200,0,265982250,25968100,44916800,131262000,0,0,0.045612,0,0.296487
"55551",3840,0,0.009635458,960,960,4,4,14,0,4,103767922,26551872,8850624,921600,27142896,21351607,8912301,0,0,1662840,554280,103316755,1515476324,921600,99.53353,0.263094,0.229522,5.049626,3.365286,12.396164,10.089318,10.090203,19.355483,0,26.088863,33.352014,0.379245,29.451927,7.324458,0,0,3.202628,4.487082,0,0,5325458,2487100,4075203,6364025,3317133,0,0,19.358422,10.090227,3935866,2742912,9089650,2217120,17701248,0,0,0,0,0,0,1,2,1,30259938,8850624,0,225975474,23590276,35402496,119794752,0,0,0.044423,0,0.312306
"61589",4096,0,0.019796,1024,1024,4,4,14,0,4,209861514,49304745,16434915,1048576,42424632,34369977,15084731,0,0,3087630,1029210,209930286,3231596462,1048576,99.962323,0.202217,0.240636,4.633925,3.088268,14.989371,9.262664,9.26328,17.765918,0,26.083228,33.338814,0.307576,40.459282,5.892397,0,0,3.203858,4.490396,0,0,9892329,4621560,9971166,11823872,6162082,0,0,17.774491,9.263283,6548635,4143304,17101750,4116840,32869830,0,0,0,0,0,0,1,2,1,49444855,16434915,0,363399376,33204025,65739660,166216873,0,0,0.040788,0,0.246526
"25973",2560,0,0.001722704,640,640,4,4,14,0,4,20614581,3722985,1240995,409600,6886251,5077381,1875153,0,0,234360,78120,19933436,239297172,409600,96.69581,0.348484,0.187031,3.525738,2.347683,4.777427,6.991681,7.047269,13.532894,0,26.0531,33.31337,0.442858,16.812136,8.719688,0,0,3.191364,4.463415,0,0,747928,348682,315671,894281,465691,0,0,13.534225,7.04786,890001,743842,1280109,312480,2481990,0,0,0,0,0,0,1,1,1,6955793,1240995,0,53367148,7792369,4963980,38485225,0,0,0.031354,0,0.379282
"67687",4096,0,0.002953215,1024,1024,4,4,14,0,4,30798167,3030072,1010024,1048576,12821166,8997215,3071489,0,0,190509,63503,27732371,197551194,1048576,90.045524,0.462406,0.111326,1.928363,1.284299,1.746046,3.851646,3.852897,7.401954,0,26.052087,33.333333,0.545939,12.227217,10.879618,0,0,3.200264,4.478261,0,0,609679,284383,171645,728258,378794,0,0,7.408149,3.853253,1542140,1432104,1018292,254012,2020048,0,0,0,0,0,0,1,1,1,12067690,1010024,0,94587340,17785232,4040096,82476088,0,0,0.017081,0,0.483636
"36021",3072,0,0.005403953,768,768,4,4,14,0,4,56501159,11784969,3928323,589824,14132256,10952161,4404030,0,0,739536,246512,55913464,798318900,589824,99.069424,0.252837,0.22309,4.124396,2.747749,10.168152,8.237248,8.240477,15.814805,0,26.079335,33.344541,0.352998,23.960124,6.85725,0,0,3.198355,4.478378,0,0,2365299,1103974,1817114,2827135,1472680,0,0,15.819998,8.240779,2015377,1462784,4107856,986048,7856646,0,0,0,0,0,0,1,2,1,15353486,3928323,0,114912648,13361545,15713292,67790601,0,0,0.036212,0,0.291256
