"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"77",17,0,0.091765,4913,1,128,1,58,7200,8,"1020342948",42511908,0,19652,"2250515527","3420076861",166120388,1451092,5765064,1882384,"1018713734","24394911900",4913,"99.836559","2.209362","0.374168",8.605867,3.730379,1.011354,15.88969,14.921516,31.852623,"76.263211",27.017766,25,"3.915563","114518.396448","90.911679",1.444759,3.761016,4.619476,6.25,240003960,5457580,26540791,11764900,3189618,100479101,47059629,608.797851,13.843784,31.85961,14.921525,136248249,135870382,290484678,175218928,0,0,"61178737728","9412548864","7059568864","22353310000",0,3,1,1,"3704379261","1176490000","38825427728","3675707064","1492888780","4386707808","4295029664",10728692,3.401821,"0","46.842965","9.996463"
"83",18,0,0.10965,5832,1,128,1,58,7200,8,"1219492779",50802944,0,23328,"2689689224","4087493044",198538496,1733952,6889152,2249728,"1217905218","29153445400",5832,"99.862706","2.208629","0.374003",8.599777,3.728198,0.992525,15.886691,14.912794,31.829744,"76.263074",27.018053,25,"3.914448","115298.749314","90.885872",1.444759,3.761635,4.619409,6.25,286840320,6522494,31716048,14060800,3743282,120073246,56243215,608.441976,13.83543,31.837227,14.912797,162835447,162383464,347183473,209411328,0,0,"73117652992","11249386496","8437226496","26715520000",0,3,1,1,"4427299789","1406080000","46402132992","4392875008","1784218368","5242737344","5133133376",12828500,3.401456,"0","46.841742","9.990955"
"89",19,0,0.129661,6859,1,128,1,58,7200,8,"1441846023",60107452,0,27436,"3182574885","4836515304",234921500,2051372,8150616,2662000,"1440512361","34500441964",6859,"99.927288","2.209249","0.374221",8.602146,3.729633,1.021207,15.896872,14.918532,31.838212,"76.262403",27.018307,25,"3.914924","115999.95936","90.896924",1.444759,3.763403,4.619349,6.25,339405000,7720139,37523804,16637500,4555496,142059903,66550018,608.676112,13.845006,31.845608,14.918536,192673863,192139030,410776452,247785488,0,0,"86516755904","13310877952","9983377952","31611250000",0,3,1,1,"5238562923","1663750000","54905505904","5197740680","2111178452","6203460352","6073734272",15226645,3.413361,"0","46.878248","9.994839"
"95",20,0,0.15202,8000,1,128,1,58,7200,8,"1689776787",70483872,0,32000,"3732271216","5671868303",275498144,2405344,9557376,3121792,"1688537115","40466516686",8000,"99.926637","2.209934","0.374426",8.606991,3.732098,0.983504,15.909926,14.928392,31.855877,"76.262416",27.018534,25,"3.917502","116633.4755","90.95681",1.444759,3.763622,4.619826,6.25,398028480,9052806,44005576,19511200,5141706,166579493,78044932,609.078412,13.85295,31.863289,14.928418,225951517,225324136,481710713,290582656,0,0,"101460288000","15609984000","11707744000","37071280000",0,3,1,1,"6143350746","1951120000","64389008000","6095362752","2475824608","7274916672","7122745280",17787362,3.402363,"0","46.909066","10.00706"
"101",21,0,0.180319,9261,1,128,1,58,7200,8,"1965686514",81990644,0,37044,"4341876923","6598270128",320497172,2797860,11117352,3631696,"1964362114","47076470588",9261,"99.932624","2.209837","0.374381",8.769643,3.80296,1.023243,16.154219,15.211838,32.457633,"76.263456",27.018738,25,"3.917443","117208.641696","90.95539",1.444759,3.761539,4.619248,6.25,463041240,10524259,51182688,22698100,6107261,193768138,90792425,620.643003,14.10632,32.464937,15.211843,262854474,262125838,560396829,338044080,0,0,"118032490816","18159665408","13620045408","43126390000",0,3,1,1,"7146816439","2269810000","74906100816","7090799896","2880212412","8463146144","8286079328",20639700,3.458084,"0","46.911287","10.00255"
"107",22,0,0.20812,10648,1,128,1,58,7200,8,"2268832731",94686208,0,42592,"5014490712","7620430001",370147328,3230912,12838464,4194304,"2267803183","54374903150",10648,"99.965034","2.21122","0.374648",8.773439,3.804907,1.01833,16.165731,15.219629,32.47146,"76.262899",27.018923,25,"3.918524","117733.159091","90.980544",1.444759,3.762978,4.619205,6.25,534773760,12157851,59106752,26214400,7015913,223766869,104857617,620.960851,14.117277,32.478797,15.219631,303573997,302731192,647210529,390411008,0,0,"136317605888","20972882944","15730002944","49807360000",0,3,1,1,"8253884778","2621440000","86510245888","8189110784","3326397440","9774188608","9569649344",23855605,3.462538,"0","46.939613","10.007936"
"113",23,0,0.238755,12167,1,128,1,58,7200,8,"2603587617",108629004,0,48668,"5753211289","8743066010",424677356,3706492,14728632,4812208,"2601871783","62379667468",12167,"99.958271","2.211014","0.374608",8.775395,3.80603,1.026336,16.173689,15.224118,32.478499,"76.263508",27.01909,25,"3.91802","118213.431598","90.968825",1.444759,3.76181,4.619165,6.25,613556520,13943117,67809181,30076300,8110388,256713159,120305227,621.144024,14.115544,32.485973,15.224122,348294074,347327254,742547600,447924688,0,0,"156399874752","24062597376","18047337376","57144970000",0,3,1,1,"9469857492","3007630000","99254904752","9395354088","3816435268","11214083904","10979368256",27383799,3.465305,"0","46.930398","10.005967"
"119",24,0,0.272171,13824,1,128,1,58,7200,8,"2968311588",123877472,0,55296,"6561137360","9970879742",484316000,4226592,16795776,5488000,"2967427095","71146404258",13824,"99.970202","2.21143","0.374686",8.776978,3.806966,1.009469,16.169753,15.227864,32.484174,"76.263104",27.019243,25,"3.918741","118654.827836","90.985627",1.444759,3.762873,4.619569,6.25,699720000,15904129,77333796,34300000,9095117,292741067,137200084,621.296848,14.121628,32.491408,15.227873,397202161,396101080,846862832,510826368,0,0,"178363538944","27441769472","20581769472","65170000000",0,3,1,1,"10799721054","3430000000","113193538944","10714588480","4352381472","12788871872","12521148992",31161007,3.458568,"0","46.944706","10.008789"
"125",25,0,0.308872,15625,1,128,1,58,7200,8,"3367277199",140490052,0,62500,"7441367631","11308477359",549292004,4793204,19047816,6224272,"3365319746","80705564988",15625,"99.966771","2.211135","0.374702",8.773144,3.805532,1.045375,16.164448,15.222127,32.469816,"76.26359",27.019383,25,"3.91801","119061.882096","90.968685",1.444759,3.761949,4.619097,6.25,793594680,18031788,87695009,38901700,10686249,331992653,155606818,621.062767,14.111577,32.47695,15.222128,450490351,449239726,960439618,579357296,0,0,"202292840000","31123360000","23343020000","73913230000",0,3,1,1,"12248599684","3890170000","128379610000","12151872632","4936291628","14504592352","14200904480",35433171,3.466225,"0","46.934443","10.002615"
"131",26,0,0.348412,17576,1,128,1,58,7200,8,"3798522015",158525184,0,70304,"8397000808","12760766420",619834112,5408320,21492672,7023616,"3797096881","91068072350",17576,"99.953877","2.211723","0.374744",8.773461,3.80588,1.014712,16.170135,15.223518,32.470836,"76.263333",27.019512,25,"3.919718","119438.450273","91.00834",1.444759,3.762658,4.619067,6.25,895511040,20349661,98951344,43897600,11703848,374607720,175590410,621.119543,14.114368,32.478128,15.223519,508341604,506930248,1083782195,653758720,0,0,"228272019456","35120329728","26340809728","83405440000",0,3,1,1,"13821509507","4389760000","144866579456","13712265216","5570221312","16367285184","16024547648",39924971,3.461456,"0","46.949186","10.013451"
"137",27,0,0.391112,19683,1,128,1,58,7200,8,"4266185400",178041308,0,78732,"9431135597","14332355533",696171068,6073932,24138264,7888624,"4264979056","102280564758",19683,"99.971723","2.211318","0.374714",8.775411,3.806919,1.092381,16.165285,15.227676,32.477908,"76.263505",27.01963,25,"3.919161","119787.832101","90.995453",1.444759,3.762407,4.619039,6.25,1005799560,22852607,111131910,49303900,14147568,420716656,197215610,621.289192,14.11621,32.484941,15.227677,570943732,569359702,1217219033,734271888,0,0,"256385318848","39445639424","29584859424","93677410000",0,3,1,1,"15523747890","4930390000","162707908848","15400824904","6256226100","18382990208","17997991424",45008680,3.475271,"0","46.95085","10.007294"
"143",28,0,0.437411,21952,1,128,1,58,7200,8,"4769992908",199096864,0,87808,"10546870704","16027877086",778531616,6792032,26992512,8821888,"4768863504","114377681432",21952,"99.967965","2.211852","0.374795",8.774911,3.806882,1.045257,16.170048,15.227527,32.475927,"76.263542",27.01974,25,"3.920035","120112.867894","91.015728",1.444759,3.762445,4.619388,6.25,1124790720,25554645,124283264,55136800,15138928,470468563,220547215,621.283098,14.11522,32.483172,15.227528,638486214,636715144,1361227281,821138048,0,0,"286716979712","44112249856","33084889856","104759920000",0,3,1,1,"17360277885","5513680000","181957059712","17222610368","6996361568","20557747264","20127148736",50247516,3.469305,"0","46.959743","10.013788"
"149",29,0,0.48708,24389,1,128,1,58,7200,8,"5312138199",221750292,0,97556,"11747304835","17852144160",867144500,7564612,30063336,9826000,"5310918004","127398858190",24389,"99.970246","2.211978","0.374825",8.77911,3.80887,1.061777,16.17619,15.23548,32.491346,"76.263245",27.019842,25,"3.920504","120416.015776","91.026598",1.444759,3.763216,4.618989,6.25,1252815000,28467269,138411610,61412500,17119616,523996448,245650017,621.607592,14.124568,32.49883,15.235481,711157132,709183630,1516145390,914598448,0,0,"319351243584","49133121792","36850621792","116683750000",0,3,1,1,"19336079601","6141250000","202667493584","19182680280","7792683292","22897596192","22417932512",56013438,3.474014,"0","46.966617","10.016936"
"155",30,0,0.540624,27000,1,128,1,58,7200,8,"5895829182",246060032,0,108000,"13035536696","19809795611",962238464,8393664,33358656,10903552,"5894448675","141382196024",27000,"99.973126","2.211584","0.374791",8.610041,3.73567,1.216635,15.901578,14.942681,31.865512,"76.264018",27.019936,25,"3.919611","120699.413852","91.005986",1.444759,3.761604,4.618967,6.25,1390202880,31573636,153583680,68147200,22194208,581439016,272588835,609.661405,13.846344,31.873129,14.942683,789143000,786952216,1682279041,1014894336,0,0,"354372352000","54521216000","40891776000","129479680000",0,3,1,1,"21456462283","6814720000","224892672000","21286093312","8647246848","25408576832","24876255680",63043060,3.455873,"0","46.9575","10.008403"
"161",31,0,0.597853,29791,1,128,1,58,7200,8,"6519078738",272084524,0,119164,"14414664993","21905624170",1064042252,9281180,36886392,12057136,"6517309572","156348673640",29791,"99.966458","2.212088","0.37484",8.611619,3.736497,1.073151,15.91848,14.945987,31.871247,"76.263427",27.020025,25,"3.920182","120964.930625","91.01923",1.444759,3.763013,4.618946,6.25,1537284840,34925204,169825847,75357100,21643151,642927425,301428424,609.79625,13.853814,31.87883,14.945988,872631028,870207958,1860320564,1122266960,0,0,"391864546496","60289493248","45218073248","143178490000",0,3,1,1,"23726500014","7535710000","248686056496","23537908136","9562107812","28096729024","27508031168",69102378,3.426363,"0","46.961264","10.016297"
"167",32,0,0.658768,32768,1,128,1,58,7200,8,"7183833972",299882208,0,131072,"15887788432","24144367596",1172784608,10229152,40654464,13289344,"7183016519","172307217982",32768,"99.988621","2.212194","0.374872",8.776778,3.808293,1.089215,16.173655,15.233171,32.482395,"76.264",27.020107,25,"3.920131","121214.206177","91.018056",1.444759,3.761831,4.619254,6.25,1694391360,38480344,187187836,83058400,23755648,708593703,332233615,621.513368,14.114831,32.489576,15.233171,961806650,959137912,2050492681,1236957568,0,0,"431912068608","66450914304","49839234304","157810960000",0,3,1,1,"26151334413","8305840000","<OVERFLOW>","25943183424","10539321760","30968092608","30319171904",75869818,3.478691,"0","46.970922","10.013252"
"173",33,0,0.723873,35937,1,128,1,58,7200,8,"7895036358",329511524,0,143748,"17458005719","26530590460",1288694276,11239572,44670792,14602768,"7894055414","189369858570",35937,"99.987575","2.211637","0.374844",8.613648,3.737634,1.145752,15.9178,14.950535,31.878568,"76.263509",27.020185,25,"3.919568","121448.686027","91.005058",1.444759,3.763008,4.618909,6.25,1861852920,42294594,205666347,91267300,27977523,778604871,365069225,609.981845,13.856591,31.885899,14.950536,1056862881,1053929134,2253048276,1359207408,0,0,"474599159872","73018439936","54764979936","173407870000",0,3,1,1,"28735958961","9126730000","<OVERFLOW>","28506977848","11580944268","34028707424","33315590816",84101078,3.444158,"0","46.96376","10.00865"
"179",34,0,0.793228,39304,1,128,1,58,7200,8,"8649779784",361030912,0,157216,"19128415560","29069053057",1.412e+09,12314432,48943296,16000000,"8648036604","207468779918",39304,"99.984071","2.211926","0.374856",8.608604,3.735562,1.158741,15.909949,14.942247,31.859815,"76.26395",27.020257,25,"3.919997","121669.649145","91.015011",1.444759,3.762106,4.618892,6.25,2.04e+09,46328201,225337616,1e+08,31019193,853077782,400000017,609.643689,13.844949,31.867248,14.942248,1157981967,1154768680,2468592565,1489257728,0,0,"520010061824","80005030912","60005030912","190000000000",0,3,1,1,"31485376092","10000000000","<OVERFLOW>","31234350080","12689030912","37284613312","36503200832",92188759,3.443768,"0","46.967422","10.012696"
"185",35,0,0.849803,42875,1,128,1,58,7200,8,"9450729291",394498812,0,171500,"20902116661","31764566226",1542930524,13455724,53479896,17483632,"9449443522","226700468038",42875,"99.986395","2.211845","0.374878",8.775681,3.808174,1.170847,16.169241,15.232695,32.478071,"76.263256",27.020326,25,"3.920377","121878.231259","91.023804",1.444759,3.763724,4.618876,6.25,2229163080,50643634,246224848,109272700,33596588,932145539,437090819,621.493938,14.119519,32.485443,15.232695,1265354323,1261843606,2697613706,1627349776,0,0,"568229016000","87423648000","65569108000","207618130000",0,3,1,1,"34405026205","10927270000","<OVERFLOW>","34130358792","13865637268","40741850112","39887914880",100293639,3.495252,"0","46.97298","10.014333"
"191",36,0,0.944699,46656,1,128,1,58,7200,8,"10301411169",429973664,0,186624,"22782207728","34621619560",1681714592,14665440,58288512,19056256,"10298874905","247079373480",46656,"99.991586","2.212286","0.374888",8.608169,3.735586,1.191591,15.904877,14.942344,31.858048,"76.264047",27.02039,25,"3.91994","122075.444359","91.013729",1.444759,3.762038,4.619151,6.25,2429672640,55171938,268381368,119101600,37991466,1015962157,476406424,609.647621,13.84361,31.865348,14.942344,1379164642,1375340968,2940153992,1773724800,0,0,"619340263936","95287251968","71466931968","226293040000",0,3,1,1,"37499637998","11910160000","<OVERFLOW>","37200062656","15112818912","44406457664","43475645888",109940252,3.448243,"0","46.970223","10.009655"
"197",37,0,1.007454,50653,1,128,1,58,7200,8,"11201452824",467513908,0,202612,"24771787467","37645063836",1828580948,15945572,63377064,20720464,"11200154226","268731256672",50653,"99.988407","2.211719","0.374896",8.61097,3.736899,1.253857,15.904924,14.947597,31.868345,"76.263836",27.020451,25,"3.919916","122262.193093","91.013182",1.444759,3.762572,4.618846,6.25,2641859160,59996370,291793076,129502900,43452631,1104656819,518011614,609.861956,13.849907,31.875666,14.947597,1499606125,1495447822,3196875902,1928624048,0,0,"673428047168","103608803584","77708223584","246055510000",0,3,1,1,"40774467101","12950290000","<OVERFLOW>","40448520344","16432631420","48284475808","47272306784",120034167,3.463672,"0","46.96852","10.01007"
"203",38,0,1.092871,54872,1,128,1,58,7200,8,"12153920196",507177984,0,219488,"26873954584","40840259401",1983758336,17298112,68753472,22478848,"12149462566","291498667754",54872,"99.991427","2.211448","0.374886",8.775373,3.808339,1.353558,16.151845,15.233355,32.476712,"76.263382",27.020509,25,"3.919221","122439.288635","90.997036",1.444759,3.763644,4.618833,6.25,2866053120,65103932,316547008,140492800,49933896,1198364690,561971230,621.520893,14.11818,32.484076,15.233356,1626863091,1622351224,3468334187,2092288768,0,0,"<OVERFLOW>","112401263616","84302703616","<OVERFLOW>",0,3,1,1,"44234886328","14049280000","<OVERFLOW>","43880790528","17827130368","52381944384","51283810496",130236995,3.530335,"0","<OVERFLOW>","10.001294"
"209",39,0,1.182921,59319,1,128,1,58,7200,8,"13154862750",549024332,0,237276,"29091807785","44210564475",2147475500,18725052,74425656,24334000,"13153027883","315569771512",59319,"99.989628","2.211818","0.374897",8.776379,3.808865,1.372027,16.15011,15.235459,32.480371,"76.263589",27.020563,25,"3.919901","122607.460447","91.012835",1.444759,3.763243,4.61882,6.25,3102585000,70466921,342662769,152087500,54784869,1297228706,608350016,621.606712,14.118134,32.48767,15.235459,1761123352,1756238230,3754604518,2264960208,0,0,"<OVERFLOW>","121677592832","91260092832","<OVERFLOW>",0,3,1,1,"47885369332","15208750000","<OVERFLOW>","47501931880","19298371332","56704903232","55516069952",141142782,3.534766,"0","<OVERFLOW>","10.009017"
"215",40,0,1.278369,64000,1,128,1,58,7200,8,"14212282332",593111392,0,256000,"31428445776","47761658379",2319961184,20228384,80401536,26288512,"14210070901","340950431694",64000,"99.986115","2.21165","0.3749",8.776243,3.80889,1.44627,16.145495,15.235561,32.479806,"76.263946",27.020615,25,"3.919811","122767.366313","91.010777",1.444759,3.762507,4.619068,6.25,3351785280,76109427,370197716,164303200,62387395,1401392292,657212817,621.610871,14.114999,32.48719,15.235561,1902571749,1897295896,4056070169,2446879616,0,0,"<OVERFLOW>","131450752000","98590112000","<OVERFLOW>",0,3,1,1,"51731650157","16430320000","<OVERFLOW>","51317003072","20848409888","61259392192","59974998080",153083778,3.548801,"0","<OVERFLOW>","10.006463"
"221",41,0,1.378042,68921,1,128,1,58,7200,8,"15324227025",639497604,0,275684,"33886967263","51497478725",2501444132,21810100,86689032,28344976,"15321281867","367597095030",68921,"99.989234","2.211634","0.374912",8.608442,3.736143,1.491822,15.881147,14.944572,31.858736,"76.263795",27.020664,25,"3.919628","122919.600931","91.006583",1.444759,3.762897,4.618796,6.25,3613984440,82069166,399125653,177156100,70737509,1510975073,708624409,609.738542,13.846416,31.865789,14.944572,2051397583,2045711278,4373151695,2638288240,0,0,"<OVERFLOW>","141733701888","106302481888","<OVERFLOW>",0,3,1,1,"55778215830","17715610000","<OVERFLOW>","55331062776","22479301612","66051451104","64666507808",166396007,3.509217,"0","<OVERFLOW>","10.004822"
