"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"48947",64,2496,9.792e-06,6,6,16,16,38,3072,6,114071,14112,4096,288,63864,67840,10870,3144,1236,504,192,66583,1343748,36,58.948374,0.962561,0.316454,4.389721,1.274114,0,5.352772,1.751907,6.27103,34.27378,70,72.727273,1.332183,221.75,29.263269,1,1.003236,2.333333,2.333333,3144,1240,1176,448,0,2751,1131,62.590849,24.685958,6.845874,2.814498,11748,9792,6902,5076,277904,28716,95720,38288,0,28716,36864,1,1,1,78764,204176,67004,734528,154380,114372,361716,0,0,0.634437,5.244541,2.530464
"140770",512,1024,0.000268867,43,43,16,16,38,3072,6,2181000,924800,262144,14792,3371544,3628788,537280,179568,69660,29240,11008,2140711,98708620,1849,97.643696,1.582647,0.723986,16.814625,4.766277,9.540554,5.757554,6.330212,25.123028,38.988496,66.929134,75.294118,2.208484,227.930233,48.905222,1,1,2.930233,2.465116,179568,69660,85680,27136,65591,172855,43526,208.95284,81.059291,25.142664,6.331084,594325,502928,400516,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,2,1,1,4165960,10989632,4321520,38229696,7651632,7405840,18855632,0,0,1.764336,17.691426,7.79483
"29551",64,1952,9.632e-06,6,6,16,16,38,3072,6,117022,14112,4096,288,63864,67927,10886,3144,1236,504,192,66336,1337894,36,57.10892,0.955619,0.312803,5.592096,1.623103,0,1.908414,2.231766,7.988709,34.30508,70,72.727273,1.340745,221.75,29.450845,1,1,2.333333,2.333333,3144,1236,1176,448,0,2743,1289,79.734923,31.346172,8.695646,4.086288,11714,9792,6895,5076,277904,28716,95720,38288,0,28716,36864,1,1,1,78728,204176,67004,734528,154380,114372,361716,0,0,0.618438,5.112287,2.535119
"98211",64,3552,9.728e-06,6,6,16,16,38,3072,6,117076,14112,4096,288,63864,67799,10884,3144,1236,504,192,67995,1518532,36,57.2312,0.883466,0.32823,5.586154,1.621378,0,7.302535,2.229395,7.98022,34.297249,70,72.727273,1.336547,221.75,29.355337,1,1.000809,2.333333,2.333333,3144,1237,1176,448,0,2648,735,79.650198,31.338198,8.385565,2.327564,11785,9792,6887,5076,277904,28716,95720,38288,0,28716,36864,1,1,1,78677,204176,67004,734528,154380,114372,361716,0,0,0.618153,5.109929,2.528909
"319774",1024,2656,0.00106158,86,86,16,16,38,3072,6,8512057,3720992,1048576,59168,13492024,14519923,2146287,719304,279156,117304,44032,8443102,394716566,7396,99.393801,1.597269,0.73014,17.306668,4.877021,9.77927,5.981376,6.515395,25.883872,39.029361,66.862745,74.853801,2.223675,228.02907,49.249733,1,1,2.953488,2.488372,719304,279156,346456,109568,262822,696017,175363,214.115035,83.096294,25.8979,6.525032,2377522,2011712,1598694,1159796,59124624,7422636,24742120,9896848,0,7422636,7573504,2,1,1,16667010,43977616,17319484,152962368,30590860,29709892,75438196,0,0,1.80885,18.166966,7.861763
"231635",512,3552,0.00023309,43,43,16,16,38,3072,6,2178728,924800,262144,14792,3371544,3628694,537237,179568,69660,29240,11008,2129803,98714854,1849,97.754424,1.582036,0.723705,12.779309,3.622426,7.260991,4.437051,4.811034,19.093792,38.988496,66.929134,75.294118,2.208264,227.930233,48.900426,1,1,2.930233,2.465116,179568,69660,85680,27136,65682,173232,43521,158.806577,61.606,19.150392,4.811145,594488,502928,399263,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,2,1,1,4166040,10989632,4321520,38229696,7651632,7405840,18855632,0,0,1.766176,17.709875,7.786765
"194305",512,2816,0.000268963,43,43,16,16,38,3072,6,2190849,924800,262144,14792,3371544,3629143,537309,179568,69660,29240,11008,2139011,98621482,1849,97.762922,1.583647,0.723804,12.78557,3.6242,7.260456,4.459686,4.813391,19.103145,38.988496,66.929134,75.294118,2.195848,227.930233,48.625445,1,1,2.930233,2.465116,179568,69660,85680,27136,65645,172852,44106,158.884372,61.636179,19.117745,4.878204,594282,502928,399267,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,2,1,1,4165913,10989632,4321520,38229696,7651632,7405840,18855632,0,0,1.756404,17.611894,7.770041
"189015",512,2688,0.000268995,43,43,16,16,38,3072,6,2183385,924800,262144,14792,3371544,3629259,537318,179568,69660,29240,11008,2131757,99313072,1849,97.635415,1.572675,0.72383,16.81955,4.767673,9.543349,5.89048,6.332066,25.130387,38.988496,66.929134,75.294118,2.206581,227.930233,48.86318,1,1,2.930233,2.465116,179568,69660,85680,27136,65591,173212,43525,209.014048,81.083036,25.201972,6.332793,594245,502928,399691,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,2,1,1,4166372,10989632,4321520,38229696,7651632,7405840,18855632,0,0,1.762409,17.672101,7.773096
"80319",64,3200,9.568e-06,6,6,16,16,38,3072,6,113355,14112,4096,288,63864,67825,10875,3144,1236,504,192,65829,1332330,36,58.07331,0.94999,0.311833,5.610597,1.628473,0,2.064216,2.23915,8.015139,34.281599,70,72.727273,1.360722,221.75,29.888043,1,1.002427,2.333333,2.333333,3144,1239,1176,448,0,2751,1574,79.998721,31.526213,8.74986,5.006281,11721,9792,6964,5076,277904,28716,95720,38288,0,28716,36864,1,1,1,78835,204176,67004,734528,154380,114372,361716,0,0,0.638444,5.277668,2.607969
"102165",64,3616,9.696e-06,6,6,16,16,38,3072,6,115727,14112,4096,288,63864,67873,10883,3144,1236,504,192,66629,1507660,36,57.574291,0.885659,0.326689,5.59984,1.62535,0.031745,4.463364,2.234857,7.999771,34.297249,70,72.727273,1.345345,221.75,29.550196,1,1.000809,2.333333,2.333333,3144,1237,1176,448,10,2846,730,79.845336,31.414975,9.034662,2.317394,11765,9792,6939,5076,277904,28716,95720,38288,0,28716,36864,1,1,1,78726,204176,67004,734528,154380,114372,361716,0,0,0.625358,5.169494,2.554623
