"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"65",15,0,0.075117,3375,1,128,1,58,7200,8,"875307981",28736492,0,13500,"1520909201","2314512913",112263884,981084,3897336,1272112,"700809210","16248311832",3375,"87.811568","2.150358","0.358952",4.731578,2.050378,715.41876,8.584176,8.201513,17.513293,"76.203459",27.017068,25,"3.511443","112659.940815","81.533682",1.444759,3.892831,4.61964,6.25,162194280,3819194,17941923,7950700,2709142,64553090,28624728,334.621714,7.879348,16.64737,7.381931,92094318,91823446,197047735,118414416,0,0,"41344504000","6360992000","4770852000","15106330000",0,3,1,1,"2505614447",795070000,"26238174000","2484229672",1008898788,"2964569792","2902662080",11380639,2.934913,"0.000000","36.901747","8.264373"
"71",16,0,0.091755,4096,1,128,1,58,7200,8,"1048703916",35175904,0,16384,"1861955088","2830540604",137438432,1200800,4770432,1557376,"871508036","20002023812",4096,"88.625621","2.174387","0.364974",5.108281,2.213973,780.08042,9.267367,8.855893,18.907347,"76.240370",27.017441,25,"3.554807","113644.719727","82.540253",1.444759,3.811328,4.62022,6.25,198565440,4576643,21964748,9733600,3349196,79017655,36992242,361.32042,8.327907,17.9731,8.414136,112731131,112412728,240847838,144967040,0,0,"50615768576","7787404288","5840684288","18493840000",0,3,1,1,"3068583659",973360000,"32121928576","3041178176",1235134112,"3629331904","3553510208",14030015,3.191222,"0.000000","37.707086","8.435727"
"77",17,0,0.110907,4913,1,128,1,58,7200,8,"1175058027",42511908,0,19652,"2250515527","3422843728",166120388,1451092,5765064,1882384,"1081951162","23844512818",4913,"92.076403","2.152917","0.335407",5.467469,2.36998,756.737615,10.00538,9.479918,20.236568,"76.239163",27.017766,25,"3.689327","114518.396448","85.661396",1.444759,3.814374,4.619476,6.25,240003960,5535008,26540791,11764900,3668504,95491962,44709790,386.780671,8.919995,19.236373,9.006561,136253698,135870382,290924142,175218928,0,0,"61178737728","9412548864","7059568864","22353310000",0,3,1,1,"3705805405",1176490000,"38825427728","3675707064",1492888780,"4386707808","4295029664",17029960,3.430599,"0.000000","40.675343","8.991937"
"83",18,0,0.132305,5832,1,128,1,58,7200,8,"1280897683",50802944,0,23328,"2689689224","4089012101",198538496,1733952,6889152,2249728,"1327587827","28471197756",5832,"96.941011","2.025866","0.335069",4.847532,2.101515,706.259233,8.853165,8.406061,17.941827,"76.186054",27.018053,25,"3.840467","115298.749314","89.168787",1.444759,3.932675,4.619409,6.25,286840320,6819069,31716048,14060800,4614681,102104279,53433745,342.967275,8.153378,15.260418,7.986162,162861200,162383464,348004962,209411328,0,0,"73117652992","11249386496","8437226496","26715520000",0,3,1,1,"4432373472",1406080000,"46402132992","4392875008",1784218368,"5242737344","5133133376",22809610,3.409105,"0.000000","44.596198","9.580905"
"89",19,0,0.156565,6859,1,128,1,58,7200,8,"1560150488",60107452,0,27436,"3182574885","4838827929",234921500,2051372,8150616,2662000,"1551346608","34113652990",6859,"96.125245","2.149534","0.360010",4.653195,2.017486,655.520482,8.527255,8.069944,17.222378,"76.184084",27.018307,25,"3.762859","115999.959360","87.367417",1.444759,3.937361,4.619349,6.25,339405000,8076992,37523804,16637500,5279148,127913344,56569778,329.253724,7.835417,15.510947,6.859729,192694652,192139030,413232502,247785488,0,0,"86516755904","13310877952","9983377952","31611250000",0,3,1,1,"5242967642",1663750000,"54905505904","5197740680",2111178452,"6203460352","6073734272",21047187,2.552211,"0.000000","43.323523","9.345443"
"95",20,0,0.183512,8000,1,128,1,58,7200,8,"1763105253",70483872,0,32000,"3732271216","5677930554",275498144,2405344,9557376,3121792,"1761681670","39940503118",8000,"96.937364","2.183523","0.354247",5.202272,2.25577,785.727953,9.490421,9.023079,19.254457,"76.238898",27.018534,25,"3.871680","116633.475500","89.893512",1.444759,3.815829,4.619826,6.25,398028480,9178382,44005576,19511200,6636842,158306830,74148169,368.141607,8.489202,18.3025,8.572573,225985334,225324136,483314030,290582656,0,0,"101460288000","15609984000","11707744000","37071280000",0,3,1,1,"6145507986",1951120000,"64389008000","6095362752",2475824608,"7274916672","7122745280",31739434,3.669526,"0.000000","44.958093","9.681198"
"101",21,0,0.213363,9261,1,128,1,58,7200,8,"2016208012",81990644,0,37044,"4341876923","6599940807",320497172,2797860,11117352,3631696,"1995459506","46537980428",9261,"98.469685","2.060853","0.361957",4.736214,2.053861,666.434706,8.683062,8.215445,17.529367,"76.219405",27.018738,25,"3.876988","117208.641696","90.016286",1.444759,3.859362,4.619248,6.25,463041240,10797955,51182688,22698100,7192437,184167042,86257318,335.190146,7.816514,16.664546,7.805083,262876025,262125838,563616613,338044080,0,0,"118032490816","18159665408","13620045408","43126390000",0,3,1,1,"7149261226",2269810000,"74906100816","7090799896",2880212412,"8463146144","8286079328",28889210,2.61407,"0.000000","45.735799","9.744462"
"107",22,0,0.246423,10648,1,128,1,58,7200,8,"2410349318",94686208,0,42592,"5014490712","7623987396",370147328,3230912,12838464,4194304,"2369938356","53700446290",10648,"96.130014","2.143435","0.358659",5.429379,2.354639,804.058931,9.932087,9.418556,20.094726,"76.230949",27.018923,25,"3.837293","117733.159091","89.095643",1.444759,3.833926,4.619205,6.25,534773760,12387079,59106752,26214400,8741853,190281752,99622606,384.277097,8.901093,17.091555,8.948337,303591854,302731192,648507013,390411008,0,0,"136317605888","20972882944","15730002944","49807360000",0,3,1,1,"8259477315",2621440000,"86510245888","8189110784",3326397440,"9774188608","9569649344",33394473,2.99957,"0.000000","44.183691","9.546489"
"113",23,0,0.282759,12167,1,128,1,58,7200,8,"2742138841",108629004,0,48668,"5753211289","8746593499",424677356,3706492,14728632,4812208,"2651175521","61324140104",12167,"96.682760","2.110133","0.345683",4.896017,2.123481,732.232944,8.94424,8.493925,18.120586,"76.184184",27.01909,25,"3.847554","118213.431598","89.333649",1.444759,3.938083,4.619165,6.25,613556520,14596474,67809181,30076300,10128037,243990063,108279511,346.552145,8.244455,17.226465,7.644874,348330891,347327254,744848478,447924688,0,0,"156399874752","24062597376","18047337376","57144970000",0,3,1,1,"9478878897",3007630000,"99254904752","9395354088",3816435268,"11214083904","10979368256",38070531,2.687899,"0.000000","44.559160","9.607399"
"119",24,0,0.322267,13824,1,128,1,58,7200,8,"3282440785",123877472,0,55296,"6561137360","9975971753",484316000,4226592,16795776,5488000,"3140332487","70385452144",13824,"93.957283","2.163948","0.362719",4.977644,2.159026,817.033356,9.036858,8.636103,18.422589,"76.226592",27.019243,25,"3.773013","118654.827836","87.604441",1.444759,3.843974,4.619569,6.25,699720000,16246910,77333796,34300000,12675822,263582708,116641170,352.353,8.18134,16.591308,7.34202,397263148,396101080,849536162,510826368,0,0,"178363538944","27441769472","20581769472","65170000000",0,3,1,1,"10807206857",3.43e+09,"113193538944","10714588480",4352381472,"12788871872","12521148992",49605157,3.122414,"0.000000","42.452103","9.282385"
"125",25,0,0.365554,15625,1,128,1,58,7200,8,"3812149640",140490052,0,62500,"7441367631","11313497063",549292004,4793204,19047816,6224272,"3451329938","79767799878",15625,"92.526647","2.134471","0.357508",4.847993,2.102917,811.160109,8.810057,8.411666,17.942648,"76.242576",27.019383,25,"3.742072","119061.882096","86.886917",1.444759,3.808619,4.619097,6.25,793594680,18255487,87695009,38901700,14653898,298947477,132275365,343.195985,7.894723,16.16026,7.150434,450535117,449239726,963470645,579357296,0,0,"202292840000","31123360000","23343020000","73913230000",0,3,1,1,"12258889899",3890170000,"128379610000","12151872632",4936291628,"14504592352","14200904480",56707916,3.065471,"0.000000","41.457261","9.206039"
"131",26,0,0.412945,17576,1,128,1,58,7200,8,"3946052344",158525184,0,70304,"8397000808","12764569173",619834112,5408320,21492672,7023616,"3849541105","90409702676",17576,"97.554233","2.155594","0.365852",4.921768,2.135036,768.749445,8.993248,8.540144,18.215607,"76.236094",27.019512,25,"3.867104","119438.450273","89.787149",1.444759,3.823165,4.619067,6.25,895511040,20676898,98951344,43897600,15435490,337305374,158044230,348.437885,8.045255,16.405433,7.686756,508377291,506930248,1086941521,653758720,0,0,"228272019456","35120329728","26340809728","83405440000",0,3,1,1,"13827877131",4389760000,"144866579456","13712265216",5570221312,"16367285184","16024547648",55864214,2.717053,"0.000000","45.193905","9.734784"
"137",27,0,0.463781,19683,1,128,1,58,7200,8,"4366241087",178041308,0,78732,"9431135597","14342039788",696171068,6073932,24138264,7888624,"4430033056","101120744236",19683,"98.594856","2.171310","0.356659",5.326748,2.310832,812.863852,9.776899,9.243328,19.714365,"76.198601",27.01963,25,"3.883789","119787.832101","90.174363",1.444759,3.90666,4.619039,6.25,1005799560,23728788,111131910,49303900,16936776,399816374,167642236,377.127792,8.897186,18.739055,7.85725,571015015,569359702,1223398003,734271888,0,0,"256385318848","39445639424","29584859424","93677410000",0,3,1,1,"15527625429",4930390000,"162707908848","15400824904",6256226100,"18382990208","17997991424",62898003,2.947976,"0.000000","45.874936","9.783438"
"143",28,0,0.518554,21952,1,128,1,58,7200,8,"5074145726",199096864,0,87808,"10546870704","16039297285",778531616,6792032,26992512,8821888,"4874646607","113284829810",21952,"96.605551","2.158978","0.362340",4.891562,2.122141,803.29382,8.94682,8.488563,18.103659,"76.235622",27.01974,25,"3.814957","120112.867894","88.577223",1.444759,3.824474,4.619388,6.25,1124790720,25975949,124283264,55136800,20381767,400069705,209542373,346.333378,7.998233,15.398141,8.065002,638531217,636715144,1366660776,821138048,0,0,"286716979712","44112249856","33084889856","104759920000",0,3,1,1,"17367890453",5513680000,"181957059712","17222610368",6996361568,"20557747264","20127148736",60339481,2.322385,"0.000000","44.144897","9.529730"
"149",29,0,0.576909,24389,1,128,1,58,7200,8,"5501492841",221750292,0,97556,"11747304835","17858030631",867144500,7564612,30063336,9826000,"5363787022","126551441794",24389,"97.955972","2.108944","0.368651",5.155229,2.236627,819.296349,9.461463,8.94651,19.079421,"76.226766",27.019842,25,"3.864544","120416.015776","89.727799",1.444759,3.844274,4.618989,6.25,1252815000,29080443,138411610,61412500,21968692,471741890,233380944,365.017591,8.472818,17.180718,8.499674,711228556,709183630,1519093892,914598448,0,0,"319351243584","49133121792","36850621792","116683750000",0,3,1,1,"19341870691",6141250000,"202667493584","19182680280",7792683292,"22897596192","22417932512",78870161,2.872431,"0.000000","45.350083","9.702515"
"155",30,0,0.640806,27000,1,128,1,58,7200,8,"6638616218",246060032,0,108000,"13035536696","19827452868",962238464,8393664,33358656,10903552,"5959980072","139878981056",27000,"93.045416","2.179862","0.359214",5.150419,2.234631,909.380519,9.361654,8.938525,19.061551,"76.223395",27.019936,25,"3.743282","120699.413852","86.915043",1.444759,3.851879,4.618967,6.25,1390202880,32331375,153583680,68147200,27082442,552517368,258977776,364.691834,8.481488,18.117731,8.492203,789167620,786952216,1687316143,1014894336,0,0,"354372352000","54521216000","40891776000","129479680000",0,3,1,1,"21467883371",6814720000,"<OVERFLOW>","21286093312",8647246848,"25408576832","24876255680",111875478,3.668536,"0.000000","41.703480","9.199103"
"161",31,0,0.70783,29791,1,128,1,58,7200,8,"6703906560",272084524,0,119164,"14414664993","21911854630",1064042252,9281180,36886392,12057136,"6737047344","154703144662",29791,"98.466400","2.145899","0.359852",5.129863,2.225797,885.689492,9.377597,8.903189,18.985412,"76.206724",27.020025,25,"3.871250","120964.930625","89.883468",1.444759,3.889057,4.618946,6.25,1537284840,36095040,169825847,75357100,29283308,578912045,271303103,363.250091,8.529016,17.099129,8.013388,872710562,870207958,1865855640,1122266960,0,0,"391864546496","60289493248","45218073248","143178490000",0,3,1,1,"23743419272",7535710000,"<OVERFLOW>","23537908136",9562107812,"28096729024","27508031168",96726579,2.85698,"0.000000","45.666534","9.733012"
"167",32,0,0.78021,32768,1,128,1,58,7200,8,"7570484545",299882208,0,131072,"15887788432","24154492946",1172784608,10229152,40654464,13289344,"7333990624","170631337388",32768,"97.033474","2.147909","0.360439",5.259774,2.282245,945.903684,9.608652,9.12898,19.466146,"76.225767",27.020107,25,"3.834640","121214.206177","89.034009",1.444759,3.846801,4.619254,6.25,1694391360,39349514,187187836,83058400,33617721,708864777,265773188,372.462374,8.64984,19.477898,7.302808,961893182,959137912,2054237826,1236957568,0,0,"431912068608","66450914304","49839234304","157810960000",0,3,1,1,"26161411936",8305840000,"<OVERFLOW>","25943183424",10539321760,"30968092608","30319171904",122354914,3.362019,"0.000000","44.571956","9.597380"
"173",33,0,0.857238,35937,1,128,1,58,7200,8,"8478431868",329511524,0,143748,"17458005719","26546424054",1288694276,11239572,44670792,14602768,"8101350090","187690873224",35937,"95.552458","2.151839","0.361475",5.104116,2.214778,924.322716,9.324831,8.859111,18.89001,"76.215836",27.020185,25,"3.821384","121448.686027","88.727181",1.444759,3.868976,4.618909,6.25,1861852920,43485635,205666347,91267300,37197070,739907743,292083585,361.451719,8.442105,17.955294,7.087974,1056908659,1053929134,2264761664,1359207408,0,0,"474599159872","73018439936","54764979936","173407870000",0,3,1,1,"28752785559",9126730000,"<OVERFLOW>","28506977848",11580944268,"34028707424","33315590816",100734876,2.444527,"0.000000","43.732214","9.515001"
"179",34,0,0.940242,39304,1,128,1,58,7200,8,"9016031232",361030912,0,157216,"19128415560","29079033194",1.412e+09,12314432,48943296,16000000,"8888474331","205496485650",39304,"97.713259","2.143333","0.361241",5.19485,2.254219,975.920816,9.464852,9.016878,19.22576,"76.247628",27.020257,25,"3.849423","121669.649145","89.377011",1.444759,3.798373,4.618892,6.25,2.04e+09,46774805,225337616,100000000,42278390,725451007,380020885,367.888607,8.435254,16.353257,8.566505,1158118950,1154768680,2475782523,1489257728,0,0,"520010061824","80005030912","60005030912","190000000000",0,3,1,1,"31494076455",1e+10,"<OVERFLOW>","31234350080",12689030912,"37284613312","36503200832",109891307,2.477191,"0.000000","45.059500","9.654201"
"185",35,0,1.026321,42875,1,128,1,58,7200,8,"9751884701",394498812,0,171500,"20902116661","31774266566",1542930524,13455724,53479896,17483632,"9684141706","224771444084",42875,"98.223939","2.161277","0.363146",5.079223,2.20411,955.364718,9.293154,8.816439,18.797785,"76.202123",27.020326,25,"3.868618","121878.231259","89.822536",1.444759,3.899648,4.618876,6.25,2229163080,52472586,246224848,109272700,46253832,792635155,415260522,359.710696,8.467281,15.988026,8.376106,1265438947,1261843606,2705815647,1627349776,0,0,"568229016000","87423648000","65569108000","207618130000",0,3,1,1,"34421903117",10927270000,"<OVERFLOW>","34130358792",13865637268,"40741850112","39887914880",162264876,3.273,"0.000000","45.522372","9.720836"
"191",36,0,1.119966,46656,1,128,1,58,7200,8,"10898785992",429973664,0,186624,"22782207728","34640566856",1681714592,14665440,58288512,19056256,"10499681640","245362578422",46656,"96.582861","2.148834","0.367350",5.015196,2.176386,973.117997,9.114838,8.705543,18.560784,"76.198884",27.02039,25,"3.837775","122075.444359","89.107537",1.444759,3.906934,4.619151,6.25,2429672640,57296901,268381368,119101600,52005260,965520790,428795563,355.186153,8.376053,17.643304,7.835533,1379311034,1375340968,2954134140,1773724800,0,0,"<OVERFLOW>","95287251968","71466931968","<OVERFLOW>",0,3,1,1,"37519118109",11910160000,"<OVERFLOW>","37200062656",15112818912,"44406457664","43475645888",152677736,2.789934,"0.000000","<OVERFLOW>","9.571512"
"197",37,0,1.217627,50653,1,128,1,58,7200,8,"11779318785",467513908,0,202612,"24771787467","37666626143",1828580948,15945572,63377064,20720464,"11374175712","266466069984",50653,"96.882998","2.167671","0.364332",5.242388,2.275037,1.008235,9.563754,9.100148,19.401557,"76.218547",27.020451,25,"3.848840","122262.193093","89.364230",1.444759,3.863256,4.618846,6.25,2641859160,61601819,291793076,129502900,57392214,994598487,466240532,371.286048,8.6575,17.472569,8.190662,1499727055,1495447822,3202825942,1928624048,0,0,"<OVERFLOW>","103608803584","77708223584","<OVERFLOW>",0,3,1,1,"40793545544",12950290000,"<OVERFLOW>","40448520344",16432631420,"48284475808","47272306784",143828560,2.526703,"0.000000","<OVERFLOW>","9.624405"
"203",38,0,1.321127,54872,1,128,1,58,7200,8,"12963456262",507177984,0,219488,"26873954584","40863243368",1983758336,17298112,68753472,22478848,"12428948960","289388415206",54872,"95.876815","2.169994","0.364671",5.244595,2.276051,1.034878,9.565153,9.104204,19.409683,"76.224468",27.020509,25,"3.834160","122439.288635","89.023844",1.444759,3.850152,4.618833,6.25,2866053120,66600352,316547008,140492800,63879456,1019099902,533908771,371.451506,8.631662,16.509908,8.649579,1626943880,1622351224,3479518218,2092288768,0,0,"<OVERFLOW>","112401263616","84302703616","<OVERFLOW>",0,3,1,1,"44259931296",14049280000,"<OVERFLOW>","43880790528",17827130368,"52381944384","51283810496",182841900,2.962127,"0.000000","<OVERFLOW>","9.583013"
"209",39,0,1.428543,59319,1,128,1,58,7200,8,"13508878357",549024332,0,237276,"29091807785","44229184120",2147475500,18725052,74425656,24334000,"13316706621","313585909922",59319,"98.384791","2.158133","0.367942",5.209454,2.260853,1.043811,9.504165,9.043413,19.279591,"76.218608",27.020563,25,"3.880474","122607.460447","90.097720",1.444759,3.86325,4.61882,6.25,3102585000,72339554,342662769,152087500,70217152,1103010379,547548527,368.971253,8.602896,16.396776,8.13957,1761315666,1756238230,3768610109,2264960208,0,0,"<OVERFLOW>","121677592832","91260092832","<OVERFLOW>",0,3,1,1,"47898405131",15208750000,"<OVERFLOW>","47501931880",19298371332,"56704903232","55516069952",255522449,3.798463,"0.000000","<OVERFLOW>","9.775712"
"215",40,0,1.5434,64000,1,128,1,58,7200,8,"14971742071",593111392,0,256000,"31428445776","47787822745",2319961184,20228384,80401536,26288512,"14417865370","<OVERFLOW>",64000,"96.617446","2.175832","<OVERFLOW>",5.085113,2.20694,1.040261,9.22637,8.827758,18.819384,"76.208448",27.020615,25,"3.852543","122767.366313","89.450424",1.444759,3.885914,4.619068,6.25,3351785280,78605767,370197716,164303200,77445815,1191540256,591514806,360.172529,8.446734,16.004906,7.945295,1902772235,1897295896,4070555596,2446879616,0,0,"<OVERFLOW>","131450752000","98590112000","<OVERFLOW>",0,3,1,1,"51757141626",16430320000,"<OVERFLOW>","51317003072",20848409888,"61259392192","59974998080",243592979,3.271969,"0.000000","<OVERFLOW>","9.649306"
