"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"65",15,0,0.058002,3375,1,128,1,58,7200,8,"688199231",28736492,0,13500,"1520909201","2311416400",112263884,981084,3897336,1272112,"686585174","16402401908",3375,"99.798670","2.215530","0.373279",9.04592,3.919951,821.582422,14.533531,15.679804,33.48224,"76.262463",27.017068,25,"3.924916","112659.940815","91.129036",1.444759,3.761909,4.61964,6.25,162194280,3690749,17941923,7950700,1627331,67914272,31802803,639.736023,14.557265,33.483923,15.679806,92080431,91823446,196307054,118414416,0,0,"41344504000","6360992000","4770852000","15106330000",0,3,1,1,"2503546720",795070000,"26238174000","2484229672","1008898788","2964569792","2902662080",0,0,"0.000000","46.934655","9.948781"
"71",16,0,0.070823,4096,1,128,1,58,7200,8,"841206758",35175904,0,16384,"1861955088","2829716042",137438432,1200800,4770432,1557376,"839531123","20080664892",4096,"99.833038","2.216868","0.373567",8.98062,3.892278,834.481721,14.430624,15.569113,33.240085,"76.260875",27.017441,25,"3.929686","113644.719727","91.239844",1.444759,3.765839,4.62022,6.25,198565440,4522020,21964748,9733600,2037917,83128215,38934407,635.219803,14.466146,33.241364,15.569116,112727221,112412728,240320094,144967040,0,0,"50615768576","7787404288","5840684288","18493840000",0,3,1,1,"3064937090",973360000,"32121928576","3041178176","1235134112","3629331904","3553510208",0,0,"0.000000","47.008145","9.961087"
"77",17,0,0.085492,4913,1,128,1,58,7200,8,"1014954598",42511908,0,19652,"2250515527","3420196860",166120388,1451092,5765064,1882384,"1013994127","24275018852",4913,"99.927479","2.219411","0.374154",8.929242,3.870552,803.737306,14.351433,15.482209,33.049521,"76.262295",27.017766,25,"3.932901","114518.396448","91.314545",1.444759,3.763049,4.619476,6.25,240003960,5460531,26540791,11764900,2385775,100464800,47059607,631.674116,14.371747,33.052066,15.482211,136249903,135870382,290463702,175218928,0,0,"61178737728","9412548864","7059568864","22353310000",0,3,1,1,"3704516192",1176490000,"38825427728","3675707064","1492888780","4386707808","4295029664",0,0,"0.000000","47.091652","9.979785"
"83",18,0,0.102235,5832,1,128,1,58,7200,8,"1213627230",50802944,0,23328,"2689689224","4087645815",198538496,1733952,6889152,2249728,"1212194222","29012842154",5832,"99.882669","2.218785","0.373959",8.875536,3.847746,797.391735,14.263092,15.390985,32.850392,"76.262056",27.018053,25,"3.932670","115298.749314","91.309140",1.444759,3.763894,4.619409,6.25,286840320,6526412,31716048,14060800,2845610,120050275,56243485,627.952191,14.287652,32.851829,15.391063,162837149,162383464,347134206,209411328,0,0,"73117652992","11249386496","8437226496","26715520000",0,3,1,1,"4427409562",1406080000,"46402132992","4392875008","1784218368","5242737344","5133133376",0,0,"0.000000","47.068132","9.976047"
"89",19,0,0.120722,6859,1,128,1,58,7200,8,"1433887014",60107452,0,27436,"3182574885","4836658661",234921500,2051372,8150616,2662000,"1432915636","34332784208",6859,"99.947060","2.221445","0.374410",8.871282,3.846322,793.063687,14.256581,15.385289,32.834336,"76.262491",27.018307,25,"3.935985","115999.959360","91.386137",1.444759,3.763207,4.619349,6.25,339405000,7719738,37523804,16637500,3350044,142034148,66550009,627.71979,14.277433,32.836009,15.385291,192675199,192139030,410739394,247785488,0,0,"86516755904","13310877952","9983377952","31611250000",0,3,1,1,"5238720920",1663750000,"54905505904","5197740680","2111178452","6203460352","6073734272",0,0,"0.000000","47.138453","9.990441"
"95",20,0,0.14167,8000,1,128,1,58,7200,8,"1681856946",70483872,0,32000,"3732271216","5672093134",275498144,2405344,9557376,3121792,"1680985327","40262559722",8000,"99.929394","2.220483","0.374246",8.832946,3.830075,786.371479,14.206962,15.3203,32.692173,"76.263380",27.018534,25,"3.935967","116633.475500","91.385727",1.444759,3.761484,4.619826,6.25,398028480,9047663,44005576,19511200,3912051,166550690,78044803,625.068228,14.208548,32.694126,15.3203,225954503,225324136,481678439,290582656,0,0,"101460288000","15609984000","11707744000","37071280000",0,3,1,1,"6143567998",1951120000,"64389008000","6095362752","2475824608","7274916672","7122745280",0,0,"0.000000","47.129960","9.988894"
"101",21,0,0.164575,9261,1,128,1,58,7200,8,"1954815184",81990644,0,37044,"4341876923","6598479439",320497172,2797860,11117352,3631696,"1954329879","46849042540",9261,"99.959359","2.221534","0.374538",8.821287,3.825355,790.970524,14.185597,15.30142,32.648775,"76.261901",27.018738,25,"3.938294","117208.641696","91.439812",1.444759,3.764989,4.619248,6.25,463041240,10533913,51182688,22698100,4583298,193733276,90792415,624.297947,14.202407,32.650247,15.301423,262858698,262125838,560341788,338044080,0,0,"118032490816","18159665408","13620045408","43126390000",0,3,1,1,"7147011566",2269810000,"74906100816","7090799896","2880212412","8463146144","8286079328",0,0,"0.000000","47.172175","9.998060"
"107",22,0,0.190204,10648,1,128,1,58,7200,8,"2259188860",94686208,0,42592,"5014490712","7620739155",370147328,3230912,12838464,4194304,"2257582342","54103996564",10648,"99.928890","2.221465","0.374509",8.824063,3.826862,791.590372,14.191954,15.30745,32.658828,"76.262709",27.018923,25,"3.936810","117733.159091","91.405370",1.444759,3.763399,4.619205,6.25,534773760,12159212,59106752,26214400,5295386,223725896,104857609,624.543942,14.200327,32.660226,15.307451,303577494,302731192,647159749,390411008,0,0,"136317605888","20972882944","15730002944","49807360000",0,3,1,1,"8254141363",2621440000,"86510245888","8189110784","3326397440","9774188608","9569649344",0,0,"0.000000","47.139985","9.994894"
"113",23,0,0.218077,12167,1,128,1,58,7200,8,"2590219548",108629004,0,48668,"5753211289","8743358143",424677356,3706492,14728632,4812208,"2588996038","62075850192",12167,"99.959177","2.222272","0.374638",8.833616,3.831281,792.178652,14.2014,15.325124,32.693982,"76.263055",27.01909,25,"3.938308","118213.431598","91.440214",1.444759,3.762815,4.619165,6.25,613556520,13946843,67809181,30076300,6073004,256666703,120305201,625.265079,14.212992,32.695587,15.325125,348297792,347327254,742447000,447924688,0,0,"156399874752","24062597376","18047337376","57144970000",0,3,1,1,"9470141642",3007630000,"99254904752","9395354088","3816435268","11214083904","10979368256",0,0,"0.000000","47.172604","9.999593"
"119",24,0,0.249535,13824,1,128,1,58,7200,8,"2954600566",123877472,0,55296,"6561137360","9971222488",484316000,4226592,16795776,5488000,"2952987275","70787599176",13824,"99.945883","2.222105","0.374596",8.811914,3.822119,792.060082,14.170449,15.288476,32.613473,"76.263669",27.019243,25,"3.937989","118654.827836","91.432753",1.444759,3.761619,4.619569,6.25,699720000,15898829,77333796,34300000,6941416,292687453,137200010,623.76984,14.173112,32.614761,15.288478,397208473,396101080,846732870,510826368,0,0,"178363538944","27441769472","20581769472","65170000000",0,3,1,1,"10800042708",3.43e+09,"113193538944","10714588480","4352381472","12788871872","12521148992",0,0,"0.000000","47.162556","9.998025"
"125",25,0,0.285804,15625,1,128,1,58,7200,8,"3349698099",140490052,0,62500,"7441367631","11308951519",549292004,4793204,19047816,6224272,"3348525651","80291468526",15625,"99.964998","2.222700","0.374729",8.804835,3.819278,782.666941,14.159291,15.277113,32.587106,"76.262372",27.019383,25,"3.938754","119061.882096","91.450581",1.444759,3.764653,4.619097,6.25,793594680,18044750,87695009,38901700,7785102,331938076,155606801,623.30622,14.172732,32.588907,15.277113,450494274,449239726,960329323,579357296,0,0,"202292840000","31123360000","23343020000","73913230000",0,3,1,1,"12248947265",3890170000,"128379610000","12151872632","4936291628","14504592352","14200904480",0,0,"0.000000","47.180754","9.997825"
"131",26,0,0.323639,17576,1,128,1,58,7200,8,"3780617078",158525184,0,70304,"8397000808","12761269705",619834112,5408320,21492672,7023616,"3778464896","90598871924",17576,"99.946689","2.222360","0.374656",8.809056,3.82132,828.915674,14.171309,15.285281,32.602572,"76.262941",27.019512,25,"3.938695","119438.450273","91.449277",1.444759,3.763531,4.619067,6.25,895511040,20354378,98951344,43897600,9299032,374540143,175590412,623.639457,14.174915,32.604011,15.285282,508346408,506930248,1083625991,653758720,0,0,"228272019456","35120329728","26340809728","83405440000",0,3,1,1,"13822014823",4389760000,"144866579456","13712265216","5570221312","16367285184","16024547648",0,0,"0.000000","47.171536","9.997626"
"137",27,0,0.366538,19683,1,128,1,58,7200,8,"4244458370",178041308,0,78732,"9431135597","14332824287",696171068,6073932,24138264,7888624,"4243057218","101759793858",19683,"99.962020","2.222592","0.374729",8.799474,3.817358,794.447549,14.159535,15.269433,32.566967,"76.263334",27.01963,25,"3.939711","119787.832101","91.472826",1.444759,3.762788,4.619039,6.25,1005799560,22854918,111131910,49303900,10020367,420650961,197215602,622.992866,14.15635,32.568933,15.269433,570949076,569359702,1217093312,734271888,0,0,"256385318848","39445639424","29584859424","93677410000",0,3,1,1,"15524182379",4930390000,"162707908848","15400824904","6256226100","18382990208","17997991424",0,0,"0.000000","47.191187","10.004103"
"143",28,0,0.411726,21952,1,128,1,58,7200,8,"4745598634",199096864,0,87808,"10546870704","16028448412",778531616,6792032,26992512,8821888,"4744419317","113802645962",21952,"99.974217","2.223174","0.374819",8.800315,3.817903,795.883123,14.161331,15.271612,32.569948,"76.262616",27.01974,25,"3.940060","120112.867894","91.480950",1.444759,3.764502,4.619388,6.25,1124790720,25568620,124283264,55136800,11224474,470391627,220547208,623.081781,14.163827,32.571887,15.271613,638492733,636715144,1361071765,821138048,0,0,"286716979712","44112249856","33084889856","104759920000",0,3,1,1,"17360797646",5513680000,"181957059712","17222610368","6996361568","20557747264","20127148736",0,0,"0.000000","47.201135","10.006756"
"149",29,0,0.460776,24389,1,128,1,58,7200,8,"5287100252",221750292,0,97556,"11747304835","17852890998",867144500,7564612,30063336,9826000,"5284825287","126765865196",24389,"99.968963","2.222334","0.374785",8.786004,3.811861,859.217119,14.138041,15.247444,32.51686,"76.262095",27.019842,25,"3.939257","120416.015776","91.462332",1.444759,3.765771,4.618989,6.25,1252815000,28486595,138411610,61412500,13518319,523902643,245650001,622.09571,14.145256,32.518527,15.247444,711164571,709183630,1515959827,914598448,0,0,"319351243584","49133121792","36850621792","116683750000",0,3,1,1,"19336817168",6141250000,"202667493584","19182680280","7792683292","22897596192","22417932512",0,0,"0.000000","47.189035","9.999787"
"155",30,0,0.512863,27000,1,128,1,58,7200,8,"5865703592",246060032,0,108000,"13035536696","19810570723",962238464,8393664,33358656,10903552,"5864725063","140675707532",27000,"99.960788","2.222822","0.374793",8.788649,3.813164,803.613833,14.143436,15.252654,32.526535,"76.262763",27.019936,25,"3.940367","120699.413852","91.488097",1.444759,3.764392,4.618967,6.25,1390202880,31597041,153583680,68147200,14025231,581336514,272588812,622.308303,14.144051,32.528574,15.252655,789150532,786952216,1682209948,1014894336,0,0,"354372352000","54521216000","40891776000","129479680000",0,3,1,1,"21457234275",6814720000,"224892672000","21286093312","8647246848","25408576832","24876255680",0,0,"0.000000","47.198669","10.008794"
"161",31,0,0.570467,29791,1,128,1,58,7200,8,"6484298604",272084524,0,119164,"14414664993","21906400719",1064042252,9281180,36886392,12057136,"6483580944","155536059522",29791,"99.988932","2.223048","0.374842",8.783593,3.811114,839.927306,14.135459,15.244458,32.507716,"76.262990",27.020025,25,"3.940443","120964.930625","91.489920",1.444759,3.763983,4.618946,6.25,1537284840,34934203,169825847,75357100,16218621,642806476,301428405,621.973885,14.134116,32.509333,15.244458,872637880,870207958,1860179117,1122266960,0,0,"391864546496","60289493248","45218073248","143178490000",0,3,1,1,"23727397099",7535710000,"<OVERFLOW>","23537908136","9562107812","28096729024","27508031168",0,0,"0.000000","47.213152","10.007173"
"167",32,0,0.629609,32768,1,128,1,58,7200,8,"7148203885",299882208,0,131072,"15887788432","24145321421",1172784608,10229152,40654464,13289344,"7147160317","171455606334",32768,"99.979139","2.223042","0.374833",8.77656,3.808198,867.598196,14.124916,15.232793,32.481589,"76.262761",27.020107,25,"3.940175","121214.206177","91.483699",1.444759,3.764584,4.619254,6.25,1694391360,38508503,187187836,83058400,18479180,708475409,332233606,621.497954,14.12481,32.483347,15.232793,961815520,959137912,2050321060,1236957568,0,0,"431912068608","66450914304","49839234304","157810960000",0,3,1,1,"26152293884",8305840000,"<OVERFLOW>","25943183424","10539321760","30968092608","30319171904",0,0,"0.000000","47.205047","10.005297"
"173",33,0,0.697054,35937,1,128,1,58,7200,8,"7854263102",329511524,0,143748,"17458005719","26531558664",1288694276,11239572,44670792,14602768,"7853927769","188395874084",35937,"99.988257","2.223088","0.374846",8.773351,3.806932,873.981337,14.119014,15.227729,32.46962,"76.262775",27.020185,25,"3.940006","121448.686027","91.479807",1.444759,3.764637,4.618909,6.25,1861852920,42312913,205666347,91267300,20461725,778457704,365069208,621.291362,14.119616,32.470949,15.22773,1056869280,1053929134,2252854237,1359207408,0,0,"474599159872","73018439936","54764979936","173407870000",0,3,1,1,"28736976072",9126730000,"<OVERFLOW>","28506977848","11580944268","34028707424","33315590816",0,0,"0.000000","47.207560","10.004607"
"179",34,0,0.766148,39304,1,128,1,58,7200,8,"8607559842",361030912,0,157216,"19128415560","29070270220",1.412e+09,12314432,48943296,16000000,"8604700126","206443985984",39304,"99.983390","2.222754","0.374867",8.783126,3.811293,887.322683,14.134919,15.24517,32.505707,"76.263234",27.020257,25,"3.939396","121669.649145","91.465655",1.444759,3.763697,4.618892,6.25,2.04e+09,46347794,225337616,100000000,22735753,852912738,400000008,622.002943,14.1316,32.507,15.24517,1157993734,1154768680,2468387777,1489257728,0,0,"520010061824","80005030912","60005030912","190000000000",0,3,1,1,"31486624242",1e+10,"<OVERFLOW>","31234350080","12689030912","37284613312","36503200832",0,0,"0.000000","47.197797","10.000119"
"185",35,0,0.837863,42875,1,128,1,58,7200,8,"9403235338",394498812,0,171500,"20902116661","31765749084",1542930524,13455724,53479896,17483632,"9401877775","225571446820",42875,"99.985563","2.223403","0.374869",8.776304,3.808444,886.308348,14.125148,15.233776,32.480376,"76.263170",27.020326,25,"3.940331","121878.231259","91.487392",1.444759,3.763915,4.618876,6.25,2229163080,50646195,246224848,109272700,24834132,931983396,437090801,621.538059,14.121236,32.482098,15.233776,1265364325,1261843606,2697257684,1627349776,0,0,"568229016000","87423648000","65569108000","207618130000",0,3,1,1,"34406185389",10927270000,"<OVERFLOW>","34130358792","13865637268","40741850112","39887914880",0,0,"0.000000","47.210232","10.005593"
"191",36,0,0.914327,46656,1,128,1,58,7200,8,"10248582918",429973664,0,186624,"22782207728","34623037397",1681714592,14665440,58288512,19056256,"10247474053","245881118598",46656,"99.989180","2.223267","0.374895",8.771164,3.806319,926.354015,14.115733,15.225277,32.46128,"76.263251",27.02039,25,"3.940365","122075.444359","91.488185",1.444759,3.763805,4.619151,6.25,2429672640,55197862,268381368,119101600,28306712,1015780265,476406485,621.191287,14.112367,32.462905,15.225279,1379178624,1375340968,2939906993,1773724800,0,0,"619340263936","95287251968","71466931968","226293040000",0,3,1,1,"37501004550",11910160000,"<OVERFLOW>","37200062656","15112818912","44406457664","43475645888",0,0,"0.000000","47.212340","10.004162"
"197",37,0,0.998178,50653,1,128,1,58,7200,8,"11143404272",467513908,0,202612,"24771787467","37646813811",1828580948,15945572,63377064,20720464,"11143804421","267406476070",50653,"99.990815","2.222683","0.374897",8.774628,3.807922,973.78509,14.121192,15.231687,32.474026,"76.263148",27.020451,25,"3.940365","122262.193093","91.488231",1.444759,3.764101,4.618846,6.25,2641859160,60020738,291793076,129502900,32341089,1104459518,518011612,621.452835,14.118867,32.475686,15.231687,1499623966,1495447822,3196559317,1928624048,0,0,"<OVERFLOW>","103608803584","77708223584","<OVERFLOW>",0,3,1,1,"40775868286",12950290000,"<OVERFLOW>","40448520344","16432631420","48284475808","47272306784",0,0,"0.000000","<OVERFLOW>","10.004663"
"203",38,0,1.085071,54872,1,128,1,58,7200,8,"12091274930",507177984,0,219488,"26873954584","40841550443",1983758336,17298112,68753472,22478848,"12087452687","290032851150",54872,"99.987203","2.222918","0.374888",8.767423,3.804889,1.026189,14.108855,15.219555,32.447289,"76.262381",27.020509,25,"3.939798","122439.288635","91.475112",1.444759,3.765868,4.618833,6.25,2866053120,65142411,316547008,140492800,37891297,1198147789,561971212,620.957826,14.113727,32.448773,15.219555,1626881580,1622351224,3467869892,2092288768,0,0,"<OVERFLOW>","112401263616","84302703616","<OVERFLOW>",0,3,1,1,"44236367698",14049280000,"<OVERFLOW>","43880790528","17827130368","52381944384","51283810496",0,0,"0.000000","<OVERFLOW>","9.999165"
"209",39,0,1.173963,59319,1,128,1,58,7200,8,"13086039400",549024332,0,237276,"29091807785","44212139336",2147475500,18725052,74425656,24334000,"13084675442","313957450498",59319,"99.989577","2.223015","0.374897",8.767388,3.804963,1.044316,14.10902,15.219851,32.447097,"76.262823",27.020563,25,"3.940619","122607.460447","91.494160",1.444759,3.764945,4.61882,6.25,3102585000,70498797,342662769,152087500,41742168,1297000701,608350002,620.969907,14.110051,32.448684,15.219851,1761140681,1756238230,3754064913,2264960208,0,0,"<OVERFLOW>","121677592832","91260092832","<OVERFLOW>",0,3,1,1,"47886855554",15208750000,"<OVERFLOW>","47501931880","19298371332","56704903232","55516069952",0,0,"0.000000","<OVERFLOW>","10.005516"
"215",40,0,1.272231,64000,1,128,1,58,7200,8,"14140122682",593111392,0,256000,"31428445776","47763351504",2319961184,20228384,80401536,26288512,"14138706074","339203181192",64000,"99.989982","2.223095","0.374904",8.767144,3.804941,1.095622,14.108105,15.219764,32.446131,"76.263088",27.020615,25,"3.939780","122767.366313","91.474723",1.444759,3.764413,4.619068,6.25,3351785280,76147984,370197716,164303200,47310645,1401144651,657212805,620.966378,14.107508,32.447772,15.219764,1902590761,1897295896,4055602972,2446879616,0,0,"<OVERFLOW>","131450752000","98590112000","<OVERFLOW>",0,3,1,1,"51733407093",16430320000,"<OVERFLOW>","51317003072","20848409888","61259392192","59974998080",0,0,"0.000000","<OVERFLOW>","9.997606"
"221",41,0,1.370827,68921,1,128,1,58,7200,8,"15245727658",639497604,0,275684,"33886967263","51499762299",2501444132,21810100,86689032,28344976,"15245190531","<OVERFLOW>",68921,"99.986135","2.222893","<OVERFLOW>",8.762302,3.80292,1.152335,14.099091,15.211679,32.428152,"76.263407",27.020664,25,"3.940057","122919.600931","91.481161",1.444759,3.763759,4.618796,6.25,3613984440,82087971,399125653,177156100,53680644,1510719308,708624400,620.636484,14.097125,32.429841,15.211679,2051421348,2045711278,4372878230,2638288240,0,0,"<OVERFLOW>","141733701888","106302481888","<OVERFLOW>",0,3,1,1,"55780139806",17715610000,"<OVERFLOW>","55331062776","22479301612","66051451104","64666507808",0,0,"0.000000","<OVERFLOW>","9.998768"
