"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"19779",7424,0,0.000127807,367,1,32,1,46,3072,10,1490523,281856,182032,367,975853,790643,296488,204786,111568,17616,11377,1414855,17466282,367,94.923393,0.6891,0.192716,8.041382,5.193393,7.711574,7.481051,5.193393,8.041382,12.84267,100,100,0.977923,2659,19.20923,1.731183,2.342105,1,1,354522,261304,17616,11377,33787,35396,22766,647.331257,477.122003,8.078814,5.196131,96169,96154,675411,345347,2912512,0,0,0,0,0,93952,5,1,1,1086662,1597184,0,6435712,810336,5525552,616560,20073,4.581479,0.508859,0,0.924299
"609",1280,0,5.8815e-05,37,1,32,1,46,3072,10,730347,28416,18352,37,98383,80280,29799,20646,11248,1776,1147,665951,1637702,37,91.204455,0.147725,0.038423,1.686145,1.088968,1.435502,1.582659,1.088968,1.686145,12.84267,100,100,0.210021,2659,4.133032,1.731183,2.342105,1,1,35742,26344,1776,1147,3024,3844,2300,135.734647,100.044584,1.824758,1.091817,9694,9694,68051,34817,293632,0,0,0,0,0,9472,1,1,1,110122,161024,0,648832,81696,557072,62160,1875,0.890068,0.104699,0,0.165369
"4077",3328,0,6.0608e-05,97,1,32,1,46,3072,10,749784,74496,48112,97,257923,210442,78163,54126,29488,4656,3007,678048,4347196,97,91.034751,0.379163,0.100177,4.336509,2.800662,4.183762,3.998418,2.800662,4.336509,12.84267,100,100,0.537339,2659,10.57062,1.731183,2.342105,1,1,93702,69064,4656,3007,8984,9615,6020,349.08897,257.29953,4.477613,2.803456,25414,25414,178336,91277,769792,0,0,0,0,0,24832,3,1,1,288226,422144,0,1700992,214176,1460432,162960,5413,2.520782,0.267366,0,0.433804
"11259",5632,0,0.000123872,295,1,32,1,46,3072,10,1447509,226560,146320,295,784405,634815,237988,164610,89680,14160,9145,1298444,13990526,295,86.707716,0.624203,0.173956,6.663733,4.303661,6.402078,6.147011,4.303661,6.663733,12.84267,100,100,0.885021,2659,17.385101,1.731183,2.342105,1,1,284970,210040,14160,9145,27208,28903,18293,536.430509,395.381493,6.800914,4.304367,77317,77290,542145,277595,2341120,0,0,0,0,0,75520,4,1,1,872832,1283840,0,5173120,651360,4441520,495600,16164,3.80341,0.421183,0,0.841641
"16056",6656,0,0.0001216,264,1,32,1,46,3072,10,1438998,202752,130944,264,701976,568423,212947,147312,80256,12672,8184,1000501,12640702,264,69.527616,0.645533,0.190127,6.046157,3.904809,5.836698,5.616026,3.904809,6.046157,12.84267,100,100,0.993819,2659,19.524468,1.731183,2.342105,1,1,255024,187968,12672,8184,24466,25481,16371,486.715601,358.738621,6.07884,3.905525,69179,69168,485198,248424,2095104,0,0,0,0,0,67584,4,1,1,780825,1148928,0,4629504,582912,3974784,443520,14643,3.493287,0.379153,0,0.955002
"19392",7168,0,5.8336e-05,32,1,32,1,46,3072,10,731832,24576,15872,32,85088,69477,25771,17856,9728,1536,992,666302,1422418,32,91.155484,0.127801,0.03329,1.457428,0.941256,1.405242,1.391958,0.941256,1.457428,12.84267,100,100,0.181409,2659,3.569453,1.731183,2.342105,1,1,30912,22784,1536,992,2962,3402,1987,117.322983,86.474082,1.613988,0.942679,8384,8384,58787,30112,253952,0,0,0,0,0,8192,1,1,1,95198,139264,0,561152,70656,481792,53760,1834,0.870092,0.090367,0,0.142823
"8412",4864,0,6.592e-05,236,1,32,1,46,3072,10,804462,181248,117056,236,627524,507562,190772,131688,71744,11328,7316,738429,11383496,236,91.791657,0.845893,0.239762,9.696294,6.26219,9.403984,8.990984,6.26219,9.696294,12.84267,100,100,1.204051,2659,23.642557,1.731183,2.342105,1,1,227976,168032,11328,7316,21973,22792,14638,780.551648,575.31343,9.754499,6.264758,61833,61832,433634,222076,1872896,0,0,0,0,0,60416,5,1,1,698005,1027072,0,4138496,521088,3553216,396480,13117,5.613801,0.606285,0,1.166327
"6201",4096,0,6.0864e-05,109,1,32,1,46,3072,10,749463,83712,54064,109,289831,236171,87824,60822,33136,5232,3379,682712,4896598,109,91.209439,0.426701,0.11264,4.860377,3.138993,4.577041,4.419116,3.138993,4.860377,12.84267,100,100,0.602812,2659,11.853753,1.731183,2.342105,1,1,105294,77608,5232,3379,9854,10772,6760,391.260339,288.382362,5.003438,3.139922,28558,28558,200705,102569,865024,0,0,0,0,0,27904,3,1,1,324120,474368,0,1911424,240672,1641104,183120,5595,2.598797,0.300571,0,0.490403
"14637",6400,0,0.000126432,321,1,32,1,46,3072,10,1458873,246528,159216,321,853539,692035,259013,179118,97584,15408,9951,1349424,15194318,321,92.497702,0.627977,0.181207,7.169644,4.630395,6.897432,6.644065,4.630395,7.169644,12.84267,100,100,0.896159,2659,17.607235,1.731183,2.342105,1,1,310086,228552,15408,9951,29646,31534,19919,577.156335,425.398872,7.336694,4.63435,84137,84102,590448,302061,2547456,0,0,0,0,0,82176,4,1,1,950385,1396992,0,5629056,708768,4832976,539280,17697,4.11738,0.454735,0,0.842903
"18522",7168,0,0.000125056,322,1,32,1,46,3072,10,1468215,247296,159712,322,856198,693783,259800,179676,97888,15456,9982,1311995,15276940,322,95.060328,0.653698,0.182247,7.183903,4.639604,6.897821,6.680063,4.639604,7.183903,12.84267,100,100,0.869379,2659,17.080852,1.731183,2.342105,1,1,311052,229264,15456,9982,29681,31709,19966,578.304215,426.244928,7.369125,4.640069,84391,84364,592129,303002,2555392,0,0,0,0,0,82432,4,1,1,953633,1401344,0,5646592,710976,4848032,540960,17840,4.14599,0.453249,0,0.814835
