"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","device","kernel","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","system_memory_write_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","system_memory_write_throughput","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","system_memory_utilization","control.flow_function_unit_utilization","texture_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"2148",41,0,0.013163,51,1,256,1,40,11.59375,9,5,0,5,233995364,987003867,28792458,408,295153710,191636551,51760594,36655893,5151,40537707,923712,227595787,5757739072,51,97.285385,1.311149,0.398514,219.324692,0.008554384765625,0.0096783681640625,0.008860841796875,0.015856759765625,0.315458288085938,73.151752,67.896225,53.947871,1.296851,723415.955882,26.735682,1.01437,1,6.567103,37182655,5151,266215290,6671361,5,4071947,132738808,6671367,361.993157,51.351303,323.070933,16.237337,0.012461,29156504,29156504,181481766,78159948,1886420972,99794188,0,0,0,0,17682668,2,1,1,1,4,243397124,1018032508,0,2790025926,484665295,1887029665,1003927797,0,0,3.149136,0,1.334998
"16506",104,0,0.011866,51,1,256,1,40,11.59375,9,5,5,0,232834704,987003867,28792458,408,295153677,191636546,51760590,36655893,5151,40537707,923712,225774891,5757575904,51,97.388046,1.307292,0.398544,221.004267,0.0086198935546875,0.00972204296875,0.0089774462890625,0.0159781904296875,0.317874114257812,73.151564,67.896211,53.947871,1.311107,723415.875,27.029595,1.014373,1,6.567107,37182755,5151,266215445,6671361,5,4059237,132738835,6671367,364.766261,51.744548,325.545058,16.361682,0.012556,29156496,29156496,181481766,78159948,1886420780,99793982,0,0,0,0,17682669,2,1,1,1,4,243397092,1018032305,0,2790025706,484665291,1887029765,1003927892,0,0,3.164834,0,1.351309
"10618",84,0,0.012206,51,1,256,1,40,11.59375,9,5,1,4,236004336,987003867,28792458,408,295153710,191636571,51760594,36655893,5151,40537707,923712,229129060,5745745326,51,97.274967,1.317286,0.398564,218.1692,0.00850931640625,0.0096292578125,0.0088856015625,0.015773220703125,0.313796377929688,73.151611,67.896214,53.947871,1.310742,723415.955882,27.022061,1.014373,1,6.567105,37182730,5151,266215370,6671361,5,4072742,132727166,6671367,360.086757,51.080764,321.340679,16.151792,0.012395,29156504,29156504,181481766,78159948,1886420934,99794150,0,0,0,0,17682668,2,1,1,1,4,243397143,1018032470,0,2790025832,484665295,1887029740,1003927872,0,0,3.122329,0,1.351397
"9184",78,0,0.01179,51,1,256,1,40,11.59375,9,5,0,5,231420164,987003867,28792458,408,295153677,191636528,51760591,36655893,5151,40537707,923712,225212360,5775238442,51,97.177673,1.310836,0.398467,218.90823,0.0085381416015625,0.0096575849609375,0.0089026796875,0.015826650390625,0.314859349609375,73.151607,67.896211,53.947871,1.309134,723415.875,26.988917,1.014373,1,6.567107,37182732,5151,266215445,6671361,5,4070933,132738827,6671367,361.30654,51.253796,322.457521,16.206505,0.012438,29156496,29156496,181481766,78159948,1886420841,99794043,0,0,0,0,17682669,2,1,1,1,4,243397122,1018032366,0,2790025647,484665291,1887029742,1003927869,0,0,3.184179,0,1.35105
"10714",84,0,0.011785,51,1,256,1,40,11.59375,9,5,1,4,230123752,987003867,28792458,408,295153677,191636515,51760590,36655893,5151,40537707,923712,222447872,5785252630,51,97.204627,1.319789,0.398519,224.792274,0.008767638671875,0.009890169921875,0.009094595703125,0.0162520556640625,0.323322466796875,73.15153,67.896211,53.947871,1.31703,723415.875,27.151705,1.014374,1,6.567107,37182773,5151,266215445,6671361,5,4059849,132738843,6671367,371.018523,52.631448,331.12491,16.64212,0.012772,29156496,29156496,181481766,78159948,1886421159,99794361,0,0,0,0,17682669,2,1,1,1,4,243397116,1018032684,0,2790026020,484665291,1887029783,1003927910,0,0,3.202117,0,1.359824
"2465",43,0,0.011791,51,1,256,1,40,11.59375,9,5,0,5,232314740,987003867,28792458,408,295153677,191636520,51760590,36655893,5151,40537707,923712,225761877,5708414464,51,97.146562,1.31877,0.398395,223.312425,0.0087099189453125,0.0098131708984375,0.009019037109375,0.0161450654296875,0.321193963867188,73.151615,67.896214,53.947871,1.308803,723415.875,26.982099,1.014372,1,6.567105,37182728,5151,266215370,6671361,5,4054936,132738036,6671367,368.575594,52.284966,328.943055,16.532562,0.012688,29156496,29156496,181481766,78159948,1886420856,99794058,0,0,0,0,17682669,2,1,1,1,4,243397140,1018032381,0,2790025837,484665291,1887029738,1003927865,0,0,3.171917,0,1.348885
"2133",41,0,0.013226,51,1,256,1,40,11.59375,9,5,5,0,232262260,987003867,28792458,408,295153710,191636529,51760610,36655893,5151,40537707,923712,226275773,5766651952,51,97.347225,1.305346,0.398507,220.107351,0.0085849111328125,0.0096978037109375,0.0088890244140625,0.0159133447265625,0.316584057617187,73.151762,67.896213,53.947871,1.304416,723415.955882,26.891648,1.01437,1,6.567108,37182650,5151,266215505,6671361,5,4065616,132727220,6671367,363.28488,51.53455,324.195506,16.29528,0.012506,29156504,29156504,181481766,78159948,1886420847,99794063,0,0,0,0,17682668,2,1,1,1,4,243397127,1018032383,0,2790025806,484665295,1887029660,1003927792,0,0,3.172634,0,1.342516
"9458",79,0,0.011821,51,1,256,1,40,11.59375,9,5,1,4,232834988,987003867,28792458,408,295153677,191636522,51760590,36655893,5151,40537707,923712,226181538,5743226652,51,97.163174,1.309368,0.3985,224.952115,0.008773873046875,0.009903767578125,0.0091105654296875,0.0162636123046875,0.32355235546875,73.151492,67.896214,53.947871,1.310439,723415.875,27.015823,1.014374,1,6.567107,37182793,5151,266215455,6671361,5,4062542,132738681,6671367,371.282541,52.668873,331.359957,16.653954,0.012781,29156496,29156496,181481766,78159948,1886421141,99794343,0,0,0,0,17682669,2,1,1,1,4,243397145,1018032666,0,2790025974,484665291,1887029803,1003927930,0,0,3.16483,0,1.3529
"11566",87,0,0.011904,51,1,256,1,40,11.59375,9,5,5,0,231246612,987003867,28792458,408,295153677,191636542,51760590,36655893,5151,40537707,923712,224994596,5778098236,51,97.22045,1.309419,0.39838,223.692659,0.00872475,0.00985644921875,0.0090203310546875,0.0161725556640625,0.321740833007812,73.15166,67.896219,53.947871,1.316465,723415.875,27.140045,1.014372,1,6.567105,37182704,5151,266215370,6671361,5,4065896,132738577,6671367,369.202929,52.373991,329.504488,16.560712,0.01271,29156496,29156496,181481766,78159948,1886421106,99794308,0,0,0,0,17682669,2,1,1,1,4,243397095,1018032631,0,2790025943,484665291,1887029714,1003927841,0,0,3.186569,0,1.358032
"8850",77,0,0.012002,51,1,256,1,40,11.59375,9,5,5,0,234183540,987003867,28792458,408,295153677,191636518,51760606,36655893,5151,40537707,923712,225474931,5772060452,51,97.390681,1.307866,0.398574,220.294185,0.0085921982421875,0.0096820693359375,0.008899095703125,0.0159268525390625,0.316852779296875,73.151685,67.896214,53.947871,1.308244,723415.875,26.970573,1.014371,1,6.567105,37182691,5151,266215370,6671361,5,4055577,132738814,6671367,363.593649,51.578294,324.499037,16.309112,0.012516,29156496,29156496,181481766,78159948,1886420995,99794197,0,0,0,0,17682669,2,1,1,1,4,243397117,1018032520,0,2790025660,484665291,1887029701,1003927828,0,0,3.146605,0,1.346799
"8494",75,0,0.011803,51,1,256,1,40,11.59375,9,5,1,4,232724076,987547527,28951221,408,295526757,191924316,51803242,36655893,5151,40554843,928710,225855671,5753643428,51,97.201246,1.325371,0.398515,221.657641,0.00868215234375,0.0098036142578125,0.0089610224609375,0.01606977734375,0.3188162421875,73.151573,67.895707,54.027829,1.308494,724330.286765,26.978242,1.014373,1,6.567192,37182750,5151,266331459,6692367,5,4082781,132790424,6692373,365.705568,51.877802,326.510259,16.455467,0.012589,29166916,29166916,181571832,78184122,1886553846,99794425,278358,13056,0,132651,17828374,2,1,1,1,4,243727536,1018311100,145707,2797562621,484784894,1887797463,1004604208,0,0,3.166561,0.014951,1.349927
"14803",99,0,0.013234,51,1,256,1,40,11.59375,9,5,0,5,232387524,987003867,28792458,408,295153677,191636528,51760598,36655893,5151,40537707,923712,226080069,5683893050,51,97.298832,1.313852,0.398615,222.684134,0.0086854140625,0.009786271484375,0.0090733359375,0.0160996416015625,0.320290287109375,73.151737,67.896213,53.947871,1.305545,723415.875,26.914926,1.014371,1,6.567108,37182663,5151,266215505,6671361,5,4055230,132727136,6671367,367.537961,52.137861,327.990635,16.486048,0.012651,29156496,29156496,181481766,78159948,1886420972,99794174,0,0,0,0,17682669,2,1,1,1,4,243397131,1018032497,0,2790025844,484665291,1887029673,1003927800,0,0,3.170924,0,1.349583
"3000",47,0,0.012027,51,1,256,1,40,11.59375,9,5,0,5,231295332,987003867,28792458,408,295153677,191636520,51760587,36655893,5151,40537707,923712,225274721,5746029880,51,97.030422,1.304011,0.398543,220.323752,0.0085933515625,0.009719076171875,0.0089338603515625,0.015928990234375,0.31689525390625,73.151705,67.896225,53.947871,1.304844,723415.875,26.90048,1.014371,1,6.567103,37182680,5151,266215290,6671361,5,4070532,132738022,6671367,363.642342,51.585217,324.540654,16.311301,0.012518,29156496,29156496,181481766,78159948,1886420944,99794146,0,0,0,0,17682669,2,1,1,1,4,243397100,1018032469,0,2790025801,484665291,1887029690,1003927817,0,0,3.185897,0,1.346302
"8434",75,0,0.011816,51,1,256,1,40,11.59375,9,5,1,4,232040264,987547527,28951221,408,295526691,191924267,51803221,36655893,5151,40554843,928710,225562826,5753642222,51,97.174289,1.309955,0.398562,221.67412,0.0086827978515625,0.0098146279296875,0.0089919482421875,0.01607097265625,0.318839579101563,73.151634,67.895784,54.027829,1.308815,724330.125,26.984855,1.014372,1,6.567191,37182718,5151,266331391,6692367,5,4087064,132790248,6692373,365.73244,51.881659,326.5341,16.45669,0.012589,29166900,29166900,181571832,78184122,1886553560,99794111,278358,13056,0,132651,17828376,2,1,1,1,4,243727502,1018310792,145707,2797562367,484784886,1887797431,1004604166,0,0,3.175893,0.014995,1.351213
"10708",84,0,0.011769,51,1,256,1,40,11.59375,9,5,5,0,232705960,987003867,28792458,408,295153677,191636525,51760595,36655893,5151,40537707,923712,226742908,5757033958,51,97.308697,1.306333,0.398487,222.579784,0.00868134375,0.00978782421875,0.009031365234375,0.01609209765625,0.320140205078125,73.151457,67.896211,53.947871,1.306004,723415.875,26.924383,1.014375,1,6.567107,37182812,5151,266215445,6671361,5,4057775,132727139,6671367,367.367205,52.11343,327.836945,16.478322,0.012646,29156496,29156496,181481766,78159948,1886420995,99794197,0,0,0,0,17682669,2,1,1,1,4,243397137,1018032520,0,2790025907,484665291,1887029822,1003927949,0,0,3.166585,0,1.34644
