"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","device","kernel","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","system_memory_write_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","system_memory_write_throughput","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","system_memory_utilization","control.flow_function_unit_utilization","texture_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"113",19456,0,6.2561e-05,1,1216,16,16,11,1.0625,6,1,4,0,505831,330752,330752,9728,1235456,966319,165376,116736,68096,19456,19456,462248,27497332,1216,91.312118,2.669317,0.92829,26.280761,0.0256648056640625,0.02614403515625,0.0272856171875,0.0362326669921875,0.0377423623046875,20.885559,68,70.833333,2.808212,127,61.254154,1,1.000338,1.53125,116736,68119,29792,29184,4,42116,61115,58386,593.636022,346.404641,38.848412,37.113693,2.603666,107046,97280,264561,223744,603136,291840,0,0,0,0,0,4,4,1,2,0,1131732,603136,0,13054976,603136,3132416,5642240,0,0,0.310512,0,6.767643
"453",54272,0,0.000165346,1,3392,16,16,11,1.0625,6,1,0,0,1307864,922624,922624,27136,3446272,2692611,461312,325632,189952,54272,54272,1260347,76266244,3392,96.580608,2.734056,0.945388,21.411792,0.020909953125,0.0220696025390625,0.0222209951171875,0.02951993359375,0.0307499306640625,20.886051,68,70.833333,2.862189,127,62.424484,1,1.000274,1.53125,325632,190004,83104,81408,0,121724,169774,162838,483.654592,282.20908,31.520234,30.232497,0,298484,271360,737689,624128,1682432,814080,0,0,0,0,0,5,3,0,2,0,3154042,1682432,0,36416512,1682432,8737792,15738880,0,0,0.334999,0,6.707795
"463",55296,0,0.000168034,1,3456,16,16,11,1.0625,6,1,0,4,1347915,940032,940032,27648,3511296,2743469,470016,331776,193536,55296,55296,1286909,77866374,3456,96.382487,2.728532,0.945435,27.808023,0.0271562724609375,0.028631673828125,0.0288530771484375,0.0383382666015625,0.0399356943359375,20.884779,68,70.833333,2.83547,127,61.842091,1,1.000439,1.53125,331776,193621,84672,82944,9,123888,172971,165900,628.134157,366.572518,40.934619,39.261225,2.181021,304102,276480,751993,635904,1714176,829440,0,0,0,0,0,5,4,1,2,0,3213696,1714176,0,37103616,1714176,8902656,16035840,0,0,0.331178,0,6.529426
"433",52224,0,0.000159202,1,3264,16,16,11,1.0625,6,1,4,0,1259091,887808,887808,26112,3316224,2591157,443904,313344,182784,52224,52224,1215778,73491172,3264,96.452838,2.731741,0.944498,21.383496,0.0208823203125,0.022004564453125,0.0221902880859375,0.0294809228515625,0.0307092939453125,20.888158,68,70.833333,2.864672,127,62.478683,1,1,1.53125,313344,182784,79968,78336,4,116940,163375,156675,483.015435,281.759004,31.480037,30.189043,808.182617,287259,261120,709740,600576,1618944,783360,0,0,0,0,0,5,3,1,2,0,3035037,1618944,0,35042304,1618944,8408064,15144960,0,0,0.334845,0,6.695646
"343",43008,0,0.000132194,1,2688,16,16,11,1.0625,6,1,0,1,1049035,731136,731136,21504,2731008,2134287,365568,258048,150528,43008,43008,1005145,60555658,2688,95.628649,2.721635,0.942935,21.220336,0.020722984375,0.021790515625,0.022021345703125,0.029255978515625,0.0304749775390625,20.887289,68,70.833333,2.856346,127,62.298391,1,1.000113,1.53125,258048,150545,65856,64512,5,96100,134623,129033,479.329953,279.640717,31.258156,29.960212,1.188814,236548,215040,584461,494592,1333248,645120,0,0,0,0,0,5,3,1,2,0,2499776,1333248,0,28858368,1333248,6924288,12472320,0,0,0.330971,0,6.703122
"353",44032,0,0.000135265,1,2752,16,16,11,1.0625,6,1,0,4,1074166,748544,748544,22016,2796032,2185129,374272,264192,154112,44032,44032,1024598,61884106,2752,95.739113,2.729263,0.942472,21.232943,0.0207352958984375,0.0217812802734375,0.0220323603515625,0.029273359375,0.0304930830078125,20.888158,68,70.833333,2.852674,127,62.218409,1,1,1.53125,264192,154112,67424,66048,6,98288,137970,132102,479.614723,279.775255,31.308879,29.977282,1.394228,242197,220160,598338,506368,1364992,660480,0,0,0,0,0,5,3,1,2,0,2559409,1364992,0,29545472,1364992,7089152,12769280,0,0,0.330923,0,6.698313
"103",18432,0,5.9777e-05,1,1152,16,16,11,1.0625,6,1,0,0,482565,313344,313344,9216,1170432,915661,156672,110592,64512,18432,18432,438044,26067158,1152,90.774093,2.661633,0.926223,26.148549,0.0255356923828125,0.0262058994140625,0.02714666796875,0.036050388671875,0.03755248828125,20.882791,68,70.833333,2.805666,127,61.200074,1,1.000698,1.53125,110592,64557,28224,27648,4,40196,57775,55314,590.649571,344.785919,38.570578,36.927615,2.734488,101412,92160,250691,211968,571392,276480,0,0,0,0,0,4,4,1,2,0,1072360,571392,0,12367872,571392,2967552,5345280,0,0,0.308352,0,6.765304
"263",34816,0,0.000107618,1,2176,16,16,11,1.0625,6,1,0,0,860379,591872,591872,17408,2210816,1728006,295936,208896,121856,34816,34816,816116,49097906,2176,94.686644,2.713194,0.940007,27.312643,0.0266725029296875,0.027886724609375,0.0283507099609375,0.0376552978515625,0.0392242685546875,20.887337,68,70.833333,2.84765,127,62.109716,1,1.000107,1.53125,208896,121869,53312,52224,0,77352,109072,91414,616.9444,359.922627,40.266065,33.747269,0,191489,174080,473392,400384,1079296,522240,0,0,0,0,0,5,4,0,2,0,2023869,1079296,0,23361536,1079296,5605376,10096640,0,0,0.326678,0,6.723697
"13",9216,0,3.056e-05,1,576,16,16,11,1.0625,6,1,1,1,274493,156672,156672,4608,585216,458575,78336,55296,32256,9216,9216,225358,12918968,576,82.099726,2.608345,0.899698,24.06501,0.023500986328125,0.0118104931640625,0.0268970126953125,0.0331778623046875,0.0345602734375,20.873853,68,70.833333,2.730611,127,59.575098,1,1.00186,1.53125,55296,32316,14112,13824,6,9842,28948,28253,543.586103,317.681722,35.571584,34.717561,7.549807,50695,46080,125453,105984,285696,138240,0,0,0,0,0,4,3,1,2,0,537029,285696,0,6183936,285696,1483776,2672640,0,0,0.271045,0,6.843942
"93",17408,0,5.6545e-05,1,1088,16,16,11,1.0625,6,1,0,0,459096,295936,295936,8704,1105408,864778,147968,104448,60928,17408,17408,413385,24521462,1088,90.166109,2.6663,0.924172,26.036122,0.025425900390625,0.0257723173828125,0.0270425126953125,0.035895388671875,0.0373910302734375,20.887905,68,70.833333,2.804002,127,61.163694,1,1.000033,1.53125,104448,60930,26656,26112,4,37496,54550,52406,588.110048,343.075456,38.393989,36.884975,2.882892,95758,87040,236814,200192,539648,261120,0,0,0,0,0,4,4,1,2,0,1012795,539648,0,11680768,539648,2802688,5048320,0,0,0.306109,0,6.77726
