"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"65",15,0,0.489389,3375,1,128,1,58,7200,8,"4378758252",28736492,0,13500,"1520909201","4462859872",112263884,981084,3897336,1272112,"4365252851","104564477770",3375,"99.695554","0.348409","0.374278",1.319651,585.581212,172.284552,2.171655,2.287427,4.88451,"76.289923",27.017068,25,"1.110519","112659.940815","26.660479","1.444759",3.70105,4.61964,6.25,"162194280",3631041,17941923,7950700,2339185,68013603,31802807,"93.327006",2.08931,4.8919,2.287427,92221374,91823446,197123106,118414416,0,0,"41344504000","6360992000","4770852000","15106330000",0,1,1,1,"4655373157","795070000","26238174000","2484229672","1008898788","2964569792","2902662080",0,0,"0.000000","59.012883","5.563937"
"71",16,0,0.575833,4096,1,128,1,58,7200,8,"5351055390",35175904,0,16384,"1861955088","5463615145",137438432,1200800,4770432,1557376,"5344134570","128079740634",4096,"99.870216","0.348407","0.374471",1.319811,585.745878,161.581878,2.171043,2.28807,4.885033,"76.291197",27.017441,25,"1.110565","113644.719727","26.661583","1.444759",3.698622,4.62022,6.25,"198565440",4441305,21964748,9733600,2685078,83275999,38934503,"93.353249",2.088028,4.893906,2.288076,112899918,112412728,241315800,144967040,0,0,"50615768576","7787404288","5840684288","18493840000",0,1,1,1,"5699294784","973360000","32121928576","3041178176","1235134112","3629331904","3553510208",0,0,"0.000000","59.118908","5.562762"
"77",17,0,0.678963,4913,1,128,1,58,7200,8,"6468650914",42511908,0,19652,"2250515527","6603781520",166120388,1451092,5765064,1882384,"6459413757","154821656556",4913,"99.852610","0.348404","0.374501",1.32023,586.01405,173.41262,2.172837,2.289117,4.886527,"76.290720",27.017766,25,"1.110601","114518.396448","26.662476","1.444759",3.700022,4.619476,6.25,"240003960",5369072,26540791,11764900,3481456,100612034,47059610,"93.395989",2.08934,4.894065,2.289118,136459117,135870382,291659422,175218928,0,0,"61178737728","9412548864","7059568864","22353310000",0,1,1,1,"6888644843","1176490000","38825427728","3675707064","1492888780","4386707808","4295029664",0,0,"0.000000","59.110797","5.559447"
"83",18,0,0.801149,5832,1,128,1,58,7200,8,"7730012625",50802944,0,23328,"2689689224","7892479458",198538496,1733952,6889152,2249728,"7719478893","185115397076",5832,"99.863729","0.348418","0.374680",1.321798,586.781996,163.579336,2.176296,2.292117,4.892276,"76.291963",27.018053,25,"1.110617","115298.749314","26.662848","1.444759",3.697569,4.619409,6.25,"286840320",6411408,31716048,14060800,3919780,120227376,56243390,"93.518381",2.090308,4.899708,2.292125,163087003,162383464,348574177,209411328,0,0,"73117652992","11249386496","8437226496","26715520000",0,1,1,1,"8232935485","1406080000","46402132992","4392875008","1784218368","5242737344","5133133376",0,0,"0.000000","59.118316","5.559665"
"89",19,0,0.927942,6859,1,128,1,58,7200,8,"9144212141",60107452,0,27436,"3182574885","9338798300",234921500,2051372,8150616,2662000,"9134347859","219001658928",6859,"99.886874","0.348430","0.374619",1.325426,588.457072,175.167586,2.182073,2.29866,4.90566,"76.291518",27.018307,25,"1.110643","115999.959360","26.663497","1.444759",3.698825,4.619349,6.25,"339405000",7587666,37523804,16637500,4952529,142272047,66550002,"93.785346",2.096645,4.914127,2.298661,192971510,192139030,412435492,247785488,0,0,"86516755904","13310877952","9983377952","31611250000",0,1,1,1,"9741634195","1663750000","54905505904","5197740680","2111178452","6203460352","6073734272",0,0,"0.000000","59.133550","5.556264"
"95",20,0,1.070224,8000,1,128,1,58,7200,8,"10717881125",70483872,0,32000,"3732271216","10951802444",275498144,2405344,9557376,3121792,"10711869522","256932609210",8000,"99.943231","0.348427","0.374782",1.325792,588.67689,167.030641,2.182962,2.299519,4.906972,"76.291878",27.018534,25,"1.110611","116633.475500","26.662733","1.444759",3.698267,4.619826,6.25,"398028480",8895604,44005576,19511200,5536090,166813532,78044848,"93.820380",2.096807,4.915009,2.299521,226299830,225324136,483645960,290582656,0,0,"101460288000","15609984000","11707744000","37071280000",0,1,1,1,"11424230868","1951120000","64389008000","6095362752","2475824608","7274916672","7122745280",0,0,"0.000000","59.165314","5.567302"
"101",21,0,1.23318,9261,1,128,1,58,7200,8,"12475880634",81990644,0,37044,"4341876923","12740606644",320497172,2797860,11117352,3631696,"12461068255","298856110180",9261,"99.881272","0.348431","0.374733",1.325955,588.800976,183.351292,2.183217,2.300004,4.907538,"76.292788",27.018738,25,"1.110637","117208.641696","26.663377","1.444759",3.696464,4.619248,6.25,"463041240",10342190,51182688,22698100,7068137,194041713,90792402,"93.840156",2.095953,4.915573,2.300004,263260758,262125838,562634632,338044080,0,0,"118032490816","18159665408","13620045408","43126390000",0,1,1,1,"13290163114","2269810000","74906100816","7090799896","2880212412","8463146144","8286079328",0,0,"0.000000","59.130340","5.558677"
"107",22,0,1.410268,10648,1,128,1,58,7200,8,"14404019157",94686208,0,42592,"5014490712","14714321897",370147328,3230912,12838464,4194304,"14391441905","345211754682",10648,"99.913510","0.348430","0.374796",1.326176,588.946008,180.281139,2.184138,2.30057,4.908325,"76.292726",27.018923,25,"1.110630","117733.159091","26.663210","1.444759",3.696796,4.619205,6.25,"534773760",11944021,59106752,26214400,8024440,224085572,104857647,"93.863270",2.09641,4.916426,2.300571,304042284,302731192,649780740,390411008,0,0,"136317605888","20972882944","15730002944","49807360000",0,1,1,1,"15349008721","2621440000","86510245888","8189110784","3326397440","9774188608","9569649344",0,0,"0.000000","59.149119","5.566460"
"113",23,0,1.605173,12167,1,128,1,58,7200,8,"16519275413",108629004,0,48668,"5753211289","16881990796",424677356,3706492,14728632,4812208,"16511409342","396127724410",12167,"99.952169","0.348440","0.374862",1.324333,588.169755,186.006556,2.180962,2.297538,4.901472,"76.293242",27.01909,25,"1.110650","118213.431598","26.663697","1.444759",3.695829,4.619165,6.25,"613556520",13698561,67809181,30076300,9511521,257073541,120305205,"93.739555",2.092875,4.909482,2.297538,348831698,347327254,745493534,447924688,0,0,"156399874752","24062597376","18047337376","57144970000",0,1,1,1,"17610170284","3007630000","99254904752","9395354088","3816435268","11214083904","10979368256",0,0,"0.000000","59.173250","5.564725"
"119",24,0,1.819719,13824,1,128,1,58,7200,8,"18842316538",123877472,0,55296,"6561137360","19252747353",484316000,4226592,16795776,5488000,"18830076680","<OVERFLOW>",13824,"99.935600","0.348436","<OVERFLOW>",1.323839,587.988711,205.601841,2.180253,2.296831,4.899614,"76.292406",27.019243,25,"1.110643","118654.827836","26.663550","1.444759",3.697844,4.619569,6.25,"699720000",15629278,77333796,34300000,11993671,256501010,137200015,"93.710701",2.093167,4.294019,2.296831,397816514,396101080,850156887,510826368,0,0,"178363538944","27441769472","20581769472","65170000000",0,1,1,1,"20083202877","3430000000","113193538944","10714588480","4352381472","12788871872","12521148992",0,0,"0.000000","59.163220","5.554970"
"125",25,0,2.090892,15625,1,128,1,58,7200,8,"21364076127",140490052,0,62500,"7441367631","21835678989",549292004,4793204,19047816,6224272,"21356461345","<OVERFLOW>",15625,"99.964774","0.348436","<OVERFLOW>",1.324195,588.182163,198.102722,2.180868,2.297587,4.900906,"76.293361",27.019383,25,"1.110636","119061.882096","26.663379","1.444759",3.695873,4.619097,6.25,"793594680",17715071,87695009,38901700,13102289,332476888,155606805,"93.741532",2.092552,4.909133,2.297587,451185116,449239726,964171634,579357296,0,0,"202292840000","31123360000","23343020000","73913230000",0,1,1,1,"22777511817","3890170000","128379610000","12151872632","4936291628","14504592352","14200904480",0,0,"0.000000","59.180198","5.561020"
"131",26,0,2.34758,17576,1,128,1,58,7200,8,"24105898377",158525184,0,70304,"8397000808","24639860909",619834112,5408320,21492672,7023616,"24098910335","<OVERFLOW>",17576,"99.970604","0.348438","<OVERFLOW>",1.324515,588.356912,207.810565,2.18158,2.298269,4.902068,"76.293299",27.019512,25,"1.110652","119438.450273","26.663789","1.444759",3.696147,4.619067,6.25,"895511040",19989944,98951344,43897600,15504849,375158698,175590403,"93.769383",2.093156,4.91038,2.298269,509125241,506930248,1087943303,653758720,0,0,"228272019456","35120329728","26340809728","83405440000",0,1,1,1,"25702616910","4389760000","144866579456","13712265216","5570221312","16367285184","16024547648",0,0,"0.000000","59.184690","5.562280"
"137",27,0,2.624303,19683,1,128,1,58,7200,8,"27075748750",178041308,0,78732,"9431135597","27674414433",696171068,6073932,24138264,7888624,"27066780688","<OVERFLOW>",19683,"99.966878","0.348441","<OVERFLOW>",1.32532,588.744426,212.283515,2.18303,2.299783,4.905025,"76.293755",27.01963,25,"1.110650","119787.832101","26.663746","1.444759",3.695259,4.619039,6.25,"1005799560",22444751,111131910,49303900,17777502,421288718,197215608,"93.831143",2.093873,4.912758,2.299783,571825430,569359702,1221936759,734271888,0,0,"256385318848","39445639424","29584859424","93677410000",0,1,1,1,"28868105454","4930390000","162707908848","15400824904","6256226100","18382990208","17997991424",0,0,"0.000000","59.182417","5.558848"
"143",28,0,2.921482,21952,1,128,1,58,7200,8,"30276143021",199096864,0,87808,"10546870704","30948450149",778531616,6792032,26992512,8821888,"30268868617","<OVERFLOW>",21952,"99.976285","0.348439","<OVERFLOW>",1.324961,588.612996,221.306916,2.182279,2.29927,4.903679,"76.294024",27.01974,25,"1.110646","120112.867894","26.663675","1.444759",3.694777,4.619388,6.25,"1124790720",25095045,124283264,55136800,20730353,471138283,220547208,"93.810196",2.092986,4.911755,2.29927,639471922,636715144,1366445151,821138048,0,0,"286716979712","44112249856","33084889856","104759920000",0,1,1,1,"32283271132","5513680000","181957059712","17222610368","6996361568","20557747264","20127148736",0,0,"0.000000","59.187893","5.560463"
"149",29,0,3.236203,24389,1,128,1,58,7200,8,"33724088939",221750292,0,97556,"11747304835","34470969025",867144500,7564612,30063336,9826000,"33714154314","<OVERFLOW>",24389,"99.970161","0.348438","<OVERFLOW>",1.324595,588.476012,232.907915,2.181897,2.298734,4.902305,"76.293918",27.019842,25,"1.110650","120416.015776","26.663774","1.444759",3.69512,4.618989,6.25,"1252815000",27952151,138411610,61412500,24305931,524717133,245650005,"93.788364",2.092557,4.910178,2.298734,712253925,709183630,1521933131,914598448,0,0,"319351243584","49133121792","36850621792","116683750000",0,1,1,1,"35957650371","6141250000","<OVERFLOW>","19182680280","7792683292","22897596192","22417932512",0,0,"0.000000","59.184557","5.566578"
"155",30,0,3.577019,27000,1,128,1,58,7200,8,"37418932725",246060032,0,108000,"13035536696","38251061785",962238464,8393664,33358656,10903552,"37411174431","<OVERFLOW>",27000,"99.978844","0.348439","<OVERFLOW>",1.324955,588.659916,245.180157,2.18242,2.299453,4.903621,"76.293865",27.019936,25,"1.110651","120699.413852","26.663826","1.444759",3.695338,4.618967,6.25,"1390202880",31017424,153583680,68147200,28383691,582268806,238515542,"93.817674",2.093207,4.911793,2.012024,790359278,786952216,1688794846,1014894336,0,0,"354372352000","54521216000","40891776000","129479680000",0,1,1,1,"39900833400","6814720000","<OVERFLOW>","21286093312","8647246848","25408576832","24876255680",0,0,"0.000000","59.190015","5.555235"
"161",31,0,3.943613,29791,1,128,1,58,7200,8,"41377450935",272084524,0,119164,"14414664993","42297986290",1064042252,9281180,36886392,12057136,"41368976548","<OVERFLOW>",29791,"99.979277","0.348440","<OVERFLOW>",1.325312,588.840837,248.890822,2.18297,2.30016,4.904926,"76.294173",27.020025,25,"1.110657","120964.930625","26.663951","1.444759",3.694748,4.618946,6.25,"1537284840",34291617,169825847,75357100,31851885,643810787,263750025,"93.846509",2.093398,4.912833,2.012641,873975138,870207958,1867436615,1122266960,0,0,"391864546496","60289493248","45218073248","143178490000",0,1,1,1,"44122307406","7535710000","<OVERFLOW>","23537908136","9562107812","28096729024","27508031168",0,0,"0.000000","59.190534","5.558153"
"167",32,0,4.347463,32768,1,128,1,58,7200,8,"45604130664",299882208,0,131072,"15887788432","46620679154",1172784608,10229152,40654464,13289344,"45596837255","<OVERFLOW>",32768,"99.984104","0.348441","<OVERFLOW>",1.325457,588.926089,262.201121,2.183221,2.300493,4.905447,"76.294035",27.020107,25,"1.110648","121214.206177","26.663771","1.444759",3.695141,4.619254,6.25,"1694391360",37798160,187187836,83058400,36979183,709590595,332233603,"93.860096",2.093813,4.913434,2.300493,963289820,959137912,2058218881,1236957568,0,0,"431912068608","66450914304","49839234304","157810960000",0,1,1,1,"48631392810","8305840000","<OVERFLOW>","25943183424","10539321760","30968092608","30319171904",0,0,"0.000000","59.193112","5.556678"
"173",33,0,4.78608,35937,1,128,1,58,7200,8,"50110724088",329511524,0,143748,"17458005719","51228293326",1288694276,11239572,44670792,14602768,"50103312128","<OVERFLOW>",35937,"99.985229","0.348439","<OVERFLOW>",1.325295,588.873611,269.236212,2.182955,2.300288,4.904833,"76.294383",27.020185,25,"1.110647","121448.686027","26.663755","1.444759",3.69445,4.618909,6.25,"1861852920",41524037,205666347,91267300,41727905,779654316,365069209,"93.851732",2.093131,4.912573,2.300288,1058492423,1053929134,2261593369,1359207408,0,0,"474599159872","73018439936","54764979936","173407870000",0,1,1,1,"53437663917","9126730000","<OVERFLOW>","28506977848","11580944268","34028707424","33315590816",0,0,"0.000000","59.193811","5.546171"
"179",34,0,5.235085,39304,1,128,1,58,7200,8,"<OVERFLOW>",361030912,0,157216,"19128415560","56129952840",1.412e+09,12314432,48943296,16000000,"<OVERFLOW>","<OVERFLOW>",39304,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1.325791,589.11248,278.169658,2.183891,2.301221,4.906656,"76.294117",27.020257,25,"<OVERFLOW>","121669.649145","<OVERFLOW>","1.444759",3.695117,4.618892,6.25,"2040000000",45503273,225337616,1e+08,47218429,854281864,400000019,"93.889802",2.094261,4.914728,2.301221,1159768210,1154768680,2478007683,1489257728,0,0,"520010061824","80005030912","60005030912","190000000000",0,NA,1,NA,"58550773244","10000000000","<OVERFLOW>","31234350080","12689030912","37284613312","36503200832",0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>"
"185",35,0,5.702148,42875,1,128,1,58,7200,8,"<OVERFLOW>",394498812,0,171500,"20902116661","61334691253",1542930524,13455724,53479896,17483632,"<OVERFLOW>","<OVERFLOW>",42875,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1.326095,589.264979,284.020104,2.184339,2.301816,4.907769,"76.294260",27.020326,25,"<OVERFLOW>","121878.231259","<OVERFLOW>","1.444759",3.694872,4.618876,6.25,"2229163080",49717178,246224848,109272700,52668400,933449207,437090803,"93.914106",2.094573,4.915749,2.301816,1267304912,1261843606,2707729503,1627349776,0,0,"<OVERFLOW>","87423648000","65569108000","<OVERFLOW>",0,NA,1,NA,"63979939054","10927270000","<OVERFLOW>","34130358792","13865637268","40741850112","39887914880",0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>"
"191",36,0,6.205682,46656,1,128,1,58,7200,8,"<OVERFLOW>",429973664,0,186624,"22782207728","66851600127",1681714592,14665440,58288512,19056256,"<OVERFLOW>","<OVERFLOW>",46656,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1.325088,588.833783,279.103266,2.182871,2.300132,4.904031,"76.294447",27.02039,25,"<OVERFLOW>","122075.444359","<OVERFLOW>","1.444759",3.694525,4.619151,6.25,"2429672640",54181829,268381368,119101600,56453360,1017378167,476406407,"93.845384",2.092757,4.911991,2.300132,1381294105,1375340968,2951262448,1773724800,0,0,"<OVERFLOW>","95287251968","71466931968","<OVERFLOW>",0,NA,1,NA,"69734788678","11910160000","<OVERFLOW>","37200062656","15112818912","44406457664","43475645888",0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>"
"197",37,0,6.773277,50653,1,128,1,58,7200,8,"<OVERFLOW>",467513908,0,202612,"24771787467","72689819326",1828580948,15945572,63377064,20720464,"<OVERFLOW>","<OVERFLOW>",50653,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1.325717,589.128332,296.716115,2.183742,2.301283,4.906345,"76.294535",27.020451,25,"<OVERFLOW>","122262.193093","<OVERFLOW>","1.444759",3.694392,4.618846,6.25,"2641859160",58909190,291793076,129502900,65224494,1106201707,518011605,"93.892328",2.093647,4.914335,2.301283,1501918748,1495447822,3208988509,1928624048,0,0,"<OVERFLOW>","103608803584","77708223584","<OVERFLOW>",0,NA,1,NA,"75824796341","12950290000","<OVERFLOW>","40448520344","16432631420","48284475808","47272306784",0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>"
"203",38,0,7.334599,54872,1,128,1,58,7200,8,"<OVERFLOW>",507177984,0,219488,"26873954584","78858372166",1983758336,17298112,68753472,22478848,"<OVERFLOW>","<OVERFLOW>",54872,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1.325983,589.261202,298.727011,2.184229,2.301802,4.90732,"76.294244",27.020509,25,"<OVERFLOW>","122439.288635","<OVERFLOW>","1.444759",3.695099,4.618833,6.25,"2866053120",63918234,316547008,140492800,71223074,1200037257,561971205,"93.913504",2.094443,4.915283,2.301802,1629372097,1622351224,3481209189,2092288768,0,0,"<OVERFLOW>","112401263616","84302703616","<OVERFLOW>",0,NA,1,NA,"82259435534","14049280000","<OVERFLOW>","43880790528","17827130368","52381944384","51283810496",0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>"
"209",39,0,7.921274,59319,1,128,1,58,7200,8,"<OVERFLOW>",549024332,0,237276,"29091807785","85366453479",2147475500,18725052,74425656,24334000,"<OVERFLOW>","<OVERFLOW>",59319,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1.325239,588.944381,300.052996,2.183076,2.300564,4.904557,"76.294735",27.020563,25,"<OVERFLOW>","122607.460447","<OVERFLOW>","1.444759",3.694066,4.61882,6.25,"3102585000",69171569,342662769,152087500,77484923,1299041032,608350005,"93.863011",2.092659,4.912513,2.300564,1763839353,1756238230,3768527046,2264960208,0,0,"<OVERFLOW>","121677592832","91260092832","<OVERFLOW>",0,NA,1,NA,"89048170935","15208750000","<OVERFLOW>","47501931880","19298371332","56704903232","55516069952",0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>"
