"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"82847",4,810,0.000212802,8,128,64,4,30,0,7,1765715,6291456,1048576,8192,4640832,3263215,1006478,0,0,196608,32768,1702890,102661106,1024,96.778019,2.867774,0.941975,142.203773,23.716069,47.503428,23.71625,23.716069,153.413321,0,92.693237,100,3.087604,566.507812,62.465371,0,0,1.3125,1,0,0,258048,32768,262538,848343,131079,0,0,153.498543,23.717336,315544,298048,290816,229376,17825792,8388608,0,0,0,0,0,1,4,1,4269901,17825792,0,47970304,4196352,11010048,66848256,0,0,2.629039,0,6.093798
"66633",4,580,0.000213091,8,128,64,4,30,0,7,1759638,6291456,1048576,8192,4640832,3263649,1006413,0,0,196608,32768,1707900,102863578,1024,96.804741,2.725921,0.941064,142.289297,23.730332,47.559698,23.730694,23.730332,153.505587,0,92.693237,100,3.097382,566.507812,62.666864,0,0,1.3125,1,0,0,258048,32768,262691,848157,131078,0,0,153.557186,23.731419,315551,298048,290816,229376,17825792,8388608,0,0,0,0,0,1,4,1,4269902,17825792,0,47970304,4196352,11010048,66848256,0,0,2.638118,0,6.114909
"38309",2,880,0.000121729,8,128,64,4,30,0,7,1008863,3145728,524288,8192,2609216,1909682,539810,0,0,98304,16384,951146,56937188,1024,94.697893,2.744942,0.93254,95.409387,15.911924,31.841086,15.912409,15.911924,102.930257,0,92.693237,100,3.12894,318.507812,64.097859,0,0,1.3125,1,0,0,129024,16384,131143,424349,65539,0,0,103.030532,15.912652,266394,248896,145408,114688,8912896,4194304,0,0,0,0,0,1,3,2,2449804,8912896,0,24901632,3147776,7340032,39060992,0,0,2.300676,0,7.041944
"59962",4,450,0.000213314,8,128,64,4,30,0,7,1757202,6291456,1048576,8192,4640832,3263619,1006316,0,0,196608,32768,1702469,102484670,1024,96.885219,2.72612,0.94065,142.436398,23.754865,47.568088,23.755046,23.754865,153.664283,0,92.693237,100,3.099176,566.507812,62.702096,0,0,1.3125,1,0,0,258048,32768,262466,848535,131078,0,0,153.784442,23.755952,315541,298048,290816,229376,17825792,8388608,0,0,0,0,0,1,4,1,4270096,17825792,0,47970304,4196352,11010048,66848256,0,0,2.641776,0,6.128501
"139626",8,890,0.000396708,8,128,64,4,30,0,7,3278102,12582912,2097152,8192,8704064,5971940,1937692,0,0,393216,65536,3193632,193791060,1024,97.599434,2.722779,0.947205,136.218191,22.717822,45.724661,22.717995,22.717822,146.955912,0,92.693237,100,3.077857,1062.507812,61.805415,0,0,1.3125,1,0,0,516096,65536,527623,1695834,262145,0,0,146.963711,22.717909,413856,396352,581632,458752,35651584,16777216,0,0,0,0,0,1,4,1,7909513,35651584,0,94107648,6293504,18350080,122422784,0,0,2.832208,0,5.606261
"61970",4,490,0.000213218,8,128,64,4,30,0,7,1733136,6291456,1048576,8192,4640832,3263194,1006411,0,0,196608,32768,1684009,102482208,1024,97.165427,2.727035,0.940943,109.726091,18.299596,36.620692,18.299735,18.299596,118.37551,0,92.693237,100,3.132954,566.507812,63.385098,0,0,1.3125,1,0,0,258048,32768,262298,848169,131079,0,0,118.416975,18.300573,315529,298048,290816,229376,17825792,8388608,0,0,0,0,0,1,4,1,4269643,17825792,0,47970304,4196352,11010048,66848256,0,0,2.678459,0,6.282233
"31822",2,800,0.000122018,8,128,64,4,30,0,7,1012482,3145728,524288,8192,2609216,1909638,539717,0,0,98304,16384,954865,57220676,1024,94.784204,2.717263,0.931096,95.690817,15.958859,31.91918,15.959103,15.958859,103.233871,0,92.693237,100,3.114678,318.507812,63.807021,0,0,1.3125,1,0,0,129024,16384,131078,424347,65547,0,0,103.333955,15.961538,266397,248896,145408,114688,8912896,4194304,0,0,0,0,0,1,3,2,2449684,8912896,0,24901632,3147776,7340032,39060992,0,0,2.292452,0,6.912391
"119466",8,620,0.000396933,8,128,64,4,30,0,7,3262887,12582912,2097152,8192,8704064,5971809,1937943,0,0,393216,65536,3178909,193790338,1024,98.01222,2.724697,0.947869,152.316995,25.402704,51.070342,25.402801,25.402704,164.323741,0,92.693237,100,3.07931,1062.507812,61.834692,0,0,1.3125,1,0,0,516096,65536,527022,1695841,262151,0,0,164.333141,25.403382,413842,396352,581632,458752,35651584,16777216,0,0,0,0,0,1,5,1,7909963,35651584,0,94107648,6293504,18350080,122422784,0,0,2.845415,0,5.604028
"40426",2,900,0.000121666,8,128,64,4,30,0,7,1013507,3145728,524288,8192,2609216,1909807,539749,0,0,98304,16384,961625,57203664,1024,94.880943,2.706636,0.93127,124.574462,20.775936,41.596889,20.776253,20.775936,134.394338,0,92.693237,100,3.108597,318.507812,63.682725,0,0,1.3125,1,0,0,129024,16384,131214,424229,65541,0,0,134.487224,20.777521,266402,248896,145408,114688,8912896,4194304,0,0,0,0,0,1,4,2,2449617,8912896,0,24901632,3147776,7340032,39060992,0,0,2.290134,0,6.915153
"135409",8,840,0.000397412,8,128,64,4,30,0,7,3261873,12582912,2097152,8192,8704064,5971917,1937865,0,0,393216,65536,3195182,193355786,1024,97.955438,2.729239,0.947325,152.976061,25.51262,51.296382,25.512717,25.51262,165.03476,0,92.693237,100,3.08205,1062.507812,61.889033,0,0,1.3125,1,0,0,516096,65536,527074,1696234,262150,0,0,165.082449,25.513204,413846,396352,581632,458752,35651584,16777216,0,0,0,0,0,1,5,1,7909869,35651584,0,94107648,6293504,18350080,122422784,0,0,2.846299,0,5.605779
