"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","device","kernel","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","system_memory_write_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","system_memory_write_throughput","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","system_memory_utilization","control.flow_function_unit_utilization","texture_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"24229",8192,0,0.006107852,372,372,16,16,21,2,3,11,1,0,56569175,106278912,35426304,1107072,83030400,58638384,18391834,24355584,2214144,3321216,1107072,56521352,3402547108,138384,99.905786,1.468231,0.940614,64.206883,0.020900677734375,0.029748443359375,0.026436052734375,0.020900677734375,0.0627020341796875,62.962959,100,100,1.68846,75,34.075468,1.136364,1.000001,2,27676800,2214146,6642432,2214144,5,6302890,13285122,4428300,1070.114712,85.609254,64.20813,21.402352,0.024745,2891914,2214144,40287677,30998016,1169068032,35426304,0,0,0,0,0,6,3,1,1,0,77032200,602247168,0,743952384,35426304,991936512,283410432,3017314,14.582936,5.381814,0,11.675234
"13339",6144,0,0.005536479,354,354,16,16,21,2,3,11,0,0,51328381,96242688,32080896,1002528,75189600,53103317,16647467,22055616,2005056,3007584,1002528,51238361,3085083870,125316,99.894719,1.466532,0.940201,64.110375,0.0208692626953125,0.029928955078125,0.0264958232421875,0.0208692626953125,0.0626077880859375,62.962954,100,100,1.685019,75,34.00862,1.136364,1.000002,2,25063200,2005060,6015168,2005056,1,5750968,12031778,4010168,1068.506253,85.480671,64.11806,21.370423,0.005456924,2613372,2005056,36484300,28070784,1058669568,32080896,0,0,0,0,0,6,3,1,1,0,69745662,545375232,0,673698816,32080896,898265088,256647168,2796074,14.900444,5.371204,0,11.618235
"5089",3840,0,0.002216883,224,224,16,16,21,2,3,11,5,0,20576543,38535168,12845056,401408,30105600,21264759,6669107,8830976,802816,1204224,401408,20516697,1233691890,50176,99.642578,1.468741,0.940426,64.049056,0.0208493017578125,0.0304938857421875,0.0261796103515625,0.0208493017578125,0.06254790625,62.962963,100,100,1.687631,75,34.059217,1.136364,1,2,10035200,802816,2408448,802816,9,2348374,4818078,1605647,1067.484275,85.398742,64.064773,21.349885,0.122542,1048912,802816,14608723,11239424,423886848,12845056,0,0,0,0,0,6,3,1,1,0,27932642,218365952,0,269746176,12845056,359661568,102760448,1137984,15.131487,5.364711,0,11.646714
"21052",7680,0,0.007902422,423,423,16,16,21,2,3,11,0,0,73204859,137417472,45805824,1431432,107357400,75805096,23766589,31491504,2862864,4294296,1431432,73150132,4401848582,178929,99.925241,1.467236,0.93999,64.130073,0.0208756748046875,0.03045016015625,0.0265735283203125,0.0208756748046875,0.0626270244140625,62.962961,100,100,1.686098,75,34.029906,1.136364,1,2,35785800,2862865,8588592,2862864,1,8351794,17179490,5725748,1068.83455,85.506794,64.138682,21.376766,0.003822327,3727070,2862864,52085615,40080096,1511592192,45805824,0,0,0,0,0,6,4,1,1,0,99576256,778699008,0,961922304,45805824,1282563072,366446592,4155792,15.515421,5.377291,0,11.706269
"13189",5888,0,2.0128e-05,20,20,16,16,21,2,3,11,0,5,235794,307200,102400,3200,240000,172085,53059,70400,6400,9600,3200,183321,10041672,400,77.721231,1.303533,0.855882,48.130932,0.01566762109375,0.0234414541015625,0.0199456162109375,0.01566762109375,0.04700286328125,62.897445,100,100,1.518547,75,30.725682,1.136364,1.014063,2,80000,6490,19200,6400,9,19151,38588,12818,802.182207,65.077032,48.366573,16.066206,11.551423,8237,6400,117076,89600,3379200,102400,0,0,0,0,0,4,3,1,1,0,225234,1740800,0,2150400,102400,2867200,819200,9337,11.703086,3.732071,0,11.3654
"16189",6656,0,0.002141298,220,220,16,16,21,2,3,11,1,0,19893523,37171200,12390400,387200,29040000,20509227,6428296,8518400,774400,1161600,387200,19841133,1191804906,48400,99.638149,1.464087,0.938849,63.897511,0.020799970703125,0.0304865419921875,0.0265901337890625,0.020799970703125,0.0623999130859375,62.962945,100,100,1.683297,75,33.975036,1.136364,1.000004,2,9680000,774403,2323200,774400,1,2270078,4646750,1548811,1064.958521,85.197012,63.902324,21.299322,0.014082,1008842,774400,14090496,10841600,408883200,12390400,0,0,0,0,0,6,4,1,1,0,26937499,210636800,0,260198400,12390400,346931200,99123200,1138084,15.650985,5.352496,0,11.694028
"24199",8192,0,0.006439667,382,382,16,16,21,2,3,11,5,0,59630246,112069632,37356544,1167392,87554400,61834431,19394043,25682624,2334784,3502176,1167392,59613479,3586495906,145924,99.911069,1.469445,0.940515,64.214509,0.02090316015625,0.0297294033203125,0.02644277734375,0.02090316015625,0.0627094814453125,62.962961,100,100,1.688961,75,34.085543,1.136364,1,2,29184800,2334785,7004352,2334784,5,6641267,14009776,4669585,1070.241812,85.619382,64.219423,21.404914,0.023469,3049977,2334784,42483760,32686976,1232765952,37356544,0,0,0,0,0,6,3,1,1,0,81228871,635061248,0,784487424,37356544,1045983232,298852352,3180693,14.579981,5.383724,0,11.707392
"20308",7424,0,0.001613349,191,191,16,16,21,2,3,11,4,1,15020564,28017408,9339136,291848,21888600,15459531,4844874,6420656,583696,875544,291848,14943291,898168442,36481,99.522515,1.464987,0.938999,63.840667,0.020781466796875,0.030512009765625,0.0264990625,0.020781466796875,0.0623444013671875,62.962963,100,100,1.682452,75,33.95775,1.136364,1,2,7296200,583696,1751088,583696,5,1714002,3503214,1167420,1064.011111,85.120889,63.859588,21.280733,0.093331,759058,583696,10622626,8171744,308191488,9339136,0,0,0,0,0,6,4,1,1,0,20305163,158765312,0,196121856,9339136,261495808,74713088,855070,15.586949,5.343221,0,11.706598
"18442",7168,0,0.005385308,349,349,16,16,21,2,3,11,0,5,49920598,93543168,31181056,974408,73080600,51614731,16182875,21436976,1948816,2923224,974408,49862651,2999350230,121801,99.85267,1.466232,0.939879,64.040424,0.0208464921875,0.030469142578125,0.0265105400390625,0.0208464921875,0.0625394765625,62.962961,100,100,1.684684,75,34.001199,1.136364,1.000001,2,24360200,1948817,5846448,1948816,5,5696762,11695544,3897644,1067.340404,85.387276,64.054927,21.346874,0.028041,2538986,1948816,35456864,27283424,1028974848,31181056,0,0,0,0,0,6,4,1,1,0,67794378,530077952,0,654802176,31181056,873069568,249448448,2835443,15.529341,5.367768,0,11.705115
"733",1536,0,0.000375721,92,92,16,16,21,2,3,11,1,1,3534323,6500352,2166784,67712,5078400,3588458,1124846,1489664,135424,203136,67712,3477832,208531184,8464,98.467344,1.461088,0.937434,63.283205,0.020600001953125,0.030128400390625,0.02597239453125,0.020600001953125,0.0618000048828125,62.962963,100,100,1.677811,75,33.86473,1.136364,1,2,1692800,135424,406272,135424,7,396127,812925,271176,1054.72009,84.377607,63.312879,21.119947,0.558264,176896,135424,2464658,1895936,71503872,2166784,0,0,0,0,0,6,3,1,1,0,4714179,36835328,0,45502464,2166784,60669952,17334272,189829,14.784415,5.268562,0,11.589382
