"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"8166",74,0,0.021646,51,1,256,1,31,11872,5,253344616,987003867,28792458,408,292754025,193924325,107057800,36190467,5151,40066008,923406,244820081,7172408744,51,96.635202,1.195081,0.457458,124.661103,4.951744,5.745284,8.204484,9.178336,180.199114,37.356944,69.179643,53.950346,1.666693,717534.375,30.735032,1.005931,1,1.650406,4.657462,36405126,5151,65996571,4300728,4175823,130980852,6674666,400.702402,58.056508,180.209313,9.183304,49930661,28259406,108879468,77185032,1883792253,97165455,0,0,0,0,13232715,3,1,1,300985448,1010953824,0,3304670560,495940677,1887066588,109551858,0,0,1.936378,0,3.517466
"13493",94,0,0.021653,51,1,256,1,31,11872,5,253679818,987003867,28792458,408,292754025,193931280,107058925,36190467,5151,40066008,923406,244864356,7171715534,51,96.537729,1.195169,0.457477,124.656798,4.951573,5.744348,8.213194,9.178019,180.19289,37.356945,69.179643,53.950346,1.666209,717534.375,30.726237,1.005931,1,1.650406,4.657462,36405126,5151,65996571,4300728,4175287,130980191,6674743,400.688566,58.054503,180.202181,9.183093,49926221,28259406,108881984,77185032,1883792253,97165455,0,0,0,0,13232715,3,1,1,300980035,1010953824,0,3304670572,495940677,1887066623,109551893,0,0,1.933819,0,3.517039
"15426",101,0,0.021652,51,1,256,1,31,11872,5,253567846,987003867,28792458,408,292754025,193933707,107061099,36190467,5151,40066008,923406,244913837,7167314518,51,96.611252,1.195609,0.457365,124.65666,4.951567,5.745668,8.218955,9.178009,180.192695,37.356941,69.179642,53.950346,1.665699,717534.375,30.716569,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4176251,130980197,6674623,400.688122,58.054439,180.20199,9.182918,49929746,28259406,108882439,77185032,1883792253,97165455,0,0,0,0,13232715,3,1,1,300991747,1010953824,0,3304670560,495940677,1887066523,109551793,0,0,1.934673,0,3.515476
"9898",81,0,0.021641,51,1,256,1,31,11872,5,253714580,987003867,28792458,408,292754025,193930104,107065649,36190467,5151,40066008,923406,244898661,7169408768,51,96.575094,1.195116,0.457422,124.656125,4.951546,5.743032,8.219529,9.177969,180.191916,37.356944,69.179644,53.950346,1.66535,717534.375,30.709999,1.005931,1,1.650406,4.657462,36405126,5151,65996584,4300728,4174353,130981523,6674529,400.686402,58.05419,180.20304,9.182749,49931021,28259406,108882798,77185032,1883792253,97165455,0,0,0,0,13232715,3,1,1,300988817,1010953824,0,3304670585,495940677,1887066591,109551861,0,0,1.933554,0,3.520196
"8552",76,0,0.021652,51,1,256,1,31,11872,5,253320844,987003867,28792458,408,292754025,193926126,107061580,36190467,5151,40066008,923406,244951036,7171648018,51,96.680846,1.195201,0.45743,124.667929,4.952015,5.743968,8.207841,9.178838,180.208984,37.356944,69.179642,53.950346,1.666113,717534.375,30.724288,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4174638,130980317,6674618,400.724343,58.059687,180.218445,9.183741,49926967,28259406,108884119,77185032,1883792253,97165455,0,0,0,0,13232715,3,1,1,300990775,1010953824,0,3304670637,495940677,1887066605,109551875,0,0,1.93656,0,3.515823
"1086",32,0,0.021357,51,1,256,1,31,11872,5,253618246,987003867,28792458,408,292754055,193923585,107060892,36190467,5151,40066008,923406,244940005,7167173858,51,96.564291,1.19576,0.457413,124.662795,4.951811,5.747025,8.209861,9.17846,180.20153,37.356941,69.179654,53.950346,1.66614,717534.448529,30.724658,1.005931,1,1.650406,4.657462,36405126,5151,65996564,4300728,4177032,130981366,6674637,400.707841,58.057296,180.212466,9.183389,49916920,28259416,108878124,77185032,1883792239,97165455,0,0,0,0,13232714,3,1,1,300992939,1010953820,0,3304670635,495940682,1887066538,109551809,0,0,1.934289,0,3.517242
"10148",82,0,0.021654,51,1,256,1,31,11872,5,253614340,987003867,28792458,408,292754055,193933274,107067904,36190467,5151,40066008,923406,244870040,7177474440,51,96.552127,1.194312,0.457516,124.654756,4.951492,5.745895,8.224627,9.177868,180.189936,37.356944,69.179644,53.950346,1.666472,717534.448529,30.730707,1.005931,1,1.650406,4.657462,36405126,5151,65996584,4300728,4176480,130980201,6674641,400.681999,58.053552,180.199242,9.182802,49925818,28259416,108879843,77185032,1883792239,97165455,0,0,0,0,13232714,3,1,1,300990791,1010953820,0,3304670557,495940682,1887066594,109551865,0,0,1.934318,0,3.51617
"2837",46,0,0.021656,51,1,256,1,31,11872,5,253417374,987003867,28792458,408,292754055,193924810,107062717,36190467,5151,40066008,923406,245033427,7168933662,51,96.64184,1.195476,0.457417,124.657621,4.951606,5.743828,8.206451,9.178079,180.194051,37.356941,69.179654,53.950346,1.666111,717534.448529,30.724308,1.005931,1,1.650406,4.657462,36405126,5151,65996564,4300728,4174881,130980170,6674676,400.691211,58.054887,180.203342,9.183061,49931889,28259416,108881710,77185032,1883792239,97165455,0,0,0,0,13232714,3,1,1,300984184,1010953820,0,3304670480,495940682,1887066534,109551805,0,0,1.935822,0,3.517464
"8464",75,0,0.021676,51,1,256,1,31,11872,5,253785476,987547527,28951221,408,292977843,194127500,107106067,36190467,5151,40083144,928404,245186948,7178508472,51,96.586338,1.195262,0.457464,124.623193,4.971305,5.784714,8.244822,9.200958,180.146756,37.356945,69.178705,54.0303,1.66585,718082.948529,30.722484,1.005931,1,1.650387,4.642061,36405126,5151,66024107,4309708,4207351,131032295,6695680,400.429141,58.016916,180.157148,9.205934,49935967,28266913,108917173,77207166,1883924890,97165455,278358,13056,0,132651,13258826,3,1,1,301230391,1011112583,145707,3308507813,496073333,1887834316,109869410,0,0,1.93315,0.000857,3.518423
"4159",54,0,0.021664,51,1,256,1,31,11872,5,253638056,987003867,28792458,408,292754025,193921363,107067961,36190467,5151,40066008,923406,244948269,7173864724,51,96.55738,1.194839,0.457488,124.665437,4.951916,5.745116,8.215668,9.178655,180.205379,37.356945,69.179643,53.950346,1.666136,717534.375,30.724476,1.005931,1,1.650406,4.657462,36405126,5151,65996571,4300728,4175556,130981899,6674614,400.716332,58.058526,180.217019,9.183552,49927427,28259406,108878994,77185032,1883792253,97165455,0,0,0,0,13232715,3,1,1,300984664,1010953824,0,3304670553,495940677,1887066611,109551881,0,0,1.934138,0,3.51745
