"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"14836",99,0,0.032932,51,1,256,1,32,11872,5,281347508,987003867,28792458,408,290421132,158505518,133331119,36190467,5151,40066008,923406,270879264,7072051054,51,91.092578,1.133188,0.409757,82.214332,3.265688,4.551092,5.263351,6.053137,118.841779,37.356944,69.179654,53.950346,1.658954,711816.5,28.46779,1.005931,1,1.650406,4.657462,36405126,5151,65996564,4300728,5015678,130991619,6689374,264.264308,38.288423,118.858295,6.069759,55155122,69808698,114291445,82578486,1889043723,97165455,0,0,0,0,6453183,2,1,1,291836637,1004174292,0,3294288589,493314942,1887066605,85355894,0,0,1.748508,0,1.630356
"3987",53,0,0.032935,51,1,256,1,32,11872,5,283920742,987003867,28792458,408,290421132,160512855,133101031,36190467,5151,40066008,923406,270671934,7080341428,51,95.870327,1.066957,0.408928,83.099795,3.30086,4.634315,5.370913,6.11833,120.121746,37.356944,69.179643,53.950346,1.567677,711816.5,26.967164,1.005931,1,1.650406,4.657462,36405126,5151,65996571,4300728,5052975,130992459,6688882,267.110482,38.700795,120.13919,6.13468,55151428,69808698,114260006,82721664,1889043723,97165455,0,0,0,0,6453183,2,1,1,293613886,1004174292,0,3294288592,493314942,1887066588,85355877,0,0,1.732661,0,1.529776
"5794",63,0,0.032863,51,1,256,1,32,11872,5,280701696,987003867,28792458,408,290421132,159250992,132980505,36190467,5151,40066008,923406,268998105,7032784488,51,95.830595,1.07964,0.409343,77.469183,3.077203,4.321847,5.031533,5.703769,111.982629,37.356943,69.179643,53.950346,1.580725,711816.5,27.159252,1.005931,1,1.650406,4.657462,36405126,5151,65996571,4300728,5054776,130989703,6685802,249.011815,36.078537,111.996535,5.716378,55106450,69808698,113900809,82562111,1889043723,97165455,0,0,0,0,6453183,2,1,1,292231497,1004174292,0,3294288576,493314942,1887066574,85355863,0,0,1.752531,0,1.524204
"5115",59,0,0.032976,51,1,256,1,32,11872,5,282887524,987003867,28792458,408,290421132,160059069,132934966,36190467,5151,40066008,923406,270067029,7082177756,51,95.760958,1.072077,0.409747,82.02906,3.258329,4.571685,5.29393,6.039496,118.573992,37.356944,69.17964,53.950346,1.572298,711816.5,27.039367,1.005931,1,1.650406,4.657462,36405126,5151,65996557,4300728,5049753,130991544,6687490,263.668785,38.202139,118.590378,6.054375,55163568,69808698,113266411,82903563,1889043723,97165455,0,0,0,0,6453183,2,1,1,292994035,1004174292,0,3294288461,493314942,1887066608,85355897,0,0,1.73899,0,1.516285
"7753",72,0,0.032791,51,1,256,1,32,11872,5,280810132,987003867,28792458,408,290421161,158891164,133022215,36190467,5151,40066008,923406,256083149,7037732566,51,95.650754,1.081252,0.409507,77.631769,3.083661,4.323871,5.073099,5.71574,112.217649,37.356944,69.179644,53.950346,1.582056,711816.571078,27.1702,1.005931,1,1.650406,4.657462,36405126,5151,65996584,4300728,5046553,130989501,6685488,249.534424,36.154256,112.231412,5.728106,55363681,69808717,113561120,82623999,1889043723,97165455,0,0,0,0,6453183,2,1,1,291913379,1004174296,0,3294288586,493314947,1887066594,85355886,0,0,1.751854,0,1.52497
"1652",37,0,0.032953,51,1,256,1,32,11872,5,281558012,987003867,28792458,408,290421132,159267662,133391819,36190467,5151,40066008,923406,256338051,7115893194,51,91.042712,1.132961,0.433753,77.431576,3.075709,4.329969,5.017882,5.701,111.928249,37.356942,69.179654,53.950346,1.662068,711816.5,28.542337,1.005931,1,1.650406,4.657462,36405126,5151,65996564,4300728,5066735,130989659,6686284,248.890934,36.061023,111.942129,5.714015,55112583,69808698,113895302,82370193,1889043723,97165455,0,0,0,0,6453183,2,1,1,292659481,1004174292,0,3294288599,493314942,1887066552,85355841,0,0,1.747201,0,1.633595
"11341",87,0,0.034858,51,1,256,1,32,11872,5,282093028,987003867,28792458,408,290421161,158794531,132930265,36190467,5151,40066008,923406,257058774,7144217920,51,95.575008,1.077188,0.43384,81.990515,3.256798,4.541799,5.246548,6.036658,118.51827,37.356944,69.179642,53.950346,1.575069,711816.571078,27.050585,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,5019100,130991849,6688483,263.544885,38.184188,118.534928,6.052429,55350039,69808717,114119280,82677209,1889043723,97165455,0,0,0,0,6453183,2,1,1,291724796,1004174296,0,3294288676,493314947,1887066598,85355890,0,0,1.743887,0,1.518037
"10100",82,0,0.032942,51,1,256,1,32,11872,5,281884138,987003867,28792458,408,290421132,159058038,132905668,36190467,5151,40066008,923406,270808337,7106802198,51,95.674388,1.076867,0.410994,82.182814,3.264436,4.546862,5.268489,6.050817,118.79624,37.356944,69.179643,53.950346,1.575394,711816.5,27.064658,1.005931,1,1.650406,4.657462,36405126,5151,65996571,4300728,5012938,130991587,6689660,264.163001,38.273745,118.812701,6.067692,54993708,69808698,113927355,82604593,1889043723,97165455,0,0,0,0,6453183,2,1,1,291963706,1004174292,0,3294288667,493314942,1887066585,85355874,0,0,1.74518,0,1.519218
"14207",97,0,0.032895,51,1,256,1,32,11872,5,282499280,987547527,28951221,408,290643266,159989016,133147579,36190467,5151,40083144,928404,270601024,7115676540,51,96.063904,1.070983,0.410959,83.097526,3.314818,4.656101,5.37995,6.135109,120.120371,37.35694,69.178546,54.0303,1.570803,712360.946078,27.004272,1.005931,1,1.65039,4.642061,36405126,5151,66024189,4309708,5078787,131044737,6710592,267.002234,38.685112,120.13843,6.152097,55279458,69823711,114076045,82597815,1889176374,97165455,278358,13056,0,132651,6479295,2,1,1,293136595,1004333059,145707,3298112962,493447598,1887834213,85634160,0,0,1.741502,0.006158,1.519341
"7545",71,0,0.033006,51,1,256,1,32,11872,5,282019254,987003867,28792458,408,290421132,158827093,133325081,36190467,5151,40066008,923406,256783299,7122999008,51,91.051691,1.130997,0.43285,82.078838,3.260306,4.551103,5.249525,6.043161,118.645939,37.356944,69.179644,53.950346,1.656951,711816.5,28.443456,1.005931,1,1.650406,4.657462,36405126,5151,65996584,4300728,5023970,130992371,6688764,263.828787,38.225321,118.663091,6.059203,55000170,69808698,114207754,82824668,1889043723,97165455,0,0,0,0,6453183,2,1,1,292152174,1004174292,0,3294288509,493314942,1887066601,85355890,0,0,1.744344,0,1.627993
