"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"65",15,0,0.363126,3375,1,128,1,64,7200,8,"8915713104",28304492,0,13500,1579608992,1411422715,160286112,1644140,3883836,1272112,8853195221,281949124674,3375,"99.015381",0.178418,0.497615,1.490348,661.265242,82.108604,29.238324,2.583067,5.515814,143.32058,27.019553,25,0.178423,117008.073481,4.2231,1.043651,5.62956,18.171491,25,167282728,9255784,70575090,31802800,987230,67913498,31802806,54.347737,3.00707,5.516028,2.583068,85102476,85102476,183985170,168080784,0,0,41344504000,6360992000,4770852000,15106330000,0,1,1,1,1495517052,795070000,26238174000,2814413348,2081633980,4181701892,2584931080,0,0,"0.000000","57.965784",0.171101
"71",16,0,0.430492,4096,1,128,1,64,7200,8,"10910371356",34651616,0,16384,1933817728,1727918876,196229376,2012256,4754048,1557376,10838593366,345189005678,4096,"99.170455",0.178422,0.497627,1.538435,682.711282,104.101055,29.871284,2.666841,5.69371,143.322636,27.019905,25,0.17842,118030.867188,4.223033,1.043651,5.629312,18.171095,25,204794944,11327616,86386256,38934400,1484197,83126335,38934406,56.110334,3.103574,5.693801,2.666841,104184224,104184224,225239376,205770240,0,0,50615768576,7787404288,5840684288,18493840000,0,1,1,1,1830870014,973360000,32121928576,3445416448,2548393504,5119391904,3164526656,0,0,"0.000000","57.990428",0.171096
"77",17,0,0.516218,4913,1,128,1,64,7200,8,"13178629592",41883044,0,19652,2337374880,2088509666,237180384,2431588,5745412,1882384,13099756281,417646736126,4913,"99.162466",0.178429,0.498147,1.545462,685.926182,119.900041,29.609407,2.679399,5.719653,143.324431,27.020212,25,0.178429,118938.269896,4.223261,1.043651,5.629095,18.170749,25,247533496,13687640,104398438,47059600,2056507,100458888,47059606,56.374558,3.117294,5.719757,2.679399,125924260,125924260,272240838,248710512,0,0,61178737728,9412548864,7059568864,22353310000,0,1,1,1,2212943890,1176490000,38825427728,4164319068,3080179252,6187720108,3824866008,0,0,"0.000000","58.028357",0.171099
"83",18,0,0.603126,5832,1,128,1,64,7200,8,"15725729908",50056448,0,23328,2793498752,2496070937,283465728,2905472,6865824,2249728,15657221729,499498080226,5832,"99.522641",0.178428,0.498475,1.513118,671.653974,134.122526,28.741667,2.623648,5.599893,143.326011,27.020482,25,0.178429,119748.746228,4.223248,1.043651,5.628904,18.170444,25,295839232,16354624,124755072,56243200,2807800,120046983,56243206,55.201561,3.05166,5.599985,2.623649,150495936,150495936,325364352,297244032,0,0,73117652992,11249386496,8437226496,26715520000,0,1,1,1,2644785940,1406080000,46402132992,4976852960,3681231808,7395206144,4571214592,0,0,"0.000000","58.119443",0.171097
"89",19,0,0.72973,6859,1,128,1,64,7200,8,"18590173672",59229500,0,27436,3305407648,2953477757,335412000,3437244,8123180,2662000,18524595707,591222888130,6859,"99.702712",0.178431,0.498684,1.544772,685.779922,140.927434,29.068206,2.678828,5.716989,143.327413,27.020722,25,0.178432,120477.024639,4.223322,1.043651,5.628735,18.170174,25,350053000,19347336,147599594,66550000,3418998,142032350,66550006,56.362537,3.115142,5.717208,2.678828,178072604,178072604,384984714,351713232,0,0,86516755904,13310877952,9983377952,31611250000,0,1,1,1,3129443767,1663750000,54905505904,5888749876,4355791756,8750369652,5408837864,0,0,"0.000000","58.173714",0.171081
"95",20,0,0.821441,8000,1,128,1,64,7200,8,"21779385640",69459872,0,32000,3876319872,3463606155,393345792,4030240,9525376,3121792,21723527982,693847930222,8000,"99.750964",0.178436,0.499057,1.546281,686.517395,144.018796,28.757011,2.681709,5.72253,143.328665,27.020936,25,0.178438,121134.996,4.223457,1.043651,5.628584,18.169933,25,410515648,22684544,173075440,78044800,4093093,166541551,78044806,56.423148,3.117867,5.722558,2.681709,208827616,208827616,451476720,412460544,0,0,101460288000,15609984000,11707744000,37071280000,0,1,1,1,3669964065,1951120000,64389008000,6905741568,5108099680,10261730272,6343001280,0,0,"0.000000","58.231835",0.171075
"101",21,0,0.97654,9261,1,128,1,64,7200,8,"25331286820",80805236,0,37044,4509453728,4029331886,457593696,4687796,11080308,3631696,25272424061,807251637264,9261,"99.761568",0.178435,0.499094,1.55814,691.843622,141.145169,28.715742,2.702514,5.766378,143.329789,27.021129,25,0.178433,121732.364971,4.223359,1.043651,5.628448,18.169716,25,477568024,26385016,201326046,90792400,4630710,193727700,90792406,56.860898,3.141491,5.766472,2.702514,242934324,242934324,525215166,479828400,0,0,118032490816,18159665408,13620045408,43126390000,0,1,1,1,4269394233,2269810000,74906100816,8033559788,5942396164,11937807644,7378970296,0,0,"0.000000","58.244421",0.171067
"107",22,0,1.126295,10648,1,128,1,64,7200,8,"29285857264",93323264,0,42592,5208027520,4653530038,528482304,5413248,12795872,4194304,29186433557,932481700744,10648,"99.766225",0.17844,0.499201,1.565113,694.995101,140.636769,28.640074,2.714825,5.792146,143.330806,27.021303,25,0.178439,122277.129977,4.223493,1.043651,5.628325,18.16952,25,551550976,30467520,232494848,104857600,5304654,223719655,104857606,57.11991,3.155288,5.792233,2.714825,280566080,280566080,606574848,554159232,0,0,136317605888,20972882944,15730002944,49807360000,0,1,1,1,4930780369,2621440000,86510245888,9277936288,6862921792,13787121408,8522010368,0,0,"0.000000","58.184060",0.171061
"113",23,0,1.27899,12167,1,128,1,64,7200,8,"33576016072",107071628,0,48668,5975259552,5339077225,606338208,6209932,14679964,4812208,33486829655,1070009966432,12167,"99.876495",0.178436,0.499263,1.561857,693.599439,139.494955,28.480671,2.709373,5.780063,143.331728,27.021461,25,0.178433,122775.942139,4.223347,1.043651,5.628214,18.169342,25,632805352,34950824,266725282,120305200,6048869,256659266,120305206,57.005204,3.148486,5.780179,2.709373,321896236,321896236,695930562,635795472,0,0,156399874752,24062597376,18047337376,57144970000,0,1,1,1,5657169615,3007630000,99254904752,10644602820,7873917148,15818191204,9777386952,0,0,"0.000000","58.226039",0.171009
"119",24,0,1.445748,13824,1,128,1,64,7200,8,"38250048532",122108000,0,55296,6814368128,6088848694,691488000,7081184,16740480,5488000,38188809678,1220503773274,13824,"99.841987",0.178439,0.499373,1.579496,701.478518,145.245749,28.629587,2.74015,5.845306,143.33257,27.021605,25,0.178439,123234.377315,4.223498,1.043651,5.628112,18.169179,25,721672000,39853696,304160784,137200000,7102041,292678219,137200006,57.652766,3.183823,5.845352,2.740151,367098144,367098144,793657104,725079552,0,0,178363538944,27441769472,20581769472,6.517e+10,0,1,1,1,6451609632,3.43e+09,113193538944,12139291136,8979622816,18039536672,11150365504,0,0,"0.000000","58.288664",0.170969
"125",25,0,1.640405,15625,1,128,1,64,7200,8,"43370865864",138490052,0,62500,7728571552,6905720114,784258272,8030340,18985316,6224272,43312071049,1384719943952,15625,"99.876147",0.178439,0.499545,1.566603,695.794785,139.965721,28.270677,2.717948,5.797566,143.33334,27.021737,25,0.17844,123657.144832,4.22352,1.043651,5.628019,18.169031,25,818491768,45194904,344944790,155606800,7825446,331921016,155606806,57.185634,3.157636,5.797588,2.717948,416345156,416345156,900129270,822353904,0,0,202292840000,31123360000,23343020000,73913230000,0,1,1,1,7317147442,3890170000,128379610000,13767732988,10184279380,20459677452,12646211480,0,0,"0.000000","58.303205",0.170991
"131",26,0,1.842435,17576,1,128,1,64,7200,8,"48916790052",156275456,0,70304,8721088128,7792567673,884975616,9060736,21422368,7023616,48874161132,1562477968180,17576,"99.859646",0.178439,0.499524,1.568964,696.882265,139.660603,28.204097,2.722196,5.806279,143.334048,27.021858,25,0.178439,124048.249431,4.223501,1.043651,5.627933,18.168894,25,923605504,50993216,389220736,175590400,8797419,374527671,175590406,57.275011,3.162213,5.806342,2.722196,469810624,469810624,1015721856,927960960,0,0,228272019456,35120329728,26340809728,83405440000,0,1,1,1,8256829266,4389760000,144866579456,15535660128,11492127424,23087133184,14270190336,0,0,"0.000000","58.331715",0.170953
"137",27,0,2.074852,19683,1,128,1,64,7200,8,"54977332732",175521884,0,78732,9795136160,8752265664,993966624,10175708,24059532,7888624,54893017866,1754981453710,19683,"99.894582",0.178437,0.499545,1.585867,704.426064,140.713778,28.388053,2.751664,5.868807,143.334701,27.02197,25,0.178439,124411.118224,4.223495,1.043651,5.627854,18.168768,25,1037354056,57267400,437132058,197215600,9848781,420629326,197215606,57.895017,3.196109,5.86886,2.751664,527667900,527667900,1140809658,1042243152,0,0,256385318848,39445639424,29584859424,93677410000,0,1,1,1,9273702206,4930390000,162707908848,17448804308,12907407532,25930423508,16027567528,0,0,"0.000000","58.293415",0.170923
"143",28,0,2.31439,21952,1,128,1,64,7200,8,"61453874672",196287008,0,87808,10953933952,9787691080,1111557888,11378592,26904704,8821888,61386955838,1962973770964,21952,"99.889768",0.178441,0.499638,1.576903,700.477329,146.708652,28.110412,2.73624,5.835611,143.335305,27.022073,25,0.17844,124748.701166,4.223532,1.043651,5.627781,18.168652,25,1160078272,64036224,488822192,220547200,11547905,470365791,220547206,57.570481,3.177886,5.835637,2.73624,590090336,590090336,1275767472,1165542912,0,0,286716979712,44112249856,33084889856,104759920000,0,1,1,1,10370813760,5513680000,181957059712,19512897280,14434360288,28998068064,17923608512,0,0,"0.000000","58.319549",0.170923
"149",29,0,2.571266,24389,1,128,1,64,7200,8,"68427715152",218628500,0,97556,12200699808,10901719566,1238076000,12672724,29965780,9826000,68374064722,2186608212386,24389,"99.905886",0.17844,0.499687,1.586849,704.926626,141.210281,28.21706,2.75362,5.872398,143.335866,27.022169,25,0.178441,125063.551273,4.223547,1.043651,5.627713,18.168543,25,1292119000,71318456,544434574,245650000,12302098,523878276,245650006,57.936157,3.197784,5.872426,2.75362,657251284,657251284,1420970094,1298202672,0,0,319351243584,49133121792,36850621792,116683750000,0,1,1,1,11551210706,6141250000,202667493584,21733670796,16077226276,32298586492,19963578744,0,0,"0.000000","58.337335",0.170907
"155",30,0,2.864637,27000,1,128,1,64,7200,8,"75912670252",242604032,0,108000,13538652032,12097225997,1373847552,14061440,33250656,10903552,75872307589,2426452867824,27000,"99.905428",0.17844,0.499701,1.582479,703.013717,140.146482,28.043683,2.746147,5.856204,143.336387,27.022259,25,0.178441,125357.889185,4.223541,1.043651,5.62765,18.168443,25,1433817088,79132864,604112640,272588800,13585212,581304255,272588806,57.77894,3.18884,5.856246,2.746147,729324096,729324096,1576792320,1440564864,0,0,354372352000,54521216000,40891776000,129479680000,0,1,1,1,12817940056,6814720000,224892672000,24116856608,17840246080,35840498432,22152743680,0,0,"0.000000","58.351977",0.170881
"161",31,0,3.153534,29791,1,128,1,64,7200,8,"83943443388",268271276,0,119164,14971008928,13377086603,1519199136,15548076,36767228,12057136,83898999902,2683269103370,29791,"99.918494",0.178441,0.499721,1.572975,698.818331,142.615745,27.789057,2.729759,5.821016,143.336873,27.022342,25,0.178441,125633.655534,4.223545,1.043651,5.627591,18.168349,25,1585513384,87498216,667999826,301428400,15378974,642776754,301428406,57.434132,3.169563,5.821036,2.729759,806482124,806482124,1743608946,1592971920,0,0,391864546496,60289493248,45218073248,143178490000,0,1,1,1,14174048903,7535710000,248686056496,26668186468,19727660284,39632323524,24496368776,0,0,"0.000000","58.352465",0.170871
"167",32,0,3.480808,32768,1,128,1,64,7200,8,"92514418476",295687904,0,131072,16500988800,14744176448,1674457344,17135968,40523392,13289344,92472704743,2957877347804,32768,"99.961690",0.178442,0.499788,1.591799,707.206253,139.929804,28.063899,2.762524,5.890659,143.337328,27.02242,25,0.178442,125892.553711,4.223563,1.043651,5.627536,18.168261,25,1747548736,96433280,736239568,332233600,16434167,708440983,332233606,58.123514,3.207373,5.890691,2.762524,888898720,888898720,1921794768,1755766272,0,0,431912068608,66450914304,49839234304,157810960000,0,1,1,1,15622584232,8305840000,274101108608,29393392128,21743709472,43682581408,26999719488,0,0,"0.000000","58.357399",0.170856
"173",33,0,3.818085,35937,1,128,1,64,7200,8,"101671476940",324911588,0,143748,18131809952,16201372451,1839948768,18828452,44527044,14602768,101612717544,3250095090618,35937,"99.931423",0.17844,0.499769,1.570382,697.714474,138.250552,27.60996,2.725447,5.811387,143.337754,27.022493,25,0.178441,126136.085038,4.22355,1.043651,5.627485,18.168179,25,1920263992,105956824,808975302,365069200,18084410,778429544,365069206,57.343408,3.164109,5.811415,2.725447,976747236,976747236,2111724582,1929290352,0,0,474599159872,73018439936,54764979936,173407870000,0,1,1,1,17166592324,9126730000,301191289872,32298205340,23892634228,47999791724,29668061272,0,0,"0.000000","58.349595",0.170859
"179",34,0,4.213902,39304,1,128,1,64,7200,8,"<OVERFLOW>",3.56e+08,0,157216,19866690688,17751548880,2.016e+09,20628864,48786080,16000000,111334831305,3561174887190,39304,"<OVERFLOW>",0.178441,0.499785,1.595792,709.026432,145.869475,28.000439,2.769635,5.905406,143.338154,27.022562,25,0.178441,126365.577855,4.223541,1.043651,5.627436,18.168102,25,2.104e+09,116087616,886350464,4e+08,20573207,852883167,400000006,58.27311,3.215203,5.905437,2.769635,1070201024,1070201024,2313773184,2113886592,0,0,520010061824,80005030912,60005030912,1.9e+11,0,NA,1,1,18809121356,1e+10,330010061824,35388357856,26178675136,52592474112,32506659584,0,0,"<OVERFLOW>","<OVERFLOW>",0.170847
"185",35,0,4.616569,42875,1,128,1,64,7200,8,"<OVERFLOW>",389010812,0,171500,21708849312,19397582364,2202937632,22540540,53308396,17483632,121658456627,3891865830268,42875,"<OVERFLOW>",0.178441,0.499845,1.586207,704.788659,139.62789,27.770315,2.753081,5.869923,143.33853,27.022626,25,0.178441,126582.211732,4.223561,1.043651,5.627391,18.168029,25,2299097608,126844424,968508490,437090800,21648357,931950862,437090806,57.924818,3.195793,5.87003,2.753081,1169433436,1169433436,2528315370,2309897424,0,0,568229016000,87423648000,65569108000,207618130000,0,NA,1,1,20553217499,10927270000,360610886000,38669581428,28606072780,57469148212,35520779880,0,0,"<OVERFLOW>","<OVERFLOW>",0.170846
"191",36,0,5.031193,46656,1,128,1,64,7200,8,"<OVERFLOW>",424001696,0,186624,23661504128,21142348684,2401088256,24566816,58101888,19056256,132601499304,4241688511326,46656,"<OVERFLOW>",0.178441,0.499817,1.604221,712.812204,141.45078,28.03701,2.784423,5.93657,143.338884,27.022687,25,0.178441,126787.037723,4.223552,1.043651,5.627348,18.167961,25,2505897664,138246016,1055592816,476406400,23634576,1015734535,476406406,58.584253,3.231991,5.9366,2.784423,1274617824,1274617824,2755725936,2517665280,0,0,619340263936,95287251968,71466931968,226293040000,0,NA,1,1,22401927607,11910160000,393047223936,42147607808,31179067744,62638333664,38715687616,0,0,"<OVERFLOW>","<OVERFLOW>",0.170831
"197",37,0,5.472525,50653,1,128,1,64,7200,8,"<OVERFLOW>",461030324,0,202612,25727873440,22988722412,2610778464,26711028,63174452,20720464,144181380408,4612467575684,50653,"<OVERFLOW>",0.178442,0.499855,1.577902,701.136394,144.589705,27.513583,2.738814,5.839164,143.339219,27.022744,25,0.178441,126980.9954,4.223558,1.043651,5.627307,18.167896,25,2724741016,150311160,1147746878,518011600,26706339,1104409516,518011606,57.624647,3.178881,5.839198,2.738814,1385927540,1385927540,2996379678,2737532592,0,0,673428047168,103608803584,77708223584,246055510000,0,NA,1,1,24358299186,12950290000,427372537168,45828168748,33901900612,68108550108,42096648248,0,0,"<OVERFLOW>","<OVERFLOW>",0.170834
"203",38,0,5.925931,54872,1,128,1,64,7200,8,"<OVERFLOW>",500154368,0,219488,27911175552,24939580395,2832334848,28976512,68533984,22478848,156416748469,5004025352264,54872,"<OVERFLOW>",0.178441,0.499869,1.60805,714.549998,141.121223,27.9988,2.791211,5.950715,143.339535,27.022799,25,0.178441,127164.927249,4.223553,1.043651,5.627269,18.167835,25,2955968512,163058624,1245114112,561971200,27746856,1198098471,561971206,58.727078,3.239533,5.950742,2.791211,1503535936,1503535936,3250651392,2969841792,0,0,730576607232,112401263616,84302703616,266936320000,0,NA,1,1,26425379205,14049280000,463640287232,49716996000,36778811968,73888317184,45668927232,0,0,"<OVERFLOW>","<OVERFLOW>",0.17082
"209",39,0,6.429971,59319,1,128,1,64,7200,8,"<OVERFLOW>",541431500,0,237276,30214628768,26997797726,3066084000,31366604,74188380,24334000,169326104348,5416841874052,59319,"<OVERFLOW>",0.178441,0.499854,1.581144,702.610844,140.713053,27.487725,2.744574,5.851138,143.339835,27.02285,25,0.178441,127339.59089,4.223544,1.043651,5.627233,18.167777,25,3199921000,176507176,1347837954,608350000,30458819,1296942426,608350006,57.745829,3.185251,5.851161,2.744574,1627616364,1627616364,3518915874,3214935312,0,0,790870185664,121677592832,91260092832,288966250000,0,NA,1,1,28606214500,15208750000,501903935664,53819821316,39814042396,79986154532,49437790024,0,0,"<OVERFLOW>","<OVERFLOW>",0.170816
"215",40,0,6.944773,64000,1,128,1,64,7200,8,"<OVERFLOW>",584919392,0,256000,32641451392,29166250636,3312352512,33884640,80145536,26288512,182925853093,5852467113628,64000,"<OVERFLOW>",0.178441,0.499901,1.605323,713.371021,142.413622,27.863647,2.786606,5.940602,143.340119,27.022899,25,0.178441,127505.6695,4.223556,1.043651,5.627198,18.167722,25,3456939328,190675584,1456061840,657212800,32800623,1401079839,657212806,58.630181,3.233885,5.940628,2.786606,1758342176,1758342176,3801547920,3473155584,0,0,854393024000,131450752000,98590112000,312176080000,0,NA,1,1,30903852113,16430320000,542216944000,58142376448,43011832480,86410581792,53408502080,0,0,"<OVERFLOW>","<OVERFLOW>",0.170806
"221",41,0,7.469232,68921,1,128,1,64,7200,8,"<OVERFLOW>",630675716,0,275684,35194861728,31447813699,3571466976,36533956,86413348,28344976,197235301905,6310010245074,68921,"<OVERFLOW>",0.178441,0.49988,1.591323,707.164788,140.384334,27.579659,2.762362,5.888785,143.340389,27.022945,25,0.178441,127663.780734,4.223552,1.043651,5.627165,18.16767,25,3727364344,205582616,1569929206,708624400,35168523,1510648296,708624406,58.120106,3.205612,5.888815,2.762362,1895886724,1895886724,4098922326,3744845040,0,0,921229363776,141733701888,106302481888,336596590000,0,NA,1,1,33321339332,17715610000,584632773776,62690393148,46376422804,93170118604,57586328856,0,0,"<OVERFLOW>","<OVERFLOW>",0.170811
