"","name","input.size.1","input.size.2","start","duration","size","throughput","device","context","stream"
"44","[CUDA memcpy DtoH]",12288,0,0.265122,1e-05,48,4.387651,"GeForce GTX 980 (0)",1,7
"45","[CUDA memcpy HtoD]",12288,0,0.26569,1e-06,0.066406,0.049477,"GeForce GTX 980 (0)",1,7
"46","[CUDA memcpy HtoD]",12288,0,0.265895,9.8e-05,816.066406,7.90635,"GeForce GTX 980 (0)",1,7
"47","[CUDA memcpy HtoD]",12288,0,0.26617,0.000144,816.066406,5.397248,"GeForce GTX 980 (0)",1,7
"49","[CUDA memcpy DtoH]",12288,0,0.266373,1e-05,48.003906,4.361255,"GeForce GTX 980 (0)",1,7
"50","[CUDA memcpy DtoH]",12288,0,0.266412,0.000143,816.066406,5.438243,"GeForce GTX 980 (0)",1,7
"51","[CUDA memcpy HtoD]",13312,0,0.285859,7e-06,52.003906,6.767848,"GeForce GTX 980 (0)",1,7
"52","[CUDA memcpy HtoD]",13312,0,0.2861,0.000149,884.066406,5.668319,"GeForce GTX 980 (0)",1,7
"54","[CUDA memcpy DtoH]",13312,0,0.286318,1.1e-05,52,4.584973,"GeForce GTX 980 (0)",1,7
"55","[CUDA memcpy HtoD]",13312,0,0.286892,1e-06,0.066406,0.049477,"GeForce GTX 980 (0)",1,7
"56","[CUDA memcpy HtoD]",13312,0,0.287107,0.000116,884.066406,7.284089,"GeForce GTX 980 (0)",1,7
"57","[CUDA memcpy HtoD]",13312,0,0.287416,0.000157,884.066406,5.364772,"GeForce GTX 980 (0)",1,7
"59","[CUDA memcpy DtoH]",13312,0,0.287635,1.1e-05,52.003906,4.428106,"GeForce GTX 980 (0)",1,7
"60","[CUDA memcpy DtoH]",13312,0,0.287678,0.000155,884.066406,5.454737,"GeForce GTX 980 (0)",1,7
"61","[CUDA memcpy HtoD]",14336,0,0.282737,8e-06,56.003906,6.571049,"GeForce GTX 980 (0)",1,7
"62","[CUDA memcpy HtoD]",14336,0,0.283091,0.000161,952.066406,5.65648,"GeForce GTX 980 (0)",1,7
"64","[CUDA memcpy DtoH]",14336,0,0.283323,1.2e-05,56,4.380394,"GeForce GTX 980 (0)",1,7
"65","[CUDA memcpy HtoD]",14336,0,0.283871,1e-06,0.066406,0.049477,"GeForce GTX 980 (0)",1,7
"66","[CUDA memcpy HtoD]",14336,0,0.284102,0.000127,952.066406,7.139632,"GeForce GTX 980 (0)",1,7
"67","[CUDA memcpy HtoD]",14336,0,0.284438,0.000169,952.066406,5.380798,"GeForce GTX 980 (0)",1,7
"69","[CUDA memcpy DtoH]",14336,0,0.284674,1.2e-05,56.003906,4.403453,"GeForce GTX 980 (0)",1,7
"70","[CUDA memcpy DtoH]",14336,0,0.284719,0.000165,952.066406,5.518951,"GeForce GTX 980 (0)",1,7
"71","[CUDA memcpy HtoD]",15360,0,0.281355,9e-06,0.058598,6.525737,"GeForce GTX 980 (0)",1,7
"72","[CUDA memcpy HtoD]",15360,0,0.28161,0.000172,0.996159,5.656767,"GeForce GTX 980 (0)",1,7
"74","[CUDA memcpy DtoH]",15360,0,0.281855,1.2e-05,0.058594,4.730527,"GeForce GTX 980 (0)",1,7
"75","[CUDA memcpy HtoD]",15360,0,0.282334,1e-06,6.5e-05,0.049477,"GeForce GTX 980 (0)",1,7
"76","[CUDA memcpy HtoD]",15360,0,0.282568,0.000136,0.996159,7.130949,"GeForce GTX 980 (0)",1,7
"77","[CUDA memcpy HtoD]",15360,0,0.28292,0.000175,0.996159,5.563594,"GeForce GTX 980 (0)",1,7
"79","[CUDA memcpy DtoH]",15360,0,0.283167,1e-05,0.058598,5.588299,"GeForce GTX 980 (0)",1,7
"80","[CUDA memcpy DtoH]",15360,0,0.283208,0.000158,0.996159,6.1475,"GeForce GTX 980 (0)",1,7
"81","[CUDA memcpy HtoD]",16384,0,0.658849,1.4e-05,0.062504,4.395081,"GeForce GTX 980 (0)",1,7
"82","[CUDA memcpy HtoD]",16384,0,0.659187,0.000192,1.062565,5.409753,"GeForce GTX 980 (0)",1,7
"84","[CUDA memcpy DtoH]",16384,0,0.659461,1.3e-05,0.0625,4.596021,"GeForce GTX 980 (0)",1,7
"85","[CUDA memcpy HtoD]",16384,0,0.660108,1e-06,6.5e-05,0.049477,"GeForce GTX 980 (0)",1,7
"86","[CUDA memcpy HtoD]",16384,0,0.66037,0.000192,1.062565,5.398018,"GeForce GTX 980 (0)",1,7
"87","[CUDA memcpy HtoD]",16384,0,0.6608,0.000134,1.062565,7.731507,"GeForce GTX 980 (0)",1,7
"89","[CUDA memcpy DtoH]",16384,0,0.661009,1.1e-05,0.062504,5.313273,"GeForce GTX 980 (0)",1,7
"90","[CUDA memcpy DtoH]",16384,0,0.661059,0.000159,1.062565,6.516497,"GeForce GTX 980 (0)",1,7
"91","[CUDA memcpy HtoD]",17408,0,0.722361,1.5e-05,0.06641,4.463733,"GeForce GTX 980 (0)",1,7
"92","[CUDA memcpy HtoD]",17408,0,0.722646,0.000205,1.128971,5.389116,"GeForce GTX 980 (0)",1,7
"94","[CUDA memcpy DtoH]",17408,0,0.722935,1.4e-05,0.066406,4.595369,"GeForce GTX 980 (0)",1,7
"95","[CUDA memcpy HtoD]",17408,0,0.723599,1e-06,6.5e-05,0.049477,"GeForce GTX 980 (0)",1,7
"96","[CUDA memcpy HtoD]",17408,0,0.723862,0.000201,1.128971,5.478233,"GeForce GTX 980 (0)",1,7
"97","[CUDA memcpy HtoD]",17408,0,0.724307,0.000182,1.128971,6.059183,"GeForce GTX 980 (0)",1,7
"99","[CUDA memcpy DtoH]",17408,0,0.72457,1.5e-05,0.06641,4.434736,"GeForce GTX 980 (0)",1,7
"100","[CUDA memcpy DtoH]",17408,0,0.724626,0.000187,1.128971,5.908513,"GeForce GTX 980 (0)",1,7
"101","[CUDA memcpy HtoD]",18432,0,0.628779,1.5e-05,0.070316,4.498413,"GeForce GTX 980 (0)",1,7
"102","[CUDA memcpy HtoD]",18432,0,0.629074,0.000215,1.195377,5.44219,"GeForce GTX 980 (0)",1,7
"104","[CUDA memcpy DtoH]",18432,0,0.629418,1.5e-05,0.070312,4.555769,"GeForce GTX 980 (0)",1,7
"105","[CUDA memcpy HtoD]",18432,0,0.630097,1e-06,6.5e-05,0.046025,"GeForce GTX 980 (0)",1,7
"106","[CUDA memcpy HtoD]",18432,0,0.630357,0.00021,1.195377,5.551511,"GeForce GTX 980 (0)",1,7
"107","[CUDA memcpy HtoD]",18432,0,0.630814,0.000205,1.195377,5.697194,"GeForce GTX 980 (0)",1,7
"109","[CUDA memcpy DtoH]",18432,0,0.631103,1.5e-05,0.070316,4.536752,"GeForce GTX 980 (0)",1,7
"110","[CUDA memcpy DtoH]",18432,0,0.63116,0.000187,1.195377,6.227219,"GeForce GTX 980 (0)",1,7
"111","[CUDA memcpy HtoD]",19456,0,0.722759,1.6e-05,0.074223,4.557531,"GeForce GTX 980 (0)",1,7
"112","[CUDA memcpy HtoD]",19456,0,0.723036,0.000228,1.261784,5.415691,"GeForce GTX 980 (0)",1,7
"114","[CUDA memcpy DtoH]",19456,0,0.723357,1.6e-05,0.074219,4.575421,"GeForce GTX 980 (0)",1,7
"115","[CUDA memcpy HtoD]",19456,0,0.724047,1e-06,6.5e-05,0.050745,"GeForce GTX 980 (0)",1,7
"116","[CUDA memcpy HtoD]",19456,0,0.724305,0.000202,1.261784,6.099418,"GeForce GTX 980 (0)",1,7
"117","[CUDA memcpy HtoD]",19456,0,0.724751,0.000225,1.261784,5.488248,"GeForce GTX 980 (0)",1,7
"119","[CUDA memcpy DtoH]",19456,0,0.725063,1.6e-05,0.074223,4.521144,"GeForce GTX 980 (0)",1,7
"120","[CUDA memcpy DtoH]",19456,0,0.725122,0.000237,1.261784,5.204867,"GeForce GTX 980 (0)",1,7
"121","[CUDA memcpy HtoD]",20480,0,0.638948,1.7e-05,0.078129,4.558895,"GeForce GTX 980 (0)",1,7
"122","[CUDA memcpy HtoD]",20480,0,0.639231,0.000237,1.32819,5.470636,"GeForce GTX 980 (0)",1,7
"124","[CUDA memcpy DtoH]",20480,0,0.639591,1.5e-05,0.078125,4.936202,"GeForce GTX 980 (0)",1,7
"125","[CUDA memcpy HtoD]",20480,0,0.640284,1e-06,6.5e-05,0.049477,"GeForce GTX 980 (0)",1,7
"126","[CUDA memcpy HtoD]",20480,0,0.640549,0.000245,1.32819,5.299012,"GeForce GTX 980 (0)",1,7
"127","[CUDA memcpy HtoD]",20480,0,0.641045,0.000238,1.32819,5.4398,"GeForce GTX 980 (0)",1,7
"129","[CUDA memcpy DtoH]",20480,0,0.641375,1.4e-05,0.078129,5.649587,"GeForce GTX 980 (0)",1,7
"130","[CUDA memcpy DtoH]",20480,0,0.641432,0.000206,1.32819,6.309488,"GeForce GTX 980 (0)",1,7
"131","[CUDA memcpy HtoD]",21504,0,0.72984,1.8e-05,0.082035,4.510578,"GeForce GTX 980 (0)",1,7
"132","[CUDA memcpy HtoD]",21504,0,0.730128,0.000307,1.394596,4.436421,"GeForce GTX 980 (0)",1,7
"134","[CUDA memcpy DtoH]",21504,0,0.73055,1.4e-05,0.082031,5.6126,"GeForce GTX 980 (0)",1,7
"135","[CUDA memcpy HtoD]",21504,0,0.73125,1e-06,6.5e-05,0.050745,"GeForce GTX 980 (0)",1,7
"136","[CUDA memcpy HtoD]",21504,0,0.731511,0.000266,1.394596,5.123835,"GeForce GTX 980 (0)",1,7
"137","[CUDA memcpy HtoD]",21504,0,0.732023,0.000262,1.394596,5.198944,"GeForce GTX 980 (0)",1,7
"139","[CUDA memcpy DtoH]",21504,0,0.732381,1.8e-05,0.082035,4.576542,"GeForce GTX 980 (0)",1,7
"140","[CUDA memcpy DtoH]",21504,0,0.732443,0.00022,1.394596,6.193035,"GeForce GTX 980 (0)",1,7
"141","[CUDA memcpy HtoD]",22528,0,0.620541,1.8e-05,0.085941,4.577174,"GeForce GTX 980 (0)",1,7
"142","[CUDA memcpy HtoD]",22528,0,0.620828,0.000291,1.461002,4.901069,"GeForce GTX 980 (0)",1,7
"144","[CUDA memcpy DtoH]",22528,0,0.621227,1.7e-05,0.085938,4.985644,"GeForce GTX 980 (0)",1,7
"145","[CUDA memcpy HtoD]",22528,0,0.621988,1e-06,6.5e-05,0.049477,"GeForce GTX 980 (0)",1,7
"146","[CUDA memcpy HtoD]",22528,0,0.62222,0.000311,1.461002,4.584115,"GeForce GTX 980 (0)",1,7
"147","[CUDA memcpy HtoD]",22528,0,0.622748,0.000282,1.461002,5.058428,"GeForce GTX 980 (0)",1,7
"149","[CUDA memcpy DtoH]",22528,0,0.62313,1.4e-05,0.085941,5.828268,"GeForce GTX 980 (0)",1,7
"150","[CUDA memcpy DtoH]",22528,0,0.62318,0.000227,1.461002,6.272521,"GeForce GTX 980 (0)",1,7
"151","[CUDA memcpy HtoD]",23552,0,0.55123,1.9e-05,0.089848,4.695086,"GeForce GTX 980 (0)",1,7
"152","[CUDA memcpy HtoD]",23552,0,0.551523,0.000313,1.527409,4.766989,"GeForce GTX 980 (0)",1,7
"154","[CUDA memcpy DtoH]",23552,0,0.551946,1.6e-05,0.089844,5.606623,"GeForce GTX 980 (0)",1,7
"155","[CUDA memcpy HtoD]",23552,0,0.55269,1e-06,6.5e-05,0.052081,"GeForce GTX 980 (0)",1,7
"156","[CUDA memcpy HtoD]",23552,0,0.552959,0.000325,1.527409,4.591363,"GeForce GTX 980 (0)",1,7
"157","[CUDA memcpy HtoD]",23552,0,0.553534,0.000307,1.527409,4.856386,"GeForce GTX 980 (0)",1,7
"159","[CUDA memcpy DtoH]",23552,0,0.553944,1.6e-05,0.089848,5.376333,"GeForce GTX 980 (0)",1,7
"160","[CUDA memcpy DtoH]",23552,0,0.554009,0.000244,1.527409,6.12425,"GeForce GTX 980 (0)",1,7
"161","[CUDA memcpy HtoD]",24576,0,0.279947,1.8e-05,0.093754,5.081671,"GeForce GTX 980 (0)",1,7
"162","[CUDA memcpy HtoD]",24576,0,0.280229,0.000444,1.593815,3.502913,"GeForce GTX 980 (0)",1,7
"164","[CUDA memcpy DtoH]",24576,0,0.28077,1.8e-05,0.09375,4.975422,"GeForce GTX 980 (0)",1,7
"165","[CUDA memcpy HtoD]",24576,0,0.281309,1e-06,6.5e-05,0.049477,"GeForce GTX 980 (0)",1,7
"166","[CUDA memcpy HtoD]",24576,0,0.28155,0.00032,1.593815,4.864773,"GeForce GTX 980 (0)",1,7
"167","[CUDA memcpy HtoD]",24576,0,0.282098,0.000318,1.593815,4.894128,"GeForce GTX 980 (0)",1,7
"169","[CUDA memcpy DtoH]",24576,0,0.282524,1.6e-05,0.093754,5.826797,"GeForce GTX 980 (0)",1,7
"170","[CUDA memcpy DtoH]",24576,0,0.282581,0.000253,1.593815,6.162928,"GeForce GTX 980 (0)",1,7
"171","[CUDA memcpy HtoD]",25600,0,0.279149,1.9e-05,0.09766,4.901637,"GeForce GTX 980 (0)",1,7
"172","[CUDA memcpy HtoD]",25600,0,0.279405,0.000363,1.660221,4.46343,"GeForce GTX 980 (0)",1,7
"174","[CUDA memcpy DtoH]",25600,0,0.279873,1.9e-05,0.097656,4.983406,"GeForce GTX 980 (0)",1,7
"175","[CUDA memcpy HtoD]",25600,0,0.280564,1e-06,6.5e-05,0.050745,"GeForce GTX 980 (0)",1,7
"176","[CUDA memcpy HtoD]",25600,0,0.280832,0.000378,1.660221,4.288498,"GeForce GTX 980 (0)",1,7
"177","[CUDA memcpy HtoD]",25600,0,0.28146,0.000374,1.660221,4.332134,"GeForce GTX 980 (0)",1,7
"179","[CUDA memcpy DtoH]",25600,0,0.281945,1.7e-05,0.09766,5.519164,"GeForce GTX 980 (0)",1,7
"180","[CUDA memcpy DtoH]",25600,0,0.282015,0.00027,1.660221,6.015723,"GeForce GTX 980 (0)",1,7
"181","[CUDA memcpy HtoD]",26624,0,0.27893,2.1e-05,0.101566,4.71752,"GeForce GTX 980 (0)",1,7
"182","[CUDA memcpy HtoD]",26624,0,0.279209,0.000396,1.726627,4.258882,"GeForce GTX 980 (0)",1,7
"184","[CUDA memcpy DtoH]",26624,0,0.27971,1.9e-05,0.101562,5.123044,"GeForce GTX 980 (0)",1,7
"185","[CUDA memcpy HtoD]",26624,0,0.280269,1e-06,6.5e-05,0.044979,"GeForce GTX 980 (0)",1,7
"186","[CUDA memcpy HtoD]",26624,0,0.280511,0.000369,1.726627,4.567124,"GeForce GTX 980 (0)",1,7
"187","[CUDA memcpy HtoD]",26624,0,0.281108,0.000418,1.726627,4.038551,"GeForce GTX 980 (0)",1,7
"189","[CUDA memcpy DtoH]",26624,0,0.28164,1.7e-05,0.101566,5.739922,"GeForce GTX 980 (0)",1,7
"190","[CUDA memcpy DtoH]",26624,0,0.2817,0.00028,1.726627,6.019762,"GeForce GTX 980 (0)",1,7
"191","[CUDA memcpy HtoD]",27648,0,0.281683,2.7e-05,0.105473,3.791106,"GeForce GTX 980 (0)",1,7
"192","[CUDA memcpy HtoD]",27648,0,0.281973,0.000426,1.793034,4.105753,"GeForce GTX 980 (0)",1,7
"194","[CUDA memcpy DtoH]",27648,0,0.282509,1.8e-05,0.105469,5.820345,"GeForce GTX 980 (0)",1,7
"195","[CUDA memcpy HtoD]",27648,0,0.283119,1e-06,6.5e-05,0.04712,"GeForce GTX 980 (0)",1,7
"196","[CUDA memcpy HtoD]",27648,0,0.283369,0.000442,1.793034,3.962447,"GeForce GTX 980 (0)",1,7
"197","[CUDA memcpy HtoD]",27648,0,0.284048,0.000433,1.793034,4.040859,"GeForce GTX 980 (0)",1,7
"199","[CUDA memcpy DtoH]",27648,0,0.284601,1.8e-05,0.105473,5.696618,"GeForce GTX 980 (0)",1,7
"200","[CUDA memcpy DtoH]",27648,0,0.284663,0.000294,1.793034,5.965696,"GeForce GTX 980 (0)",1,7
"201","[CUDA memcpy HtoD]",28672,0,0.298829,2.1e-05,0.109379,4.996737,"GeForce GTX 980 (0)",1,7
"202","[CUDA memcpy HtoD]",28672,0,0.299104,0.000444,1.85944,4.089064,"GeForce GTX 980 (0)",1,7
"204","[CUDA memcpy DtoH]",28672,0,0.299656,2.1e-05,0.109375,5.111577,"GeForce GTX 980 (0)",1,7
"205","[CUDA memcpy HtoD]",28672,0,0.300194,1e-06,6.5e-05,0.04712,"GeForce GTX 980 (0)",1,7
"206","[CUDA memcpy HtoD]",28672,0,0.300428,0.000442,1.85944,4.108604,"GeForce GTX 980 (0)",1,7
"207","[CUDA memcpy HtoD]",28672,0,0.301098,0.000414,1.85944,4.382111,"GeForce GTX 980 (0)",1,7
"209","[CUDA memcpy DtoH]",28672,0,0.301635,1.8e-05,0.109379,5.907596,"GeForce GTX 980 (0)",1,7
"210","[CUDA memcpy DtoH]",28672,0,0.301695,0.000302,1.85944,6.018658,"GeForce GTX 980 (0)",1,7
"211","[CUDA memcpy HtoD]",29696,0,0.277607,2.3e-05,0.113285,4.889721,"GeForce GTX 980 (0)",1,7
"212","[CUDA memcpy HtoD]",29696,0,0.277862,0.000483,1.925846,3.89492,"GeForce GTX 980 (0)",1,7
"214","[CUDA memcpy DtoH]",29696,0,0.278458,2.2e-05,0.113281,5.010246,"GeForce GTX 980 (0)",1,7
"215","[CUDA memcpy HtoD]",29696,0,0.278968,1e-06,6.5e-05,0.044979,"GeForce GTX 980 (0)",1,7
"216","[CUDA memcpy HtoD]",29696,0,0.279185,0.000432,1.925846,4.355621,"GeForce GTX 980 (0)",1,7
"217","[CUDA memcpy HtoD]",29696,0,0.27999,0.000442,1.925846,4.2581,"GeForce GTX 980 (0)",1,7
"219","[CUDA memcpy DtoH]",29696,0,0.28056,1.9e-05,0.113285,5.704927,"GeForce GTX 980 (0)",1,7
"220","[CUDA memcpy DtoH]",29696,0,0.280627,0.000303,1.925846,6.204647,"GeForce GTX 980 (0)",1,7
"221","[CUDA memcpy HtoD]",30720,0,0.283319,2.7e-05,0.117191,4.187816,"GeForce GTX 980 (0)",1,7
"222","[CUDA memcpy HtoD]",30720,0,0.283618,0.000479,1.992252,4.058812,"GeForce GTX 980 (0)",1,7
"224","[CUDA memcpy DtoH]",30720,0,0.284207,1.9e-05,0.117188,6.144809,"GeForce GTX 980 (0)",1,7
"225","[CUDA memcpy HtoD]",30720,0,0.284852,1e-06,6.5e-05,0.04712,"GeForce GTX 980 (0)",1,7
"226","[CUDA memcpy HtoD]",30720,0,0.285097,0.000508,1.992252,3.83021,"GeForce GTX 980 (0)",1,7
"227","[CUDA memcpy HtoD]",30720,0,0.285842,0.000484,1.992252,4.015651,"GeForce GTX 980 (0)",1,7
"229","[CUDA memcpy DtoH]",30720,0,0.286458,1.9e-05,0.117191,5.940856,"GeForce GTX 980 (0)",1,7
"230","[CUDA memcpy DtoH]",30720,0,0.286525,0.000333,1.992252,5.836315,"GeForce GTX 980 (0)",1,7
"231","[CUDA memcpy HtoD]",31744,0,0.286095,2.3e-05,0.121098,5.154035,"GeForce GTX 980 (0)",1,7
"232","[CUDA memcpy HtoD]",31744,0,0.286381,0.000581,2.058659,3.459053,"GeForce GTX 980 (0)",1,7
"234","[CUDA memcpy DtoH]",31744,0,0.287092,2.5e-05,0.121094,4.654084,"GeForce GTX 980 (0)",1,7
"235","[CUDA memcpy HtoD]",31744,0,0.28786,1e-06,6.5e-05,0.043023,"GeForce GTX 980 (0)",1,7
"236","[CUDA memcpy HtoD]",31744,0,0.288119,0.000495,2.058659,4.061777,"GeForce GTX 980 (0)",1,7
"237","[CUDA memcpy HtoD]",31744,0,0.288863,0.000471,2.058659,4.264129,"GeForce GTX 980 (0)",1,7
"239","[CUDA memcpy DtoH]",31744,0,0.289473,1.9e-05,0.121098,6.15902,"GeForce GTX 980 (0)",1,7
"240","[CUDA memcpy DtoH]",31744,0,0.289548,0.000473,2.058659,4.247687,"GeForce GTX 980 (0)",1,7
"241","[CUDA memcpy HtoD]",32768,0,0.295104,2.5e-05,0.125004,4.878278,"GeForce GTX 980 (0)",1,7
"242","[CUDA memcpy HtoD]",32768,0,0.295369,0.000619,2.125065,3.35124,"GeForce GTX 980 (0)",1,7
"244","[CUDA memcpy DtoH]",32768,0,0.296112,2.4e-05,0.125,5.012537,"GeForce GTX 980 (0)",1,7
"245","[CUDA memcpy HtoD]",32768,0,0.296754,1e-06,6.5e-05,0.044979,"GeForce GTX 980 (0)",1,7
"246","[CUDA memcpy HtoD]",32768,0,0.296975,0.000519,2.125065,3.999866,"GeForce GTX 980 (0)",1,7
"247","[CUDA memcpy HtoD]",32768,0,0.297719,0.000499,2.125065,4.161846,"GeForce GTX 980 (0)",1,7
"249","[CUDA memcpy DtoH]",32768,0,0.298356,2.1e-05,0.125004,5.895872,"GeForce GTX 980 (0)",1,7
"250","[CUDA memcpy DtoH]",32768,0,0.298423,0.000479,2.125065,4.334889,"GeForce GTX 980 (0)",1,7
"251","[CUDA memcpy HtoD]",33792,0,0.303277,2.5e-05,0.12891,5.024094,"GeForce GTX 980 (0)",1,7
"252","[CUDA memcpy HtoD]",33792,0,0.303617,0.000527,2.191471,4.058039,"GeForce GTX 980 (0)",1,7
"254","[CUDA memcpy DtoH]",33792,0,0.304265,2.4e-05,0.128906,5.238006,"GeForce GTX 980 (0)",1,7
"255","[CUDA memcpy HtoD]",33792,0,0.304772,1e-06,6.5e-05,0.046025,"GeForce GTX 980 (0)",1,7
"256","[CUDA memcpy HtoD]",33792,0,0.305009,5e-04,2.191471,4.281741,"GeForce GTX 980 (0)",1,7
"257","[CUDA memcpy HtoD]",33792,0,0.305726,0.000485,2.191471,4.411667,"GeForce GTX 980 (0)",1,7
"259","[CUDA memcpy DtoH]",33792,0,0.306366,2e-05,0.12891,6.406877,"GeForce GTX 980 (0)",1,7
"260","[CUDA memcpy DtoH]",33792,0,0.306429,0.000478,2.191471,4.475136,"GeForce GTX 980 (0)",1,7
"261","[CUDA memcpy HtoD]",34816,0,0.297626,2.3e-05,0.132816,5.637319,"GeForce GTX 980 (0)",1,7
"262","[CUDA memcpy HtoD]",34816,0,0.297895,0.000552,2.257877,3.99785,"GeForce GTX 980 (0)",1,7
"264","[CUDA memcpy DtoH]",34816,0,0.298575,2.6e-05,0.132812,4.924807,"GeForce GTX 980 (0)",1,7
"265","[CUDA memcpy HtoD]",34816,0,0.299239,1e-06,6.5e-05,0.046025,"GeForce GTX 980 (0)",1,7
"266","[CUDA memcpy HtoD]",34816,0,0.299478,0.000519,2.257877,4.252211,"GeForce GTX 980 (0)",1,7
"267","[CUDA memcpy HtoD]",34816,0,0.300227,0.000516,2.257877,4.275164,"GeForce GTX 980 (0)",1,7
"269","[CUDA memcpy DtoH]",34816,0,0.300909,2.4e-05,0.132816,5.462577,"GeForce GTX 980 (0)",1,7
"270","[CUDA memcpy DtoH]",34816,0,0.300982,0.000513,2.257877,4.302131,"GeForce GTX 980 (0)",1,7
"271","[CUDA memcpy HtoD]",35840,0,0.296073,2.7e-05,0.136723,5.014765,"GeForce GTX 980 (0)",1,7
"272","[CUDA memcpy HtoD]",35840,0,0.296366,0.000603,2.324284,3.764836,"GeForce GTX 980 (0)",1,7
"274","[CUDA memcpy DtoH]",35840,0,0.297119,2.2e-05,0.136719,5.986119,"GeForce GTX 980 (0)",1,7
"275","[CUDA memcpy HtoD]",35840,0,0.297739,1e-06,6.5e-05,0.046025,"GeForce GTX 980 (0)",1,7
"276","[CUDA memcpy HtoD]",35840,0,0.297967,0.000542,2.324284,4.19155,"GeForce GTX 980 (0)",1,7
"277","[CUDA memcpy HtoD]",35840,0,0.298732,0.000533,2.324284,4.260534,"GeForce GTX 980 (0)",1,7
