"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","device","kernel","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","system_memory_write_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","system_memory_write_throughput","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","system_memory_utilization","control.flow_function_unit_utilization","texture_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"209897",512,3136,0.000126819,43,43,16,16,38,3,3,6,5,0,1178528,924800,262144,14792,3371544,2857539,536110,179568,69660,29240,11008,1126693,51116616,1849,95.430316,2.99234,0.708866,27.333771,0.00756644140625,0.0221723896484375,0.00962915625,0.0100491806640625,0.0398826845703125,38.987871,66.929134,75.294118,3.494135,227.930233,75.436349,1,1.000057,2.930233,179568,69664,85680,27136,5,96022,147266,34909,339.672702,131.777149,34.821238,8.254279,1.21063,586863,502928,392133,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,3,2,1,2,0,3393024,10989632,4321520,38229696,7651632,7405840,18855632,58885,13.923435,3.265104,4.092499,8.790462
"388970",1024,3968,0.000494987,86,86,16,16,38,3,3,6,0,0,4424862,3720992,1048576,59168,13492024,11434486,2142311,719304,279156,117304,44032,4371450,200392846,7396,98.792912,3.084478,0.716219,28.88279,0.007948412109375,0.0229921298828125,0.0100065263671875,0.01061858203125,0.0421847021484375,39.029322,66.862745,74.853801,3.595857,228.02907,77.6447,1,1.000004,2.953488,719304,279157,346456,109568,1,379148,661335,175123,357.332784,138.678428,41.066899,10.874607,0.063587,2349736,2011712,1571938,1159796,59124624,7422636,24742120,9896848,0,7422636,7573504,3,2,1,2,0,13577357,43977616,17319484,152962368,30590860,29709892,75438196,189951,11.795381,3.479665,4.368448,9.018229
"372065",1024,3712,0.000495051,86,86,16,16,38,3,3,6,1,0,4410705,3720992,1048576,59168,13492024,11436542,2142513,719304,279156,117304,44032,4361903,199859306,7396,98.841296,3.093175,0.716072,28.892844,0.0079511787109375,0.02299746484375,0.01002026171875,0.0106222783203125,0.04219938671875,39.029361,66.862745,74.853801,3.606197,228.02907,77.868734,1,1,2.953488,719304,279156,346456,109568,5,379104,695883,166570,357.457167,138.726203,43.227266,10.347093,0.318047,2350300,2011712,1572492,1159796,59124624,7422636,24742120,9896848,0,7422636,7573504,3,2,1,2,0,13578007,43977616,17319484,152962368,30590860,29709892,75438196,150690,9.360649,3.490834,4.38247,9.036725
"212340",512,3200,0.000127107,43,43,16,16,38,3,3,6,0,1,1182230,924800,262144,14792,3371544,2857379,536059,179568,69660,29240,11008,1125639,51141148,1849,95.365453,2.992345,0.709208,27.352,0.0075714873046875,0.022073955078125,0.00964343359375,0.0100558818359375,0.0399092822265625,38.988496,66.929134,75.294118,3.48486,227.930233,75.235489,1,1,2.930233,179568,69660,85680,27136,1,95532,164487,39402,339.89923,131.85746,38.919104,9.322868,0.242287,587332,502928,391763,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,3,2,1,2,0,3392937,10989632,4321520,38229696,7651632,7405840,18855632,48672,11.516233,3.25488,4.079684,8.742407
"219428",512,3328,0.000127043,43,43,16,16,38,3,3,6,1,0,1179162,924800,262144,14792,3371544,2857071,536062,179568,69660,29240,11008,1130081,51183510,1849,95.497141,2.998941,0.709322,27.27599,0.007550447265625,0.022038189453125,0.0096060361328125,0.0100279375,0.039798376953125,38.98834,66.929134,75.294118,3.489311,227.930233,75.331575,1,1.000014,2.930233,179568,69661,85680,27136,1,95643,173233,41700,338.954669,131.492923,40.874581,9.839176,0.241613,587086,502928,391996,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,3,2,1,2,0,3392741,10989632,4321520,38229696,7651632,7405840,18855632,58529,13.810004,3.263349,4.090299,8.771815
"192586",512,2752,0.000127171,43,43,16,16,38,3,3,6,4,0,1179162,924800,262144,14792,3371544,2856838,536134,179568,69660,29240,11008,1127942,51183618,1849,95.499601,3.02723,0.709013,27.371558,0.0075769013671875,0.0220275390625,0.0096655908203125,0.010063072265625,0.0399378193359375,38.988027,66.929134,75.294118,3.489143,227.930233,75.32606,1,1.000043,2.930233,179568,69663,85680,27136,5,95263,173029,43550,340.142274,131.957427,40.969492,10.31169,1.212304,586794,502928,391807,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,3,2,1,2,0,3393288,10989632,4321520,38229696,7651632,7405840,18855632,38628,9.146268,3.263349,4.090299,8.763806
"378884",1024,3808,0.000495115,86,86,16,16,38,3,3,6,1,0,4425616,3720992,1048576,59168,13492024,11436438,2142496,719304,279156,117304,44032,4369438,200343866,7396,98.811149,3.093813,0.716425,28.895675,0.0079519580078125,0.0229696865234375,0.01004702734375,0.010623318359375,0.0422035205078125,39.029361,66.862745,74.853801,3.594932,228.02907,77.625502,1,1,2.953488,719304,279156,346456,109568,5,378609,696119,166399,357.492188,138.739795,43.246163,10.337483,0.318078,2350344,2011712,1572210,1159796,59124624,7422636,24742120,9896848,0,7422636,7573504,3,2,1,2,0,13578259,43977616,17319484,152962368,30590860,29709892,75438196,150730,9.364051,3.479072,4.367704,9.018582
"259673",512,4032,0.000126787,43,43,16,16,38,3,3,6,0,4,1178723,924800,262144,14792,3371544,2857288,536123,179568,69660,29240,11008,1112954,50536990,1849,95.447022,3.024322,0.708318,27.413593,0.0075885380859375,0.0221058310546875,0.009702203125,0.0100785263671875,0.0399991533203125,38.988496,66.929134,75.294118,3.492243,227.930233,75.395003,1,1,2.930233,179568,69660,85680,27136,5,95455,164320,41703,340.664641,132.154387,38.967142,9.889525,1.214166,587228,502928,392169,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,3,2,1,2,0,3392944,10989632,4321520,38229696,7651632,7405840,18855632,43897,10.409814,3.264564,4.091822,8.781881
"225068",512,3424,0.000127139,43,43,16,16,38,3,3,6,0,5,1167920,924800,262144,14792,3371544,2857128,536096,179568,69660,29240,11008,1125670,51091352,1849,95.411758,2.991639,0.70918,27.326616,0.0075644609375,0.0221451171875,0.0096319453125,0.0100465498046875,0.0398722451171875,38.988496,66.929134,75.294118,3.526163,227.930233,76.126795,1,1,2.930233,179568,69660,85680,27136,5,95929,173239,43620,339.583792,131.735092,40.951865,10.311306,1.210313,587459,502928,391967,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,3,2,1,2,0,3393142,10989632,4321520,38229696,7651632,7405840,18855632,37992,8.980907,3.29476,4.129671,8.861613
"57879",64,2720,6.208e-06,6,6,16,16,38,3,3,6,1,0,119870,14112,4096,288,63864,53124,10576,3144,1236,504,192,48796,1021396,36,57.646617,1.304758,0.326053,4.859613,0.00137744140625,0.0019424072265625,0.00193702734375,0.001893982421875,0.0067795947265625,34.30508,70,72.727273,1.07489,221.75,23.045976,1,1,2.333333,3144,1236,1176,448,5,722,2736,651,69.290813,27.240281,7.537359,1.793429,14.105,11178,9792,6529,5076,277904,28716,95720,38288,0,28716,36864,1,1,1,1,0,63666,204176,67004,734528,154380,114372,361716,678,1.867811,0.603744,0.623853,1.972475
