"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"18512",7168,0,3.4432e-05,1,1,16,1,36,1024,9,404433,256,240,1,2365,1368,709,510,256,16,15,28537,28536,1,7.295399,0.079802,0.015624,0.026756,0.025083,0.086955,0.025919,0.025083,0.026756,7.595756,100,100,0.094391,2365,1.759024,1.196078,1.390625,1,1,610,356,16,15,104,126,37,4.080219,2.381243,0.10535,0.030936,341,330,1029,797,2600,0,0,0,0,0,120,1,1,1,2076,1480,0,7510,873,5192,1840,0,0,0.001674,0,0.070361
"23687",7936,0,3.488e-05,1,1,16,1,36,1024,9,391943,256,240,1,2365,1375,709,510,256,16,15,30291,30292,1,7.276568,0.083087,0.015626,0.02683,0.025153,0.032699,0.025153,0.025153,0.02683,7.595756,100,100,0.097931,2365,1.826788,1.196078,1.390625,1,1,610,356,16,15,39,104,36,4.091583,2.387875,0.087198,0.030184,341,330,1030,797,2600,0,0,0,0,0,120,1,1,1,2077,1480,0,7510,873,5192,1840,0,0,0.001728,0,0.073142
"794",1536,0,4.5472e-05,1,1,16,1,36,1024,9,390878,256,240,1,2365,1367,709,510,256,16,15,28400,28352,1,7.263647,0.083014,0.015624,0.026905,0.025223,0.039517,0.025223,0.025223,0.026905,7.595756,100,100,0.098091,2365,1.82798,1.196078,1.390625,1,1,610,356,16,15,47,68,39,4.103011,2.394544,0.057173,0.03279,341,330,1029,797,2600,0,0,0,0,0,120,1,1,1,2076,1480,0,7510,873,5192,1840,0,0,0.001732,0,0.07319
"2903",2816,0,4.4577e-05,1,1,16,1,36,1024,9,391130,256,240,1,2365,1367,709,510,256,16,15,28418,29520,1,7.265615,0.082977,0.015626,0.026762,0.025089,0.033452,0.025925,0.025089,0.026762,7.595756,100,100,0.098001,2365,1.826307,1.196078,1.390625,1,1,610,356,16,15,40,58,36,4.081135,2.381777,0.048505,0.030107,341,330,1027,797,2600,0,0,0,0,0,120,1,1,1,2076,1480,0,7510,873,5192,1840,0,0,0.001731,0,0.073052
"18995",7168,0,3.4561e-05,1,1,16,1,36,1024,9,391830,256,240,1,2365,1368,710,510,256,16,15,28545,28480,1,7.266417,0.083041,0.015625,0.026726,0.025055,0.032572,0.025055,0.025055,0.026726,7.595756,100,100,0.097921,2365,1.8246,1.196078,1.390625,1,1,610,356,16,15,39,51,35,4.075645,2.378573,0.042594,0.029231,341,330,1028,797,2600,0,0,0,0,0,120,1,1,1,2076,1480,0,7510,873,5192,1840,0,0,0.001728,0,0.072984
"22322",7936,0,4.5792e-05,1,1,16,1,36,1024,9,388694,256,240,1,2365,1367,709,510,256,16,15,28447,29422,1,7.320411,0.07982,0.015624,0.020567,0.019282,0.076484,0.019282,0.019282,0.020567,7.595756,100,100,0.097877,2365,1.823997,1.196078,1.390625,1,1,610,356,16,15,119,173,43,3.136478,1.830469,0.111191,0.027637,341,330,1026,797,2600,0,0,0,0,0,120,1,1,1,2075,1480,0,7510,873,5192,1840,0,0,0.001742,0,0.07303
"2441",2560,0,4.4705e-05,1,1,16,1,36,1024,9,390766,256,240,1,2365,1374,710,510,256,16,15,28417,28418,1,7.279548,0.083372,0.015626,0.023425,0.021961,0.05783,0.021961,0.021961,0.023425,7.595756,100,100,0.098221,2365,1.83154,1.196078,1.390625,1,1,610,356,16,15,79,58,36,3.572296,2.084816,0.042458,0.026353,341,330,1029,797,2600,0,0,0,0,0,120,1,1,1,2083,1480,0,7510,873,5192,1840,0,0,0.001733,0,0.073332
"23594",7936,0,3.4816e-05,1,1,16,1,36,1024,9,390510,256,240,1,2365,1368,709,510,256,16,15,28654,28724,1,7.277663,0.082335,0.015625,0.026791,0.025116,0.039349,0.025116,0.025116,0.026791,7.595756,100,100,0.09803,2365,1.827058,1.196078,1.390625,1,1,610,356,16,15,47,54,34,4.085606,2.384387,0.04521,0.028465,341,330,1027,797,2600,0,0,0,0,0,120,1,1,1,2077,1480,0,7510,873,5192,1840,0,0,0.001734,0,0.073153
"21308",7680,0,3.4528e-05,1,1,16,1,36,1024,9,391180,256,240,1,2365,1373,709,510,256,16,15,28541,28486,1,7.274656,0.083044,0.015626,0.026786,0.025111,4.177716,0.025111,0.025111,0.026786,7.595756,100,100,0.097867,2365,1.823804,1.196078,1.390625,1,1,610,356,16,15,4991,77,40,4.084803,2.383918,0.064453,0.033482,341,330,1027,797,2600,0,0,0,0,0,120,1,1,1,2076,1480,0,7510,873,5192,1840,0,0,0.001731,0,0.072952
"9083",4864,0,3.3472e-05,1,1,16,1,36,1024,9,407068,256,240,1,2365,1375,709,510,256,16,15,29740,29394,1,7.305905,0.082522,0.015626,0.026612,0.024949,0.10728,0.026612,0.024949,0.026612,7.595756,100,100,0.093679,2365,1.745965,1.196078,1.390625,1,1,610,356,16,15,129,63,41,4.058358,2.368485,0.052393,0.034097,341,330,1028,797,2600,0,0,0,0,0,120,1,1,1,2077,1480,0,7510,873,5192,1840,0,0,0.001663,0,0.069839
