"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"5",5,0,0.015976,125,1,128,1,56,7200,8,"125995520",798132,0,500,41091055,"123236601",3102164,27364,108456,35152,"121958883","2761758764",125,"96.796206","0.336925","0.353098",0.997258,439.755638,56.327553,1.668981,1.717795,3.6932,76.172538,27.002539,25,"1.090726",82182.11,"26.265028",1.444759,3.943795,4.623032,6.25,4481880,107918,499084,219700,28141,1889639,878809,70.086055,1.687584,3.693688,1.717813,2106325,4182853,3939264,5007937,0,0,"1142472000","175776000","131836000","417430000",0,1,1,1,"128130138",21970000,"725042000","71586392",27882748,"81942432","54223428",0,0,"0.000000","56.672253","4.318865"
"11",6,0,0.028807,216,1,128,1,56,7200,8,"235936230",1485824,0,864,76604568,"229706573",5783552,50880,201792,65536,"226687896","5270138090",216,"96.026768","0.338118","0.363069",0.99768,440.735806,60.734599,1.673983,1.721624,3.694195,76.23348,27.006704,25,"1.094384",88662.694444,"26.353300",1.444759,3.814426,4.622074,6.25,8355840,194078,928704,409600,56444,3515718,1638791,70.242269,1.631491,3.694303,1.722035,3926069,7796880,7325483,9328908,0,0,"2129975296","327707648","245787648","778240000",0,1,1,1,"238826184",40960000,"1351735296","133418592",51981312,"152757824","101075040",0,0,"0.000000","56.423490","4.538206"
"17",7,0,0.047927,343,1,128,1,56,7200,8,"385133162",2485708,0,1372,128274629,"384613387",9684908,85052,337464,109744,"378295202","8934507736",343,"98.058973","0.339659","0.369110",1.033758,457.213971,111.52448,1.735948,1.785992,3.827394,76.258043,27.009442,25,"1.099274",93494.627551,"26.471151",1.444759,3.76331,4.621428,6.25,13992360,320077,1553225,685900,167306,5879799,2743603,72.868477,1.666876,3.827553,1.785994,6573558,13054739,12253791,15617055,0,0,"3566767808","548763904","411583904","1303210000",0,1,1,1,"399881271",68590000,"2263557808","223368952",87043460,"255788608","169237644",0,0,"0.000000","57.882055","4.715952"
"23",8,0,0.073283,512,1,128,1,56,7200,8,"590452712",3856224,0,2048,199130416,"597058037",15034976,131872,523392,170368,"586278263","13936403696",512,"99.293009","0.339652","0.371493",1.041953,461.223803,134.230074,1.750474,1.801655,3.857461,76.255002,27.011377,25,"1.099239",97231.648438,"26.470317",1.444759,3.772158,4.622368,6.25,21721920,497442,2409844,1064800,309889,9119616,4259389,73.507544,1.683357,3.857627,1.801735,10203927,20264584,19007945,24239547,0,0,"5537091072","851905536","638945536","2023120000",0,1,1,1,"620758848",106480000,"3513971072","346707680",135124768,"397074624","262706304",0,0,"0.000000","58.610653","4.755560"
"29",9,0,0.107504,729,1,128,1,56,7200,8,"867119874",5655812,0,2916,292201107,"876085525",22062500,193332,767496,250000,"860198976","20481395272",729,"99.146999","0.339878","0.372164",1.065493,471.936615,149.635168,1.791366,1.843502,3.944399,76.274783,27.012817,25,"1.099923",100206.140947,"26.486931",1.444759,3.730014,4.620635,6.25,31875000,721131,3532845,1562500,495416,13372887,6250006,75.214898,1.701641,3.944472,1.843504,14972221,29734569,27882372,35564826,0,0,"8125186624","1250093312","937593312","2968750000",0,1,1,1,"910857290",156250000,"5156436624","508704984",198280812,"582655712","385476084",0,0,"0.000000","58.564471","4.800297"
"35",10,0,0.148573,1000,1,128,1,56,7200,8,"1211798930",7942912,0,4000,410515880,"1230808069",30996224,271424,1077696,351232,"1207132826","28824738274",1000,"99.618396","0.340063","0.373080",1.059537,469.523192,154.215653,1.782139,1.834075,3.922187,76.273888,27.013929,25,"1.100507",102628.97,"26.501050",1.444759,3.733192,4.620377,6.25,44782080,1013278,4960880,2195200,721017,18778066,8780810,74.830259,1.693174,3.922237,1.834077,21033753,41772848,39159574,49963053,0,0,"11415296000","1756288000","1317248000","4170880000",0,1,1,1,"1279655842",219520000,"7244416000","714631072",278567168,"818571712","541542048",0,0,"0.000000","58.875774","4.809837"
"41",11,0,0.198668,1331,1,128,1,56,7200,8,"1642174108",10775964,0,5324,557103913,"1670305803",42064892,368140,1461912,476656,"1637787560","39183506644",1331,"99.756035","0.340077","0.373780",1.046557,463.948257,146.813437,1.761022,1.812298,3.874013,76.280637,27.014814,25,"1.100548",104640.103869,"26.502079",1.444759,3.71921,4.620169,6.25,60773640,1369190,6729682,2979100,942717,25473043,11916405,73.941754,1.665859,3.874051,1.812299,28543625,56687575,53136817,67800217,0,0,"15491660736","2383450368","1787630368","5660290000",0,1,1,1,"1736594049",297910000,"9831370736","969756152",378039412,"1110862464","734899260",0,0,"0.000000","58.960179","4.874787"
"47",12,0,0.258503,1728,1,128,1,56,7200,8,"2169514086",14213408,0,6912,734994384,"2203664086",55497248,485472,1928064,628864,"2161027066","51694810810",1728,"99.607762","0.340117","0.373860",1.082487,480.025174,165.052254,1.821704,1.875098,4.006906,76.286325,27.015534,25,"1.100679",106335.993056,"26.505240",1.444759,3.70739,4.620902,6.25,80180160,1799834,8877456,3930400,1351432,33595806,15721606,76.504012,1.717314,4.006936,1.875099,37657023,74786904,70095477,89440282,0,0,"20438522368","3144541184","2358461184","7467760000",0,1,1,1,"2291117683",393040000,"12970762368","1279350432",498753120,"1465567808","969542784",0,0,"0.000000","58.879896","4.873335"
"53",13,0,0.33683,2197,1,128,1,56,7200,8,"2788966328",18313684,0,8788,947216471,"2839920679",71522036,625412,2484072,810448,"2784089504","66688193576",2197,"99.826109","0.340222","0.374261",1.083997,480.81831,163.542204,1.824777,1.878197,4.012405,76.28206,27.016132,25,"1.101001",107785.21518,"26.513062",1.444759,3.717471,4.619859,6.25,103332120,2324951,11435462,5065300,1722876,43284393,20261201,76.630418,1.724168,4.012428,1.878197,48528925,96378989,90322447,115267037,0,0,"26340122432","4052521216","3039461216","9624070000",0,1,1,1,"2952618217",506530000,"16716052432","1648684120",642763868,"1888727584","1249467684",0,0,"0.000000","59.027520","4.876249"
"59",14,0,0.424989,2744,1,128,1,56,7200,8,"3521798218",23135232,0,10976,1196799352,"3588238929",90368000,789952,3137856,1024000,"3517682580","84256102966",2744,"99.885234","0.340217","0.374253",1.068183,473.906751,168.897848,1.798729,1.851198,3.953796,76.283902,27.016637,25,"1.100994",109037.841837,"26.512873",1.444759,3.713929,4.619741,6.25,130560000,2933826,14445376,6400000,2280926,54676678,25600006,75.528888,1.697217,3.953804,1.851199,61314681,121771984,114124589,145638487,0,0,"33280702464","5120351232","3840351232","12160000000",0,1,1,1,"3730633094",6.4e+08,"21120702464","2083027424",812127232,"2386381632","1578669024",0,0,"0.000000","59.061984","4.879259"
