"","X","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"42",418,50176,0,0.000267233,1,3136,16,16,21,0,2,2140526,5619792,1605664,25088,1304601,2505048,0,0,175621,50178,2110597,131556610,3136,98.586095,0.618218,0.972109,46.53867,22.564108,24.681699,25.874503,28.205247,66.282433,0,70.212676,79.999681,1.402028,52.000996,32.363852,0,0,1.446416,1.99996,0,0,254021,100354,219544,589729,250888,0,0,66.298846,28.205472,100352,100352,407833,266636,0,0,7225456,802832,3211296,1605664,0,1,3,1,2731847,0,5619792,14450768,1605616,7225456,5619728,0,0,0,21.097198,11.473159
"43",428,51200,0,0.000272577,1,3200,16,16,21,0,2,2189214,5734480,1638432,25600,1331225,2558380,0,0,179205,51202,2156732,134094564,3200,98.61279,0.616638,0.971483,46.577052,22.582719,24.70466,25.84899,28.22851,66.337097,0,70.212678,79.999688,1.399767,52.000977,32.310448,0,0,1.446416,1.999961,0,0,259205,102402,224048,601779,256010,0,0,66.35518,28.228951,102399,102400,415951,271925,0,0,7372912,819216,3276832,1638432,0,1,3,1,2790130,0,5734480,14745680,1638384,7372912,5734416,0,0,0,21.04897,11.535684
"44",438,52224,0,0.000278593,1,3264,16,16,21,0,2,2231018,5849168,1671200,26112,1357849,2606216,0,0,182789,52226,2197990,136867200,3264,98.5196,0.617769,0.972306,46.5675,22.57809,24.70123,25.915951,28.222721,66.323491,0,70.212679,79.999694,1.400417,52.000957,32.326796,0,0,1.446416,1.999962,0,0,264389,104450,228544,613847,261128,0,0,66.345107,28.222937,104448,104448,424237,277320,0,0,7520368,835600,3342368,1671200,0,1,3,1,2842159,0,5849168,15040592,1671152,7520368,5849104,0,0,0,21.067647,11.562974
"45",448,53248,0,0.000284098,1,3328,16,16,21,0,2,2272286,5963856,1703968,26624,1384473,2659209,0,0,186373,53250,2240607,139349806,3328,98.605853,0.617901,0.972328,46.594275,22.591074,24.711068,25.853689,28.238948,66.361624,0,70.212681,79.9997,1.40198,52.000939,32.36007,0,0,1.446417,1.999962,0,0,269573,106498,232984,625943,266250,0,0,66.389625,28.239373,106496,106496,433289,282649,0,0,7667824,851984,3407904,1703968,0,1,3,1,2900248,0,5963856,15335504,1703920,7667824,5963792,0,0,0,21.090611,11.435633
"46",458,54272,0,0.000288546,1,3392,16,16,21,0,2,2311392,6078544,1736736,27136,1411097,2709191,0,0,189957,54274,2283397,142200568,3392,98.724838,0.618382,0.972248,46.618278,22.602713,24.725426,25.926403,28.253495,66.395808,0,70.212683,79.999705,1.402394,52.000921,32.370466,0,0,1.446417,1.999963,0,0,274757,108546,237480,637819,271367,0,0,66.407052,28.253599,108544,108544,440981,288391,0,0,7815280,868368,3473440,1736736,0,1,3,1,2954670,0,6078544,15630416,1736688,7815280,6078480,0,0,0,21.132504,11.559167
"47",468,55296,0,0.000294498,1,3456,16,16,21,0,2,2358756,6193232,1769504,27648,1437721,2762343,0,0,193541,55298,2327353,144874622,3456,98.682653,0.617662,0.972635,46.643975,22.615174,24.738989,25.921135,28.269069,66.432405,0,70.212684,79.999711,1.401886,52.000904,32.357767,0,0,1.446417,1.999964,0,0,279941,110594,241960,649847,276487,0,0,66.443039,28.269172,110592,110592,448607,293726,0,0,7962736,884752,3538976,1769504,0,1,3,1,3012745,0,6193232,15925328,1769456,7962736,6193168,0,0,0,21.098876,11.458217
"48",478,56320,0,0.000300418,1,3520,16,16,21,0,2,2396214,6307920,1802272,28160,1464345,2809408,0,0,197125,56322,2367308,147358768,3520,98.730915,0.618963,0.972741,46.633874,22.610278,24.733567,25.900192,28.262948,66.418018,0,70.212686,79.999716,1.402336,52.000888,32.373033,0,0,1.446417,1.999964,0,0,285125,112642,246440,662001,281611,0,0,66.4407,28.26345,112640,112640,457312,299313,0,0,8110192,901136,3604512,1802272,0,1,3,1,3063530,0,6307920,16220240,1802224,8110192,6307856,0,0,0,21.153662,11.573922
"49",488,57344,0,0.000304962,1,3584,16,16,21,0,2,2443750,6422608,1835040,28672,1490969,2862332,0,0,200709,57346,2409094,150215712,3584,98.73068,0.617959,0.973158,46.655766,22.620894,24.746299,25.857226,28.276216,66.449196,0,70.212687,79.999721,1.401172,52.000872,32.34397,0,0,1.446417,1.999965,0,0,290309,114690,250932,673915,286731,0,0,66.459847,28.276709,114688,114688,465644,304691,0,0,8257648,917520,3670048,1835040,0,1,3,1,3121492,0,6422608,16515152,1834992,8257648,6422544,0,0,0,21.119304,11.556488
"50",498,58368,0,0.000310274,1,3648,16,16,21,0,2,2484776,6537296,1867808,29184,1517593,2914270,0,0,204293,58370,2454911,152848034,3648,98.798081,0.618187,0.97274,46.668257,22.626952,24.75013,25.895937,28.283786,66.466985,0,70.212688,79.999726,1.402364,52.000857,32.368536,0,0,1.446418,1.999966,0,0,295493,116738,255384,686065,291848,0,0,66.488888,28.28398,116736,116736,474095,309853,0,0,8405104,933904,3735584,1867808,0,1,3,1,3178475,0,6537296,16810064,1867760,8405104,6537232,0,0,0,21.141503,11.54761
"51",508,59392,0,0.000316577,1,3712,16,16,21,0,2,2532520,6651984,1900576,29696,1544217,2966487,0,0,207877,59394,2493341,155451596,3712,98.738016,0.617548,0.973173,46.670478,22.62803,24.753944,26.007966,28.285132,66.470147,0,70.21269,79.999731,1.401125,52.000842,32.343175,0,0,1.446418,1.999966,0,0,300677,118786,259892,698021,296966,0,0,66.484434,28.285132,118784,118784,482367,315469,0,0,8552560,950288,3801120,1900576,0,1,3,1,3235042,0,6651984,17104976,1900528,8552560,6651920,0,0,0,21.106842,11.501612
"52",518,60416,0,0.000321313,1,3776,16,16,21,0,2,2567384,6766672,1933344,30208,1570841,3012894,0,0,211461,60418,2543661,158390428,3776,98.756049,0.619552,0.972948,46.690961,22.637962,24.763608,25.955888,28.297546,66.499318,0,70.212691,79.999735,1.403663,52.000828,32.399642,0,0,1.446418,1.999967,0,0,305861,120834,264360,710071,302091,0,0,66.515055,28.298015,120832,120832,490465,320790,0,0,8700016,966672,3866656,1933344,0,1,3,1,3285903,0,6766672,17399888,1933296,8700016,6766608,0,0,0,21.179185,11.624558
"53",528,61440,0,0.000326338,1,3840,16,16,21,0,2,2612396,6881360,1966112,30720,1597465,3065901,0,0,215045,61442,2576657,160743974,3840,98.73683,0.619317,0.972697,46.712222,22.648272,24.773356,26.035966,28.310432,66.529599,0,70.212692,79.99974,1.403477,52.000814,32.40111,0,0,1.446418,1.999967,0,0,311045,122882,268824,722069,307208,0,0,66.541948,28.310617,122880,122880,498702,326320,0,0,8847472,983056,3932192,1966112,0,1,3,1,3343013,0,6881360,17694800,1966064,8847472,6881296,0,0,0,21.167044,11.595226
"54",538,62464,0,0.000332258,1,3904,16,16,21,0,2,2653108,6996048,1998880,31232,1624089,3116188,0,0,218629,62466,2625356,163390904,3904,98.849576,0.61927,0.973169,46.725839,22.654875,24.780549,25.89262,28.318685,66.548991,0,70.212693,79.999744,1.402974,52.0008,32.389824,0,0,1.446418,1.999968,0,0,316229,124930,273304,734117,312329,0,0,66.562591,28.318957,124927,124928,507589,331921,0,0,8994928,999440,3997728,1998880,0,1,3,1,3397804,0,6996048,17989712,1998832,8994928,6995984,0,0,0,21.189601,11.575815
"55",548,63488,0,0.000336866,1,3968,16,16,21,0,2,2699758,7110736,2031648,31744,1650713,3166822,0,0,222213,63490,2664843,166216034,3968,98.68203,0.619596,0.97302,46.72853,22.656181,24.781949,25.96197,28.320316,66.552822,0,70.212695,79.999748,1.403763,52.000788,32.405395,0,0,1.446419,1.999968,0,0,321413,126978,277784,746133,317450,0,0,66.564777,28.320673,126975,126976,514961,337227,0,0,9142384,1015824,4063264,2031648,0,1,3,1,3453347,0,7110736,18284624,2031600,9142384,7110672,0,0,0,21.164823,11.539386
"56",558,64512,0,0.000342466,1,4032,16,16,21,0,2,2743952,7225424,2064416,32256,1677337,3219839,0,0,225797,64514,2711526,168934860,4032,98.712186,0.61926,0.973477,46.725905,22.65491,24.781935,25.954046,28.318725,66.549082,0,70.212696,79.999752,1.403792,52.000775,32.406654,0,0,1.446419,1.999969,0,0,326597,129026,282280,758219,322567,0,0,66.565587,28.318813,129024,129024,524004,342589,0,0,9289840,1032208,4128800,2064416,0,1,3,1,3511086,0,7225424,18579536,2064368,9289840,7225360,0,0,0,21.159809,11.493271
"57",568,65536,0,0.000348706,1,4096,16,16,21,0,2,2783806,7340112,2097184,32768,1703961,3270406,0,0,229381,65538,2751639,171460554,4096,98.844496,0.619253,0.973754,46.737998,22.660774,24.777928,25.937557,28.326054,66.566306,0,70.212697,79.999756,1.403738,52.000763,32.403351,0,0,1.446419,1.999969,0,0,331781,131074,286640,770227,327695,0,0,66.580482,28.326832,131072,131072,530946,348128,0,0,9437296,1048592,4194336,2097184,0,1,3,1,3566493,0,7340112,18874448,2097136,9437296,7340048,0,0,0,21.187935,11.608929
"58",8,8192,0,4.5856e-05,1,512,16,16,21,0,2,548793,917584,262176,4096,217113,360476,0,0,28677,8194,490625,29446606,512,89.068556,0.445731,0.93779,42.563772,20.636446,14.73744,30.214145,25.796187,60.621606,0,70.212213,79.998047,0.888339,53.006104,20.322595,0,0,1.446351,1.999756,0,0,41477,16386,23404,96460,40993,0,0,60.740619,25.813189,16336,12288,95746,36871,0,0,1179760,131088,524320,262176,0,1,2,1,397874,0,917584,2359376,262128,1179760,1048592,16503,10.391898,0,1.679481,1.526575
"59",18,9216,0,5.0976e-05,1,576,16,16,21,0,2,610176,1032272,294944,4608,244249,406485,0,0,32261,9218,541854,32826348,576,90.347047,0.448747,0.942348,43.13503,20.913473,15.53932,30.486996,26.142408,61.435169,0,70.212275,79.998264,0.887363,53.005425,20.317409,0,0,1.446359,1.999783,0,0,46661,18434,27394,108522,46095,0,0,61.559398,26.147513,18378,13824,106171,41479,0,0,1327216,147472,589856,294944,0,1,2,1,448020,0,1032272,2654288,294896,1327216,1179664,18037,10.231537,0,1.699325,1.507938
"60",28,10240,0,5.6192e-05,1,640,16,16,21,0,2,666774,1146960,327712,5120,271385,450373,0,0,35845,10242,601713,36469198,640,91.448227,0.44515,0.947015,43.336802,21.011348,19.56542,30.347559,26.264698,61.722501,0,70.212324,79.998438,0.888397,53.004883,20.337661,0,0,1.446366,1.999805,0,0,51845,20482,38145,120589,51237,0,0,61.852783,26.280598,20428,15360,119497,46087,0,0,1474672,163856,655392,327712,0,1,2,1,495663,0,1146960,2949200,327664,1474672,1310736,22652,11.618715,0,1.727853,1.482043
"61",38,11264,0,6.1312e-05,1,704,16,16,21,0,2,719058,1261648,360480,5632,298521,494689,0,0,39429,11266,663342,40402560,704,92.251529,0.448778,0.946058,43.593683,21.135933,26.428829,30.174289,26.420385,62.088328,0,70.212364,79.99858,0.896121,53.004439,20.523425,0,0,1.446372,1.999822,0,0,57029,22530,56344,132660,56356,0,0,62.225763,26.434457,22475,16896,129804,50695,0,0,1622128,180240,720928,360480,0,1,3,1,543938,0,1261648,3244112,360432,1622128,1441808,28223,13.238336,0,1.762427,1.47637
"62",48,12288,0,6.7008e-05,1,768,16,16,21,0,2,781596,1376336,393248,6144,325657,540543,0,0,43013,12290,728880,44237088,768,92.903111,0.448617,0.952186,43.86861,21.269262,30.734335,30.154531,26.58701,62.479863,0,70.212398,79.998698,0.893864,53.004069,20.478546,0,0,1.446377,1.999837,0,0,62213,24578,71031,144534,61480,0,0,62.538276,26.601722,24506,18432,142646,55303,0,0,1769584,196624,786464,393248,0,1,3,1,594071,0,1376336,3539024,393200,1769584,1572880,33319,14.416766,0,1.768801,1.442856
"63",58,13312,0,7.2768e-05,1,832,16,16,21,0,2,841776,1491024,426016,6656,352793,582905,0,0,46597,13314,783950,48297774,832,92.934581,0.446513,0.955127,44.083179,21.373322,31.343151,30.287569,26.717054,62.785438,0,70.212426,79.998798,0.895092,53.003756,20.502594,0,0,1.446381,1.99985,0,0,67397,26626,78092,156700,66598,0,0,62.893404,26.729897,26555,19968,155744,59911,0,0,1917040,213008,852000,426016,0,1,3,1,644462,0,1491024,3833936,425968,1917040,1703952,36308,14.572647,0,1.7792,1.439459
"64",68,14336,0,7.8432e-05,1,896,16,16,21,0,2,904851,1605712,458784,7168,379929,628521,0,0,50181,14338,847589,51507918,896,93.671665,0.447875,0.957934,44.289354,21.473309,31.662159,30.37072,26.84201,63.079061,0,70.21245,79.998884,0.890154,53.003488,20.396177,0,0,1.446384,1.999861,0,0,72581,28674,84559,168686,71718,0,0,63.162561,26.853992,28612,21504,167402,64519,0,0,2064496,229392,917536,458784,0,1,3,1,691047,0,1605712,4128848,458736,2064496,1835024,39106,14.642799,0,1.78249,1.427599
"65",78,15360,0,8.3777e-05,1,960,16,16,21,0,2,963156,1720400,491552,7680,407065,674564,0,0,53765,15362,903694,55255728,960,93.630731,0.451599,0.957827,44.471179,21.561486,31.951312,30.497481,26.952209,63.338006,0,70.212471,79.998958,0.895651,53.003255,20.525637,0,0,1.446387,1.99987,0,0,77765,30722,91052,180722,76829,0,0,63.417663,26.96028,30644,23040,176886,69127,0,0,2211952,245776,983072,491552,0,1,3,1,740409,0,1720400,4423760,491504,2211952,1966096,42410,14.882212,0,1.794193,1.415927
"66",88,16384,0,8.9089e-05,1,1024,16,16,21,0,2,1017138,1835088,524320,8192,434201,715529,0,0,57349,16386,963151,59088230,1024,94.255942,0.450932,0.958576,44.568306,21.608596,31.687222,30.471945,27.011075,63.476322,0,70.21249,79.999024,0.896211,53.003052,20.531927,0,0,1.44639,1.999878,0,0,82949,32770,96109,192813,81958,0,0,63.570617,27.021625,32667,24576,189660,73735,0,0,2359408,262160,1048608,524320,0,1,3,1,788837,0,1835088,4718672,524272,2359408,2097168,44765,14.75906,0,1.81223,1.394692
"67",98,17408,0,9.4465e-05,1,1088,16,16,21,0,2,1079268,1949776,557088,8704,461337,762679,0,0,60933,17410,1026449,62738034,1088,94.794527,0.451946,0.960327,44.606429,21.627096,32.120754,30.597391,27.034181,63.530604,0,70.212506,79.999081,0.895809,53.002872,20.535717,0,0,1.446392,1.999885,0,0,88133,34818,103424,204822,87079,0,0,63.612285,27.04443,34738,26112,203827,78343,0,0,2506864,278544,1114144,557088,0,1,3,1,840393,0,1949776,5013584,557040,2506864,2228240,48327,15.009085,0,1.814644,1.388178
"68",108,18432,0,9.9776e-05,1,1152,16,16,21,0,2,1175712,2064464,589856,9216,488473,808048,0,0,64517,18434,1079213,66466670,1152,91.909753,0.451546,0.960031,44.807197,21.724452,32.269055,30.658254,27.155859,63.816534,0,70.21252,79.999132,0.896816,53.002713,20.559919,0,0,1.446394,1.999892,0,0,93317,36866,109520,216764,92204,0,0,63.867507,27.167056,36774,27648,214271,82951,0,0,2654320,294928,1179680,589856,0,1,3,1,888677,0,2064464,5308496,589808,2654320,2359312,50821,14.973937,0,1.763772,1.393277
"69",118,19456,0,0.000105376,1,1216,16,16,21,0,2,1195737,2179152,622624,9728,515609,851658,0,0,68101,19458,1139419,70155814,1216,95.188825,0.45341,0.962056,45.007417,21.82154,32.528192,30.837491,27.277206,64.101685,0,70.212533,79.999178,0.896753,53.00257,20.556853,0,0,1.446396,1.999897,0,0,98501,38914,116014,228965,97315,0,0,64.197576,27.285337,38823,29184,223812,87559,0,0,2801776,311312,1245216,622624,0,1,3,1,935919,0,2179152,5603408,622576,2801776,2490384,54169,15.187992,0,1.830576,1.38434
"70",128,20480,0,0.000110752,1,1280,16,16,21,0,2,1255596,2293840,655392,10240,542745,895656,0,0,71685,20482,1200250,74317272,1280,95.334487,0.450388,0.96372,45.040414,21.83755,32.536414,30.739276,27.297204,64.14867,0,70.212545,79.999219,0.896986,53.002441,20.565327,0,0,1.446397,1.999902,0,0,103685,40962,122061,240885,102440,0,0,64.209978,27.306267,40873,30720,236984,92167,0,0,2949232,327696,1310752,655392,0,1,3,1,988101,0,2293840,5898320,655344,2949232,2621456,56488,15.057365,0,1.835055,1.384191
"71",138,21504,0,0.000115872,1,1344,16,16,21,0,2,1314369,2408528,688160,10752,569881,938606,0,0,75269,21506,1257968,77655062,1344,95.708891,0.452755,0.963981,45.079916,21.856713,32.668189,30.764302,27.321146,64.204921,0,70.212555,79.999256,0.894789,53.002325,20.511472,0,0,1.446399,1.999907,0,0,108869,43010,128570,252935,107554,0,0,64.267935,27.32826,42920,32256,245340,96775,0,0,3096688,344080,1376288,688160,0,1,3,1,1032702,0,2408528,6193232,688112,3096688,2752528,59517,15.1226,0,1.840646,1.370762
"72",148,22528,0,0.000121423,1,1408,16,16,21,0,2,1374531,2523216,720928,11264,597017,980460,0,0,78853,22530,1321943,81562884,1408,96.013113,0.453748,0.964051,45.209785,21.919689,32.807535,30.843384,27.399855,64.389878,0,70.212565,79.99929,0.891498,53.002219,20.430277,0,0,1.4464,1.999911,0,0,114053,45058,134878,264904,112682,0,0,64.434877,27.408611,44973,33792,256938,101383,0,0,3244144,360464,1441824,720928,0,1,3,1,1083311,0,2523216,6488144,720880,3244144,2883600,62655,15.240114,0,1.843893,1.354341
"73",158,23552,0,0.000127296,1,1472,16,16,21,0,2,1437381,2637904,753696,11776,624153,1030226,0,0,82437,23554,1380085,85256992,1472,96.013861,0.452366,0.967103,45.285062,21.956196,32.869273,30.947535,27.445478,64.497083,0,70.212574,79.999321,0.894662,53.002123,20.514461,0,0,1.446401,1.999915,0,0,119237,47106,141039,276936,117797,0,0,64.540198,27.452703,46991,35328,268609,105991,0,0,3391600,376848,1507360,753696,0,1,3,1,1132724,0,2637904,6783056,753648,3391600,3014672,65429,15.248291,0,1.843413,1.361929
"74",168,24576,0,0.000131872,1,1536,16,16,21,0,2,1494636,2752592,786464,12288,651289,1075130,0,0,86021,24578,1436956,89074866,1536,96.179605,0.453769,0.96625,45.321972,21.9741,32.889399,30.990794,27.467848,64.549644,0,70.212582,79.999349,0.896185,53.002035,20.551047,0,0,1.446403,1.999919,0,0,124421,49154,147141,288921,122930,0,0,64.58049,27.477683,49043,36864,285916,110599,0,0,3539056,393232,1572896,786464,0,1,3,1,1179388,0,2752592,7077968,786416,3539056,3145744,68263,15.258351,0,1.849873,1.369222
"75",178,25600,0,0.0001376,1,1600,16,16,21,0,2,1554963,2867280,819232,12800,678425,1120817,0,0,89605,25602,1491573,92365674,1600,96.106274,0.453928,0.967578,45.414558,22.018997,32.998823,30.971176,27.523961,64.681502,0,70.212589,79.999375,0.897899,53.001953,20.59109,0,0,1.446404,1.999922,0,0,129605,51202,153468,301041,128043,0,0,64.730097,27.531917,51076,38400,295987,115207,0,0,3686512,409616,1638432,819232,0,1,3,1,1230867,0,2867280,7372880,819184,3686512,3276816,71034,15.273792,0,1.85219,1.357105
"76",188,26624,0,0.000142432,1,1664,16,16,21,0,2,1615857,2981968,852000,13312,705561,1162043,0,0,93189,26626,1557264,96231366,1664,96.373875,0.454384,0.968334,45.472861,22.047272,33.12142,30.992047,27.559297,64.764535,0,70.212596,79.999399,0.894494,53.001878,20.508774,0,0,1.446405,1.999925,0,0,134789,53250,159994,313030,133165,0,0,64.802419,27.567371,53140,39936,305314,119815,0,0,3833968,426000,1703968,852000,0,1,3,1,1279415,0,2981968,7667792,851952,3833968,3407888,74231,15.367052,0,1.853684,1.352995
"77",198,27648,0,0.00014832,1,1728,16,16,21,0,2,1674834,3096656,884768,13824,732697,1212595,0,0,96773,27650,1618017,100251138,1728,96.607604,0.453026,0.968519,45.565123,22.092011,33.140214,31.105519,27.615214,64.895933,0,70.212602,79.999421,0.893597,53.001808,20.488644,0,0,1.446406,1.999928,0,0,139973,55298,165905,325104,138281,0,0,64.940877,27.622205,55173,41472,316537,124423,0,0,3981424,442384,1769504,884768,0,1,3,1,1326039,0,3096656,7962704,884720,3981424,3538960,76870,15.355103,0,1.857192,1.339799
"78",208,28672,0,0.000153409,1,1792,16,16,21,0,2,1732032,3211344,917536,14336,759833,1254074,0,0,100357,28674,1669946,103719482,1792,96.841051,0.454778,0.969978,45.623951,22.12054,33.217648,31.101681,27.650868,64.979713,0,70.212608,79.999442,0.895621,53.001744,20.541096,0,0,1.446406,1.99993,0,0,145157,57346,172229,337141,143398,0,0,65.024073,27.65704,57244,43008,331303,129031,0,0,4128880,458768,1835040,917536,0,1,3,1,1377939,0,3211344,8257616,917488,4128880,3670032,79662,15.364336,0,1.862372,1.344158
"79",218,29696,0,0.000158816,1,1856,16,16,21,0,2,1786377,3326032,950304,14848,786969,1294376,0,0,103941,29698,1731070,107460178,1856,96.903957,0.453815,0.968253,45.660863,22.138442,33.237109,31.137845,27.673239,65.032279,0,70.212614,79.999461,0.896299,53.001684,20.550382,0,0,1.446407,1.999933,0,0,150341,59394,178340,349111,148515,0,0,65.063589,27.678644,59274,44544,343527,133639,0,0,4276336,475152,1900576,950304,0,1,3,1,1425850,0,3326032,8552528,950256,4276336,3801104,82561,15.38684,0,1.870203,1.337566
"80",228,30720,0,0.000163808,1,1920,16,16,21,0,2,1850694,3440720,983072,15360,814105,1343532,0,0,107525,30722,1791858,111127392,1920,96.981024,0.45432,0.969031,45.681274,22.148343,33.349222,31.132658,27.68561,65.061345,0,70.212619,79.999479,0.896579,53.001628,20.56424,0,0,1.446408,1.999935,0,0,155525,61442,185029,361140,153639,0,0,65.091084,27.691557,61328,46080,352483,138247,0,0,4423792,491536,1966112,983072,0,1,3,1,1475929,0,3440720,8847440,983024,4423792,3932176,85419,15.395734,0,1.867455,1.344518
"81",238,31744,0,0.000169138,1,1984,16,16,21,0,2,1907994,3555408,1015840,15872,841241,1386884,0,0,111109,31746,1854243,115132208,1984,96.857642,0.45356,0.970175,45.728766,22.171375,33.343666,31.227974,27.714393,65.12898,0,70.212623,79.999496,0.898904,53.001575,20.617081,0,0,1.446408,1.999937,0,0,160709,63490,190966,373335,158754,0,0,65.186251,27.719282,63359,47616,368641,142855,0,0,4571248,507920,2031648,1015840,0,1,3,1,1526285,0,3555408,9142352,1015792,4571248,4063248,88388,15.433009,0,1.87175,1.345911
"82",248,32768,0,0.000174816,1,2048,16,16,21,0,2,1969362,3670096,1048608,16384,868377,1427579,0,0,114693,32770,1910106,118512388,2048,97.12318,0.454962,0.970175,45.798357,22.205121,33.39357,31.231435,27.75657,65.228092,0,70.212628,79.999512,0.896282,53.001526,20.558625,0,0,1.446409,1.999939,0,0,165893,65538,197121,385222,163875,0,0,65.259093,27.761483,65386,49152,376743,147463,0,0,4718704,524304,2097184,1048608,0,1,3,1,1572905,0,3670096,9437264,1048560,4718704,4194320,91503,15.501199,0,1.87192,1.350608
"83",258,33792,0,0.000179968,1,2112,16,16,21,0,2,2025165,3784784,1081376,16896,895513,1475495,0,0,118277,33794,1971185,122667944,2112,97.143146,0.455806,0.972352,45.795671,22.203823,33.446015,31.243406,27.754942,65.224263,0,70.212632,79.999527,0.89837,53.00148,20.603766,0,0,1.44641,1.999941,0,0,171077,67586,203612,397260,168995,0,0,65.255308,27.759706,67457,50688,386330,152071,0,0,4866160,540688,2162720,1081376,0,1,3,1,1621359,0,3784784,9732176,1081328,4866160,4325392,94444,15.5137,0,1.877224,1.336353
"84",268,34816,0,0.00018544,1,2176,16,16,21,0,2,2087583,3899472,1114144,17408,922649,1523464,0,0,121861,34818,2028638,126092938,2176,97.277857,0.454443,0.970407,45.828446,22.219717,33.502524,31.271426,27.774806,65.270937,0,70.212636,79.99954,0.898417,53.001436,20.611006,0,0,1.44641,1.999943,0,0,176261,69634,209986,409324,174109,0,0,65.306197,27.778475,69494,52224,402031,156679,0,0,5013616,557072,2228256,1114144,0,1,3,1,1674237,0,3899472,10027088,1114096,5013616,4456464,97399,15.539666,0,1.876279,1.338572
"85",278,35840,0,0.000190912,1,2240,16,16,21,0,2,2146218,4014160,1146912,17920,949785,1564089,0,0,125445,35842,2089097,129875598,2240,97.375104,0.455416,0.971668,45.869177,22.239469,33.529532,31.246234,27.799492,65.328946,0,70.21264,79.999554,0.899667,53.001395,20.642338,0,0,1.446411,1.999944,0,0,181445,71682,216144,421301,179233,0,0,65.354696,27.80368,71538,53760,415496,161287,0,0,5161072,573456,2293792,1146912,0,1,3,1,1725602,0,4014160,10322000,1146864,5161072,4587536,100221,15.546873,0,1.878694,1.340231
"86",288,36864,0,0.000196706,1,2304,16,16,21,0,2,2208843,4128848,1179680,18432,976921,1610137,0,0,129029,36866,2143641,133659380,2304,97.384739,0.454533,0.971085,45.90748,22.258044,33.524273,31.322016,27.822706,65.383495,0,70.212643,79.999566,0.896164,53.001356,20.55863,0,0,1.446411,1.999946,0,0,186629,73730,222099,433482,184356,0,0,65.431042,27.827234,73567,55296,424307,165895,0,0,5308528,589840,2359328,1179680,0,1,3,1,1769842,0,4128848,10616912,1179632,5308528,4718608,102812,15.518744,0,1.877584,1.329765
"87",298,37888,0,0.000201248,1,2368,16,16,21,0,2,2263431,4243536,1212448,18944,1004057,1657333,0,0,132613,37890,2207110,137569950,2368,97.511698,0.45451,0.973034,45.974608,22.290594,33.592971,31.340761,27.86339,65.479098,0,70.212646,79.999578,0.898873,53.00132,20.622239,0,0,1.446412,1.999947,0,0,191813,75778,228402,445377,189479,0,0,65.505278,27.868243,75604,56832,438534,170503,0,0,5455984,606224,2424864,1212448,0,1,3,1,1818251,0,4243536,10911824,1212400,5455984,4849680,105552,15.524405,0,1.883197,1.337552
"88",308,38912,0,0.000206752,1,2432,16,16,21,0,2,2319582,4358224,1245216,19456,1031193,1696183,0,0,136197,38914,2272795,140859306,2432,97.525373,0.455424,0.972033,45.959653,22.283346,33.651215,31.296783,27.854326,65.457796,0,70.21265,79.999589,0.899239,53.001285,20.62808,0,0,1.446412,1.999949,0,0,196997,77826,235058,457361,194590,0,0,65.476406,27.857762,77667,58368,447487,175111,0,0,5603440,622608,2490400,1245216,0,1,3,1,1866578,0,4358224,11206736,1245168,5603440,4980752,108772,15.571944,0,1.887274,1.329726
"89",318,39936,0,0.000212258,1,2496,16,16,21,0,2,2378715,4472912,1277984,19968,1058329,1741673,0,0,139781,39938,2317774,144573358,2496,97.58832,0.455898,0.973095,46.022135,22.313644,33.685015,31.324558,27.892195,65.546783,0,70.212653,79.999599,0.897871,53.001252,20.596212,0,0,1.446413,1.99995,0,0,202181,79874,241158,469536,199718,0,0,65.584916,27.896664,79709,59904,456727,179719,0,0,5750896,638992,2555936,1277984,0,1,3,1,1912439,0,4472912,11501648,1277936,5750896,5111824,111639,15.593766,0,1.888788,1.328405
