"","X","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"90",328,40960,0,0.000217985,1,2560,16,16,21,0,2,2440371,4587600,1310752,20480,1085465,1791781,0,0,143365,40962,2380464,148320174,2560,97.724731,0.455729,0.972995,46.067107,22.335451,33.682167,31.460264,27.919451,65.610831,0,70.212655,79.999609,0.898931,53.001221,20.626101,0,0,1.446413,1.999951,0,0,207365,81922,247079,481582,204833,0,0,65.649956,27.923131,81757,61440,473332,184327,0,0,5898352,655376,2621472,1310752,0,1,3,1,1967603,0,4587600,11796560,1310704,5898352,5242896,114743,15.641932,0,1.888273,1.334004
"91",338,41984,0,0.000222656,1,2624,16,16,21,0,2,2504613,4702288,1343520,20992,1112601,1834221,0,0,146949,41986,2436781,151842606,2624,97.591205,0.455269,0.973637,46.075802,22.33967,33.769962,31.428114,27.924721,65.623213,0,70.212658,79.999619,0.898613,53.001191,20.61855,0,0,1.446413,1.999952,0,0,212549,83970,253868,493618,209953,0,0,65.661922,27.928312,83793,62976,483734,188935,0,0,6045808,671760,2687008,1343520,0,1,3,1,2015902,0,4702288,12091472,1343472,6045808,5373968,117652,15.650273,0,1.885835,1.332762
"92",348,43008,0,0.000228256,1,2688,16,16,21,0,2,2558466,4816976,1376288,21504,1139737,1878174,0,0,150533,43010,2499455,155845212,2688,97.659027,0.455432,0.973045,46.090715,22.346903,33.729878,31.323802,27.933759,65.64445,0,70.212661,79.999628,0.901411,53.001163,20.682345,0,0,1.446414,1.999953,0,0,217733,86018,259667,505639,215067,0,0,65.680821,27.936487,85822,64512,496601,193543,0,0,6193264,688144,2752544,1376288,0,1,3,1,2067054,0,4816976,12386384,1376240,6193264,5505040,119743,15.554217,0,1.891167,1.328706
"93",358,44032,0,0.000233376,1,2752,16,16,21,0,2,2617794,4931664,1409056,22016,1166873,1922756,0,0,154117,44034,2559557,159348854,2752,97.775341,0.456211,0.973302,46.1352,22.368474,33.808231,31.341415,27.960719,65.707805,0,70.212663,79.999637,0.899206,53.001136,20.630152,0,0,1.446414,1.999955,0,0,222917,88066,266210,517631,220192,0,0,65.738284,27.964021,87902,66048,508914,198151,0,0,6340720,704528,2818080,1409056,0,1,3,1,2113825,0,4931664,12681296,1409008,6340720,5636112,122880,15.605558,0,1.892314,1.325326
"94",368,45056,0,0.000239232,1,2816,16,16,21,0,2,2671104,5046352,1441824,22528,1194009,1968500,0,0,157701,45058,2613126,163060236,2816,97.829437,0.457146,0.973454,46.153502,22.37735,33.82664,31.449695,27.971812,65.733869,0,70.212665,79.999645,0.901634,53.00111,20.686833,0,0,1.446414,1.999956,0,0,228101,90114,272441,529966,225309,0,0,65.801289,27.974667,89924,67584,520721,202759,0,0,6488176,720912,2883616,1441824,0,1,3,1,2164379,0,5046352,12976208,1441776,6488176,5767184,126157,15.663822,0,1.897675,1.333128
"95",378,46080,0,0.000244416,1,2880,16,16,21,0,2,2738496,5161040,1474592,23040,1221145,2012147,0,0,161285,46082,2678479,166811362,2880,97.773157,0.456396,0.974138,46.150505,22.375899,33.860537,31.399023,27.969995,65.729599,0,70.212668,79.999653,0.899304,53.001085,20.632945,0,0,1.446415,1.999957,0,0,233285,92162,278930,541638,230441,0,0,65.751814,27.974244,91990,69120,532819,207367,0,0,6635632,737296,2949152,1474592,0,1,3,1,2209800,0,5161040,13271120,1474544,6635632,5898256,129007,15.660726,0,1.893042,1.318975
"96",388,47104,0,0.000249856,1,2944,16,16,21,0,2,2789970,5275728,1507360,23552,1248281,2059418,0,0,164869,47106,2733990,170689600,2944,97.831625,0.45707,0.975025,46.199365,22.399591,33.99431,31.434561,27.999608,65.799186,0,70.21267,79.99966,0.901457,53.001061,20.683077,0,0,1.446415,1.999958,0,0,238469,94210,285952,553660,235544,0,0,65.819753,28.001748,94024,70656,545026,211975,0,0,6783088,753680,3014688,1507360,0,1,3,1,2258156,0,5275728,13566032,1507312,6783088,6029328,132112,15.70563,0,1.899407,1.325159
"97",398,48128,0,0.000255296,1,3008,16,16,21,0,2,2848599,5390416,1540128,24064,1275417,2100682,0,0,168453,48130,2790797,174016388,3008,97.965842,0.457025,0.974312,46.219872,22.409536,33.89018,31.494247,28.012037,65.828391,0,70.212672,79.999668,0.901245,53.001039,20.67828,0,0,1.446415,1.999958,0,0,243653,96258,291144,565760,240666,0,0,65.856444,28.014365,96073,72192,554257,216583,0,0,6930544,770064,3080224,1540128,0,1,3,1,2308237,0,5390416,13860944,1540080,6930544,6160400,134684,15.677689,0,1.900755,1.32681
"98",408,49152,0,0.000260256,1,3072,16,16,21,0,2,2916006,5505104,1572896,24576,1302553,2146177,0,0,172037,49154,2856516,178465554,3072,98.057171,0.455916,0.974607,46.175586,22.388066,33.846617,31.456843,27.985196,65.765314,0,70.212674,79.999674,0.898548,53.001017,20.616351,0,0,1.446416,1.999959,0,0,248837,98306,297241,577791,245791,0,0,65.792643,27.988043,98115,73728,565794,221191,0,0,7078000,786448,3145760,1572896,0,1,3,1,2357977,0,5505104,14155856,1572848,7078000,6291472,137501,15.657139,0,1.896322,1.320794
"99",418,50176,0,0.000265889,1,3136,16,16,21,0,2,2971185,5619792,1605664,25088,1329689,2193519,0,0,175621,50178,2915074,182176502,3136,98.079588,0.455175,0.974407,46.262413,22.430166,33.938942,31.50346,28.037819,65.888976,0,70.212676,79.999681,0.899503,53.000996,20.636496,0,0,1.446416,1.99996,0,0,254021,100354,303690,589829,250913,0,0,65.916468,28.040837,100150,75264,578750,225799,0,0,7225456,802832,3211296,1605664,0,1,3,1,2405494,0,5619792,14450768,1605616,7225456,6422544,140426,15.693338,0,1.899877,1.319278
"100",428,51200,0,0.00027088,1,3200,16,16,21,0,2,3033726,5734480,1638432,25600,1356825,2236373,0,0,179205,51202,2978404,185150496,3200,98.016729,0.457279,0.974996,46.226436,22.412724,33.929444,31.473176,28.016015,65.837734,0,70.212678,79.999688,0.900019,53.000977,20.651322,0,0,1.446416,1.999961,0,0,259205,102402,310042,601791,256033,0,0,65.856994,28.01897,102193,76800,588174,230407,0,0,7372912,819216,3276832,1638432,0,1,3,1,2450512,0,5734480,14745680,1638384,7372912,6553616,143733,15.72942,0,1.898684,1.324363
"101",438,52224,0,0.000276098,1,3264,16,16,21,0,2,3088842,5849168,1671200,26112,1383961,2279837,0,0,182789,52226,3041262,189734330,3264,98.159407,0.455985,0.974792,46.249821,22.424064,33.951687,31.480746,28.030188,65.871038,0,70.212679,79.999694,0.901382,53.000957,20.6837,0,0,1.446416,1.999962,0,0,264389,104450,316290,613944,261148,0,0,65.902919,28.03255,104233,78336,602291,235015,0,0,7520368,835600,3342368,1671200,0,1,3,1,2508510,0,5849168,15040592,1671152,7520368,6684688,146554,15.731624,0,1.9021,1.315981
"102",448,53248,0,0.000281408,1,3328,16,16,21,0,2,3153645,5963856,1703968,26624,1411097,2324541,0,0,186373,53250,3095360,192809884,3328,98.140913,0.456609,0.974847,46.262519,22.430223,34.022021,31.471036,28.037884,65.889121,0,70.212681,79.9997,0.900379,53.000939,20.662518,0,0,1.446417,1.999962,0,0,269573,106498,323071,626020,266267,0,0,65.925032,28.040095,106288,79872,614380,239623,0,0,7667824,851984,3407904,1703968,0,1,3,1,2558033,0,5963856,15335504,1703920,7667824,6815760,149550,15.748839,0,1.899544,1.321892
"103",458,54272,0,0.000286657,1,3392,16,16,21,0,2,3266610,6078544,1736736,27136,1438233,2371649,0,0,189957,54274,3210671,200122458,3392,98.287552,0.448844,0.975602,46.280843,22.439109,33.938258,31.543355,28.048989,65.915218,0,70.212683,79.999705,0.883989,53.000921,20.28333,0,0,1.446417,1.999963,0,0,274757,108546,328343,637896,271386,0,0,65.93434,28.051056,108339,81408,628537,244231,0,0,7815280,868368,3473440,1736736,0,1,3,1,2608277,0,6078544,15630416,1736688,7815280,6946832,151613,15.671055,0,1.86912,1.285999
"104",468,55296,0,0.000292513,1,3456,16,16,21,0,2,3267654,6193232,1769504,27648,1465369,2413153,0,0,193541,55298,3207659,200899626,3456,98.191332,0.456449,0.975775,46.310329,22.453407,34.017539,31.540424,28.06686,65.957212,0,70.212684,79.999711,0.900075,53.000904,20.652183,0,0,1.446417,1.999964,0,0,279941,110594,335106,650085,276508,0,0,65.99193,28.069093,110374,82944,633423,248839,0,0,7962736,884752,3538976,1769504,0,1,3,1,2649939,0,6193232,15925328,1769456,7962736,7077904,154929,15.727272,0,1.903778,1.316803
"105",478,56320,0,0.000297664,1,3520,16,16,21,0,2,3333138,6307920,1802272,28160,1492505,2458880,0,0,197125,56322,3265646,204161084,3520,98.29587,0.456713,0.976159,46.30082,22.448798,33.957289,31.507875,28.061097,65.943667,0,70.212686,79.999716,0.898026,53.000888,20.606534,0,0,1.446417,1.999964,0,0,285125,112642,340777,661966,281641,0,0,65.962699,28.064584,112399,84480,649325,253447,0,0,8110192,901136,3604512,1802272,0,1,3,1,2699815,0,6307920,16220240,1802224,8110192,7208976,157577,15.702021,0,1.900938,1.31246
"106",488,57344,0,0.000302912,1,3584,16,16,21,0,2,3386730,6422608,1835040,28672,1519641,2501105,0,0,200709,57346,3333317,207939144,3584,98.317256,0.456295,0.975576,46.306096,22.451358,34.002972,31.484266,28.064295,65.951181,0,70.212687,79.999721,0.899008,53.000872,20.626866,0,0,1.446417,1.999965,0,0,290309,114690,347400,674163,286750,0,0,65.986026,28.066644,114445,86016,656607,258055,0,0,8257648,917520,3670048,1835040,0,1,3,1,2750394,0,6422608,16515152,1834992,8257648,7340048,160471,15.706652,0,1.904872,1.314957
"107",498,58368,0,0.000308064,1,3648,16,16,21,0,2,3448659,6537296,1867808,29184,1546777,2547852,0,0,204293,58370,3388364,211354158,3648,98.231631,0.457007,0.975721,46.34439,22.469926,34.033551,31.602026,28.087503,66.005719,0,70.212688,79.999726,0.899915,53.000857,20.650068,0,0,1.446418,1.999966,0,0,295493,116738,353629,685967,291870,0,0,66.018038,28.089813,116527,87552,670466,262663,0,0,8405104,933904,3735584,1867808,0,1,3,1,2798228,0,6537296,16810064,1867760,8405104,7471120,164187,15.801494,0,1.90407,1.313924
"108",508,59392,0,0.000314145,1,3712,16,16,21,0,2,3508626,6651984,1900576,29696,1573913,2588950,0,0,207877,59394,3443298,215024082,3712,98.399715,0.457118,0.97622,46.326099,22.461059,34.068536,31.551107,28.076418,65.979667,0,70.21269,79.999731,0.897968,53.000842,20.604483,0,0,1.446418,1.999966,0,0,300677,118786,360345,698178,296987,0,0,66.008692,28.078403,118537,89088,685895,267271,0,0,8552560,950288,3801120,1900576,0,1,3,1,2845461,0,6651984,17104976,1900528,8552560,7602192,166961,15.785197,0,1.90436,1.307999
"109",518,60416,0,0.000319552,1,3776,16,16,21,0,2,3626340,6766672,1933344,30208,1601049,2643462,0,0,211461,60418,3571944,223387522,3776,98.427809,0.448606,0.977179,46.35208,22.473657,34.07623,31.560745,28.092164,66.016669,0,70.212691,79.999735,0.885871,53.000828,20.330948,0,0,1.446418,1.999967,0,0,305861,120834,366435,710287,302109,0,0,66.052379,28.094303,120614,90624,700759,271879,0,0,8700016,966672,3866656,1933344,0,1,3,1,2903920,0,6766672,17399888,1933296,8700016,7733264,169660,15.77735,0,1.874311,1.284073
"110",528,61440,0,0.000324768,1,3840,16,16,21,0,2,3629043,6881360,1966112,30720,1628185,2686918,0,0,215045,61442,3562012,222851912,3840,98.440278,0.456392,0.976047,46.363559,22.479224,34.07711,31.582722,28.099121,66.033016,0,70.212692,79.99974,0.899671,53.000814,20.647443,0,0,1.446418,1.999967,0,0,311045,122882,372563,722170,307228,0,0,66.054511,28.101133,122633,92160,709025,276487,0,0,8847472,983056,3932192,1966112,0,1,3,1,2944497,0,6881360,17694800,1966064,8847472,7864336,172532,15.780934,0,1.904658,1.311527
"111",538,62464,0,0.000330112,1,3904,16,16,21,0,2,3682434,6996048,1998880,31232,1655321,2726997,0,0,218629,62466,3620610,226313172,3904,98.485187,0.456937,0.976122,46.384751,22.4895,34.080152,31.59718,28.111965,66.063198,0,70.212693,79.999744,0.899015,53.0008,20.630198,0,0,1.446418,1.999968,0,0,316229,124930,378633,734261,312355,0,0,66.08966,28.114575,124685,93696,713267,281095,0,0,8994928,999440,3997728,1998880,0,1,3,1,2992742,0,6996048,17989712,1998832,8994928,7995408,175661,15.810966,0,1.908327,1.313171
"112",548,63488,0,0.000335552,1,3968,16,16,21,0,2,3738819,7110736,2031648,31744,1682457,2768804,0,0,222213,63490,3684233,230217946,3968,98.507122,0.456605,0.976365,46.404588,22.499119,34.135305,31.579972,28.123987,66.09145,0,70.212695,79.999748,0.900291,53.000788,20.657341,0,0,1.446419,1.999968,0,0,321413,126978,385298,746456,317475,0,0,66.131937,28.126556,126743,95232,730120,285703,0,0,9142384,1015824,4063264,2031648,0,1,3,1,3043242,0,7110736,18284624,2031600,9142384,8126480,178094,15.778159,0,1.910359,1.313518
"113",558,64512,0,0.000341344,1,4032,16,16,21,0,2,3794451,7225424,2064416,32256,1709593,2813042,0,0,225797,64514,3740331,233774552,4032,98.573707,0.456903,0.976222,46.422181,22.50765,34.18162,31.586174,28.13465,66.116505,0,70.212696,79.999752,0.900827,53.000775,20.670764,0,0,1.446419,1.999969,0,0,326597,129026,391895,758400,322589,0,0,66.14869,28.136656,128775,96768,740282,290311,0,0,9289840,1032208,4128800,2064416,0,1,3,1,3092620,0,7225424,18579536,2064368,9289840,8257552,181322,15.815154,0,1.912711,1.310648
"114",568,65536,0,0.000345953,1,4096,16,16,21,0,2,3858345,7340112,2097184,32768,1736729,2863518,0,0,229381,65538,3799371,237655246,4096,98.471521,0.45686,0.976747,46.384295,22.489282,34.082911,31.571624,28.111689,66.062545,0,70.212697,79.999756,0.901319,53.000763,20.684207,0,0,1.446419,1.999969,0,0,331781,131074,397290,770261,327707,0,0,66.079531,28.11349,130819,98304,755240,294919,0,0,9437296,1048592,4194336,2097184,0,1,3,1,3143479,0,7340112,18874448,2097136,9437296,8388624,183987,15.783968,0,1.910894,1.31628
"115",8,8192,0,4.4577e-05,1,512,16,16,21,0,2,446186,917584,262176,4096,217113,341773,0,0,28677,8194,393237,23627410,512,88.095323,0.551115,0.937115,42.788891,20.745592,16.833479,29.516827,25.932623,60.942233,0,70.212213,79.998047,1.03421,53.006104,23.786473,0,0,1.446351,1.999756,0,0,41477,16386,26592,96471,40986,0,0,61.068838,25.945283,16351,12288,82005,36871,0,0,1179760,131088,524320,262176,0,1,3,1,373989,0,917584,2359376,262128,1179760,1048592,16831,10.654493,0,2.065702,2.179706
"116",18,9216,0,4.9921e-05,1,576,16,16,21,0,2,496262,1032272,294944,4608,244249,384309,0,0,32261,9218,443110,27002824,576,89.289529,0.551734,0.949095,43.358681,21.021907,25.50135,29.670037,26.277954,61.753705,0,70.212275,79.998264,1.032265,53.005425,23.744556,0,0,1.446359,1.999783,0,0,46661,18434,44724,108608,46125,0,0,61.927615,26.300192,18397,13824,91740,41479,0,0,1327216,147472,589856,294944,0,1,3,1,421031,0,1032272,2654288,294896,1327216,1179664,22834,13.019807,0,2.089395,2.115245
"117",28,10240,0,5.5233e-05,1,640,16,16,21,0,2,542906,1146960,327712,5120,271385,426254,0,0,35845,10242,489626,29718114,640,90.629317,0.545575,0.948368,43.808035,21.239819,30.488297,29.829284,26.550293,62.393654,0,70.212324,79.998438,1.030677,53.004883,23.71238,0,0,1.446366,1.999805,0,0,51845,20482,58801,120522,51233,0,0,62.490614,26.564292,20438,15360,103074,46087,0,0,1474672,163856,655392,327712,0,1,4,1,467583,0,1146960,2949200,327664,1474672,1310736,27391,14.202224,0,2.122075,2.081458
"118",38,11264,0,6.0513e-05,1,704,16,16,21,0,2,630071,1261648,360480,5632,298521,468840,0,0,39429,11266,538895,32870038,704,85.780015,0.551991,0.952991,41.743553,20.238917,29.762348,28.398713,25.299096,59.45328,0,70.212364,79.99858,1.03147,53.004439,23.736621,0,0,1.446372,1.999822,0,0,57029,22530,66263,132541,56355,0,0,59.531433,25.312121,22483,16896,112691,50695,0,0,1622128,180240,720928,360480,0,1,4,1,512408,0,1261648,3244112,360432,1622128,1441808,30539,13.71674,0,2.011341,2.064747
"119",48,12288,0,6.5761e-05,1,768,16,16,21,0,2,675623,1376336,393248,6144,325657,511679,0,0,43013,12290,586349,35876072,768,87.158075,0.553158,0.952169,43.591405,21.134862,31.207845,29.654418,26.419007,62.085054,0,70.212398,79.998698,1.036591,53.004069,23.863949,0,0,1.446377,1.999837,0,0,62213,24578,72584,144565,61471,0,0,62.156427,26.429756,24542,18432,123683,55303,0,0,1769584,196624,786464,393248,0,1,4,1,562101,0,1376336,3539024,393200,1769584,1572880,33387,14.354904,0,2.046241,2.061303
"120",58,13312,0,7.1234e-05,1,832,16,16,21,0,2,708318,1491024,426016,6656,352793,554366,0,0,46597,13314,638775,38754320,832,90.181952,0.554611,0.956353,44.395278,21.524641,31.946622,30.161255,26.906205,63.229945,0,70.212426,79.998798,1.031167,53.003756,23.737818,0,0,1.446381,1.99985,0,0,67397,26626,79036,156601,66588,0,0,63.29866,26.915097,26578,19968,133615,59911,0,0,1917040,213008,852000,426016,0,1,4,1,607178,0,1491024,3833936,425968,1917040,1703952,36385,14.706941,0,2.114428,2.030854
"121",68,14336,0,7.6514e-05,1,896,16,16,21,0,2,738426,1605712,458784,7168,379929,595899,0,0,50181,14338,683823,41769722,896,92.605488,0.555771,0.954718,45.055833,21.844929,32.535415,30.736335,27.306543,64.170718,0,70.21245,79.998884,1.035468,53.003488,23.836139,0,0,1.446384,1.999861,0,0,72581,28674,85413,168668,71717,0,0,64.248806,27.318351,28619,21504,143386,64519,0,0,2064496,229392,917536,458784,0,1,4,1,654175,0,1605712,4128848,458736,2064496,1835024,39509,15.04972,0,2.184224,2.028648
"122",78,15360,0,8.1602e-05,1,960,16,16,21,0,2,785629,1720400,491552,7680,407065,639844,0,0,53765,15362,731652,44898942,960,93.204808,0.556974,0.958852,45.083777,21.858499,32.43129,30.63477,27.32348,64.210497,0,70.212471,79.998958,1.038001,53.003255,23.897669,0,0,1.446387,1.99987,0,0,77765,30722,91164,180708,76833,0,0,64.286271,27.333085,30664,23040,154572,69127,0,0,2211952,245776,983072,491552,0,1,4,1,698971,0,1720400,4423760,491504,2211952,1966096,41919,14.912545,0,2.199623,2.037579
"123",88,16384,0,8.6914e-05,1,1024,16,16,21,0,2,854568,1835088,524320,8192,434201,682329,0,0,57349,16386,783232,47778084,1024,90.984919,0.557279,0.959343,44.80225,21.722022,32.193601,30.439665,27.152859,63.809516,0,70.21249,79.999024,1.042024,53.003052,23.994827,0,0,1.44639,1.999878,0,0,82949,32770,97135,192810,81956,0,0,63.903312,27.162802,32702,24576,163259,73735,0,0,2359408,262160,1048608,524320,0,1,4,1,747837,0,1835088,4718672,524272,2359408,2097168,44651,14.798749,0,2.156982,2.019714
"124",98,17408,0,9.2482e-05,1,1088,16,16,21,0,2,884000,1949776,557088,8704,461337,727002,0,0,60933,17410,827606,51075858,1088,93.255882,0.554982,0.960055,45.200409,21.915083,32.629354,30.729141,27.394168,64.376579,0,70.212506,79.999081,1.04638,53.002872,24.099598,0,0,1.446392,1.999885,0,0,88133,34818,103681,204688,87082,0,0,64.417176,27.405498,34747,26112,173766,78343,0,0,2506864,278544,1114144,557088,0,1,4,1,794691,0,1949776,5013584,557040,2506864,2228240,47765,15.03208,0,2.215484,2.034056
"125",108,18432,0,9.7186e-05,1,1152,16,16,21,0,2,929383,2064464,589856,9216,488473,768981,0,0,64517,18434,875374,54093814,1152,94.188725,0.55491,0.961042,45.141469,21.886521,32.622291,30.568167,27.358448,64.292621,0,70.21252,79.999132,1.04239,53.002713,24.010623,0,0,1.446394,1.999892,0,0,93317,36866,109899,216765,92205,0,0,64.34427,27.370025,36803,27648,183810,82951,0,0,2654320,294928,1179680,589856,0,1,4,1,840481,0,2064464,5308496,589808,2654320,2359312,50134,14.881718,0,2.231252,2.019851
"126",118,19456,0,0.000102818,1,1216,16,16,21,0,2,980057,2179152,622624,9728,515609,811240,0,0,68101,19458,926694,56843976,1216,94.607967,0.557853,0.960957,45.615527,22.116378,33.141888,30.954347,27.645757,64.967784,0,70.212533,79.999178,1.038095,53.00257,23.912735,0,0,1.446396,1.999897,0,0,98501,38914,116627,228821,97324,0,0,65.02405,27.656555,38834,29184,194315,87559,0,0,2801776,311312,1245216,622624,0,1,4,1,885876,0,2179152,5603408,622576,2801776,2490384,53565,15.221563,0,2.233429,2.005855
"127",128,20480,0,0.000108002,1,1280,16,16,21,0,2,1024595,2293840,655392,10240,542745,853382,0,0,71685,20482,970973,60079786,1280,94.858359,0.558068,0.962733,45.812811,22.212042,33.13017,31.130045,27.765324,65.248755,0,70.212545,79.999219,1.042004,53.002441,24.00058,0,0,1.446397,1.999902,0,0,103685,40962,122193,240825,102447,0,0,65.294847,27.77644,40881,30720,205446,92167,0,0,2949232,327696,1310752,655392,0,1,4,1,933627,0,2293840,5898320,655344,2949232,2621456,56133,15.219332,0,2.248779,1.992958
"128",138,21504,0,0.00011341,1,1344,16,16,21,0,2,1074504,2408528,688160,10752,569881,895413,0,0,75269,21506,1018281,62860624,1344,94.780289,0.559611,0.964564,46.011995,22.308626,33.313039,31.212367,27.886042,65.532432,0,70.212555,79.999256,1.042942,53.002325,24.02702,0,0,1.446399,1.999907,0,0,108869,43010,128452,252895,107559,0,0,65.586375,27.8946,42930,32256,215827,96775,0,0,3096688,344080,1376288,688160,0,1,4,1,980255,0,2408528,6193232,688112,3096688,2752528,58859,15.264629,0,2.251539,1.980464
"129",148,22528,0,0.000118498,1,1408,16,16,21,0,2,1121718,2523216,720928,11264,597017,937249,0,0,78853,22530,1068258,65834836,1408,95.162242,0.559933,0.964773,45.942095,22.274746,33.281608,31.155131,27.843679,65.432869,0,70.212565,79.99929,1.041942,53.002219,23.99958,0,0,1.4464,1.999911,0,0,114053,45058,134646,265091,112682,0,0,65.524819,27.852578,44961,33792,227838,101383,0,0,3244144,360464,1441824,720928,0,1,4,1,1024845,0,2523216,6488144,720880,3244144,2883600,61641,15.236335,0,2.259469,1.97749
"130",158,23552,0,0.000123779,1,1472,16,16,21,0,2,1168908,2637904,753696,11776,624153,981533,0,0,82437,23554,1115350,69133112,1472,95.418117,0.557236,0.964394,45.917747,22.262949,33.282887,31.200787,27.828923,65.398182,0,70.212574,79.999321,1.043605,53.002123,24.045345,0,0,1.446401,1.999915,0,0,119237,47106,140846,277005,117815,0,0,65.458204,27.840502,47021,35328,235553,105991,0,0,3391600,376848,1507360,753696,0,1,4,1,1073660,0,2637904,6783056,753648,3391600,3014672,64569,15.258103,0,2.266806,2.000785
"131",168,24576,0,0.000128932,1,1536,16,16,21,0,2,1215422,2752592,786464,12288,651289,1023719,0,0,86021,24578,1166454,72059604,1536,95.695487,0.559017,0.96526,46.042322,22.323357,33.431446,31.285808,27.904424,65.5756,0,70.212582,79.999349,1.043923,53.002035,24.051052,0,0,1.446403,1.999919,0,0,124421,49154,147226,288916,122927,0,0,65.605801,27.913734,49065,36864,245890,110599,0,0,3539056,393232,1572896,786464,0,1,4,1,1117153,0,2752592,7077968,786416,3539056,3145744,67562,15.341688,0,2.274837,1.995583
"132",178,25600,0,0.00013434,1,1600,16,16,21,0,2,1284894,2867280,819232,12800,678425,1066605,0,0,89605,25602,1211044,74857990,1600,94.252444,0.560576,0.966668,45.536446,22.078094,32.996837,30.946501,27.597833,64.855102,0,70.212589,79.999375,1.044498,53.001953,24.065373,0,0,1.446404,1.999922,0,0,129605,51202,153048,300983,128050,0,0,64.891322,27.607319,51103,38400,254117,115207,0,0,3686512,409616,1638432,819232,0,1,4,1,1164802,0,2867280,7372880,819184,3686512,3276816,70138,15.12161,0,2.241498,1.991114
"133",188,26624,0,0.000139651,1,1664,16,16,21,0,2,1335893,2981968,852000,13312,705561,1105806,0,0,93189,26626,1259509,77877984,1664,94.405315,0.560299,0.966317,46.09272,22.347807,33.555495,31.362472,27.934969,65.647366,0,70.212596,79.999399,1.04255,53.001878,24.01945,0,0,1.446405,1.999925,0,0,134789,53250,159911,313014,133163,0,0,65.682409,27.942733,53157,39936,267249,119815,0,0,3833968,426000,1703968,852000,0,1,4,1,1211689,0,2981968,7667792,851952,3833968,3407888,73434,15.409285,0,2.242161,1.984222
"134",198,27648,0,0.00014506,1,1728,16,16,21,0,2,1364417,3096656,884768,13824,732697,1149686,0,0,96773,27650,1308388,81013732,1728,95.786625,0.560009,0.96748,46.32018,22.458097,33.642471,31.435974,28.072824,65.971319,0,70.212602,79.999421,1.043423,53.001808,24.038854,0,0,1.446406,1.999928,0,0,139973,55298,165674,325094,138276,0,0,66.014978,28.078916,55194,41472,275005,124423,0,0,3981424,442384,1769504,884768,0,1,4,1,1255567,0,3096656,7962704,884720,3981424,3538960,75807,15.393694,0,2.279719,1.967323
"135",208,28672,0,0.000149795,1,1792,16,16,21,0,2,1412395,3211344,917536,14336,759833,1192195,0,0,100357,28674,1355541,84022620,1792,95.953044,0.559075,0.966445,46.357165,22.476035,33.682697,31.447283,28.09524,66.023989,0,70.212608,79.999442,1.043522,53.001744,24.040223,0,0,1.446406,1.99993,0,0,145157,57346,171878,337128,143389,0,0,66.066515,28.099747,57244,43008,284913,129031,0,0,4128880,458768,1835040,917536,0,1,4,1,1301661,0,3211344,8257616,917488,4128880,3670032,78796,15.441545,0,2.283842,1.98269
"136",218,29696,0,0.000155492,1,1856,16,16,21,0,2,1456507,3326032,950304,14848,786969,1237669,0,0,103941,29698,1402899,86966300,1856,96.307742,0.558757,0.9686,46.481727,22.536434,33.841646,31.52365,28.170732,66.201391,0,70.212614,79.999461,1.046129,53.001684,24.105725,0,0,1.446407,1.999933,0,0,150341,59394,178377,349114,148512,0,0,66.233834,28.175665,59305,44544,299149,133639,0,0,4276336,475152,1900576,950304,0,1,4,1,1352671,0,3326032,8552528,950256,4276336,3801104,81525,15.466906,0,2.293767,1.98583
