"","X","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"93",353,44032,0,0.000100065,1,2752,16,16,11,1088,1,1085655,748544,748544,22016,2796032,2185302,264192,154112,44032,44032,1035794,61966004,2752,94.874707,2.71359,0.939671,28.72655,28.72655,39.946017,37.90991,40.55513,42.244927,20.88656,68,70.833333,2.848304,127,62.123427,1,1.000208,1.53125,1.5,264192,154144,67424,66048,130112,137764,132142,648.88208,378.593142,42.295277,40.569253,242209,220160,598464,506368,1364992,660480,0,0,0,0,0,5,3,2,2559515,1364992,0,29545472,1364992,7089152,12769280,56707,17.409761,0.327421,0,6.728546
"94",363,45056,0,0.000101824,1,2816,16,16,11,1088,1,1109391,765952,765952,22528,2861056,2236093,270336,157696,45056,45056,1052654,63373630,2816,94.885753,2.71474,0.939573,28.75738,28.75738,40.038789,37.941697,40.598655,42.290265,20.887572,68,70.833333,2.851882,127,62.201564,1,1.000076,1.53125,1.5,270336,157708,68992,67584,133304,140953,135198,649.578475,378.949611,42.33622,40.607665,247820,225280,612410,518144,1396736,675840,0,0,0,0,0,5,3,2,2618969,1396736,0,30232576,1396736,7254016,13066240,58116,17.455547,0.327868,0,6.740476
"95",373,46080,0,0.000104704,1,2880,16,16,11,1088,1,1132317,783360,783360,23040,2926080,2287190,276480,161280,46080,46080,1075787,64880618,2880,95.088655,2.714476,0.940448,28.782359,28.782359,40.050747,37.976724,40.633919,42.326999,20.885009,68,70.833333,2.85146,127,62.192081,1,1.000409,1.53125,1.5,276480,161346,70560,69120,136256,144262,138264,650.142704,379.40511,42.404011,40.640973,253432,230400,626218,529920,1428480,691200,0,0,0,0,0,5,3,2,2678501,1428480,0,30919680,1428480,7418880,13363200,59240,17.412857,0.32853,0,6.734105
"96",383,47104,0,0.000106496,1,2944,16,16,11,1088,1,1163364,800768,800768,23552,2991104,2337567,282624,164864,47104,47104,1105551,66237312,2944,94.798361,2.716797,0.940045,28.792113,28.792113,40.250451,37.983809,40.647689,42.341343,20.887551,68,70.833333,2.845659,127,62.065353,1,1.000079,1.53125,1.5,282624,164877,72128,70656,139931,147373,141352,650.363027,379.408347,42.391105,40.659195,259088,235520,640168,541696,1460224,706560,0,0,0,0,0,5,3,2,2737948,1460224,0,31606784,1460224,7583744,13660160,60982,17.541167,0.326868,0,6.707312
"97",393,48128,0,0.000108448,1,3008,16,16,11,1088,1,1179855,818176,818176,24064,3056128,2388354,288768,168448,48128,48128,1124074,67668604,3008,95.272216,2.719628,0.940904,28.857632,28.857632,40.275178,38.093192,40.740187,42.437694,20.8856,68,70.833333,2.852597,127,62.216589,1,1.000332,1.53125,1.5,288768,168504,73696,72192,142736,150546,144408,651.842987,380.368152,42.478891,40.746959,264706,240640,654246,553472,1491968,721920,0,0,0,0,0,5,3,2,2797783,1491968,0,32293888,1491968,7748608,13957120,62166,17.541102,0.329306,0,6.743211
"98",403,49152,0,0.00011072,1,3072,16,16,11,1088,1,1201779,835584,835584,24576,3121152,2439098,294912,172032,49152,49152,1146028,69080642,3072,95.360961,2.72258,0.941257,28.871345,28.871345,40.324464,38.085199,40.759546,42.457861,20.886727,68,70.833333,2.857419,127,62.321558,1,1.000186,1.53125,1.5,294912,172064,75264,73728,145882,153769,147476,652.152742,380.493196,42.504575,40.765075,270336,245760,668082,565248,1523712,737280,0,0,0,0,0,5,3,2,2856965,1523712,0,32980992,1523712,7913472,14254080,63601,17.580484,0.330177,0,6.730499
"99",413,50176,0,0.000113056,1,3136,16,16,11,1088,1,1226709,852992,852992,25088,3186176,2489935,301056,175616,50176,50176,1169776,70469586,3136,95.555262,2.720298,0.94128,28.970623,28.970623,40.474208,38.205173,40.899704,42.603858,20.886843,68,70.833333,2.851877,127,62.20074,1,1.000171,1.53125,1.5,301056,175646,76832,75264,148962,156956,150548,654.395257,381.795776,42.646244,40.905138,275988,250880,681922,577024,1555456,752640,0,0,0,0,0,5,3,2,2916489,1555456,0,33668096,1555456,8078336,14551040,65024,17.667559,0.330206,0,6.740014
"100",423,51200,0,0.000114944,1,3200,16,16,11,1088,1,1316007,870400,870400,25600,3251200,2540693,307200,179200,51200,51200,1199519,72330094,3200,90.782876,2.660805,0.942176,28.888923,28.888923,40.366693,38.113464,40.784361,42.48371,20.885539,68,70.833333,2.855166,127,62.27234,1,1.00034,1.53125,1.5,307200,179261,78400,76800,152027,160151,153618,652.549782,380.783615,42.523804,40.789141,281612,256000,695861,588800,1587200,768000,0,0,0,0,0,4,3,2,2975992,1587200,0,34355200,1587200,8243200,14848000,66293,17.602329,0.314081,0,6.735556
"101",433,52224,0,0.000117825,1,3264,16,16,11,1088,1,1273302,887808,887808,26112,3316224,2591773,313344,182784,52224,52224,1222305,73762418,3264,95.549995,2.711351,0.942317,28.92399,28.92399,40.460381,38.154041,40.833868,42.535279,20.885085,68,70.833333,2.859781,127,62.373011,1,1.000399,1.53125,1.5,313344,182857,79968,78336,155239,163424,156697,653.341886,381.26831,42.593661,40.840384,287222,261120,709831,600576,1618944,783360,0,0,0,0,0,5,3,2,3035420,1618944,0,35042304,1618944,8408064,15144960,67483,17.588286,0.331108,0,6.722475
"102",443,53248,0,0.000120096,1,3328,16,16,11,1088,1,1296681,905216,905216,26624,3381248,2642252,319488,186368,53248,53248,1239827,74802008,3328,95.727399,2.724429,0.942697,28.96127,28.96127,40.665102,38.19032,40.886499,42.590103,20.886795,68,70.833333,2.857929,127,62.332461,1,1.000177,1.53125,1.5,319488,186401,81536,79872,158879,166575,159761,654.183986,381.674896,42.634895,40.89085,292885,266240,723760,612352,1650688,798720,0,0,0,0,0,5,3,2,3094879,1650688,0,35729408,1650688,8572928,15441920,69277,17.731458,0.331513,0,6.72509
"103",453,54272,0,0.000122016,1,3392,16,16,11,1088,1,1327368,922624,922624,27136,3446272,2693096,325632,189952,54272,54272,1271774,76878432,3392,95.73419,2.717694,0.942209,29.449676,29.449676,41.248136,38.846259,41.576013,43.308347,20.886375,68,70.833333,2.84536,127,62.058379,1,1.000232,1.53125,1.5,325632,189996,83104,81408,161532,169865,162858,665.216211,388.132675,43.376016,41.586738,298527,271360,737612,624128,1682432,814080,0,0,0,0,0,5,3,2,3154415,1682432,0,36416512,1682432,8737792,15738880,70215,17.929809,0.330077,0,6.682059
"104",463,55296,0,0.000123936,1,3456,16,16,11,1088,1,1347657,940032,940032,27648,3511296,2744019,331776,193536,55296,55296,1288555,77937660,3456,95.887232,2.718723,0.942898,29.034118,29.034118,40.761279,38.29754,40.989343,42.697233,20.888039,68,70.833333,2.850923,127,62.179962,1,1.000016,1.53125,1.5,331776,193539,84672,82944,164965,173088,165909,655.829492,382.573134,42.768395,40.994532,304113,276480,751491,635904,1714176,829440,0,0,0,0,0,5,3,2,3214184,1714176,0,37103616,1714176,8902656,16035840,71941,17.775935,0.331242,0,6.697636
"105",473,56320,0,0.00012608,1,3520,16,16,11,1088,1,1366782,957440,957440,28160,3576320,2794545,337920,197120,56320,56320,1310389,79232986,3520,95.874031,2.72346,0.942781,29.059091,29.059091,40.797818,38.33843,41.0246,42.733958,20.886987,68,70.833333,2.86326,127,62.448345,1,1.000152,1.53125,1.5,337920,197150,86240,84480,168026,176096,168977,656.393595,382.954537,42.757267,41.028727,309761,281600,765509,647680,1745920,844800,0,0,0,0,0,5,3,2,3273657,1745920,0,37790720,1745920,9067520,16332800,73291,17.795537,0.332655,0,6.710382
"106",483,57344,0,0.00012848,1,3584,16,16,11,1088,1,1392015,974848,974848,28672,3641344,2845231,344064,200704,57344,57344,1339567,80819858,3584,96.018362,2.721532,0.943821,29.065988,29.065988,40.822047,38.328721,41.034337,42.744101,20.886816,68,70.833333,2.85831,127,62.340826,1,1.000174,1.53125,1.5,344064,200739,87808,86016,171142,179283,172048,656.549387,383.05393,42.763898,41.038153,315391,286720,779255,659456,1777664,860160,0,0,0,0,0,5,3,2,3332965,1777664,0,38477824,1777664,9232384,16629760,74620,17.798911,0.332563,0,6.723244
"107",493,58368,0,0.000130944,1,3648,16,16,11,1088,1,1414485,992256,992256,29184,3706368,2896129,350208,204288,58368,58368,1360113,82140940,3648,96.161076,2.709312,0.943636,29.058248,29.058248,40.781164,38.34254,41.023409,42.732718,20.885258,68,70.833333,2.85872,127,62.34923,1,1.000377,1.53125,1.5,350208,204365,89376,87552,174070,182701,175125,656.37455,383.029471,42.803236,41.028329,321031,291840,793318,671232,1809408,875520,0,0,0,0,0,5,3,2,3392222,1809408,0,39164928,1809408,9397248,16926720,75893,17.780231,0.333125,0,6.720661
"108",503,59392,0,0.000132928,1,3712,16,16,11,1088,1,1447992,1009664,1009664,29696,3771392,2946948,356352,207872,59392,59392,1381804,83458598,3712,95.844936,2.719204,0.943783,29.112163,29.112163,40.907147,38.38087,41.099525,42.812005,20.886973,68,70.833333,2.85097,127,62.180319,1,1.000154,1.53125,1.5,356352,207904,90944,89088,177342,185850,178207,657.592396,383.654615,42.869672,41.106675,326687,296960,807076,683008,1841152,890880,0,0,0,0,0,5,3,2,3451821,1841152,0,39852032,1841152,9562112,17223680,77217,17.811501,0.331125,0,6.706982
"109",513,60416,0,0.000135168,1,3776,16,16,11,1088,1,1467504,1027072,1027072,30208,3836416,2998116,362496,211456,60416,60416,1412403,85341988,3776,96.102975,2.7143,0.943441,29.591194,29.591194,41.54393,39.001168,41.775803,43.516461,20.887576,68,70.833333,2.853906,127,62.244428,1,1.000076,1.53125,1.5,362496,211472,92512,90624,180242,189032,181268,668.412848,389.936997,43.569935,41.780413,332281,302080,821125,694784,1872896,906240,0,0,0,0,0,5,3,2,3511370,1872896,0,40539136,1872896,9726976,17520640,78286,18.044119,0.332356,0,6.683288
"110",523,61440,0,0.000137792,1,3840,16,16,11,1088,1,1490265,1044480,1044480,30720,3901440,3048812,368640,215040,61440,61440,1430054,86418828,3840,96.34367,2.727992,0.944162,29.146875,29.146875,40.998285,38.436995,41.148529,42.863051,20.886333,68,70.833333,2.850927,127,62.179825,1,1.000237,1.53125,1.5,368640,215091,94080,92160,183647,192093,184337,658.376468,384.144024,42.883813,41.152324,337977,307200,834990,706560,1904640,921600,0,0,0,0,0,5,3,2,3571009,1904640,0,41226240,1904640,9891840,17817600,79860,17.82835,0.332827,0,6.715787
"111",533,62464,0,0.000139936,1,3904,16,16,11,1088,1,1510071,1061888,1061888,31232,3966464,3099312,374784,218624,62464,62464,1454411,87738636,3904,96.314081,2.731111,0.943945,29.154594,29.154594,41.036866,38.438923,41.159427,42.874403,20.887278,68,70.833333,2.861098,127,62.401017,1,1.000114,1.53125,1.5,374784,218649,95648,93696,186834,195464,187413,658.550825,384.198577,42.932389,41.164039,343554,312320,848888,718336,1936384,936960,0,0,0,0,0,5,3,2,3630269,1936384,0,41913344,1936384,10056704,18114560,81188,17.832413,0.333936,0,6.73269
"112",543,63488,0,0.000141856,1,3968,16,16,11,1088,1,1533882,1079296,1079296,31744,4031488,3149977,380928,222208,63488,63488,1476443,89213900,3968,96.186278,2.728117,0.944139,29.149594,29.149594,41.060757,38.471449,41.152368,42.86705,20.887708,68,70.833333,2.866557,127,62.519741,1,1.000059,1.53125,1.5,380928,222221,97216,95232,190040,198870,190484,658.437883,384.111236,42.9686,41.156689,349207,317440,862924,730112,1968128,952320,0,0,0,0,0,5,3,2,3689984,1968128,0,42600448,1968128,10221568,18411520,82994,17.931996,0.334141,0,6.718517
"113",553,64512,0,0.000143968,1,4032,16,16,11,1088,1,1559313,1096704,1096704,32256,4096512,3200857,387072,225792,64512,64512,1500050,91081372,4032,96.411817,2.7191,0.944627,29.215824,29.215824,41.108621,38.529262,41.245869,42.964446,20.886999,68,70.833333,2.858643,127,62.347309,1,1.000151,1.53125,1.5,387072,225826,98784,96768,192892,201882,193556,659.933898,385.019408,43.024546,41.250131,354825,322560,876726,741888,1999872,967680,0,0,0,0,0,5,3,2,3749223,1999872,0,43287552,1999872,10386432,18708480,84041,17.910591,0.333993,0,6.714815
"114",563,65536,0,0.000146209,1,4096,16,16,11,1088,1,1580526,1114112,1114112,32768,4161536,3251623,393216,229376,65536,65536,1520862,91974466,4096,96.471365,2.728162,0.944925,29.268915,29.268915,41.062734,38.62646,41.320821,43.042521,20.88477,68,70.833333,2.86336,127,62.450459,1,1.00044,1.53125,1.5,393216,229477,100352,98304,195380,204975,196625,661.133129,385.830808,43.079301,41.324393,360448,327680,890526,753664,2031616,983040,0,0,0,0,0,5,3,2,3808866,2031616,0,43974656,2031616,10551296,19005440,85326,17.932843,0.334741,0,6.730145
"115",3,8192,0,2.4161e-05,1,512,16,16,11,1088,1,246623,139264,139264,4096,520192,407346,49152,28672,8192,8192,196270,11178614,512,79.631259,2.592198,0.889926,20.879737,20.879737,0.315451,27.981582,29.477276,30.705496,20.886011,68,70.833333,2.783445,127,60.722087,1,1.000279,1.53125,1.5,49152,28680,12544,12288,263,25805,24605,471.636415,275.198006,30.95138,29.512059,45061,40960,111225,94208,253952,122880,0,0,0,0,0,4,2,2,477006,253952,0,5496832,253952,1318912,2375680,4838,5.802859,0.268156,0,6.817306
"116",13,9216,0,2.6752e-05,1,576,16,16,11,1088,1,272688,156672,156672,4608,585216,458360,55296,32256,9216,9216,219136,12585524,576,81.814748,2.662723,0.894749,21.315828,21.315828,2.071284,29.21457,30.092933,31.346806,20.886965,68,70.833333,2.756911,127,60.144599,1,1.000155,1.53125,1.5,55296,32261,14112,13824,1903,28945,27826,481.486934,280.910916,31.504628,30.286674,50704,46080,125195,105984,285696,138240,0,0,0,0,0,4,2,2,536728,285696,0,6183936,285696,1483776,2672640,6158,6.702557,0.272839,0,6.696848
"117",23,10240,0,2.9088e-05,1,640,16,16,11,1088,1,293735,174080,174080,5120,650240,509184,61440,35840,10240,10240,244119,14090288,640,82.939384,2.572009,0.902243,21.488404,21.488404,6.281606,28.792091,30.33657,31.600594,20.888158,68,70.833333,2.804422,127,61.178691,1,1,1.53125,1.5,61440,35840,15680,15360,6361,32153,30740,485.385119,283.141319,31.751684,30.35632,56322,51200,139327,117760,317440,153600,0,0,0,0,0,4,2,2,596179,317440,0,6871040,317440,1648640,2969600,6090,6.013988,0.281433,0,6.792995
"118",33,11264,0,3.12e-05,1,704,16,16,11,1088,1,322608,191488,191488,5632,715264,560121,67584,39424,11264,11264,272822,15552800,704,83.507229,2.675594,0.909039,21.663884,21.663884,11.680903,29.076452,30.584308,31.858654,20.887963,68,70.833333,2.789184,127,60.844707,1,1.000025,1.53125,1.5,67584,39425,17248,16896,12906,35410,33857,489.34892,285.460777,32.04872,30.643137,61957,56320,153228,129536,349184,168960,0,0,0,0,0,4,3,2,655665,349184,0,7558144,349184,1813504,3266560,9391,8.499563,0.281869,0,6.714567
"119",43,12288,0,3.3985e-05,1,768,16,16,11,1088,1,354146,208896,208896,6144,780288,610946,73728,43008,12288,12288,291325,16997040,768,83.838304,2.670774,0.911624,21.938999,21.938999,18.682429,32.264915,30.972705,32.263234,20.887263,68,70.833333,2.761248,127,60.236604,1,1.000116,1.53125,1.5,73728,43013,18816,18432,22236,38730,37587,495.563277,289.112186,32.540496,31.580161,67584,61440,167113,141312,380928,184320,0,0,0,0,0,4,3,2,715348,380928,0,8245248,380928,1978368,3563520,18711,15.720765,0.28011,0,6.55664
"120",53,13312,0,3.6417e-05,1,832,16,16,11,1088,1,372125,226304,226304,6656,845312,661518,79872,46592,13312,13312,316447,18514388,832,85.89345,2.674852,0.915402,22.100564,22.100564,20.489585,29.431219,31.200796,32.500829,20.884029,68,70.833333,2.778266,127,60.606449,1,1.000537,1.53125,1.5,79872,46617,20384,19968,26226,41745,39950,499.212729,291.363679,32.614113,31.211733,73212,66560,181069,153088,412672,199680,0,0,0,0,0,4,3,2,774868,412672,0,8932352,412672,2143232,3860480,13929,10.882309,0.288792,0,6.569106
"121",63,14336,0,3.8977e-05,1,896,16,16,11,1088,1,391999,243712,243712,7168,910336,712339,86016,50176,14336,14336,340990,20046702,896,87.013487,2.664902,0.916943,22.378003,22.378003,23.82511,29.745026,31.592474,32.908828,20.884018,68,70.833333,2.802936,127,61.142082,1,1.000538,1.53125,1.5,86016,50203,21952,21504,32434,45071,44272,505.479591,295.021763,33.107897,32.520974,78874,71680,195087,164864,444416,215040,0,0,0,0,0,4,3,2,834203,444416,0,9619456,444416,2308096,4157440,15803,11.608442,0.295239,0,6.560432
"122",73,15360,0,4.1473e-05,1,960,16,16,11,1088,1,413855,261120,261120,7680,975360,763269,92160,53760,15360,15360,365024,21353422,960,87.491271,2.690166,0.920241,22.200744,22.200744,25.74851,29.415986,31.342227,32.648153,20.886011,68,70.833333,2.829124,127,61.71369,1,1.000279,1.53125,1.5,92160,53775,23520,23040,37856,48268,46459,501.475631,292.609072,32.830439,31.600011,84481,76800,208956,176640,476160,230400,0,0,0,0,0,4,3,2,893713,476160,0,10306560,476160,2472960,4454400,17868,12.153275,0.299622,0,6.564823
"123",83,16384,0,4.4033e-05,1,1024,16,16,11,1088,1,457158,278528,278528,8192,1040384,813894,98304,57344,16384,16384,384636,22689352,1024,84.136338,2.678923,0.922468,22.121259,22.121259,24.244686,29.39314,31.230013,32.531263,20.888158,68,70.833333,2.840145,127,61.951949,1,1,1.53125,1.5,98304,57344,25088,24576,38158,51416,49207,499.680205,291.480119,32.668505,31.264958,90108,81920,222842,188416,507904,245760,0,0,0,0,0,4,3,2,953288,507904,0,10993664,507904,2637824,4751360,18609,11.823716,0.289324,0,6.582041
"124",93,17408,0,4.7169e-05,1,1088,16,16,11,1088,1,459537,295936,295936,8704,1105408,864687,104448,60928,17408,17408,409800,24177004,1088,88.780229,2.698506,0.922196,22.41795,22.41795,28.764813,29.665362,31.64887,32.967573,20.880961,68,70.833333,2.844818,127,62.053285,1,1.000936,1.53125,1.5,104448,60985,26656,26112,47465,54543,52290,506.381921,295.6658,33.054234,31.688868,95745,87040,236743,200192,539648,261120,0,0,0,0,0,4,4,2,1012745,539648,0,11680768,539648,2802688,5048320,21070,12.768874,0.305815,0,6.537144
"125",103,18432,0,5.0529e-05,1,1152,16,16,11,1088,1,503620,313344,313344,9216,1170432,915453,110592,64512,18432,18432,434935,27315378,1152,85.896509,2.54538,0.928183,22.295814,22.295814,29.27521,29.52112,31.476444,32.787962,20.888158,68,70.833333,2.840545,127,61.959364,1,1,1.53125,1.5,110592,64512,28224,27648,51429,57808,55378,503.623102,293.780143,32.906363,31.523121,101391,92160,250658,211968,571392,276480,0,0,0,0,0,4,4,2,1072134,571392,0,12367872,571392,2967552,5345280,22103,12.581811,0.295461,0,6.480483
"126",113,19456,0,5.3953e-05,1,1216,16,16,11,1088,1,526386,330752,330752,9728,1235456,966259,116736,68096,19456,19456,456597,27100556,1216,86.741859,2.703955,0.926767,22.785051,22.785051,30.529786,30.151726,32.167131,33.507428,20.884203,68,70.833333,2.840603,127,61.960274,1,1.000514,1.53125,1.5,116736,68131,29792,29184,55397,60948,58837,514.674099,300.380868,33.588992,32.425601,107004,97280,264583,223744,603136,291840,0,0,0,0,0,4,4,2,1131678,603136,0,13054976,603136,3132416,5642240,24396,13.444856,0.298387,0,6.465174
"127",123,20480,0,5.7249e-05,1,1280,16,16,11,1088,1,533208,348160,348160,10240,1300480,1017115,122880,71680,20480,20480,480145,28496682,1280,89.819733,2.668943,0.927346,23.090566,23.090566,31.138837,30.527617,32.598446,33.956714,20.888158,68,70.833333,2.850559,127,62.176986,1,1,1.53125,1.5,122880,71680,31360,30720,58689,64148,61595,521.575129,304.252159,34.035239,32.680684,112645,102400,278541,235520,634880,307200,0,0,0,0,0,4,4,2,1191127,634880,0,13742080,634880,3297280,5939200,25869,13.72541,0.310073,0,6.48249
"128",133,21504,0,6.0066e-05,1,1344,16,16,11,1088,1,578879,365568,365568,10752,1365504,1068084,129024,75264,21504,21504,504698,29840782,1344,87.185405,2.668877,0.92858,23.081369,23.081369,31.250969,30.701413,32.585462,33.943189,20.884069,68,70.833333,2.840314,127,61.953733,1,1.000531,1.53125,1.5,129024,75304,32928,32256,61870,64068,64542,521.36739,304.292612,32.361194,32.600615,118271,107520,292458,247296,666624,322560,0,0,0,0,0,4,4,2,1250717,666624,0,14429184,666624,3462144,6236160,27232,13.755073,0.29989,0,6.476675
"129",143,22528,0,6.253e-05,1,1408,16,16,11,1088,1,579683,382976,382976,11264,1430528,1118612,135168,78848,22528,22528,525562,31328732,1408,90.66369,2.721943,0.929148,23.24216,23.24216,31.609377,30.740321,32.812462,34.179648,20.88806,68,70.833333,2.857109,127,62.319003,1,1.000013,1.53125,1.5,135168,78849,34496,33792,65106,70664,67612,524.999389,306.253528,34.307821,32.826056,123906,112640,306383,259072,698368,337920,0,0,0,0,0,4,4,2,1310150,698368,0,15116288,698368,3627008,6533120,28680,13.924322,0.313735,0,6.481013
"130",153,23552,0,6.541e-05,1,1472,16,16,11,1088,1,600990,400384,400384,11776,1495552,1169512,141312,82432,23552,23552,551639,32695072,1472,91.788383,2.722076,0.929985,23.192714,23.192714,31.579034,30.663337,32.742655,34.106932,20.887784,68,70.833333,2.845876,127,62.074291,1,1.000049,1.53125,1.5,141312,82436,36064,35328,68145,73689,70689,523.882481,305.612943,34.148176,32.757948,129548,117760,320253,270848,730112,353280,0,0,0,0,0,5,4,2,1369580,730112,0,15803392,730112,3791872,6830080,29769,13.795235,0.316367,0,6.4313
"131",163,24576,0,6.8162e-05,1,1536,16,16,11,1088,1,639132,417792,417792,12288,1560576,1220171,147456,86016,24576,24576,572506,34375400,1536,89.575549,2.709569,0.932573,23.130716,23.130716,31.534114,30.584065,32.655128,34.015759,20.886816,68,70.833333,2.861041,127,62.404018,1,1.000174,1.53125,1.5,147456,86031,37632,36864,71197,77071,73754,522.482054,304.834348,34.135788,32.666644,135159,122880,334234,282624,761856,368640,0,0,0,0,0,4,4,2,1429255,761856,0,16490496,761856,3956736,7127040,31299,13.86275,0.310421,0,6.471176
"132",173,25600,0,7.0177e-05,1,1600,16,16,11,1088,1,665613,435200,435200,12800,1625600,1271009,153600,89600,25600,25600,594990,35631770,1600,89.389781,2.721102,0.931743,23.01207,23.01207,31.58745,30.446576,32.487628,33.841279,20.888158,68,70.833333,2.867626,127,62.547648,1,1,1.53125,1.5,153600,89600,39200,38400,74672,80090,76833,519.802046,303.21786,33.87935,32.501587,140805,128000,348194,294400,793600,384000,0,0,0,0,0,4,4,2,1488531,793600,0,17177600,793600,4121600,7424000,32973,13.948106,0.310491,0,6.45925
"133",183,26624,0,7.2866e-05,1,1664,16,16,11,1088,1,702494,452608,452608,13312,1690624,1321933,159744,93184,26624,26624,622693,37175202,1664,88.09456,2.719759,0.934452,23.677801,23.677801,32.379945,31.309388,33.427483,34.820295,20.887745,68,70.833333,2.867164,127,62.537105,1,1.000054,1.53125,1.5,159744,93189,40768,39936,77369,83351,79899,534.839735,312.006586,34.883491,33.438783,146473,133120,362088,306176,825344,399360,0,0,0,0,0,4,4,2,1548066,825344,0,17864704,825344,4286464,7720960,34055,14.252466,0.305958,0,6.459669
"134",193,27648,0,7.517e-05,1,1728,16,16,11,1088,1,699112,470016,470016,13824,1755648,1372573,165888,96768,27648,27648,643607,38432236,1728,92.638662,2.730856,0.934065,23.293459,23.293459,32.022163,30.815306,32.884884,34.255087,20.888078,68,70.833333,2.845336,127,62.061799,1,1.00001,1.53125,1.5,165888,96769,42336,41472,80768,86631,82969,526.15814,306.928754,34.346672,32.894796,152074,138240,375998,317952,857088,414720,0,0,0,0,0,5,4,2,1607768,857088,0,18551808,857088,4451328,8017920,35624,14.12388,0.319262,0,6.389221
"135",203,28672,0,7.7986e-05,1,1792,16,16,11,1088,1,716924,487424,487424,14336,1820672,1423452,172032,100352,28672,28672,663617,39678640,1792,92.802584,2.729214,0.934242,23.640405,23.640405,32.458609,31.221259,33.37469,34.765302,20.887928,68,70.833333,2.871909,127,62.640082,1,1.00003,1.53125,1.5,172032,100355,43904,43008,83655,89823,86047,533.99504,311.506419,34.851827,33.386718,157704,143360,389889,329728,888832,430080,0,0,0,0,0,5,4,2,1667038,888832,0,19238912,888832,4616192,8314880,36746,14.257654,0.322861,0,6.427025
"136",213,29696,0,8.0674e-05,1,1856,16,16,11,1088,1,745472,504832,504832,14848,1885696,1474281,178176,103936,29696,29696,687727,41168744,1856,93.279292,2.734839,0.935344,23.71349,23.71349,32.790559,31.366336,33.477868,34.872779,20.888158,68,70.833333,2.846125,127,62.078265,1,1,1.53125,1.5,178176,103936,45472,44544,87259,92895,89149,535.645892,312.460104,34.908479,33.500791,163324,148480,403925,341504,920576,445440,0,0,0,0,0,5,4,2,1726604,920576,0,19926016,920576,4781056,8611840,38405,14.431995,0.321586,0,6.42012
"137",223,30720,0,8.2691e-05,1,1920,16,16,11,1088,1,770315,522240,522240,15360,1950720,1525020,184320,107520,30720,30720,714280,42839458,1920,92.725703,2.731007,0.937113,23.639933,23.639933,32.55778,31.231293,33.374024,34.764608,20.887872,68,70.833333,2.866187,127,62.5154,1,1.000037,1.53125,1.5,184320,107524,47040,46080,89906,96085,92195,533.98438,311.502476,34.795389,33.386698,168979,153600,417670,353280,952320,460800,0,0,0,0,0,5,4,2,1785892,952320,0,20613120,952320,4945920,8908800,39382,14.261456,0.321946,0,6.414389
"138",233,31744,0,8.6114e-05,1,1984,16,16,11,1088,1,836082,539648,539648,15872,2015744,1575673,190464,111104,31744,31744,735486,44198956,1984,88.075332,2.732708,0.936246,23.720051,23.720051,32.775065,31.331593,33.48713,34.882428,20.885803,68,70.833333,2.872587,127,62.6542,1,1.000306,1.53125,1.5,190464,111138,48608,47616,93207,99340,95256,535.794087,312.642196,34.931657,33.49557,174591,158720,431706,365056,984064,476160,0,0,0,0,0,4,4,2,1845505,984064,0,21300224,984064,5110784,9205760,40765,14.334498,0.306509,0,6.412124
"139",243,32768,0,8.8354e-05,1,2048,16,16,11,1088,1,812019,557056,557056,16384,2080768,1626580,196608,114688,32768,32768,766554,45477428,2048,93.584879,2.744754,0.937337,24.000964,24.000964,33.261216,31.715313,33.883713,35.295535,20.888158,68,70.833333,2.873493,127,62.674342,1,1,1.53125,1.5,196608,114688,50176,49152,96498,97426,98333,542.139412,316.24799,33.581082,33.893709,180220,163840,445536,376832,1015808,491520,0,0,0,0,0,5,4,2,1905117,1015808,0,21987328,1015808,5275648,9502720,42281,14.57354,0.325772,0,6.41222
