"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"200093",512,2944,0.000108,43,43,16,16,38,3072,6,1225314,924800,262144,14792,3371544,2857562,536731,179568,69660,29240,11008,1149237,52052914,1849,95.014339,2.935581,0.706775,32.475053,9.205385,26.765793,12.114094,12.225902,48.52155,38.986932,66.929134,75.294118,3.377015,227.930233,72.900834,1,1.000144,2.930233,2.465116,179568,69670,85680,27136,95277,172851,43530,403.562651,156.576951,48.558351,12.228712,585964,502928,392839,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,3,2,2,3394916,10989632,4321520,38229696,7651632,7405840,18855632,39530,11.105007,3.140433,3.936236,9.186976
"218738",512,3328,0.000109856,43,43,16,16,38,3072,6,1220922,924800,262144,14792,3371544,2857225,536672,179568,69660,29240,11008,1147948,51906426,1849,95.231309,2.898759,0.706511,32.507841,9.214679,26.163188,12.086393,12.238246,48.570539,38.985212,66.929134,75.294118,3.380553,227.930233,72.974478,1,1.000301,2.930233,2.465116,179568,69681,85680,27136,93038,172946,43941,403.970102,156.759783,48.634092,12.356635,585740,502928,392666,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,3,2,2,3393972,10989632,4321520,38229696,7651632,7405840,18855632,39062,10.984613,3.15173,3.950396,9.187471
"57649",64,2720,5.536e-06,6,6,16,16,38,3072,6,106872,14112,4096,288,63864,54588,10808,3144,1236,504,192,61785,1147918,36,48.76862,1.231232,0.290301,6.830102,1.982433,0,2.783925,2.725846,9.757289,34.30508,70,72.727273,1.461512,221.75,31.34929,1,1,2.333333,2.333333,3144,1236,1176,448,0,2753,722,97.387036,38.285743,10.659451,2.795541,11792,9792,6757,5076,277904,28716,95720,38288,0,28716,36864,1,1,1,65357,204176,67004,734528,154380,114372,361716,0,0,0.677173,0.699727,2.023926
"341811",1024,3136,0.000426719,86,86,16,16,38,3072,6,4569822,3720992,1048576,59168,13492024,11434389,2143071,719304,279156,117304,44032,4493525,206150514,7396,98.729382,2.999426,0.716087,34.268744,9.656936,27.54303,12.228322,12.901063,51.252373,39.029244,66.862745,74.853801,3.484404,228.02907,75.235385,1,1.000011,2.953488,2.488372,719304,279159,346456,109568,373837,695780,175118,423.966847,164.539834,51.262688,12.902095,2343679,2011712,1574202,1159796,59124624,7422636,24742120,9896848,0,7422636,7573504,3,2,2,13577751,43977616,17319484,152962368,30590860,29709892,75438196,146236,10.774168,3.369286,4.229876,9.504254
"203931",512,3008,0.00010768,43,43,16,16,38,3072,6,1209624,924800,262144,14792,3371544,2857945,536644,179568,69660,29240,11008,1150410,51994312,1849,95.10476,2.93112,0.70664,32.48332,9.207729,26.682125,11.810047,12.229015,48.533902,38.987089,66.929134,75.294118,3.417245,227.930233,73.769113,1,1.000129,2.930233,2.465116,179568,69669,85680,27136,94955,173053,43535,403.665388,156.614563,48.627474,12.23323,586215,502928,392880,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,3,2,2,3394145,10989632,4321520,38229696,7651632,7405840,18855632,38569,10.837796,3.181168,3.987293,9.315361
"226488",512,3456,0.000109855,43,43,16,16,38,3072,6,1207434,924800,262144,14792,3371544,2858235,536727,179568,69660,29240,11008,1148832,52749528,1849,95.146567,2.894362,0.707016,32.486383,9.208597,26.226853,11.822964,12.230168,48.538479,38.987245,66.929134,75.294118,3.422336,227.930233,73.878557,1,1.000115,2.930233,2.465116,179568,69668,85680,27136,93326,173053,43543,403.703452,156.627083,48.63206,12.236631,586161,502928,392702,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,3,2,2,3394198,10989632,4321520,38229696,7651632,7405840,18855632,38092,10.704769,3.186937,3.994525,9.310775
"30921",64,1984,5.664e-06,6,6,16,16,38,3072,6,106536,14112,4096,288,63864,54603,10819,3144,1236,504,192,51860,953314,36,48.678381,1.226927,0.286166,6.812401,1.977295,0,2.726505,2.718781,9.732001,34.30508,70,72.727273,1.469071,221.75,31.51128,1,1,2.333333,2.333333,3144,1236,1176,448,0,2748,1282,97.134639,38.186519,10.612515,4.950962,11810,9792,6826,5076,277904,28716,95720,38288,0,28716,36864,1,1,1,65367,204176,67004,734528,154380,114372,361716,153,0.590871,0.679309,0.701934,2.028635
"188677",512,2688,0.000109792,43,43,16,16,38,3072,6,1207266,924800,262144,14792,3371544,2857942,536700,179568,69660,29240,11008,1150015,52905616,1849,95.223257,2.885383,0.707451,32.460978,9.201395,26.631199,11.782268,12.220603,48.500519,38.988027,66.929134,75.294118,3.419754,227.930233,73.822371,1,1.000043,2.930233,2.465116,179568,69663,85680,27136,94839,173043,43897,403.387738,156.493362,48.591219,12.326467,585993,502928,392659,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,3,2,2,3394173,10989632,4321520,38229696,7651632,7405840,18855632,37946,10.6554,3.187381,3.995081,9.333786
"183631",512,2560,0.000109663,43,43,16,16,38,3072,6,1230429,924800,262144,14792,3371544,2858530,536609,179568,69660,29240,11008,1149860,51943550,1849,94.784421,2.93588,0.706742,32.48332,9.207729,26.725118,11.783634,12.229015,48.533902,38.987089,66.929134,75.294118,3.371259,227.930233,72.778659,1,1.000129,2.930233,2.465116,179568,69669,85680,27136,95108,172948,44286,403.665388,156.614563,48.59797,12.444259,585859,502928,393311,289476,14776384,1852080,6173600,2469440,0,1852080,1893376,3,2,2,3394264,10989632,4321520,38229696,7651632,7405840,18855632,38300,10.762207,3.127378,3.919873,9.178841
"285015",1024,1600,0.000426686,86,86,16,16,38,3072,6,4568391,3720992,1048576,59168,13492024,11434554,2142944,719304,279156,117304,44032,4514664,206913658,7396,98.720644,3.002351,0.716117,34.27137,9.657676,27.583014,12.270669,12.902052,51.256302,39.029361,66.862745,74.853801,3.485878,228.02907,75.267004,1,1,2.953488,2.488372,719304,279156,346456,109568,374351,696003,175460,423.999341,164.550677,51.283048,12.928283,2343408,2011712,1573577,1159796,59124624,7422636,24742120,9896848,0,7422636,7573504,3,2,2,13578002,43977616,17319484,152962368,30590860,29709892,75438196,146836,10.819203,3.370341,4.231201,9.507462
