"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"53",512,0,4.7905e-05,1,1,16,1,36,1024,9,484588,256,240,1,2365,1304,711,510,256,16,15,33236,33236,1,6.896993,0.071156,0.015625,0.018823,0.017646,0.034704,0.027646,0.017646,0.018823,7.595756,100,100,0.081563,2365,1.507241,1.196078,1.390625,1,1,610,356,16,15,59,146,35,2.870472,1.675226,0.085879,0.020587,341,330,1029,797,2600,0,0,0,0,0,120,1,1,1,2005,1480,0,7510,873,5192,1840,14,0.00823496,0.001397,0,0.060349
"16478",6656,0,5.0593e-05,1,1,16,1,36,1024,9,476294,256,240,1,2365,1298,707,510,256,16,15,33427,33426,1,6.892172,0.070341,0.015625,0.01895,0.017766,0.07047,0.027833,0.017766,0.01895,7.595756,100,100,0.082524,2365,1.525421,1.196078,1.390625,1,1,610,356,16,15,119,62,32,2.889865,1.686544,0.036715,0.01895,341,330,1027,797,2600,0,0,0,0,0,120,1,1,1,2003,1480,0,7510,873,5192,1840,95,0.056258,0.001422,0,0.061017
"12302",5888,0,4.9601e-05,1,1,16,1,36,1024,9,484302,256,240,1,2365,1301,708,510,256,16,15,33468,33674,1,6.910564,0.071231,0.015625,0.018859,0.017681,0.076026,0.0277,0.017681,0.018859,7.595756,100,100,0.081182,2365,1.500687,1.196078,1.390625,1,1,610,356,16,15,129,58,32,2.876035,1.678473,0.034182,0.018859,341,330,1026,797,2600,0,0,0,0,0,120,1,1,1,2007,1480,0,7510,873,5192,1840,33,0.019449,0.001398,0,0.060027
"16160",6656,0,4.9409e-05,1,1,16,1,36,1024,9,484510,256,240,1,2365,1301,707,510,256,16,15,32836,34834,1,6.923077,0.068341,0.015625,0.018855,0.017677,0.040656,0.027693,0.017677,0.018855,7.595756,100,100,0.080941,2365,1.496586,1.196078,1.390625,1,1,610,356,16,15,69,98,37,2.875409,1.678108,0.057744,0.021801,341,330,1027,797,2600,0,0,0,0,0,120,1,1,1,2003,1480,0,7510,873,5192,1840,17,0.010017,0.001397,0,0.059863
"12146",5888,0,5.0305e-05,1,1,16,1,36,1024,9,518622,256,240,1,2365,1299,709,510,256,16,15,33489,33672,1,6.668441,0.070234,0.015625,0.018381,0.017232,0.10282,0.026997,0.017232,0.018381,7.595756,100,100,0.078562,2365,1.451538,1.196078,1.390625,1,1,610,356,16,15,179,132,33,2.80314,1.635931,0.075823,0.018956,341,330,1027,797,2600,0,0,0,0,0,120,1,1,1,2004,1480,0,7510,873,5192,1840,152,0.087311,0.001306,0,0.058062
"617",1280,0,4.9217e-05,1,1,16,1,36,1024,9,499993,256,240,1,2365,1301,708,510,256,16,15,33224,33224,1,6.915897,0.070565,0.015625,0.018814,0.017638,0.075845,0.027633,0.017638,0.018814,7.595756,100,100,0.078458,2365,1.450302,1.196078,1.390625,1,1,610,356,16,15,129,80,35,2.86917,1.674466,0.047036,0.020578,341,330,1030,797,2600,0,0,0,0,0,120,1,1,1,2006,1480,0,7510,873,5192,1840,53,0.031161,0.001354,0,0.058012
"8213",4864,0,4.9473e-05,1,1,16,1,36,1024,9,483444,256,240,1,2365,1300,709,510,256,16,15,33460,33474,1,6.921174,0.070652,0.015625,0.018897,0.017716,0.070273,0.027755,0.017716,0.018897,7.595756,100,100,0.081231,2365,1.501046,1.196078,1.390625,1,1,610,356,16,15,119,104,37,2.881791,1.681832,0.061415,0.02185,341,330,1027,797,2600,0,0,0,0,0,120,1,1,1,2005,1480,0,7510,873,5192,1840,71,0.041928,0.001401,0,0.060102
"1451",2048,0,4.9665e-05,1,1,16,1,36,1024,9,486837,256,240,1,2365,1295,706,510,256,16,15,34575,32260,1,6.931067,0.070496,0.015625,0.019007,0.017819,0.035043,0.027916,0.017819,0.019007,7.595756,100,100,0.080224,2365,1.48253,1.196078,1.390625,1,1,610,356,16,15,59,104,32,2.898504,1.691586,0.061771,0.019007,341,330,1030,797,2600,0,0,0,0,0,120,1,1,1,2008,1480,0,7510,873,5192,1840,0,0,0.001391,0,0.059301
"11795",5632,0,5.0145e-05,1,1,16,1,36,1024,9,473031,256,240,1,2365,1297,706,510,256,16,15,34442,34442,1,6.90589,0.07084,0.015625,0.01895,0.017766,0.070471,0.027833,0.017766,0.01895,7.595756,100,100,0.082958,2365,1.533658,1.196078,1.390625,1,1,610,356,16,15,119,80,39,2.889922,1.686578,0.047376,0.023096,341,330,1028,797,2600,0,0,0,0,0,120,1,1,1,2004,1480,0,7510,873,5192,1840,47,0.027833,0.001431,0,0.061408
"24818",8192,0,4.9633e-05,1,1,16,1,36,1024,9,483093,256,240,1,2365,1299,709,510,256,16,15,33364,33850,1,6.906331,0.068436,0.015625,0.018815,0.017639,0.069968,0.027634,0.017639,0.018815,7.595756,100,100,0.081195,2365,1.500869,1.196078,1.390625,1,1,610,356,16,15,119,100,32,2.869283,1.674532,0.058797,0.018815,341,330,1026,797,2600,0,0,0,0,0,120,1,1,1,2003,1480,0,7510,873,5192,1840,71,0.041746,0.001402,0,0.060095
