"","X","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"1",25457,2560,0,0.003289746,640,640,4,4,14,0,4,27518084,5647149,1882383,409600,8051418,5659968,2120284,0,0,353976,117992,27489222,391972732,409600,99.895116,0.292894,0.222697,3.276216,2.183084,7.863988,4.366123,4.367756,9.838189,0,33.30101,49.981812,0.360161,19.656782,7.07573,0,0,2.995271,3.988728,0,0,1060254,470638,847599,1060483,470772,0,0,9.839117,4.367803,1122652,1728836,1800842,824652,3764766,0,0,0,0,0,0,1,1,1,7780252,1882383,0,64967086,8433241,7529532,40509817,0,0,0.035628,0,0.299058
"2",2627,768,0,0.000110175,192,192,4,4,14,0,4,855690,157320,52440,36864,488526,314805,115109,0,0,10089,3363,827818,8336956,36864,96.704063,0.590373,0.157552,2.989632,1.98446,2.073466,4.957972,5.95338,11.527125,0,25.935629,33.333333,0.658648,13.252116,12.988542,0,0,3.180791,4.423729,0,0,32091,14877,6849,38180,19670,0,0,11.55861,5.954894,61220,108840,53962,24966,104880,0,0,0,0,0,0,1,1,1,429914,52440,0,3669156,641808,209760,2989716,0,0,0.031919,0,0.571198
"3",44709,3328,0,0.002148152,832,832,4,4,14,0,4,15675462,2811069,937023,692224,9048348,5738830,2125226,0,0,176418,58806,15645226,158074304,692224,99.819214,0.578276,0.157743,2.865299,1.908885,3.034584,3.816047,3.81973,8.607707,0,33.287593,49.974347,0.63841,13.071416,12.5647,0,0,2.993306,3.984049,0,0,528073,234286,186200,528269,234385,0,0,8.609435,3.819877,1139350,2021392,894525,410704,1874046,0,0,0,0,0,0,1,1,1,7864056,937023,0,68003506,12010673,3748092,55831877,0,0,0.031134,0,0.55434
"4",32043,2816,0,0.001577785,704,704,4,4,14,0,4,11606436,2413824,804608,495616,6777152,4411422,1601115,0,0,151872,50624,11565077,118553326,495616,99.746081,0.5854,0.160195,3.329687,2.217322,3.153339,6.659484,6.661843,12.795283,0,26.022771,33.283914,0.657655,13.674199,12.983837,0,0,3.202065,4.482301,0,0,486304,226912,143033,580450,302177,0,0,12.796738,6.661865,852871,1508224,816416,378784,1609216,0,0,0,0,0,0,1,1,1,6012537,804608,0,51349888,8732672,3218432,40898944,0,0,0.036106,0,0.576073
"5",29799,2816,0,0.003371923,704,704,4,4,14,0,4,28401424,12229080,4076360,495616,13076854,10140109,3738593,0,0,766590,255530,28373285,396091632,495616,99.900924,0.460886,0.218034,6.875207,4.581203,18.673788,13.736991,13.741343,26.363469,0,26.078537,33.338829,0.620911,26.385052,12.22867,0,0,3.202814,4.487896,0,0,2455245,1146792,2076995,2932383,1528388,0,0,26.364386,13.741388,1962905,2722372,4287860,1913382,8152720,0,0,0,0,0,0,1,2,1,13878702,4076360,0,109894726,12002180,16305440,56922226,0,0,0.074753,0,0.524549
"6",59035,3840,0,0.003590484,960,960,4,4,14,0,4,27666456,4560864,1520288,921600,12652600,8276427,2999834,0,0,286440,95480,27638226,321648556,921600,99.897963,0.457793,0.18167,2.634156,1.754682,5.840138,5.268922,5.269734,10.115729,0,26.040202,33.297356,0.516534,13.72895,10.199878,0,0,3.201075,4.480645,0,0,916916,427812,632500,1095626,570725,0,0,10.116375,5.269744,1601333,2815248,1588707,714284,3040576,0,0,0,0,0,0,1,1,1,11276261,1520288,0,95968272,16263424,6081152,76216848,0,0,0.02862,0,0.443226
"7",12267,1792,0,0.000936636,448,448,4,4,14,0,4,7274792,3301200,1100400,200704,4285380,3165943,1143739,0,0,207504,69168,7240372,90707834,200704,99.619673,0.591321,0.19552,6.821469,4.543319,9.332945,13.636629,13.647265,26.204133,0,26.032034,33.291059,0.752495,21.351742,14.86687,0,0,3.198232,4.473485,0,0,663646,309422,282557,793468,413175,0,0,26.208493,13.647298,597459,911784,1128082,516926,2200800,0,0,0,0,0,0,1,2,1,4309682,1100400,0,34975672,4309568,4401600,20680952,0,0,0.078782,0,0.666941
"8",33635,2816,0,0.001268667,704,704,4,4,14,0,4,9063506,30600,10200,495616,4599694,2581426,1014967,0,0,2025,675,9032050,74300622,495616,99.688785,0.50908,0.128513,0.054535,0.036003,0.039731,0.107671,0.10801,0.211785,0,25.75,33.333333,0.510372,9.280762,9.950952,0,0,3.148148,4.333333,0,0,6375,2925,1407,7636,3826,0,0,0.215625,0.108038,515774,1029032,10631,4950,20400,0,0,0,0,0,0,1,1,1,3596393,10200,0,32716324,7939856,40800,32584724,0,0,0.000586,0,0.428445
"9",48727,3584,0,0.009638813,896,896,4,4,14,0,4,77192602,19431072,6477024,802816,20946408,16169684,6014551,0,0,1217304,405768,77166156,1144817274,802816,99.962727,0.271454,0.231611,3.770407,2.512618,12.442655,7.541373,7.541801,14.46581,0,26.064265,33.315886,0.36544,26.091169,7.187381,0,0,3.204807,4.490596,0,0,3901224,1822140,4009333,4661350,2430165,0,0,14.466139,7.541829,3203231,4365872,6809358,3039799,12954048,0,0,0,0,0,0,1,2,1,22184235,6477024,0,175865776,19316992,25908096,91689904,0,0,0.043702,0,0.300233
"10",26547,2560,0,0.001789401,640,640,4,4,14,0,4,14345828,2051784,683928,409600,5645034,3703510,1348926,0,0,129168,43056,14308948,177325922,409600,99.803225,0.394272,0.193635,2.289835,1.524714,4.841503,4.562049,4.572304,8.784614,0,26.066429,33.346725,0.447097,13.781821,8.822073,0,0,3.188894,4.45615,0,0,411903,191864,271464,492651,256375,0,0,8.786326,4.572394,723944,1255556,726816,321647,1367856,0,0,0,0,0,0,1,1,1,5052436,683928,0,42809566,7235876,2735712,33926762,0,0,0.02483,0,0.381567
"11",10149,1536,0,0.000428734,384,384,4,4,14,0,4,3263636,295785,98595,147456,1690346,1031084,383274,0,0,18960,6320,3235890,32684608,147456,99.149844,0.522374,0.157488,1.365338,0.90638,1.241932,2.52799,2.72494,5.257858,0,25.967577,33.262375,0.555529,11.463392,10.927117,0,0,3.148892,4.372152,0,0,59703,27632,16887,71599,37061,0,0,5.265653,2.725602,204306,380548,101482,46592,197190,0,0,0,0,0,0,1,1,1,1414358,98595,0,12355596,2457265,394380,11076991,0,0,0.015734,0,0.475923
"12",47527,3584,0,0.014214,896,896,4,4,14,0,4,113734990,29673072,9891024,802816,27012108,21617950,8103645,0,0,1858104,619368,113826875,1737421530,802816,99.975031,0.23756,0.238129,3.904438,2.602132,12.980226,7.809369,7.809704,14.97756,0,26.068588,33.319212,0.332657,33.646699,6.534712,0,0,3.206007,4.493655,0,0,5957094,2783226,6167430,7116546,3710707,0,0,14.977774,7.809706,4208224,5488472,10288580,4643135,19782048,0,0,0,0,0,0,1,2,1,29721595,9891024,0,233521576,22729792,39564096,104969704,0,0,0.045295,0,0.269364
