"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"2",256,0,2.3e-05,1,1,16,1,32,1,9,91856,256,240,1,2395,1762,510,256,16,15,19452,19452,1,21.042975,0.116014,0.015625,0.044706,0.041912,0,11.444807,0.041912,0.044706,11.555118,100,100,0.123381,2395,2.674532,1.494118,1.984375,4,2,762,508,64,30,0,72,36,4.258273,2.838849,0.100589,0.050295,321,321,860,829,2600,0,0,0,0,0,120,1,1,1,2081,1480,0,7019,2018,5192,2844,0,0,0.011057,0,0.106981
"5",256,0,2.1e-05,1,1,16,1,32,1,9,91764,256,240,1,2395,1762,510,256,16,15,19441,20776,1,21.403239,0.123193,0.015624,0.044579,0.041793,0,5.706086,0.041793,0.044579,11.555118,100,100,0.116822,2395,2.53237,1.494118,1.984375,4,2,762,508,64,30,0,208,36,4.246131,2.830754,0.289762,0.050151,321,321,860,829,2600,0,0,0,0,0,120,1,1,1,2081,1480,0,7019,2018,5192,2844,0,0,0.011068,0,0.101295
"8",256,0,2.1e-05,1,1,16,1,32,1,9,92688,256,240,1,2395,1762,510,256,16,15,19466,19452,1,20.777612,0.123143,0.015625,0.044469,0.041689,0,0,0.041689,0.044469,11.555118,100,100,0.115819,2395,2.510617,1.494118,1.984375,4,2,762,508,64,30,0,208,36,4.235637,2.823758,0.289046,0.050027,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0,0,0.010957,0,0.100425
"11",256,0,2.1e-05,1,1,16,1,32,1,9,93164,256,240,1,2395,1762,510,256,16,15,19454,20564,1,21.065627,0.123117,0.015624,0.044564,0.041779,0,0,0.041779,0.044564,11.555118,100,100,0.116228,2395,2.519492,1.494118,1.984375,4,2,762,508,64,30,0,80,36,4.244742,2.829828,0.111411,0.050135,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0,0,0.010901,0,0.10078
"14",256,0,2.1e-05,1,1,16,1,32,1,9,98836,256,240,1,2395,1762,510,256,16,15,21032,19452,1,21.326941,0.113874,0.015625,0.044834,0.042032,2.869407,0,0.042032,0.044834,11.555118,100,100,0.115819,2395,2.510617,1.494118,1.984375,4,2,762,508,64,30,2,208,36,4.270485,2.84699,0.291424,0.050439,321,321,860,829,2600,0,0,0,0,0,120,1,1,1,2081,1480,0,7019,2018,5192,2844,0,0,0.010276,0,0.100425
"17",256,0,2.1e-05,1,1,16,1,32,1,9,91824,256,240,1,2395,1762,510,256,16,15,19450,19466,1,21.401079,0.123136,0.015625,0.044826,0.042024,0,0,0.042024,0.044826,11.555118,100,100,0.115412,2395,2.501803,1.494118,1.984375,4,2,762,508,64,30,0,64,36,4.269682,2.846454,0.089652,0.050429,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0,0,0.011061,0,0.100072
"20",256,0,2.1e-05,1,1,16,1,32,1,9,97944,256,240,1,2395,1762,510,256,16,15,20965,20726,1,21.364217,0.114238,0.015626,0.044985,0.042173,0,0,0.042173,0.044985,11.555118,100,100,0.123311,2395,2.673021,1.494118,1.984375,4,2,762,508,64,30,0,64,36,4.284787,2.856524,0.089969,0.050608,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0,0,0.010369,0,0.106921
"23",256,0,2.1e-05,1,1,16,1,32,1,9,91832,256,240,1,2395,1762,510,256,16,15,19451,20690,1,20.883793,0.12313,0.015624,0.044631,0.041842,0,5.712762,0.041842,0.044631,11.555118,100,100,0.123381,2395,2.674532,1.494118,1.984375,4,2,762,508,64,30,0,208,36,4.251099,2.834066,0.290101,0.05021,321,321,860,829,2600,0,0,0,0,0,120,1,1,1,2081,1480,0,7019,2018,5192,2844,0,0,0.01106,0,0.106981
"26",256,0,2.1e-05,1,1,16,1,32,1,9,98036,256,240,1,2395,1762,510,256,16,15,19451,19450,1,21.189137,0.123143,0.015624,0.04425,0.041484,0,0,0.041484,0.04425,11.555118,100,100,0.123387,2395,2.67467,1.494118,1.984375,4,2,762,508,64,30,0,80,36,4.214805,2.80987,0.110625,0.049781,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0,0,0.01036,0,0.106987
"29",256,0,2.1e-05,1,1,16,1,32,1,9,97044,256,240,1,2395,1762,510,256,16,15,20658,19472,1,21.173336,0.115936,0.015626,0.045119,0.042299,0,0,0.042299,0.045119,11.555118,100,100,0.123387,2395,2.67467,1.494118,1.984375,4,2,762,508,64,30,0,72,36,4.297558,2.865039,0.101517,0.050759,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0,0,0.010466,0,0.106987
