"","name","input.size.1","input.size.2","start","duration","size","throughput","device","context","stream"
"11089","[CUDA memcpy HtoD]",5632,0,0.346062,0.038828,121,3.043286,"GeForce GTX 750 (0)",1,7
"12144","[CUDA memcpy DtoH]",5632,0,1.372354,0.03694,121,3.198854,"GeForce GTX 750 (0)",1,7
"12145","[CUDA memcpy HtoD]",5888,0,0.368366,0.042997,132.25,3.003731,"GeForce GTX 750 (0)",1,7
"13248","[CUDA memcpy DtoH]",5888,0,1.529048,0.040869,132.25,3.160091,"GeForce GTX 750 (0)",1,7
"13249","[CUDA memcpy HtoD]",6144,0,0.370758,0.04614,144,3.047781,"GeForce GTX 750 (0)",1,7
"14400","[CUDA memcpy DtoH]",6144,0,1.680167,0.043916,144,3.202158,"GeForce GTX 750 (0)",1,7
"14401","[CUDA memcpy HtoD]",6400,0,0.387031,0.049834,156.25,3.061941,"GeForce GTX 750 (0)",1,7
"15600","[CUDA memcpy DtoH]",6400,0,1.862088,0.048505,156.25,3.145829,"GeForce GTX 750 (0)",1,7
"15601","[CUDA memcpy HtoD]",6656,0,0.396294,0.054767,169,3.013482,"GeForce GTX 750 (0)",1,7
"16848","[CUDA memcpy DtoH]",6656,0,2.050759,0.05234,169,3.153241,"GeForce GTX 750 (0)",1,7
"16849","[CUDA memcpy HtoD]",6912,0,0.41449,0.058419,182.25,3.04656,"GeForce GTX 750 (0)",1,7
"18144","[CUDA memcpy DtoH]",6912,0,2.292606,0.056032,182.25,3.176382,"GeForce GTX 750 (0)",1,7
"18145","[CUDA memcpy HtoD]",7168,0,0.424089,0.063225,196,3.027392,"GeForce GTX 750 (0)",1,7
"19488","[CUDA memcpy DtoH]",7168,0,2.494831,0.060227,196,3.178096,"GeForce GTX 750 (0)",1,7
"19489","[CUDA memcpy HtoD]",7424,0,0.433831,0.067109,210.25,3.05954,"GeForce GTX 750 (0)",1,7
"20880","[CUDA memcpy DtoH]",7424,0,2.720082,0.064436,210.25,3.186454,"GeForce GTX 750 (0)",1,7
"20881","[CUDA memcpy HtoD]",7680,0,0.461139,0.072041,225,3.050024,"GeForce GTX 750 (0)",1,7
"22320","[CUDA memcpy DtoH]",7680,0,2.981389,0.069352,225,3.168292,"GeForce GTX 750 (0)",1,7
"22321","[CUDA memcpy HtoD]",7936,0,0.464567,0.076563,240.25,3.064382,"GeForce GTX 750 (0)",1,7
"23808","[CUDA memcpy DtoH]",7936,0,3.238198,0.074109,240.25,3.165886,"GeForce GTX 750 (0)",1,7
"23809","[CUDA memcpy HtoD]",8192,0,0.47806,0.081922,256,3.051701,"GeForce GTX 750 (0)",1,7
"25344","[CUDA memcpy DtoH]",8192,0,3.498025,0.078535,256,3.183292,"GeForce GTX 750 (0)",1,7
