"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","device","kernel","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","system_memory_write_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","system_memory_write_throughput","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","system_memory_utilization","control.flow_function_unit_utilization","texture_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"52275",3584,0,0.002420663,896,896,4,4,14,0,1,4,1,4,17990410,1783320,594440,802816,9332518,5740683,2122496,0,0,112326,37442,17962112,180858740,802816,99.842705,0.519567,0.15711,1.584687,0.001030361328125,0.00277596484375,0.003087521484375,0.00308975390625,0.0059372705078125,0,26.064942,33.347695,0.55593,11.624728,10.944118,0,0,3.193927,0,0,358761,167307,9,200190,428303,222828,0,0,6.081668,3.164036,0.130861,1132757,2100484,623166,279633,1188880,0,0,0,0,0,0,1,1,1,1,0,7863179,594440,0,68568934,13437956,2377760,60848914,0,0,0.017209,0,0.4785
"17815",2048,0,0.000705501,512,512,4,4,14,0,1,4,0,0,5074040,316872,105624,262144,2810142,1669321,626074,0,0,20169,6723,5047994,45699816,262144,99.452488,0.556876,0.141454,0.941123,0.0006108369140625,0.0006825478515625,0.0018314462890625,0.0018325107421875,0.0035376064453125,0,25.979873,33.333333,0.578938,10.719841,11.371766,0,0,3.188755,0,0,64314,29889,1,14753,76568,39610,0,0,3.627436,1.876538,0.048512,330304,633800,107833,50058,211248,0,0,0,0,0,0,1,1,1,1,0,2295395,105624,0,20349316,4299280,422496,18979444,0,0,0.010842,0,0.496775
"24045",2560,0,0.007401345,640,640,4,4,14,0,1,4,0,0,63337086,12954249,4318083,409600,12512880,9943208,3742053,0,0,812760,270920,63308844,965128792,409600,99.95541,0.197648,0.238923,3.273451,0.002129787109375,0.010398876953125,0.006386408203125,0.0063873125,0.012257546875,0,26.079687,33.344023,0.275275,30.549023,5.404166,0,0,3.198815,0,0,2599869,1213552,5,2635429,3106551,1618763,0,0,12.552019,6.540612,0.020687,1972393,2566400,4558954,2028603,8636166,0,0,0,0,0,0,1,1,1,1,0,13685261,4318083,0,106918312,10867529,17272332,50804003,0,0,0.035508,0,0.222617
"36189",3072,0,0.007673505,768,768,4,4,14,0,1,4,0,0,65286970,10807209,3602403,589824,13283666,10213641,3733436,0,0,678300,226100,65220672,976328948,589824,99.956768,0.203554,0.233795,2.645652,0.001721220703125,0.00808826953125,0.00516478125,0.0051654765625,0.00991152734375,0,26.067065,33.32162,0.270929,22.521406,5.342992,0,0,3.200102,0,0,2170629,1013532,1,2116028,2593091,1351381,0,0,10.14967,5.289468,0.004007339,2014316,2811748,4059260,1731132,7204806,0,0,0,0,0,0,1,1,1,1,0,13947077,3602403,0,109250460,13035793,14409612,62438191,0,0,0.028739,0,0.222394
"2913",768,0,9.5904e-05,192,192,4,4,14,0,1,4,0,0,717834,22185,7395,36864,373268,216765,82601,0,0,1518,506,683742,5985174,36864,96.04839,0.541386,0.136423,0.511079,0.00032766796875,0.0003498671875,0.0008936318359375,0.000975515625,0.00192586328125,0,25.9157,33.589208,0.554003,10.125543,10.854964,0,0,3.009881,0,0,4569,2064,5,987,5567,2757,0,0,2.020724,1.000743,1.85847,43034,84112,7671,3582,14790,0,0,0,0,0,0,1,1,1,1,0,299366,7395,0,2665296,597049,29580,2570011,0,0,0.005366,0,0.471907
"63657",4096,0,0.012512,1024,1024,4,4,14,0,1,4,1,0,106382380,27361197,9120399,1048576,28540194,21409856,8275460,0,0,1712340,570780,106398073,1586252382,1048576,99.972992,0.268352,0.232713,4.105124,0.002672017578125,0.0106902724609375,0.0053438876953125,0.0053449189453125,0.0120320380859375,0,33.318631,49.991729,0.35693,27.21805,6.977973,0,0,2.99785,0,0,5133338,2280194,1,4561140,5133687,2280478,0,0,12.320965,5.473199,0.002457619,4376438,5923492,8859234,3992534,18240798,0,0,0,0,0,0,1,1,1,1,0,29685316,9120399,0,240985150,25891577,36481596,122450153,0,0,0.044652,0,0.290694
"50179",3584,0,0.005659212,896,896,4,4,14,0,1,4,1,0,44890158,9926280,3308760,802816,15054074,10860175,3971016,0,0,622440,207480,44854264,620249068,802816,99.93665,0.335566,0.216214,3.320263,0.0021604423828125,0.0105000419921875,0.00647894921875,0.006480140625,0.0124338232421875,0,26.077613,33.339433,0.419115,18.751587,8.264948,0,0,3.199468,0,0,1991477,929509,5,2010128,2380467,1240559,0,0,12.732962,6.635669,0.027386,2137032,3249092,3520404,1552129,6617520,0,0,0,0,0,0,1,1,1,1,0,14831191,3308760,0,120542398,16150180,13235040,77546698,0,0,0.03839,0,0.351825
"57427",3840,0,0.006546409,960,960,4,4,14,0,1,4,0,5,54419514,12448104,4149368,921600,17952166,12991207,4726350,0,0,780297,260099,54498660,757521238,921600,99.947282,0.330059,0.217992,3.65717,0.002379802734375,0.0101340703125,0.007138755859375,0.0071394072265625,0.0136996279296875,0,26.069724,33.333333,0.412641,19.479347,8.143633,0,0,3.203523,0,0,2499699,1167137,9,2208691,2985900,1556018,0,0,14.028917,7.310777,0.0433,2505769,3858840,4328575,1947485,8298736,0,0,0,0,0,0,1,1,1,1,0,17717557,4149368,0,144659316,18890896,16597472,90737892,0,0,0.039712,0,0.34601
"42763",3328,0,0.003857554,832,832,4,4,14,0,1,4,0,1,31857976,11302440,3767480,692224,14718486,10926400,3990192,0,0,708585,236195,31828936,426746072,692224,99.908845,0.462425,0.208925,5.659338,0.003682568359375,0.0145931171875,0.0110444375,0.0110477060546875,0.021200369140625,0,26.068873,33.333333,0.594012,21.262606,11.716219,0,0,3.203285,0,0,2269800,1059725,5,1866200,2711250,1412814,0,0,21.709979,11.312923,0.040998,2118670,3134328,3974326,1768310,7534960,0,0,0,0,0,0,1,2,1,1,0,14916592,3767480,0,120166036,14839184,15069920,71208196,0,0,0.061593,0,0.505266
"16859",2048,0,0.001126491,512,512,4,4,14,0,1,4,0,0,8700544,1934424,644808,262144,4052118,2753528,1002436,0,0,121806,40602,8700008,106324188,262144,99.66201,0.467311,0.191433,3.338575,0.0021708486328125,0.0058864833984375,0.0064976533203125,0.006509853515625,0.012508056640625,0,26.065817,33.347124,0.548763,15.457603,10.828926,0,0,3.194498,0,0,389109,181478,9,218558,464479,241704,0,0,12.81018,6.666118,0.254174,536385,891716,670363,303284,1289616,0,0,0,0,0,0,1,1,1,1,0,3755964,644808,0,31369606,4837508,2579232,22995122,0,0,0.0386,0,0.470354
