"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"9320",79,0,0.039197,51,1,256,1,31,11872,5,406459547,987003867,28792458,408,292754025,205032364,114853776,36190467,5151,40066008,923406,256126998,7633499976,51,62.990425,1.142894,0.491526,69.298313,2.752643,3.297138,4.384059,5.102178,100.171523,37.356943,69.179654,53.950346,1.696393,717534.375,31.207846,1.005931,1,1.650406,4.657462,36405126,5151,65996564,4300728,4310980,130991788,6678528,222.747912,32.273243,100.185573,5.107894,59258493,28259406,114652349,77185032,1883792253,97165455,0,0,0,0,13232715,2,1,1,319606533,1010953824,0,3304670544,495940677,1887066563,109551833,0,0,1.206937,0,2.988864
"16413",104,0,0.039076,51,1,256,1,31,11872,5,416622264,987003867,28792458,408,292754025,204688015,114858376,36190467,5151,40066008,923406,242547793,7606003518,51,58.22163,1.14153,0.463405,69.30833,2.753041,3.303427,4.363395,5.102916,100.18602,37.356943,69.179643,53.950346,1.790885,717534.375,32.934198,1.005931,1,1.650406,4.657462,36405126,5151,65996571,4300728,4318578,130993083,6678336,222.780112,32.277908,100.201046,5.108485,59327687,28259406,114841843,77185032,1883792253,97165455,0,0,0,0,13232715,2,1,1,319374329,1010953824,0,3304670544,495940677,1887066574,109551844,0,0,1.177496,0,3.18836
"16551",104,0,0.039094,51,1,256,1,31,11872,5,415580520,987003867,28792458,408,292754025,204476482,114862335,36190467,5151,40066008,923406,242332250,7626841176,51,58.311744,1.207402,0.491489,69.024255,2.741757,3.278346,4.365261,5.082001,99.775385,37.356943,69.179643,53.950346,1.79176,717534.375,32.944317,1.005931,1,1.650406,4.657462,36405126,5151,65996571,4300728,4303428,130995626,6678372,221.866999,32.14561,99.792287,5.087575,59326726,28259406,114933847,77185032,1883792253,97165455,0,0,0,0,13232715,2,1,1,319864430,1010953824,0,3304670605,495940677,1887066577,109551847,0,0,1.180447,0,3.189689
"9473",79,0,0.039187,51,1,256,1,31,11872,5,414217468,987003867,28792458,408,292754025,204691469,114859533,36190467,5151,40066008,923406,242252343,7609442820,51,58.484338,1.210374,0.491436,69.177136,2.74783,3.284177,4.389039,5.093257,99.996376,37.356945,69.179643,53.950346,1.793215,717534.375,32.977081,1.005931,1,1.650406,4.657462,36405126,5151,65996571,4300728,4301556,130993807,6678572,222.358408,32.216808,100.011927,5.098996,59321352,28259406,114782270,77185032,1883792253,97165455,0,0,0,0,13232715,2,1,1,319737928,1010953824,0,3304670572,495940677,1887066623,109551893,0,0,1.184332,0,3.203241
"8446",75,0,0.039143,51,1,256,1,31,11872,5,416480432,987003867,28792458,408,292754085,205113706,114847019,36190467,5151,40066008,923406,242632336,7609978284,51,58.2578,1.209988,0.491453,69.108902,2.745119,3.285861,4.378643,5.088233,99.897743,37.356944,69.179644,53.950346,1.792044,717534.522059,32.967651,1.005931,1,1.650406,4.657462,36405126,5151,65996584,4300728,4308010,130991805,6678406,222.139084,32.185032,99.911753,5.09384,59325467,28259426,115645644,77185032,1883792225,97165455,0,0,0,0,13232713,2,1,1,320184571,1010953816,0,3304670549,495940687,1887066590,109551862,0,0,1.177897,0,3.203298
"10073",82,0,0.039199,51,1,256,1,31,11872,5,416653125,987003867,28792458,408,292754025,205180118,114860690,36190467,5151,40066008,923406,242963035,7623429670,51,58.313024,1.207933,0.491485,69.133431,2.746093,3.308636,4.38856,5.090039,99.933183,37.356944,69.179654,53.950346,1.78999,717534.375,32.931018,1.005931,1,1.650406,4.657462,36405126,5151,65996564,4300728,4336331,130993569,6678171,222.217926,32.196455,99.948559,5.095468,59327150,28259406,115114075,77185032,1883792253,97165455,0,0,0,0,13232715,2,1,1,319874495,1010953824,0,3304670585,495940677,1887066595,109551865,0,0,1.177408,0,3.193274
"8048",73,0,0.039178,51,1,256,1,31,11872,5,413991859,987003867,28792458,408,292754025,205081920,114678985,36190467,5151,40066008,923406,241410503,7581610082,51,58.246962,1.214458,0.491429,68.418983,2.717714,3.265695,4.309388,5.037437,98.900456,37.356947,69.179643,53.950346,1.800784,717534.375,33.116456,1.005931,1,1.650406,4.657462,36405126,5151,65996571,4300728,4324745,130996308,6677577,219.921452,31.863726,98.917726,5.042361,59291013,28259406,115335168,77185032,1883792253,97165455,0,0,0,0,13232715,2,1,1,319425014,1010953824,0,3304670706,495940677,1887066676,109551946,0,0,1.184977,0,3.23884
"10515",83,0,0.0391,51,1,256,1,31,11872,5,414751327,987003867,28792458,408,292754025,204761013,114848458,36190467,5151,40066008,923406,242371190,7623340002,51,58.40824,1.207697,0.491456,69.071308,2.743626,3.27787,4.3794,5.085465,99.843392,37.356944,69.179648,53.950346,1.793436,717534.375,32.983576,1.005931,1,1.650406,4.657462,36405126,5151,65996567,4300728,4299873,130994616,6678382,222.018242,32.167523,99.859544,5.09105,59324839,28259406,115389536,77185032,1883792253,97165455,0,0,0,0,13232715,2,1,1,319890509,1010953824,0,3304670715,495940677,1887066596,109551866,0,0,1.182807,0,3.206698
"965",31,0,0.044392,51,1,256,1,31,11872,5,415009157,987003867,28792458,408,292754025,204877985,114854675,36190467,5151,40066008,923406,242533595,7608087144,51,58.436925,1.141367,0.463466,69.211273,2.749186,3.298424,4.391151,5.09577,100.045723,37.356942,69.179642,53.950346,1.792125,717534.375,32.962892,1.005931,1,1.650407,4.657462,36405126,5151,65996589,4300728,4318085,130990327,6678456,222.468136,32.232707,100.058622,5.101423,59324214,28259406,115332200,77185032,1883792253,97165455,0,0,0,0,13232715,2,1,1,319764564,1010953824,0,3304670568,495940677,1887066546,109551816,0,0,1.182072,0,3.199437
"3936",53,0,0.039269,51,1,256,1,31,11872,5,406066302,987003867,28792458,408,292754055,205413299,114711030,36190467,5151,40066008,923406,256602331,7622552354,51,63.192225,1.208131,0.491509,69.219922,2.749529,3.297806,4.410475,5.096407,100.058207,37.356941,69.179654,53.950346,1.694588,717534.448529,31.188759,1.005931,1,1.650406,4.657462,36405126,5151,65996564,4300728,4316737,130993924,6678064,222.495938,32.236734,100.073874,5.101761,59319009,28259416,115065422,77185032,1883792239,97165455,0,0,0,0,13232714,2,1,1,319777241,1010953820,0,3304670480,495940682,1887066534,109551805,0,0,1.208105,0,2.990978
