"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","device","kernel","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","system_memory_write_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","system_memory_write_throughput","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","system_memory_utilization","control.flow_function_unit_utilization","texture_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"83",16384,0,5.376e-05,1,1024,16,16,19,1.0625,10,1,5,0,782693,278528,278528,8192,2208768,1883870,163648,55296,39936,16384,16384,731057,44560278,1024,93.344219,3.016672,0.94432,19.722817,0.0192605634765625,0.0022543310546875,0.01774974609375,0.0271913828125,0.028324357421875,59.677419,68,70.833333,3.02589,269.625,70.048608,1,1,5.75,55296,39936,94208,49152,5,4075,51271,49158,125.297893,90.492923,29.044363,27.847375,2.900414,130048,130048,283648,218112,1556480,245760,0,0,0,0,2097152,2,1,1,1,1,2047616,6799360,0,31752192,3145728,2375680,7340032,0,0,0.776805,0,5.034321
"123",20480,0,6.6239e-05,1,1280,16,16,19,1.0625,10,1,4,1,973264,348160,348160,10240,2760960,2354752,204352,69120,49920,20480,20480,922595,56206420,1280,94.230281,3.014566,0.949749,19.851186,0.019385923828125,0.014772412109375,0.020895548828125,0.0273683623046875,0.0285087109375,59.677419,68,70.833333,2.988825,269.625,69.195194,1,1,5.75,69120,49920,117760,61440,5,33163,64327,61446,126.113415,91.081911,29.342078,28.02794,2.335433,162560,162560,354560,272640,1945600,307200,0,0,0,0,2621440,2,2,1,1,1,2559104,8499200,0,39690240,3932160,2969600,9175040,0,0,0.780878,0,4.970358
"43",12288,0,4.1248e-05,1,768,16,16,19,1.0625,10,1,5,0,611538,208896,208896,6144,1656576,1413184,122944,41472,29952,12288,12288,557709,33067786,768,92.037368,2.849964,0.934399,19.306298,0.018853806640625,0.0001667900390625,0.0129764326171875,0.026617138671875,0.027726185546875,59.677419,68,70.833333,2.974799,269.625,68.858849,1,1,5.75,41472,29952,70656,36864,5,231,38471,36870,122.651773,88.581836,28.444109,27.260386,3.785548,97536,97536,212736,163584,1167360,184320,0,0,0,0,1572864,2,1,1,1,1,1536128,5099520,0,23814144,2359296,1781760,5505024,0,0,0.745661,0,4.939162
"543",63488,0,0.000199967,1,3968,16,16,19,1.0625,10,1,1,4,2848366,1079296,1079296,31744,8558976,7297888,631744,214272,154752,63488,63488,2799265,172883176,3968,98.317417,3.05758,0.965763,20.811568,0.020323796875,0.0212434833984375,0.0216773408203125,0.0286924189453125,0.0298879365234375,59.677419,68,70.833333,3.065761,269.625,70.988456,1,1,5.75,214272,154752,365056,190464,5,141017,198471,190470,132.214669,95.488372,30.6162,29.381963,808.767578,503936,503936,1099136,845184,6031360,952320,0,0,0,0,8126464,2,3,1,1,1,7929623,26347520,0,123039744,12189696,9205760,28442624,0,0,0.827141,0,5.111599
"173",25600,0,8.2848e-05,1,1600,16,16,19,1.0625,10,1,0,5,1200339,435200,435200,12800,3451200,2943136,255232,86400,62400,25600,25600,1149029,70201000,1600,95.601943,3.002169,0.954624,20.124706,0.019653033203125,0.0196129326171875,0.0215204326171875,0.027745458984375,0.02890151953125,59.677419,68,70.833333,3.02713,269.625,70.085386,1,1,5.75,86400,62400,147200,76800,5,54289,80327,76806,127.851075,92.336888,29.716126,28.41357,1.89409,203200,203200,443200,340800,2432000,384000,0,0,0,0,3276800,2,3,1,1,1,3198369,10624000,0,49612800,4915200,3712000,11468800,0,0,0.791443,0,5.034448
"383",47104,0,0.000149887,1,2944,16,16,19,1.0625,10,1,5,0,2135340,800768,800768,23552,6350208,5414753,468928,158976,114816,47104,47104,2084028,128090026,2944,97.554808,3.044116,0.963457,20.653821,0.0201697470703125,0.020884884765625,0.021557908203125,0.0284749365234375,0.0296613916015625,59.677419,68,70.833333,3.046841,269.625,70.548433,1,1,5.75,158976,114816,270848,141312,5,103645,147527,141318,131.212507,94.764588,30.440739,29.159573,1.056461,373888,373888,815488,627072,4474880,706560,0,0,0,0,6029312,2,3,1,1,1,5883776,19548160,0,91287552,9043968,6830080,21102592,0,0,0.818605,0,5.078814
"293",37888,0,0.00012112,1,2368,16,16,19,1.0625,10,1,0,5,1735336,644096,644096,18944,5107776,4355495,377344,127872,92352,37888,37888,1683065,103184748,2368,97.167951,3.048936,0.960685,20.500364,0.02001988671875,0.0206069658203125,0.0213459755859375,0.028263369140625,0.029441009765625,59.677419,68,70.833333,3.039122,269.625,70.367815,1,1,5.75,127872,92352,217856,113664,5,82873,118471,113670,130.237605,94.060493,30.165672,28.943218,1.303679,300736,300736,655936,504384,3599360,568320,0,0,0,0,4849664,2,3,1,1,1,4732928,15723520,0,73426944,7274496,5493760,16973824,0,0,0.810218,0,5.062967
"313",39936,0,0.000127488,1,2496,16,16,19,1.0625,10,1,5,0,1815416,678912,678912,19968,5383872,4590883,397696,134784,97344,39936,39936,1765303,108490048,2496,97.17756,3.037908,0.960946,20.555464,0.0200736953125,0.020646357421875,0.0214491728515625,0.0283393349609375,0.0295201396484375,59.677419,68,70.833333,3.052835,269.625,70.685718,1,1,5.75,134784,97344,229632,119808,5,87285,125127,119814,130.587653,94.313305,30.307828,29.020932,1.240149,316992,316992,691392,531648,3793920,599040,0,0,0,0,5111808,2,3,1,1,1,4988571,16573440,0,77395968,7667712,5790720,17891328,0,0,0.816342,0,5.088791
"163",24576,0,7.9008e-05,1,1536,16,16,19,1.0625,10,1,5,0,1152942,417792,417792,12288,3313152,2825437,245056,82944,59904,24576,24576,1102221,66778336,1536,95.842684,3.02328,0.953806,20.069587,0.0195992060546875,0.018972845703125,0.0214981796875,0.0276694677734375,0.0288223623046875,59.677419,68,70.833333,3.010066,269.625,69.689883,1,1,5.75,82944,59904,141312,73728,5,50555,77127,73734,127.500907,92.083988,29.639764,28.335841,1.967607,195072,195072,425472,327168,2334720,368640,0,0,0,0,3145728,2,2,1,1,1,3070592,10199040,0,47628288,4718592,3563520,11010048,0,0,0.79102,0,5.002355
"303",38912,0,0.000124736,1,2432,16,16,19,1.0625,10,1,4,1,1777222,661504,661504,19456,5245824,4473189,387520,131328,94848,38912,38912,1726113,106140252,2432,96.952931,3.03752,0.960795,20.496843,0.0200164482421875,0.02053762890625,0.021509064453125,0.0282585146484375,0.029435953125,59.677419,68,70.833333,3.039637,269.625,70.379995,1,1,5.75,131328,94848,223744,116736,5,84841,121671,116742,130.215238,94.044338,30.160016,28.938207,1.269154,308864,308864,673664,518016,3696640,583680,0,0,0,0,4980736,2,3,1,1,1,4860800,16148480,0,75411456,7471104,5642240,17432576,0,0,0.812504,0,5.058317
