"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"5",5,0,0.058872,125,1,128,1,64,7.03125,8,"240929716",782132,0,500,43175792,42041422,4429152,45940,107956,35152,237910072,7389130626,125,"98.310281",0.181451,0.485548,291.845133,125.661815,20.023526,385.388672,502.647261,1.055346,143.239921,27.005847,25,0.181618,86351.584,4.480781,1.043651,5.639182,18.186947,25,4622488,259064,1963390,878800,35008,1924693,878806,10.32783,592.707374,1.075065,502.650692,2353396,2353396,5087070,4646064,0,0,1142472000,153806000,109866000,439400000,0,1,1,1,42608855,21970000,703072000,77934508,57552580,115581532,81298664,0,0,"0.000000","59.274133",0.181866
"11",6,0,0.109021,216,1,128,1,64,7.03125,8,"445112980",1458176,0,864,80490400,78376461,8257536,85376,200928,65536,443232509,13946347146,216,"98.691754",0.181532,0.491713,299.759303,129.303478,27.016408,6.18327,517.213913,1.083806,143.263144,27.009776,25,0.181571,93160.185185,4.479656,1.043651,5.636432,18.182513,25,8617984,481216,3653376,1638400,85581,3574466,1638406,10.62713,607.645534,1.101949,517.215807,4386624,4386624,9482496,8661120,0,0,2129975296,286747648,204827648,819200000,0,1,1,1,79433676,40960000,1310775296,145235360,107281984,215469824,151542336,0,0,"0.000000","59.815580",0.181804
"17",7,0,0.175664,343,1,128,1,64,7.03125,8,"744465716",2441804,0,1372,134780736,131241989,13827744,142668,336092,109744,741749823,23527386858,343,"98.628937",0.181666,0.495519,302.886148,130.807681,35.321125,8.40743,523.230724,1.095007,143.278367,27.012359,25,0.181698,98236.688047,4.482803,1.043651,5.63462,18.1796,25,14431336,803880,6110018,2743600,185209,5996495,2743606,10.750756,613.230376,1.116786,523.231869,7344620,7344620,15877218,14502672,0,0,3566767808,480173904,342993904,1371800000,0,1,1,1,133011606,68590000,2194967808,243136644,179631772,360799908,253736440,0,0,"0.000000","59.888047",0.18193
"23",8,0,0.260257,512,1,128,1,64,7.03125,8,"1155370996",3790688,0,2048,209229536,203737304,21466368,221152,521344,170368,1151750011,36607649892,512,"99.558256",0.181659,0.496634,267.710331,115.713339,34.187489,7.041582,462.853358,990.999122,143.289105,27.014185,25,0.181677,102162.859375,4.482309,1.043651,5.633338,18.177541,25,22403392,1245824,9476752,4259200,314595,9317824,4259206,9.51019,541.541907,0.988849,462.854011,11400736,11400736,24646032,22513152,0,0,5537091072,745425536,532465536,2129600000,0,1,1,1,206483656,106480000,3407491072,377373184,278842528,560091424,393870464,0,0,"0.000000","59.905986",0.181905
"29",9,0,0.387404,729,1,128,1,64,7.03125,8,"1693061688",5562500,0,2916,307019536,298961719,31500000,324164,764580,250000,1689707779,53893482972,729,"99.904237",0.181699,0.498362,298.045909,128.905757,36.000139,7.175574,515.623029,1.077382,143.297081,27.015542,25,0.1817,105287.906722,4.482889,1.043651,5.632384,18.17601,25,32875000,1825816,13897014,6250000,436367,13641969,6250006,10.594442,602.516976,1.09908,515.623524,16728324,16728324,36163734,33034992,0,0,8125186624,1093843312,781343312,3.125e+09,0,1,1,1,302990865,156250000,5000186624,553679804,409154836,821864012,577933896,0,0,"0.000000","59.988855",0.181921
"35",10,0,0.540748,1000,1,128,1,64,7.03125,8,"2377021972",7814912,0,4000,431333472,420014543,44255232,455040,1073696,351232,2374059629,75717109820,1000,"99.894650",0.181694,0.49835,303.659698,131.396994,35.725951,6.96179,525.587976,1.097632,143.303236,27.016591,25,0.181686,107833.368,4.482556,1.043651,5.631646,18.174828,25,46187008,2562624,19514240,8780800,596860,19128216,8780806,10.79919,613.558839,1.118113,525.588336,23500736,23500736,50805120,46410624,0,0,11415296000,1536768000,1097728000,4390400000,0,1,1,1,425674265,219520000,7024896000,777791328,574809280,1154637312,811916224,0,0,"0.000000","60.029399",0.181899
"41",11,0,0.72131,1331,1,128,1,64,7.03125,8,"3228230932",10605596,0,5324,585354080,569995105,60058656,617116,1456588,476656,3221745539,102899714160,1331,"99.775396",0.181688,0.49903,303.63582,131.436982,35.778204,6.57657,525.747931,1.097511,143.308129,27.017426,25,0.181686,109946.296018,4.482555,1.043651,5.631058,18.173887,25,62680264,3475016,26471866,11916400,810935,25951471,11916406,10.802477,613.266582,1.118136,525.748196,31891324,31891324,68944986,62982480,0,0,15491660736,2085540368,1489720368,5958200000,0,1,1,1,577674841,297910000,9533460736,1055442580,780046444,1566930964,1101806936,0,0,"0.000000","59.985101",0.181897
"47",12,0,0.94236,1728,1,128,1,64,7.03125,8,"4252341208",13992224,0,6912,772264096,752002696,79236864,813728,1921152,628864,4250641838,135823729762,1728,"99.828242",0.181688,0.49929,303.611065,131.467244,40.824553,6.463717,525.868979,1.097394,143.312111,27.018106,25,0.181682,111728.023148,4.482462,1.043651,5.630579,18.173121,25,82695616,4581760,34913328,15721600,1220508,34237952,15721606,10.804964,613.017875,1.118378,525.86918,42073440,42073440,90958128,83092992,0,0,20438522368,2751501184,1965421184,7860800000,0,1,1,1,762133646,393040000,12577722368,1392368384,1029106912,2067264608,1453595520,0,0,"0.000000","60.080205",0.181862
"53",13,0,1.204063,2197,1,128,1,64,7.03125,8,"5480068372",18032468,0,8788,995246256,969136663,102116448,1048212,2475284,810448,5477616772,175080900370,2197,"99.947069",0.181693,0.499418,301.443995,130.562649,47.279026,6.210882,522.250598,1.089539,143.315415,27.01867,25,0.181693,113250.598088,4.482736,1.043651,5.630182,18.172485,25,106573912,5901624,44982062,20261200,1834234,44102541,20261206,10.730618,608.478602,1.110139,522.250752,54220436,54220436,117219342,107084592,0,0,26340122432,3545991216,2532931216,10130600000,0,1,1,1,982191705,506530000,16209522432,1794303564,1326231268,2664157884,1873271464,0,0,"0.000000","60.081646",0.181822
"59",14,0,1.512764,2744,1,128,1,64,7.03125,8,"6924812856",22784000,0,10976,1257483296,1224496266,129024000,1323904,3126880,1024000,6920927259,221272364228,2744,"99.938670",0.181693,0.499555,301.184384,130.478662,47.746566,6.052762,521.914647,1.088581,143.3182,27.019146,25,0.181693,114566.626822,4.482752,1.043651,5.629846,18.171949,25,134656000,7453376,56821504,25600000,2341977,55716224,25600006,10.723715,607.81658,1.10928,521.91477,68505664,68505664,148103424,135299712,0,0,33280702464,4480351232,3200351232,1.28e+10,0,1,1,1,1240990030,6.4e+08,20480702464,2266982944,1675660096,3366130432,2366824256,0,0,"0.000000","60.075094",0.181781
