"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","device","kernel","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","system_memory_write_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","system_memory_write_throughput","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","system_memory_utilization","control.flow_function_unit_utilization","texture_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"243",32768,0,0.000102305,1,2048,16,16,11,1.0625,1,1,4,5,813120,557056,557056,16384,2080768,1610579,278528,196608,114688,32768,32768,783304,47746704,2048,96.333137,2.656399,0.950374,20.815023,0.0203271708984375,0.0214668369140625,0.021681984375,0.028697181640625,0.0298928974609375,20.882389,68,70.833333,2.767297,127,60.292907,1,1.00075,1.53125,196608,114774,50176,49152,9,73536,102466,98308,470.174629,274.474197,30.630057,29.38711,2.754929,180273,65536,446098,392099,1015808,491520,0,0,0,0,0,5,3,1,2,0,1889107,1015808,0,21987328,1015808,5275648,9502720,0,0,0.325331,0,5.333619
"23",10240,0,3.376e-05,1,640,16,16,11,1.0625,1,1,1,1,283132,174080,174080,5120,650240,504146,87040,61440,35840,10240,10240,253948,15101926,640,89.605555,2.563007,0.930758,19.353543,0.0188999443359375,0.0192890615234375,0.02022450390625,0.026682275390625,0.0277940361328125,20.839316,68,70.833333,2.673318,127,58.255946,1,1.006362,1.53125,61440,36068,15680,15360,6,22208,32132,30725,437.162394,256.633679,28.578495,27.327097,5.464529,56427,20480,139449,122582,317440,153600,0,0,0,0,0,4,3,1,2,0,591186,317440,0,6871040,317440,1648640,2969600,0,0,0.291972,0,5.345236
"173",25600,0,8.0896e-05,1,1600,16,16,11,1.0625,1,1,0,0,646914,435200,435200,12800,1625600,1258530,217600,153600,89600,25600,25600,612284,37560994,1600,95.492137,2.631477,0.948127,20.626806,0.020143365234375,0.0212660615234375,0.0215023017578125,0.0284376923828125,0.029622595703125,20.859853,68,70.833333,2.741764,127,59.737969,1,1.003683,1.53125,153600,89930,39200,38400,0,57432,80170,76811,465.923151,272.789512,30.397997,29.124368,0,140902,51200,348662,306278,793600,384000,0,0,0,0,0,5,3,0,2,0,1476130,793600,0,17177600,793600,4121600,7424000,0,0,0.319465,0,5.31152
"383",47104,0,0.000145377,1,2944,16,16,11,1.0625,1,1,0,0,1153816,800768,800768,23552,2991104,2314439,400384,282624,164864,47104,47104,1124841,68321426,2944,97.488768,2.659135,0.953166,21.053661,0.0205602158203125,0.0217712841796875,0.0219315,0.0290261875,0.0302356123046875,20.883211,68,70.833333,2.769464,127,60.337928,1,1.000643,1.53125,282624,164970,72128,70656,1,105992,147392,141318,475.565054,277.591312,31.001651,29.724078,0.215383,259143,94208,641299,563717,1460224,706560,0,0,0,0,0,5,3,1,2,0,2714823,1460224,0,31606784,1460224,7583744,13660160,0,0,0.329573,0,5.351387
"413",50176,0,0.000154753,1,3136,16,16,11,1.0625,1,1,4,0,1226126,852992,852992,25088,3186176,2465044,426496,301056,175616,50176,50176,1197918,73025846,3136,97.699421,2.659761,0.953708,21.07987,0.020585810546875,0.0218029189453125,0.0219647109375,0.0290623203125,0.0302732509765625,20.881018,68,70.833333,2.769836,127,60.345115,1,1.000928,1.53125,301056,175779,76832,75264,8,112928,156912,150529,476.15706,278.01609,31.021951,29.760014,1.619581,276055,100352,682771,600250,1555456,752640,0,0,0,0,0,5,3,1,2,0,2891540,1555456,0,33668096,1555456,8078336,14551040,0,0,0.330363,0,5.354138
"113",19456,0,6.192e-05,1,1216,16,16,11,1.0625,1,1,4,0,500304,330752,330752,9728,1235456,956720,165376,116736,68096,19456,19456,471520,28511670,1216,94.269284,2.619528,0.943168,20.316035,0.0198398779296875,0.020743958984375,0.0211700869140625,0.0280092392578125,0.029176291015625,20.868851,68,70.833333,2.729817,127,59.479299,1,1.002511,1.53125,116736,68267,29792,29184,5,43228,60938,58377,458.903383,268.365862,29.944334,28.685884,2.515917,107053,38912,265071,232914,603136,291840,0,0,0,0,0,4,3,1,2,0,1122096,603136,0,13054976,603136,3132416,5642240,0,0,0.313942,0,5.377448
"193",27648,0,8.6689e-05,1,1728,16,16,11,1.0625,1,1,4,0,694528,470016,470016,13824,1755648,1358910,235008,165888,96768,27648,27648,665675,40277802,1728,95.845668,2.637395,0.949406,20.67257,0.020188056640625,0.02129724609375,0.0215412119140625,0.0285007861328125,0.0296883193359375,20.871947,68,70.833333,2.747476,127,59.860968,1,1.002108,1.53125,165888,96972,42336,41472,8,61980,86520,82949,466.956886,272.965755,30.443062,29.186565,2.882449,152162,55296,376574,330937,857088,414720,0,0,0,0,0,5,3,1,2,0,1593918,857088,0,18551808,857088,4451328,8017920,0,0,0.321369,0,5.335611
"373",46080,0,0.000142785,1,2880,16,16,11,1.0625,1,1,0,0,1131602,783360,783360,23040,2926080,2264276,391680,276480,161280,46080,46080,1100186,66977884,2880,97.253982,2.658797,0.95286,21.045429,0.0205521767578125,0.0217628076171875,0.021923791015625,0.029014837890625,0.0302237900390625,20.885868,68,70.833333,2.769249,127,60.333676,1,1.000298,1.53125,276480,161328,70560,69120,0,103688,144182,138245,475.379109,277.387011,30.988277,29.712269,0,253508,92160,627131,551452,1428480,691200,0,0,0,0,0,5,3,0,2,0,2655956,1428480,0,30919680,1428480,7418880,13363200,0,0,0.328737,0,5.36464
"83",16384,0,5.2801e-05,1,1024,16,16,11,1.0625,1,1,0,0,427308,278528,278528,8192,1040384,805884,139264,98304,57344,16384,16384,396354,23869398,1024,93.324955,2.608884,0.940975,20.137752,0.0196657734375,0.0203390732421875,0.0210151962890625,0.0277634443359375,0.0289202548828125,20.862557,68,70.833333,2.71929,127,59.251727,1,1.003331,1.53125,98304,57535,25088,24576,1,36008,51270,49157,454.876274,266.228296,29.654829,28.432659,0.592286,90173,32768,223096,196149,507904,245760,0,0,0,0,0,4,3,1,2,0,945148,507904,0,10993664,507904,2637824,4751360,0,0,0.309535,0,5.425234
"473",56320,0,0.000173569,1,3520,16,16,11,1.0625,1,1,0,0,1371584,957440,957440,28160,3576320,2766814,478720,337920,197120,56320,56320,1342050,81887832,3520,97.846723,2.664819,0.954688,21.148405,0.0206527392578125,0.0218731279296875,0.02202153515625,0.02915680859375,0.03037167578125,20.884138,68,70.833333,2.775049,127,60.458515,1,1.000523,1.53125,337920,197223,86240,84480,0,126752,176066,168966,477.705148,278.806943,31.112258,29.857632,0,309751,112640,766464,673849,1745920,844800,0,0,0,0,0,5,3,0,2,0,3245534,1745920,0,37790720,1745920,9067520,16332800,0,0,0.33149,0,5.364365
