"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","device","kernel","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","system_memory_write_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","system_memory_write_throughput","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","system_memory_utilization","control.flow_function_unit_utilization","texture_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"493",58368,0,0.000156,1,3648,16,16,18,1.0625,9,1,0,5,2634620,992256,992256,29184,7784832,6743552,521664,196992,142272,58368,58368,2568460,158656734,3648,97.444514,3.030934,0.962805,24.64771,0.024070029296875,0.024956703125,0.0256006044921875,0.033981216796875,0.0353971015625,59.677419,68,70.833333,3.031304,266.75,70.705552,1,1,5.75,196992,142272,335616,175104,5,128601,182471,175110,156.585449,113.089491,36.260741,34.797959,1.017448,463296,463296,1010496,777024,5544960,875520,0,0,0,0,7471104,2,3,1,1,1,7264970,24222720,0,111307776,11206656,8463360,26148864,0,0,0.82213,0,5.091843
"503",59392,0,0.000159,1,3712,16,16,18,1.0625,9,1,1,4,2683796,1009664,1009664,29696,7921408,6861567,530816,200448,144768,59392,59392,2612101,161334168,3712,97.357315,3.021432,0.962937,24.647398,0.024069724609375,0.02500746875,0.02569690234375,0.033980787109375,0.0353966533203125,59.677419,68,70.833333,3.023229,266.75,70.517338,1,1,5.75,200448,144768,341504,178176,5,131125,185895,178182,156.583469,113.088061,36.303784,34.797498,0.999894,471424,471424,1028224,790656,5642240,890880,0,0,0,0,7602176,2,3,1,1,1,7392401,24647680,0,113260544,11403264,8611840,26607616,0,0,0.821225,0,5.077903
"93",17408,0,4.9e-05,1,1088,16,16,18,1.0625,9,1,1,4,864036,295936,295936,8704,2321792,2012424,155584,58752,42432,17408,17408,793669,47206434,1088,92.258891,2.968531,0.938756,23.099516,0.02255812109375,0.0021959287109375,0.0197901904296875,0.031846759765625,0.0331737080078125,59.677419,68,70.833333,2.974514,266.75,69.383627,1,1,5.75,58752,42432,100096,52224,5,3601,54471,52230,146.749868,105.986015,34.014212,32.614828,3.197165,138176,138176,301376,231744,1653760,261120,0,0,0,0,2228224,2,2,1,1,1,2168256,7224320,0,33197056,3342336,2524160,7798784,0,0,0.747654,0,4.979207
"73",15360,0,4.4e-05,1,960,16,16,18,1.0625,9,1,1,4,768888,261120,261120,7680,2048640,1775871,137280,51840,37440,15360,15360,699230,42083748,960,91.353955,2.95971,0.935913,22.855379,0.0223197060546875,0.0065229072265625,0.0179501318359375,0.031510173828125,0.03282309765625,59.677419,68,70.833333,2.965778,266.75,69.180337,1,1,5.75,51840,37440,88320,46080,5,9539,48071,46086,145.198881,104.865858,33.660568,32.270619,3.585157,121920,121920,265920,204480,1459200,230400,0,0,0,0,1966080,2,2,1,1,1,1913149,6374400,0,29291520,2949120,2227200,6881280,0,0,0.74133,0,4.960895
"533",62464,0,0.000167,1,3904,16,16,18,1.0625,9,1,0,5,2812464,1061888,1061888,31232,8331136,7216640,558272,210816,152256,62464,62464,2744983,169401432,3904,97.647544,3.023023,0.963437,24.681123,0.0241026591796875,0.025080486328125,0.0256584658203125,0.0340272841796875,0.0354450869140625,59.677419,68,70.833333,3.033092,266.75,70.747179,1,1,5.75,210816,152256,359168,187392,5,138121,195495,187398,156.797724,113.242801,36.350622,34.845054,974.868164,495808,495808,1081408,831552,5934080,936960,0,0,0,0,7995392,2,3,1,1,1,7774665,25922560,0,119118848,11993088,9057280,27983872,0,0,0.824188,0,5.097361
"393",48128,0,0.000129,1,3008,16,16,18,1.0625,9,1,1,4,2188240,818176,818176,24064,6419072,5560583,430144,162432,117312,48128,48128,2122083,131064540,3008,96.92475,3.011309,0.960603,24.483831,0.0239099912109375,0.0246864013671875,0.025496244140625,0.03375528125,0.0351617509765625,59.677419,68,70.833333,3.02574,266.75,70.576021,1,1,5.75,162432,117312,276736,144384,5,105593,150699,144390,155.544336,112.337576,36.077214,34.566844,1.225723,382016,382016,833216,640704,4572160,721920,0,0,0,0,6160384,2,3,1,1,1,5990724,19973120,0,91780096,9240576,6978560,21561344,0,0,0.816181,0,5.078607
"453",54272,0,0.000145,1,3392,16,16,18,1.0625,9,1,1,4,2462528,922624,922624,27136,7238528,6270213,485056,183168,132288,54272,54272,2398076,147183670,3392,97.242698,3.023822,0.962067,24.568904,0.0239930703125,0.024832935546875,0.0256519970703125,0.0338725693359375,0.0352839267578125,59.677419,68,70.833333,3.029074,266.75,70.653621,1,1,5.75,183168,132288,312064,162816,5,119365,169895,162822,156.084801,112.727912,36.193586,34.68679,1.090739,430784,430784,939584,722496,5155840,814080,0,0,0,0,6946816,2,3,1,1,1,6755274,22522880,0,103496704,10420224,7869440,24313856,0,0,0.817859,0,5.088477
"133",21504,0,6e-05,1,1344,16,16,18,1.0625,9,1,1,4,1027916,365568,365568,10752,2868096,2485510,192192,72576,52416,21504,21504,960880,58539694,1344,93.544203,2.984864,0.945712,23.433253,0.0228840361328125,0.0146105078125,0.022713267578125,0.0323068740234375,0.033652994140625,59.677419,68,70.833333,2.961341,266.75,69.076067,1,1,5.75,72576,52416,123648,64512,5,29175,67495,64518,148.870077,107.517278,34.611944,33.085316,2.625574,170688,170688,372288,286272,2042880,322560,0,0,0,0,2752512,2,2,1,1,1,2677952,8924160,0,41008128,4128768,3118080,9633792,0,0,0.776328,0,4.952448
"23",10240,0,3.1e-05,1,640,16,16,18,1.0625,9,1,0,5,541148,174080,174080,5120,1365760,1184768,91520,34560,24960,10240,10240,472865,27412266,640,87.848966,2.942617,0.914628,21.936154,0.021422025390625,1.8705078125e-05,0.0015160810546875,0.0302428603515625,0.0315029794921875,59.677419,68,70.833333,2.892597,266.75,67.476341,1,1,5.75,34560,24960,58880,30720,5,19,32071,30726,139.359099,100.648238,32.330625,30.974737,5.161448,81280,81280,177280,136320,972800,153600,0,0,0,0,1310720,2,1,1,1,1,1276288,4249600,0,19527680,1966080,1484800,4587520,0,0,0.702211,0,4.819318
"523",61440,0,0.000164,1,3840,16,16,18,1.0625,9,1,5,0,2769996,1044480,1044480,30720,8194560,7098368,549120,207360,149760,61440,61440,2703267,166650894,3840,97.6225,3.032386,0.963249,24.678382,0.024099982421875,0.025088828125,0.0256198916015625,0.0340235048828125,0.0354411513671875,59.677419,68,70.833333,3.024556,266.75,70.548262,1,1,5.75,207360,149760,353280,184320,5,135917,192295,184326,156.780312,113.230226,36.3475,34.841204,991.005859,487680,487680,1063680,817920,5836800,921600,0,0,0,0,7864320,2,3,1,1,1,7647488,25497600,0,117166080,11796480,8908800,27525120,0,0,0.823106,0,5.077312
