"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"17794",2,600,8.6978e-05,8,128,64,4,30,0,7,992866,3145728,524288,8192,2609216,1915403,540500,0,0,98304,16384,937306,55259094,1024,94.022456,2.798306,0.921176,140.907698,23.499916,47.001983,23.500274,23.499916,152.01508,0,92.693237,100,3.2098,318.507812,65.770173,0,0,1.3125,1,0,0,129024,16384,131078,424341,65544,0,0,152.160305,23.502784,266337,248896,145408,114688,8912896,4194304,0,0,0,0,0,1,3,2,2455976,8912896,0,24901632,3147776,7340032,39060992,0,0,2.337744,0,6.459341
"39417",2,890,8.2081e-05,8,128,64,4,30,0,7,993793,3145728,524288,8192,2609216,1915505,540370,0,0,98304,16384,939239,55057044,1024,93.955381,2.795065,0.921541,140.78235,23.479011,46.959813,23.479011,23.479011,151.879852,0,92.693237,100,3.208926,318.507812,65.754984,0,0,1.3125,1,0,0,129024,16384,131077,424161,65538,0,0,151.96046,23.479727,266355,248896,145408,114688,8912896,4194304,0,0,0,0,0,1,3,2,2455654,8912896,0,24901632,3147776,7340032,39060992,0,0,2.335564,0,6.46862
"129157",8,760,0.000263044,8,128,64,4,30,0,7,3158078,12582912,2097152,8192,8704064,5990527,1942860,0,0,393216,65536,3085067,184531504,1024,97.561302,2.824891,0.935772,174.558363,29.112014,58.416705,29.112236,29.112014,188.318339,0,92.693237,100,3.205582,1062.507812,64.374475,0,0,1.3125,1,0,0,516096,65536,526023,1695833,262147,0,0,188.328222,29.112347,413807,396352,581632,458752,35651584,16777216,0,0,0,0,0,1,4,1,7933670,35651584,0,94107648,6293504,18350080,122422784,0,0,2.939847,0,5.487108
"135336",8,840,0.000267461,8,128,64,4,30,0,7,3163062,12582912,2097152,8192,8704064,5990310,1942957,0,0,393216,65536,3085495,184631948,1024,97.534794,2.823073,0.935759,174.468646,29.097051,58.40555,29.097051,29.097051,188.221549,0,92.693237,100,3.201648,1062.507812,64.294674,0,0,1.3125,1,0,0,516096,65536,526193,1696197,262150,0,0,188.27183,29.097717,413792,396352,581632,458752,35651584,16777216,0,0,0,0,0,1,4,1,7934184,35651584,0,94107648,6293504,18350080,122422784,0,0,2.935215,0,5.460298
"43377",2,930,8.1793e-05,8,128,64,4,30,0,7,993020,3145728,524288,8192,2609216,1915577,540381,0,0,98304,16384,933287,55359766,1024,93.984713,2.791394,0.922004,142.441595,23.755732,47.513638,23.756094,23.755732,153.66989,0,92.693237,100,3.210988,318.507812,65.797204,0,0,1.3125,1,0,0,129024,16384,131078,424026,65538,0,0,153.702514,23.756457,266341,248896,145408,114688,8912896,4194304,0,0,0,0,0,1,3,2,2456307,8912896,0,24901632,3147776,7340032,39060992,0,0,2.337382,0,6.449543
"122962",8,670,0.000263684,8,128,64,4,30,0,7,3159996,12582912,2097152,8192,8704064,5989856,1942771,0,0,393216,65536,3080251,184598256,1024,97.476421,2.819284,0.935857,174.447855,29.093584,58.38616,29.093584,29.093584,188.199119,0,92.693237,100,3.206037,1062.507812,64.382959,0,0,1.3125,1,0,0,516096,65536,526081,1696040,262146,0,0,188.23197,29.093806,413799,396352,581632,458752,35651584,16777216,0,0,0,0,0,1,4,1,7933663,35651584,0,94107648,6293504,18350080,122422784,0,0,2.938063,0,5.488299
"72895",4,680,0.000143426,8,128,64,4,30,0,7,1716190,6291456,1048576,8192,4640832,3273646,1008466,0,0,196608,32768,1650884,98015992,1024,96.19471,2.817547,0.929806,161.79827,26.983946,53.969333,26.984358,26.983946,174.552401,0,92.693237,100,3.204645,566.507812,64.845819,0,0,1.3125,1,0,0,258048,32768,262151,848475,131074,0,0,174.676541,26.984358,315496,298048,290816,229376,17825792,8388608,0,0,0,0,0,1,4,1,4282117,17825792,0,47970304,4196352,11010048,66848256,0,0,2.704906,0,5.860506
"1607",2,200,8.1793e-05,8,128,64,4,30,0,7,992569,3145728,524288,8192,2609216,1915417,540298,0,0,98304,16384,932645,54906082,1024,93.962737,2.800781,0.920894,140.911089,23.500481,47.003114,23.50084,23.500481,152.018738,0,92.693237,100,3.212383,318.507812,65.826627,0,0,1.3125,1,0,0,129024,16384,131078,424170,65548,0,0,152.102648,23.504784,266344,248896,145408,114688,8912896,4194304,0,0,0,0,0,1,3,2,2455798,8912896,0,24901632,3147776,7340032,39060992,0,0,2.338444,0,6.46742
"117108",8,580,0.000267621,8,128,64,4,30,0,7,3161956,12582912,2097152,8192,8704064,5990800,1942752,0,0,393216,65536,3081523,184531872,1024,97.490256,2.821716,0.934723,174.369933,29.080588,58.385373,29.080588,29.080588,188.115054,0,92.693237,100,3.203833,1062.507812,64.339345,0,0,1.3125,1,0,0,516096,65536,526309,1695832,262149,0,0,188.124817,29.081143,413785,396352,581632,458752,35651584,16777216,0,0,0,0,0,1,4,1,7933296,35651584,0,94107648,6293504,18350080,122422784,0,0,2.936242,0,5.474033
"92379",4,920,0.000141571,8,128,64,4,30,0,7,1716411,6291456,1048576,8192,4640832,3273440,1008448,0,0,196608,32768,1650717,98235254,1024,96.172595,2.815704,0.929418,161.971697,27.012869,54.026975,27.013075,27.012869,174.739499,0,92.693237,100,3.204872,566.507812,64.848911,0,0,1.3125,1,0,0,258048,32768,262150,848170,131074,0,0,174.800914,27.013282,315492,298048,290816,229376,17825792,8388608,0,0,0,0,0,1,4,1,4282497,17825792,0,47970304,4196352,11010048,66848256,0,0,2.704558,0,5.861388
