"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"2",256,0,2.2e-05,1,1,16,1,32,1,9,399964,256,240,1,2395,1762,510,256,16,15,21134,21372,1,5.289642,0.122978,0.015625,0.053795,0.050433,58.528749,0.006724,0.050433,0.053795,11.555118,100,100,0.109359,2395,2.370591,1.494118,1.984375,4,2,762,508,64,30,34,207,36,5.123955,3.41597,0.347985,0.060519,321,321,860,829,2600,0,0,0,0,0,120,1,1,1,2081,1480,0,7019,2018,5192,2844,0,0,0.002539,0,0.094824
"5",256,0,2e-05,1,1,16,1,32,1,9,375400,256,240,1,2395,1762,510,256,16,15,19477,21132,1,5.297747,0.122909,0.015625,0.053716,0.050359,0,0,0.050359,0.053716,11.555118,100,100,0.111883,2395,2.425295,1.494118,1.984375,4,2,762,508,64,30,0,207,36,5.116451,3.410968,0.347476,0.060431,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0,0,0.002705,0,0.097012
"8",256,0,2e-05,1,1,16,1,32,1,9,405612,256,240,1,2395,1762,510,256,16,15,21379,21378,1,5.217948,0.112026,0.015625,0.053637,0.050285,0,0.006705,0.050285,0.053637,11.555118,100,100,0.113523,2395,2.460858,1.494118,1.984375,4,2,762,508,64,30,0,71,36,5.10897,3.40598,0.119008,0.060342,321,321,860,829,2600,0,0,0,0,0,120,1,1,1,2081,1480,0,7019,2018,5192,2844,0,0,0.002504,0,0.098434
"11",256,0,2e-05,1,1,16,1,32,1,9,373144,256,240,1,2395,1762,510,256,16,15,19473,19472,1,5.290993,0.111504,0.015625,0.053822,0.050458,0,0,0.050458,0.053822,11.555118,100,100,0.123248,2395,2.671648,1.494118,1.984375,4,2,762,508,64,30,0,207,36,5.126558,3.417705,0.348162,0.06055,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0,0,0.002722,0,0.106866
"14",256,0,2e-05,1,1,16,1,32,1,9,373696,256,240,1,2395,1762,510,256,16,15,19473,19472,1,5.219704,0.122984,0.015625,0.053816,0.050453,0,0.006727,0.050453,0.053816,11.555118,100,100,0.112925,2395,2.44789,1.494118,1.984375,4,2,762,508,64,30,0,79,36,5.125979,3.41732,0.132858,0.060543,321,321,860,829,2600,0,0,0,0,0,120,1,1,1,2081,1480,0,7019,2018,5192,2844,0,0,0.002718,0,0.097916
"17",256,0,2e-05,1,1,16,1,32,1,9,374736,256,240,1,2395,1762,510,256,16,15,19466,21542,1,5.280019,0.112844,0.015626,0.053746,0.050387,0,0,0.050387,0.053746,11.555118,100,100,0.112618,2395,2.441228,1.494118,1.984375,4,2,762,508,64,30,0,199,36,5.119335,3.41289,0.334235,0.060465,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0,0,0.00271,0,0.097649
"20",256,0,2e-05,1,1,16,1,32,1,9,373196,256,240,1,2395,1762,510,256,16,15,19473,19470,1,5.306744,0.110608,0.015624,0.053761,0.050401,0,0,0.050401,0.053761,11.555118,100,100,0.123248,2395,2.671648,1.494118,1.984375,4,2,762,508,64,30,0,63,36,5.120778,3.413852,0.105843,0.060482,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0,0,0.002721,0,0.106866
"23",256,0,2e-05,1,1,16,1,32,1,9,373256,256,240,1,2395,1762,510,256,16,15,21393,19466,1,5.218419,0.113287,0.015626,0.053801,0.050438,0,0,0.050438,0.053801,11.555118,100,100,0.123286,2395,2.672471,1.494118,1.984375,4,2,762,508,64,30,0,71,36,5.124533,3.416356,0.119371,0.060526,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0,0,0.002721,0,0.106899
"26",256,0,2e-05,1,1,16,1,32,1,9,400652,256,240,1,2395,1762,510,256,16,15,21187,19474,1,5.295929,0.113041,0.015624,0.053837,0.050472,0,0.00673,0.050472,0.053837,11.555118,100,100,0.112207,2395,2.432325,1.494118,1.984375,4,2,762,508,64,30,0,223,36,5.128005,3.41867,0.375179,0.060567,321,321,860,829,2600,0,0,0,0,0,120,1,1,1,2081,1480,0,7019,2018,5192,2844,0,0,0.002535,0,0.097293
"29",256,0,2e-05,1,1,16,1,32,1,9,373292,256,240,1,2395,1762,510,256,16,15,19468,19472,1,5.285724,0.123022,0.015625,0.05374,0.050381,0,0,0.050381,0.05374,11.555118,100,100,0.123254,2395,2.671785,1.494118,1.984375,4,2,762,508,64,30,0,207,36,5.118758,3.412505,0.347632,0.060458,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2081,1480,0,7019,2018,5192,2844,0,0,0.002721,0,0.106871
