"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"18684",2816,3,2.1376e-05,174,1,16,1,26,2180,12,298312,50286,44544,174,104052,124325,26267,24360,8700,3306,2784,237160,2874636,174,80.286076,0.43083,0.185977,7.90722,7.004319,13.943225,10.071225,10.068709,14.446409,6.989124,54.734848,69.565217,0.738442,598,15.719219,2.15,2.14,2.578947,1.875,52374,18618,8526,5220,11084,11750,8007,527.075035,187.365544,14.781026,10.072483,12170,7134,95641,39150,0,0,0,0,0,0,0,3,1,1,150622,0,0,662940,13920,412380,136590,0,0,0,0,0.82237
"9391",2048,2,1.8112e-05,31,1,16,1,26,2180,12,264975,8959,7936,31,18538,19961,3765,4340,1550,589,496,208112,460382,31,80.407963,0.088799,0.034458,1.619668,1.434723,3.076266,2.063861,2.062414,2.959116,6.989124,54.734848,69.565217,0.128879,598,2.780776,2.15,2.14,1.842105,1.0625,9331,3317,1085,527,2127,2319,1428,107.962912,38.378842,3.353954,2.065307,2170,1271,14789,6975,0,0,0,0,0,0,0,1,1,1,23699,0,0,118110,2480,73470,24335,0,0,0,0,0.111522
"21000",2816,10,1.8976e-05,12,1,16,1,26,2180,12,272804,3468,3072,12,7176,8136,1539,1680,600,228,192,189756,185432,12,69.557631,0.037953,0.015625,0.616673,0.546257,1.204896,0.785245,0.785245,1.126656,6.989124,54.734848,69.565217,0.059155,598,1.275454,2.15,2.14,2.578947,1.875,3612,1284,588,360,847,1397,558,41.105867,14.612385,1.987296,0.79378,840,492,6179,2700,0,0,0,0,0,0,0,1,1,1,9681,0,0,45720,960,28440,9420,0,0,0,0,0.051092
"19349",2816,5,1.9008e-05,131,1,16,1,26,2180,12,272664,37859,33536,131,78338,87384,18506,18340,6550,2489,2096,219196,1981650,131,80.208975,0.357654,0.141258,6.578774,5.827565,11.664861,8.377124,8.377124,12.019353,6.989124,54.734848,69.565217,0.569481,598,12.117571,2.15,2.14,1.842105,1.0625,39431,14017,4585,2227,8391,8914,6033,438.524256,155.88736,12.391916,8.386856,9163,5371,65105,29475,0,0,0,0,0,0,0,3,1,1,106005,0,0,499110,10480,310470,102835,0,0,0,0,0.573573
"5102",1536,2,1.9232e-05,6,1,16,1,26,2180,12,269245,1734,1536,6,3588,4066,777,840,300,114,96,92925,93038,6,34.726736,0.038564,0.015624,0.306406,0.271419,0.654515,0.391578,0.390164,0.559801,6.989124,54.734848,69.565217,0.059818,598,1.290909,2.15,2.14,2.578947,1.875,1806,642,294,180,463,618,286,20.424246,7.260446,0.873628,0.404301,420,246,3080,1350,0,0,0,0,0,0,0,1,1,1,4828,0,0,22860,480,14220,4710,0,0,0,0,0.051701
"31311",3584,5,1.8976e-05,129,1,16,1,26,2180,12,277281,37281,33024,129,77142,85802,18176,18060,6450,2451,2064,225086,1956514,129,79.514283,0.34609,0.139602,6.400412,5.669569,11.348753,8.151379,8.150006,11.693487,6.989124,54.734848,69.565217,0.553243,598,11.776458,2.15,2.14,1.842105,1.0625,38829,13803,4515,2193,8263,8767,5936,426.635099,151.660982,12.040968,8.152753,9024,5289,63924,29025,0,0,0,0,0,0,0,2,1,1,103858,0,0,491490,10320,305730,101265,0,0,0,0,0.561398
"23277",3072,6,1.8464e-05,5,1,16,1,26,2180,12,258454,1445,1280,5,2990,3209,598,700,250,95,80,74232,74316,5,28.721552,0.040233,0.015625,0.266501,0.23607,0.588699,0.340826,0.33935,0.486894,6.989124,54.734848,69.565217,0.059341,598,1.282129,2.15,2.14,1.842105,1.0625,1505,535,175,85,399,677,232,17.764244,6.314864,0.99887,0.342301,350,205,2375,1125,0,0,0,0,0,0,0,1,1,1,3818,0,0,19050,400,11850,3925,0,0,0,0,0.05142
"36958",3840,7,2.288e-05,184,1,16,1,26,2180,12,314888,53176,47104,184,110032,130678,27566,25760,9200,3496,2944,265881,3285990,184,82.498539,0.414661,0.193107,7.75418,6.868755,13.814503,9.875001,9.873835,14.166806,6.989124,54.734848,69.565217,0.715265,598,15.228772,2.15,2.14,2.578947,1.875,55384,19688,9016,5520,11842,12569,8478,516.873785,183.739186,14.662598,9.890167,12873,7544,98979,41400,0,0,0,0,0,0,0,3,1,1,157794,0,0,701040,14720,436080,144440,0,0,0,0,0.805896
"14392",2304,10,1.9937e-05,100,1,16,1,26,2180,12,281789,28900,25600,100,59800,69635,14907,14000,5000,1900,1600,235554,1639188,100,81.526248,0.252353,0.108732,4.782378,4.236293,8.57717,6.092319,6.089671,8.737355,6.989124,54.734848,69.565217,0.432891,598,9.200068,2.15,2.14,2.578947,1.875,30100,10700,4900,3000,6479,6863,4605,318.78106,113.320842,9.085525,6.096291,6999,4100,53571,22500,0,0,0,0,0,0,0,2,1,1,84360,0,0,381000,8000,237000,78500,0,0,0,0,0.410626
"31804",3584,6,2.1472e-05,172,1,16,1,26,2180,12,305172,49708,44032,172,102856,122797,26244,24080,8600,3268,2752,246401,2821832,172,80.469702,0.424776,0.182088,7.692619,6.814223,13.733681,9.796684,9.795446,14.054335,6.989124,54.734848,69.565217,0.709383,598,15.09706,2.15,2.14,2.578947,1.875,51772,18404,8428,5160,11093,11630,7913,512.770301,182.280472,14.398513,9.796684,12029,7052,93101,38700,0,0,0,0,0,0,0,3,1,1,148296,0,0,655320,13760,407640,135020,0,0,0,0,0.779278
"9484",2048,2,1.9489e-05,124,1,16,1,26,2180,12,277158,35836,31744,124,74152,86931,18693,17360,6200,2356,1984,221759,1918870,124,81.122681,0.329623,0.133279,6.073404,5.379902,10.640491,7.733608,7.733608,11.096047,6.989124,54.734848,69.565217,0.552918,598,11.744456,2.15,2.14,2.578947,1.875,37324,13268,6076,3720,7848,8274,5710,404.837589,143.912366,11.218071,7.741743,8677,5084,66711,27900,0,0,0,0,0,0,0,2,1,1,105628,0,0,472440,9920,293880,97340,0,0,0,0,0.554915
"39965",4096,3,3.6256e-05,235,1,16,1,26,2180,12,478016,67915,60160,235,140530,158453,32332,32900,11750,4465,3760,331576,3683766,235,72.123527,0.411881,0.1687,6.566733,5.816898,11.697999,8.361792,8.361792,11.997353,6.989124,54.734848,69.565217,0.651246,598,13.937803,2.15,2.14,1.842105,1.0625,70735,25145,8225,3995,15123,15775,10816,437.72161,155.602034,12.202337,8.366433,16429,9635,117733,52875,0,0,0,0,0,0,0,3,1,1,192209,0,0,895350,18800,556950,184475,0,0,0,0,0.777333
"22686",3072,4,2.2337e-05,186,1,16,1,26,2180,12,312102,53754,47616,186,111228,131250,27899,26040,9300,3534,2976,258600,3185734,186,82.857527,0.427815,0.192775,8.143855,7.213934,14.57331,10.371242,10.37003,14.878739,6.989124,54.734848,69.565217,0.72331,598,15.385634,2.15,2.14,2.578947,1.875,55986,19902,9114,5580,12024,12364,8562,542.848533,192.972734,14.985396,10.377302,13003,7626,100115,41850,0,0,0,0,0,0,0,3,1,1,159253,0,0,708660,14880,440820,146010,0,0,0,0,0.826547
"3082",1024,9,1.9169e-05,60,1,16,1,26,2180,12,272342,17340,15360,60,35880,40773,7931,8400,3000,1140,960,219721,924372,60,80.698533,0.163653,0.065876,3.033128,2.686785,4.734059,3.863653,3.862253,5.541494,6.989124,54.734848,69.565217,0.257694,598,5.540186,2.15,2.14,2.578947,1.875,18060,6420,2940,1800,3383,4219,2762,202.180567,71.871497,5.90393,3.865052,4200,2460,31138,13500,0,0,0,0,0,0,0,1,1,1,48766,0,0,228600,4800,142200,47100,0,0,0,0,0.226622
"4744",1280,10,1.9968e-05,4,1,16,1,26,2180,12,267722,1156,1024,4,2392,2712,513,560,200,76,64,61751,61750,4,23.127349,0.038618,0.015625,0.20347,0.180236,0.471712,0.260498,0.259089,0.371737,6.989124,54.734848,69.565217,0.060371,598,1.302146,2.15,2.14,2.578947,1.875,1204,428,196,120,335,332,196,13.562767,4.821316,0.467487,0.275987,280,164,2059,900,0,0,0,0,0,0,0,1,1,1,3223,0,0,15240,320,9480,3140,0,0,0,0,0.052118
