"","name","input.size.1","input.size.2","start","duration","size","throughput","device","context","stream"
"40","[CUDA memcpy DtoH]",11264,0,2.013469,7.4752e-05,748.066406,9.543714,"Tesla K40c (0)",1,7
"41","[CUDA memcpy HtoD]",12288,0,2.006211,9.024e-06,48.003906,5.073149,"Tesla K40c (0)",1,7
"42","[CUDA memcpy HtoD]",12288,0,2.006447,8.1825e-05,816.066406,9.511293,"Tesla K40c (0)",1,7
"44","[CUDA memcpy DtoH]",12288,0,2.006574,6.88e-06,48,6.653542,"Tesla K40c (0)",1,7
"45","[CUDA memcpy HtoD]",12288,0,2.006741,9.92e-07,0.066406,0.063841,"Tesla K40c (0)",1,7
"46","[CUDA memcpy HtoD]",12288,0,2.006878,8.1824e-05,816.066406,9.51141,"Tesla K40c (0)",1,7
"47","[CUDA memcpy HtoD]",12288,0,2.007075,9.2065e-05,816.066406,8.453392,"Tesla K40c (0)",1,7
"49","[CUDA memcpy DtoH]",12288,0,2.007243,1.3952e-05,48.003906,3.281257,"Tesla K40c (0)",1,7
"50","[CUDA memcpy DtoH]",12288,0,2.007275,0.00010256,816.066406,7.588354,"Tesla K40c (0)",1,7
"51","[CUDA memcpy HtoD]",13312,0,2.007598,1.4752e-05,52.003906,3.361903,"Tesla K40c (0)",1,7
"52","[CUDA memcpy HtoD]",13312,0,2.007835,8.8384e-05,884.066406,9.539186,"Tesla K40c (0)",1,7
"54","[CUDA memcpy DtoH]",13312,0,2.007972,7.328e-06,52,6.76734,"Tesla K40c (0)",1,7
"55","[CUDA memcpy HtoD]",13312,0,2.008143,9.92e-07,0.066406,0.063841,"Tesla K40c (0)",1,7
"56","[CUDA memcpy HtoD]",13312,0,2.008292,8.864e-05,884.066406,9.511636,"Tesla K40c (0)",1,7
"57","[CUDA memcpy HtoD]",13312,0,2.00844,8.8032e-05,884.066406,9.577329,"Tesla K40c (0)",1,7
"59","[CUDA memcpy DtoH]",13312,0,2.008609,7.68e-06,52.003906,6.457655,"Tesla K40c (0)",1,7
"60","[CUDA memcpy DtoH]",13312,0,2.008634,8.8192e-05,884.066406,9.559954,"Tesla K40c (0)",1,7
"61","[CUDA memcpy HtoD]",14336,0,2.011697,1.04e-05,56.003906,5.135528,"Tesla K40c (0)",1,7
"62","[CUDA memcpy HtoD]",14336,0,2.011896,9.4977e-05,952.066406,9.559802,"Tesla K40c (0)",1,7
"64","[CUDA memcpy DtoH]",14336,0,2.012042,7.68e-06,56,6.953875,"Tesla K40c (0)",1,7
"65","[CUDA memcpy HtoD]",14336,0,2.012211,1.024e-06,0.066406,0.061846,"Tesla K40c (0)",1,7
"66","[CUDA memcpy HtoD]",14336,0,2.012371,9.5072e-05,952.066406,9.550249,"Tesla K40c (0)",1,7
"67","[CUDA memcpy HtoD]",14336,0,2.01253,9.4592e-05,952.066406,9.598711,"Tesla K40c (0)",1,7
"69","[CUDA memcpy DtoH]",14336,0,2.012713,8e-06,56.003906,6.676186,"Tesla K40c (0)",1,7
"70","[CUDA memcpy DtoH]",14336,0,2.012739,9.4752e-05,952.066406,9.582503,"Tesla K40c (0)",1,7
"71","[CUDA memcpy HtoD]",15360,0,2.007792,1.1105e-05,0.058598,5.153011,"Tesla K40c (0)",1,7
"72","[CUDA memcpy HtoD]",15360,0,2.008002,0.000101568,0.996159,9.577929,"Tesla K40c (0)",1,7
"74","[CUDA memcpy DtoH]",15360,0,2.008157,7.648e-06,0.058594,7.481755,"Tesla K40c (0)",1,7
"75","[CUDA memcpy HtoD]",15360,0,2.008329,1.024e-06,6.484985e-05,0.061846,"Tesla K40c (0)",1,7
"76","[CUDA memcpy HtoD]",15360,0,2.008482,0.000101472,0.996159,9.586991,"Tesla K40c (0)",1,7
"77","[CUDA memcpy HtoD]",15360,0,2.008656,0.000101184,0.996159,9.614278,"Tesla K40c (0)",1,7
"79","[CUDA memcpy DtoH]",15360,0,2.008851,8.384e-06,0.058598,6.825404,"Tesla K40c (0)",1,7
"80","[CUDA memcpy DtoH]",15360,0,2.008901,0.000111488,0.996159,8.725703,"Tesla K40c (0)",1,7
"81","[CUDA memcpy HtoD]",16384,0,2.009816,9.152e-06,0.062504,6.669458,"Tesla K40c (0)",1,7
"82","[CUDA memcpy HtoD]",16384,0,2.010058,0.000112577,1.062565,9.217344,"Tesla K40c (0)",1,7
"84","[CUDA memcpy DtoH]",16384,0,2.010225,1.5296e-05,0.0625,3.990269,"Tesla K40c (0)",1,7
"85","[CUDA memcpy HtoD]",16384,0,2.010489,1.024e-06,6.484985e-05,0.061846,"Tesla K40c (0)",1,7
"86","[CUDA memcpy HtoD]",16384,0,2.010779,0.000122016,1.062565,8.504303,"Tesla K40c (0)",1,7
"87","[CUDA memcpy HtoD]",16384,0,2.011101,0.00011184,1.062565,9.278085,"Tesla K40c (0)",1,7
"89","[CUDA memcpy DtoH]",16384,0,2.011312,1.5232e-05,0.062504,4.00728,"Tesla K40c (0)",1,7
"90","[CUDA memcpy DtoH]",16384,0,2.011347,0.00012672,1.062565,8.188613,"Tesla K40c (0)",1,7
"91","[CUDA memcpy HtoD]",17408,0,2.006726,1.5936e-05,0.06641,4.069627,"Tesla K40c (0)",1,7
"92","[CUDA memcpy HtoD]",17408,0,2.007001,0.0001232,1.128971,8.948952,"Tesla K40c (0)",1,7
"94","[CUDA memcpy DtoH]",17408,0,2.007181,8.897e-06,0.066406,7.288957,"Tesla K40c (0)",1,7
"95","[CUDA memcpy HtoD]",17408,0,2.007358,1.024e-06,6.484985e-05,0.061846,"Tesla K40c (0)",1,7
"96","[CUDA memcpy HtoD]",17408,0,2.007529,0.000121856,1.128971,9.047653,"Tesla K40c (0)",1,7
"97","[CUDA memcpy HtoD]",17408,0,2.007731,0.000131488,1.128971,8.384878,"Tesla K40c (0)",1,7
"99","[CUDA memcpy DtoH]",17408,0,2.007966,9.216e-06,0.06641,7.037064,"Tesla K40c (0)",1,7
"100","[CUDA memcpy DtoH]",17408,0,2.007994,0.00012464,1.128971,8.845562,"Tesla K40c (0)",1,7
"101","[CUDA memcpy HtoD]",18432,0,2.003741,9.888e-06,0.070316,6.944607,"Tesla K40c (0)",1,7
"102","[CUDA memcpy HtoD]",18432,0,2.004009,0.00015616,1.195377,7.475414,"Tesla K40c (0)",1,7
"104","[CUDA memcpy DtoH]",18432,0,2.004226,1.5648e-05,0.070312,4.388072,"Tesla K40c (0)",1,7
"105","[CUDA memcpy HtoD]",18432,0,2.00448,1.024e-06,6.484985e-05,0.061846,"Tesla K40c (0)",1,7
"106","[CUDA memcpy HtoD]",18432,0,2.004646,0.000132064,1.195377,8.839356,"Tesla K40c (0)",1,7
"107","[CUDA memcpy HtoD]",18432,0,2.004853,0.000123681,1.195377,9.43848,"Tesla K40c (0)",1,7
"109","[CUDA memcpy DtoH]",18432,0,2.005085,9.536e-06,0.070316,7.200952,"Tesla K40c (0)",1,7
"110","[CUDA memcpy DtoH]",18432,0,2.005115,0.00013616,1.195377,8.573448,"Tesla K40c (0)",1,7
"111","[CUDA memcpy HtoD]",19456,0,2.008712,1.0336e-05,0.074223,7.012672,"Tesla K40c (0)",1,7
"112","[CUDA memcpy HtoD]",19456,0,2.008929,0.00014368,1.261784,8.576076,"Tesla K40c (0)",1,7
"114","[CUDA memcpy DtoH]",19456,0,2.009135,9.696e-06,0.074219,7.47517,"Tesla K40c (0)",1,7
"115","[CUDA memcpy HtoD]",19456,0,2.009318,9.92e-07,6.484985e-05,0.063841,"Tesla K40c (0)",1,7
"116","[CUDA memcpy HtoD]",19456,0,2.009482,0.000142304,1.261784,8.659001,"Tesla K40c (0)",1,7
"117","[CUDA memcpy HtoD]",19456,0,2.009701,0.000131232,1.261784,9.389559,"Tesla K40c (0)",1,7
"119","[CUDA memcpy DtoH]",19456,0,2.009948,9.92e-06,0.074223,7.306751,"Tesla K40c (0)",1,7
"120","[CUDA memcpy DtoH]",19456,0,2.009979,0.00015072,1.261784,8.175495,"Tesla K40c (0)",1,7
"121","[CUDA memcpy HtoD]",20480,0,2.010724,1.0688e-05,0.078129,7.138629,"Tesla K40c (0)",1,7
"122","[CUDA memcpy HtoD]",20480,0,2.01094,0.00015472,1.32819,8.383276,"Tesla K40c (0)",1,7
"124","[CUDA memcpy DtoH]",20480,0,2.011159,1.0144e-05,0.078125,7.521091,"Tesla K40c (0)",1,7
"125","[CUDA memcpy HtoD]",20480,0,2.011345,1.152e-06,6.484985e-05,0.054974,"Tesla K40c (0)",1,7
"126","[CUDA memcpy HtoD]",20480,0,2.01153,0.00015424,1.32819,8.409365,"Tesla K40c (0)",1,7
"127","[CUDA memcpy HtoD]",20480,0,2.011761,0.000138624,1.32819,9.35668,"Tesla K40c (0)",1,7
"129","[CUDA memcpy DtoH]",20480,0,2.01202,1.0336e-05,0.078129,7.381741,"Tesla K40c (0)",1,7
"130","[CUDA memcpy DtoH]",20480,0,2.012052,0.000162017,1.32819,8.005706,"Tesla K40c (0)",1,7
"131","[CUDA memcpy HtoD]",21504,0,2.008653,1.1296e-05,0.082035,7.092101,"Tesla K40c (0)",1,7
"132","[CUDA memcpy HtoD]",21504,0,2.008936,0.000184736,1.394596,7.372197,"Tesla K40c (0)",1,7
"134","[CUDA memcpy DtoH]",21504,0,2.009189,1.0528e-05,0.082031,7.609104,"Tesla K40c (0)",1,7
"135","[CUDA memcpy HtoD]",21504,0,2.009422,1.152e-06,6.484985e-05,0.054974,"Tesla K40c (0)",1,7
"136","[CUDA memcpy HtoD]",21504,0,2.009671,0.000177696,1.394596,7.664271,"Tesla K40c (0)",1,7
"137","[CUDA memcpy HtoD]",21504,0,2.009986,0.000147808,1.394596,9.21405,"Tesla K40c (0)",1,7
"139","[CUDA memcpy DtoH]",21504,0,2.010259,1.0688e-05,0.082035,7.495543,"Tesla K40c (0)",1,7
"140","[CUDA memcpy DtoH]",21504,0,2.010291,0.000182177,1.394596,7.475753,"Tesla K40c (0)",1,7
"141","[CUDA memcpy HtoD]",22528,0,2.011592,1.1458e-05,0.085941,7.324757,"Tesla K40c (0)",1,7
"142","[CUDA memcpy HtoD]",22528,0,2.011806,0.000175029,1.461002,8.151564,"Tesla K40c (0)",1,7
"144","[CUDA memcpy DtoH]",22528,0,2.012051,1.1106e-05,0.085938,7.556577,"Tesla K40c (0)",1,7
"145","[CUDA memcpy HtoD]",22528,0,2.012243,1.152e-06,6.484985e-05,0.054974,"Tesla K40c (0)",1,7
"146","[CUDA memcpy HtoD]",22528,0,2.012412,0.000184277,1.461002,7.742475,"Tesla K40c (0)",1,7
"147","[CUDA memcpy HtoD]",22528,0,2.012701,0.000159923,1.461002,8.921544,"Tesla K40c (0)",1,7
"149","[CUDA memcpy DtoH]",22528,0,2.012993,1.1138e-05,0.085941,7.535201,"Tesla K40c (0)",1,7
"150","[CUDA memcpy DtoH]",22528,0,2.013033,0.000199255,1.461002,7.160473,"Tesla K40c (0)",1,7
"151","[CUDA memcpy HtoD]",23552,0,2.019237,1.184e-05,0.089848,7.410622,"Tesla K40c (0)",1,7
"152","[CUDA memcpy HtoD]",23552,0,2.01944,0.000196705,1.527409,7.582979,"Tesla K40c (0)",1,7
"154","[CUDA memcpy DtoH]",23552,0,2.019711,1.152e-05,0.089844,7.616149,"Tesla K40c (0)",1,7
"155","[CUDA memcpy HtoD]",23552,0,2.01992,1.152e-06,6.484985e-05,0.054974,"Tesla K40c (0)",1,7
"156","[CUDA memcpy HtoD]",23552,0,2.020085,0.00018576,1.527409,8.029769,"Tesla K40c (0)",1,7
"157","[CUDA memcpy HtoD]",23552,0,2.020351,0.000158048,1.527409,9.437702,"Tesla K40c (0)",1,7
"159","[CUDA memcpy DtoH]",23552,0,2.020645,1.152e-05,0.089848,7.616472,"Tesla K40c (0)",1,7
"160","[CUDA memcpy DtoH]",23552,0,2.020682,0.000213536,1.527409,6.985286,"Tesla K40c (0)",1,7
"161","[CUDA memcpy HtoD]",24576,0,2.015589,1.9008e-05,0.093754,4.816733,"Tesla K40c (0)",1,7
"162","[CUDA memcpy HtoD]",24576,0,2.015789,0.000196705,1.593815,7.91266,"Tesla K40c (0)",1,7
"164","[CUDA memcpy DtoH]",24576,0,2.016063,1.1872e-05,0.09375,7.711652,"Tesla K40c (0)",1,7
"165","[CUDA memcpy HtoD]",24576,0,2.016277,1.12e-06,6.484985e-05,0.056545,"Tesla K40c (0)",1,7
"166","[CUDA memcpy HtoD]",24576,0,2.01642,0.000193153,1.593815,8.058171,"Tesla K40c (0)",1,7
"167","[CUDA memcpy HtoD]",24576,0,2.016718,0.000170944,1.593815,9.105086,"Tesla K40c (0)",1,7
"169","[CUDA memcpy DtoH]",24576,0,2.017031,1.184e-05,0.093754,7.732809,"Tesla K40c (0)",1,7
"170","[CUDA memcpy DtoH]",24576,0,2.017065,0.000213184,1.593815,7.301016,"Tesla K40c (0)",1,7
"171","[CUDA memcpy HtoD]",25600,0,2.018817,1.2768e-05,0.09766,7.469545,"Tesla K40c (0)",1,7
"172","[CUDA memcpy HtoD]",25600,0,2.019059,0.000247681,1.660221,6.545959,"Tesla K40c (0)",1,7
"174","[CUDA memcpy DtoH]",25600,0,2.019385,1.2256e-05,0.097656,7.781285,"Tesla K40c (0)",1,7
"175","[CUDA memcpy HtoD]",25600,0,2.019585,1.152e-06,6.484985e-05,0.054974,"Tesla K40c (0)",1,7
"176","[CUDA memcpy HtoD]",25600,0,2.01975,0.000221761,1.660221,7.311068,"Tesla K40c (0)",1,7
"177","[CUDA memcpy HtoD]",25600,0,2.020058,0.000174592,1.660221,9.286277,"Tesla K40c (0)",1,7
"179","[CUDA memcpy DtoH]",25600,0,2.02038,1.2224e-05,0.09766,7.80196,"Tesla K40c (0)",1,7
"180","[CUDA memcpy DtoH]",25600,0,2.020417,0.000243041,1.660221,6.670931,"Tesla K40c (0)",1,7
"181","[CUDA memcpy HtoD]",26624,0,2.01383,1.2992e-05,0.101566,7.634379,"Tesla K40c (0)",1,7
"182","[CUDA memcpy HtoD]",26624,0,2.014057,0.000246144,1.726627,6.850297,"Tesla K40c (0)",1,7
"184","[CUDA memcpy DtoH]",26624,0,2.014385,1.264e-05,0.101562,7.846687,"Tesla K40c (0)",1,7
"185","[CUDA memcpy HtoD]",26624,0,2.014585,1.152e-06,6.484985e-05,0.054974,"Tesla K40c (0)",1,7
"186","[CUDA memcpy HtoD]",26624,0,2.014751,0.00023808,1.726627,7.082323,"Tesla K40c (0)",1,7
"187","[CUDA memcpy HtoD]",26624,0,2.015074,0.000182177,1.726627,9.255611,"Tesla K40c (0)",1,7
"189","[CUDA memcpy DtoH]",26624,0,2.015408,1.264e-05,0.101566,7.846982,"Tesla K40c (0)",1,7
"190","[CUDA memcpy DtoH]",26624,0,2.015446,0.000250432,1.726627,6.733003,"Tesla K40c (0)",1,7
"191","[CUDA memcpy HtoD]",27648,0,2.010768,1.3408e-05,0.105473,7.682022,"Tesla K40c (0)",1,7
"192","[CUDA memcpy HtoD]",27648,0,2.011005,0.000260416,1.793034,6.723893,"Tesla K40c (0)",1,7
"194","[CUDA memcpy DtoH]",27648,0,2.011349,1.2992e-05,0.105469,7.927711,"Tesla K40c (0)",1,7
"195","[CUDA memcpy HtoD]",27648,0,2.011556,1.12e-06,6.484985e-05,0.056545,"Tesla K40c (0)",1,7
"196","[CUDA memcpy HtoD]",27648,0,2.01173,0.000289696,1.793034,6.044299,"Tesla K40c (0)",1,7
"197","[CUDA memcpy HtoD]",27648,0,2.012102,0.000187424,1.793034,9.342503,"Tesla K40c (0)",1,7
"199","[CUDA memcpy DtoH]",27648,0,2.012448,1.3024e-05,0.105473,7.908519,"Tesla K40c (0)",1,7
"200","[CUDA memcpy DtoH]",27648,0,2.012487,0.000262081,1.793034,6.681176,"Tesla K40c (0)",1,7
"201","[CUDA memcpy HtoD]",28672,0,2.013437,1.3792e-05,0.109379,7.744725,"Tesla K40c (0)",1,7
"202","[CUDA memcpy HtoD]",28672,0,2.013673,0.000278497,1.85944,6.520211,"Tesla K40c (0)",1,7
"204","[CUDA memcpy DtoH]",28672,0,2.014037,1.3408e-05,0.109375,7.966253,"Tesla K40c (0)",1,7
"205","[CUDA memcpy HtoD]",28672,0,2.014255,1.152e-06,6.484985e-05,0.054974,"Tesla K40c (0)",1,7
"206","[CUDA memcpy HtoD]",28672,0,2.014428,0.000274752,1.85944,6.609085,"Tesla K40c (0)",1,7
"207","[CUDA memcpy HtoD]",28672,0,2.014786,0.000196768,1.85944,9.228428,"Tesla K40c (0)",1,7
"209","[CUDA memcpy DtoH]",28672,0,2.015146,1.344e-05,0.109379,7.947563,"Tesla K40c (0)",1,7
"210","[CUDA memcpy DtoH]",28672,0,2.015186,0.000277888,1.85944,6.5345,"Tesla K40c (0)",1,7
"211","[CUDA memcpy HtoD]",29696,0,2.007707,1.4176e-05,0.113285,7.804031,"Tesla K40c (0)",1,7
"212","[CUDA memcpy HtoD]",29696,0,2.007906,0.000282432,1.925846,6.65898,"Tesla K40c (0)",1,7
"214","[CUDA memcpy DtoH]",29696,0,2.008276,1.3792e-05,0.113281,8.021043,"Tesla K40c (0)",1,7
"215","[CUDA memcpy HtoD]",29696,0,2.008486,1.216e-06,6.484985e-05,0.052081,"Tesla K40c (0)",1,7
"216","[CUDA memcpy HtoD]",29696,0,2.008643,0.000279329,1.925846,6.732953,"Tesla K40c (0)",1,7
"217","[CUDA memcpy HtoD]",29696,0,2.00901,0.000208576,1.925846,9.016901,"Tesla K40c (0)",1,7
"219","[CUDA memcpy DtoH]",29696,0,2.009387,1.3824e-05,0.113285,8.002745,"Tesla K40c (0)",1,7
"220","[CUDA memcpy DtoH]",29696,0,2.009427,0.000276321,1.925846,6.806247,"Tesla K40c (0)",1,7
"221","[CUDA memcpy HtoD]",30720,0,2.01155,1.4848e-05,0.117191,7.707748,"Tesla K40c (0)",1,7
"222","[CUDA memcpy HtoD]",30720,0,2.011784,0.000306784,1.992252,6.341787,"Tesla K40c (0)",1,7
"224","[CUDA memcpy DtoH]",30720,0,2.012182,1.3633e-05,0.117188,8.394405,"Tesla K40c (0)",1,7
"225","[CUDA memcpy HtoD]",30720,0,2.012449,1.12e-06,6.484985e-05,0.056545,"Tesla K40c (0)",1,7
"226","[CUDA memcpy HtoD]",30720,0,2.012622,0.000314561,1.992252,6.184997,"Tesla K40c (0)",1,7
"227","[CUDA memcpy HtoD]",30720,0,2.013026,0.000223232,1.992252,8.715412,"Tesla K40c (0)",1,7
"229","[CUDA memcpy DtoH]",30720,0,2.013423,1.4208e-05,0.117191,8.054944,"Tesla K40c (0)",1,7
"230","[CUDA memcpy DtoH]",30720,0,2.013464,0.000293025,1.992252,6.639566,"Tesla K40c (0)",1,7
"231","[CUDA memcpy HtoD]",31744,0,2.007337,1.4946e-05,0.121098,7.912441,"Tesla K40c (0)",1,7
"232","[CUDA memcpy HtoD]",31744,0,2.007556,0.00032701,2.058659,6.147851,"Tesla K40c (0)",1,7
"234","[CUDA memcpy DtoH]",31744,0,2.007975,1.4594e-05,0.121094,8.10303,"Tesla K40c (0)",1,7
"235","[CUDA memcpy HtoD]",31744,0,2.008189,1.153e-06,6.484985e-05,0.054926,"Tesla K40c (0)",1,7
"236","[CUDA memcpy HtoD]",31744,0,2.0084,0.000315521,2.058659,6.371712,"Tesla K40c (0)",1,7
"237","[CUDA memcpy HtoD]",31744,0,2.008806,0.000237753,2.058659,8.455871,"Tesla K40c (0)",1,7
"239","[CUDA memcpy DtoH]",31744,0,2.009228,2.0642e-05,0.121098,5.729064,"Tesla K40c (0)",1,7
"240","[CUDA memcpy DtoH]",31744,0,2.009282,0.000309504,2.058659,6.495583,"Tesla K40c (0)",1,7
"241","[CUDA memcpy HtoD]",32768,0,2.018193,1.5296e-05,0.125004,7.980782,"Tesla K40c (0)",1,7
"242","[CUDA memcpy HtoD]",32768,0,2.018425,0.000334848,2.125065,6.197614,"Tesla K40c (0)",1,7
"244","[CUDA memcpy DtoH]",32768,0,2.018853,1.4944e-05,0.125,8.168517,"Tesla K40c (0)",1,7
"245","[CUDA memcpy HtoD]",32768,0,2.019076,1.12e-06,6.484985e-05,0.056545,"Tesla K40c (0)",1,7
"246","[CUDA memcpy HtoD]",32768,0,2.019245,0.000342208,2.125065,6.064319,"Tesla K40c (0)",1,7
"247","[CUDA memcpy HtoD]",32768,0,2.019724,0.000305889,2.125065,6.784352,"Tesla K40c (0)",1,7
"249","[CUDA memcpy DtoH]",32768,0,2.020214,1.4976e-05,0.125004,8.151311,"Tesla K40c (0)",1,7
"250","[CUDA memcpy DtoH]",32768,0,2.020258,0.000304704,2.125065,6.810736,"Tesla K40c (0)",1,7
"251","[CUDA memcpy HtoD]",33792,0,2.012799,1.5712e-05,0.12891,8.012267,"Tesla K40c (0)",1,7
"252","[CUDA memcpy HtoD]",33792,0,2.013029,0.000359392,2.191471,5.954803,"Tesla K40c (0)",1,7
"254","[CUDA memcpy DtoH]",33792,0,2.013486,1.5392e-05,0.128906,8.1786,"Tesla K40c (0)",1,7
"255","[CUDA memcpy HtoD]",33792,0,2.013721,1.152e-06,6.484985e-05,0.054974,"Tesla K40c (0)",1,7
"256","[CUDA memcpy HtoD]",33792,0,2.013879,0.000327137,2.191471,6.541933,"Tesla K40c (0)",1,7
"257","[CUDA memcpy HtoD]",33792,0,2.014318,0.000292544,2.191471,7.31551,"Tesla K40c (0)",1,7
"259","[CUDA memcpy DtoH]",33792,0,2.014801,2.1216e-05,0.12891,5.93367,"Tesla K40c (0)",1,7
"260","[CUDA memcpy DtoH]",33792,0,2.014863,0.000492897,2.191471,4.341898,"Tesla K40c (0)",1,7
"261","[CUDA memcpy HtoD]",34816,0,2.019517,1.9744e-05,0.132816,6.569258,"Tesla K40c (0)",1,7
"262","[CUDA memcpy HtoD]",34816,0,2.019845,0.000397856,2.257877,5.542102,"Tesla K40c (0)",1,7
"264","[CUDA memcpy DtoH]",34816,0,2.020348,1.5744e-05,0.132812,8.23804,"Tesla K40c (0)",1,7
"265","[CUDA memcpy HtoD]",34816,0,2.020759,1.152e-06,6.484985e-05,0.054974,"Tesla K40c (0)",1,7
"266","[CUDA memcpy HtoD]",34816,0,2.020947,0.000398081,2.257877,5.538969,"Tesla K40c (0)",1,7
"267","[CUDA memcpy HtoD]",34816,0,2.021538,0.000355233,2.257877,6.207076,"Tesla K40c (0)",1,7
"269","[CUDA memcpy DtoH]",34816,0,2.022087,1.6192e-05,0.132816,8.01034,"Tesla K40c (0)",1,7
"270","[CUDA memcpy DtoH]",34816,0,2.022164,0.000380609,2.257877,5.793238,"Tesla K40c (0)",1,7
"271","[CUDA memcpy HtoD]",35840,0,2.016433,1.6704e-05,0.136723,7.993183,"Tesla K40c (0)",1,7
"272","[CUDA memcpy HtoD]",35840,0,2.016628,0.000346625,2.324284,6.548311,"Tesla K40c (0)",1,7
"274","[CUDA memcpy DtoH]",35840,0,2.017077,1.6128e-05,0.136719,8.278423,"Tesla K40c (0)",1,7
"275","[CUDA memcpy HtoD]",35840,0,2.017304,1.152e-06,6.484985e-05,0.054974,"Tesla K40c (0)",1,7
"276","[CUDA memcpy HtoD]",35840,0,2.017467,0.000345793,2.324284,6.564066,"Tesla K40c (0)",1,7
"277","[CUDA memcpy HtoD]",35840,0,2.017907,0.000262496,2.324284,8.64702,"Tesla K40c (0)",1,7
"279","[CUDA memcpy DtoH]",35840,0,2.01837,1.6128e-05,0.136723,8.278654,"Tesla K40c (0)",1,7
"280","[CUDA memcpy DtoH]",35840,0,2.018414,0.000335104,2.324284,6.773444,"Tesla K40c (0)",1,7
"281","[CUDA memcpy HtoD]",36864,0,2.020352,1.6832e-05,0.140629,8.159032,"Tesla K40c (0)",1,7
"282","[CUDA memcpy HtoD]",36864,0,2.02061,0.000423299,2.39069,5.515388,"Tesla K40c (0)",1,7
"284","[CUDA memcpy DtoH]",36864,0,2.021147,2.32e-05,0.140625,5.919358,"Tesla K40c (0)",1,7
