"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","device","kernel","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","system_memory_write_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","system_memory_write_throughput","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","system_memory_utilization","control.flow_function_unit_utilization","texture_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"188",26624,0,0.000172386,1,1664,16,16,21,0,6,2,1,4,1411370,2981968,852000,13312,705561,1492871,106321,0,0,93189,26626,1358720,83886402,1664,96.417878,0.518858,0.964676,37.747695,0.0178728193359375,0.01941776953125,0.0203523583984375,0.0223411923828125,0.0525019521484375,0,70.212596,79.999399,1.2545,53.001878,29.409092,0,0,1.446405,0,0,134789,53250,5,115706,313075,133136,0,0,53.80118,22.879099,0.879859,53208,39936,229904,119815,0,0,3833968,426000,1703968,852000,0,1,3,1,1,0,1600811,0,2981968,7667792,851952,3833968,3407888,0,0,0,16.978043,6.906787
"8",8192,0,5.552e-05,1,512,16,16,21,0,6,2,4,0,486274,917584,262176,4096,217113,463271,33759,0,0,28677,8194,430878,25806618,512,88.495992,0.500937,0.930354,45.716644,0.0216455771484375,0.023018076171875,0.0245596591796875,0.0270576328125,0.06358603125,0,70.212213,79.998047,1.233438,53.006104,28.874732,0,0,1.446351,0,0,41477,16386,4,34850,96394,40971,0,0,65.195286,27.710397,2.770295,16371,12288,73778,36871,0,0,1179760,131088,524320,262176,0,1,3,1,1,0,496842,0,917584,2359376,262128,1179760,1048592,0,0,0,15.163262,6.548254
"108",18432,0,0.000120225,1,1152,16,16,21,0,6,2,0,0,1003026,2064464,589856,9216,488473,1037468,74004,0,0,64517,18434,948709,58278040,1152,94.584687,0.515347,0.957332,48.701989,0.023059388671875,0.0249527529296875,0.0262215634765625,0.0288245478515625,0.0677379697265625,0,70.21252,79.999132,1.249568,53.002713,29.289065,0,0,1.446394,0,0,93317,36866,0,79786,216751,92168,0,0,69.414921,29.516978,0,36845,27648,159744,82951,0,0,2654320,294928,1179680,589856,0,1,3,0,1,0,1111615,0,2064464,5308496,589808,2654320,2359312,0,0,0,16.539452,6.619602
"78",15360,0,0.000101345,1,960,16,16,21,0,6,2,1,0,854159,1720400,491552,7680,407065,865531,61962,0,0,53765,15362,794388,48609386,960,93.605874,0.510814,0.953102,48.22514,0.0228335576171875,0.024771162109375,0.025969623046875,0.0285423193359375,0.0670747841796875,0,70.212471,79.998958,1.239438,53.003255,29.048062,0,0,1.446387,0,0,77765,30722,9,66658,180635,76812,0,0,68.737854,29.229618,3.507006,30702,23040,135731,69127,0,0,2211952,245776,983072,491552,0,1,3,1,1,0,929007,0,1720400,4423760,491504,2211952,1966096,0,0,0,16.18516,6.445216
"348",43008,0,0.000275427,1,2688,16,16,21,0,6,2,0,5,2245130,4816976,1376288,21504,1139737,2416161,170660,0,0,150533,43010,2189714,135970990,2688,97.724675,0.519958,0.970239,50.185747,0.02376207421875,0.025932533203125,0.02707135546875,0.02970273046875,0.069801541015625,0,70.212661,79.999628,1.256933,53.001163,29.478245,0,0,1.446414,0,0,217733,86018,5,187750,505592,215050,0,0,71.509733,30.416162,0.72416,85954,64512,372811,193543,0,0,6193264,688144,2752544,1376288,0,1,4,1,1,0,2587065,0,4816976,12386384,1376240,6193264,5505040,0,0,0,17.240828,6.851958
"278",35840,0,0.000229858,1,2240,16,16,21,0,6,2,0,4,1892324,4014160,1146912,17920,949785,2008878,142425,0,0,125445,35842,1823237,113787606,2240,96.983339,0.51761,0.96893,38.162966,0.0180694794921875,0.0196931162109375,0.0205537109375,0.0225869755859375,0.0530795048828125,0,70.21264,79.999554,1.253188,53.001395,29.388747,0,0,1.446411,0,0,181445,71682,8,156246,421298,179216,0,0,54.374451,23.130353,1.057293,71636,53760,309297,161287,0,0,5161072,573456,2293792,1146912,0,1,3,1,1,0,2157415,0,4014160,10322000,1146864,5161072,4587536,0,0,0,17.046077,6.764066
"428",51200,0,0.000326405,1,3200,16,16,21,0,6,2,0,0,2652440,5734480,1638432,25600,1356825,2873690,202905,0,0,179205,51202,2599268,161861380,3200,98.089269,0.521589,0.972227,50.359426,0.023844326171875,0.025994232421875,0.027199232421875,0.0298055244140625,0.070043087890625,0,70.212678,79.999688,1.259525,53.000977,29.538651,0,0,1.446416,0,0,259205,102402,5,223270,601848,256012,0,0,71.7519,30.521572,0.610402,102344,76800,445314,230407,0,0,7372912,819216,3276832,1638432,0,1,4,1,1,0,3074098,0,5734480,14745680,1638384,7372912,6553616,0,0,0,17.372947,6.86982
"478",56320,0,0.00035994,1,3520,16,16,21,0,6,2,4,1,2909363,6307920,1802272,28160,1492505,3157469,223046,0,0,197125,56322,2861238,178460240,3520,98.270034,0.520674,0.972774,38.450952,0.018205875,0.0198709453125,0.020806921875,0.0227574248046875,0.05348001953125,0,70.212686,79.999716,1.260302,53.000888,29.55684,0,0,1.446417,0,0,285125,112642,5,245888,661977,281614,0,0,54.780256,23.304265,433.861328,112566,84480,486417,253447,0,0,8110192,901136,3604512,1802272,0,1,3,1,1,0,3380158,0,6307920,16220240,1802224,8110192,7208976,0,0,0,17.422611,6.925485
"548",63488,0,0.000403109,1,3968,16,16,21,0,6,2,1,0,3280513,7110736,2031648,31744,1682457,3557980,251326,0,0,222213,63490,3096113,200589658,3968,98.104229,0.522793,0.973899,50.378204,0.023853236328125,0.0260811767578125,0.0272257666015625,0.0298166396484375,0.0700691884765625,0,70.212695,79.999748,1.261723,53.000788,29.590777,0,0,1.446419,0,0,321413,126978,5,277676,746192,317449,0,0,71.769412,30.532528,504.264648,126913,95232,550494,285703,0,0,9142384,1015824,4063264,2031648,0,1,4,1,1,0,3817835,0,7110736,18284624,2031600,9142384,8126480,0,0,0,17.417977,6.865965
"218",29696,0,0.000190755,1,1856,16,16,21,0,6,2,0,0,1568188,3326032,950304,14848,786969,1665932,118289,0,0,103941,29698,1516720,93813616,1856,96.717996,0.519763,0.966605,37.868571,0.01793006640625,0.01952310546875,0.0204636240234375,0.022412734375,0.0526700615234375,0,70.212614,79.999461,1.254358,53.001684,29.409202,0,0,1.446407,0,0,150341,59394,1,129342,349074,148489,0,0,53.954391,22.951104,0.158274,59360,44544,257291,133639,0,0,4276336,475152,1900576,950304,0,1,3,1,1,0,1785583,0,3326032,8552528,950256,4276336,3801104,0,0,0,17.043301,6.957589
