"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"54155",3840,0,0.007133699,960,960,4,4,14,0,4,61729447,40472784,13490928,921600,35567262,29662106,12261058,0,0,2533680,844560,61667525,873569502,921600,99.899688,0.576475,0.221232,11.186422,7.455585,29.727084,38.930868,22.374873,42.907157,0,26.071226,33.321241,0.878651,38.592949,16.995641,0,0,3.205435,4.492391,0,0,8121546,3794094,6723918,9708798,5061008,0,0,42.923524,22.3752,4574319,3490164,13039818,3378240,26981856,0,0,0,0,0,0,1,4,1,41922172,13490928,0,303614712,28229184,53963712,141756624,7021781,31.043965,0.113828,0,0.892522
"25163",2560,0,0.00178916,640,640,4,4,14,0,4,15318069,6922080,2307360,409600,9004120,7034806,2659855,0,0,434340,144780,14803640,159363974,409600,96.667576,0.608372,0.168244,7.738559,5.155646,10.385404,27.030819,15.449974,29.66023,0,26.090691,33.369933,0.834574,21.982715,16.371534,0,0,3.199362,4.47999,0,0,1389611,648613,580986,1659563,864346,0,0,29.665486,15.4506,1108998,941600,2214482,579120,4614720,0,0,0,0,0,0,1,2,1,9696929,2307360,0,72469378,8857924,9229440,44794720,937893,16.765288,0.078453,0,0.961133
"15603",2048,0,0.001288093,512,512,4,4,14,0,4,10745865,6143280,2047760,262144,6851480,5476793,2145197,0,0,385566,128522,10584908,124988122,262144,98.574549,0.647262,0.184502,9.793156,6.524212,12.932683,32.177847,19.54985,37.534726,0,26.090921,33.372185,0.921902,26.136322,17.986006,0,0,3.197652,4.475981,0,0,1232906,575262,507399,1472822,767023,0,0,37.539569,19.550029,860452,701768,1971243,514088,4095520,0,0,0,0,0,0,1,3,1,7620806,2047760,0,56266666,6239204,8191040,31706416,746666,19.031166,0.099251,0,1.030952
"6209",1280,0,0.000445162,320,320,4,4,14,0,4,3920163,1669545,556515,102400,2217323,1729509,653914,0,0,105468,35156,3784490,40744394,102400,96.539098,0.586123,0.168286,7.322495,4.872957,9.870969,25.333858,14.631961,28.124004,0,26.036459,33.303512,0.802356,21.653545,15.741996,0,0,3.187479,4.456138,0,0,336177,156660,140914,401873,209194,0,0,28.151043,14.653956,273216,232178,538084,140624,1113030,0,0,0,0,0,0,1,2,1,2383017,556515,0,17755420,2193425,2226060,11083945,224274,15.710304,0.073939,0,0.909531
"32103",2816,0,0.001613412,704,704,4,4,14,0,4,14495754,2255064,751688,495616,6710183,4836439,1660447,0,0,141918,47306,13368205,103204478,495616,92.232995,0.502097,0.120662,2.664263,1.77413,3.599542,9.28304,5.32035,10.220679,0,26.067374,33.346109,0.610264,13.539077,12.150266,0,0,3.195514,4.471906,0,0,453501,211548,190638,541656,281790,0,0,10.227307,5.320633,794260,742562,722229,189224,1503376,0,0,0,0,0,0,1,1,1,6497898,751688,0,50302918,8679812,3006752,41290456,305066,5.76012,0.027008,0,0.668675
"23779",2560,0,0.002490935,640,640,4,4,14,0,4,20870759,14665560,4888520,409600,13816807,11395064,4661208,0,0,919086,306362,20734622,275400248,409600,99.567927,0.665657,0.207313,12.035364,8.01995,16.992203,41.592599,24.056226,46.149165,0,26.079268,33.338353,0.996963,33.732439,19.316437,0,0,3.203292,4.488944,0,0,2944101,1375242,1294689,3517710,1832977,0,0,46.16834,24.056988,1786295,1375138,4738726,1225448,9777040,0,0,0,0,0,0,1,4,1,16052225,4888520,0,116495110,11437700,19554080,57852760,2001039,26.262725,0.121994,0,1.072527
"66121",4096,0,0.003781591,1024,1024,4,4,14,0,4,33283133,9590829,3196943,1048576,17642763,13069539,4817453,0,0,600768,200256,31414193,283171308,1048576,94.401056,0.561573,0.140835,4.927075,3.283493,6.503022,12.592988,6.56882,14.792238,0,33.308518,49.986037,0.72262,16.82545,14.232339,0,0,2.99637,3.991346,0,0,1800123,799291,791451,1802047,799487,0,0,14.806666,6.56905,2168260,1905922,2863240,801024,6393886,0,0,0,0,0,0,1,1,1,17888523,3196943,0,137005582,19970585,12787772,98658349,1121342,9.213598,0.050028,0,0.80183
"38931",3072,0,0.001755111,768,768,4,4,14,0,4,15819817,833184,277728,589824,6455496,4451932,1475105,0,0,52668,17556,14155020,93743088,589824,89.337886,0.456847,0.10356,0.902496,0.600525,1.218643,3.087976,1.795885,3.458141,0,26.097728,33.438966,0.523745,10.944784,10.484326,0,0,3.182616,4.442698,0,0,167622,77996,70449,200516,103934,0,0,3.468572,1.797874,746942,726048,266905,70224,555456,0,0,0,0,0,0,1,1,1,5927741,277728,0,46757538,9713860,1110912,43429536,109782,1.899034,0.009144,0,0.551003
"55",256,0,2.5313e-05,64,64,4,4,14,0,4,253214,160080,53360,4096,147760,122472,50075,0,0,10266,3422,205118,2677578,4096,81.00579,0.726633,0.205741,11.780998,7.820193,0,28.00614,23.291748,45.117942,0,26.111559,33.574952,1.085336,36.074219,21.030212,0,0,3.157315,4.387785,0,0,32413,15015,0,38652,20316,0,0,45.317257,23.819347,18695,14536,52506,13688,106720,0,0,0,0,0,0,1,2,1,172469,53360,0,1237114,118436,213440,598864,8462,9.921211,0.109756,0,1.22292
"54009",3840,0,0.007380457,960,960,4,4,14,0,4,63726975,42097545,14032515,921600,36553383,30551939,12660019,0,0,2636718,878906,63787874,906626760,921600,99.864921,0.574797,0.222651,11.284255,7.52016,30.870287,39.279079,22.564498,43.273042,0,26.076871,33.3274,0.878116,39.662959,16.97779,0,0,3.204601,4.492271,0,0,8449629,3948284,7200441,10094247,5263218,0,0,43.276836,22.564875,4702988,3577058,13563288,3515624,28065030,0,0,0,0,0,0,1,4,1,43219269,14032515,0,312578820,28770625,56130060,144222345,7406539,31.753887,0.114686,0,0.888489
"22033",2304,0,0.001017974,576,576,4,4,14,0,4,9098505,817449,272483,331776,3945035,2768850,931869,0,0,51876,17292,8318651,58097872,331776,91.40062,0.474608,0.109211,1.54188,1.025303,2.103111,5.375434,3.079847,5.926912,0,26.014902,33.290694,0.557045,11.890658,11.125036,0,0,3.178618,4.437543,0,0,164894,76734,69865,197158,102317,0,0,5.93495,3.079998,462846,441554,263005,69168,544966,0,0,0,0,0,0,1,1,1,3700672,272483,0,28917372,5579857,1089932,25652265,111404,3.353539,0.015598,0,0.586386
