"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"2",256,0,2.4865e-05,1,1,16,1,38,1024,9,557532,256,240,1,2424,1875,510,256,16,15,19536,19536,1,3.604068,0.109061,0.015625,0.04267,0.040003,0,0,0.040003,0.04267,11.555118,100,100,0.124271,2424,2.752481,1.494118,1.984375,4,2,762,508,64,30,0,71,36,4.064317,2.709544,0.094674,0.048004,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0,0,0.001822,0,0.110099
"5",256,0,2.4065e-05,1,1,16,1,38,1024,9,617668,256,240,1,2424,1875,510,256,16,15,22215,22316,1,3.596015,0.110067,0.015626,0.042615,0.039951,0,0,0.039951,0.042615,11.555118,100,100,0.109341,2424,2.421787,1.494118,1.984375,4,2,762,508,64,30,0,231,36,4.05905,2.706033,0.307625,0.047942,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0,0,0.001644,0,0.096871
"8",256,0,2.4097e-05,1,1,16,1,38,1024,9,556920,256,240,1,2424,1875,510,256,16,15,19543,19552,1,3.513182,0.109111,0.015626,0.048642,0.045602,0,0,0.045602,0.048642,11.555118,100,100,0.12429,2424,2.752904,1.494118,1.984375,4,2,762,508,64,30,0,71,36,4.633147,3.088765,0.107924,0.054722,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0,0,0.001824,0,0.110116
"11",256,0,2.368e-05,1,1,16,1,38,1024,9,556024,256,240,1,2424,1875,510,256,16,15,19556,22140,1,3.504396,0.124034,0.015625,0.048388,0.045364,0,0,0.045364,0.048388,11.555118,100,100,0.124207,2424,2.751074,1.494118,1.984375,4,2,762,508,64,30,0,71,36,4.608934,3.072623,0.10736,0.054436,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0,0,0.001827,0,0.110043
"14",256,0,2.4065e-05,1,1,16,1,38,1024,9,625068,256,240,1,2424,1875,510,256,16,15,22422,22508,1,3.517763,0.108036,0.015626,0.048434,0.045407,0,0,0.045407,0.048434,11.555118,100,100,0.110129,2424,2.439246,1.494118,1.984375,4,2,762,508,64,30,0,63,36,4.613381,3.075588,0.095355,0.054489,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0,0,0.001625,0,0.09757
"17",256,0,2.3777e-05,1,1,16,1,38,1024,9,622932,256,240,1,2424,1875,510,256,16,15,22351,19550,1,3.516002,0.108452,0.015625,0.048278,0.04526,0,0,0.04526,0.048278,11.555118,100,100,0.124265,2424,2.752341,1.494118,1.984375,4,2,762,508,64,30,0,231,36,4.598435,3.065623,0.348503,0.054312,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0,0,0.00163,0,0.110094
"20",256,0,2.4001e-05,1,1,16,1,38,1024,9,556044,256,240,1,2424,1875,510,256,16,15,19543,19544,1,3.51718,0.124034,0.015626,0.048292,0.045274,0,6.181401,0.045274,0.048292,11.555118,100,100,0.124303,2424,2.753186,1.494118,1.984375,4,2,762,508,64,30,0,239,36,4.599832,3.066555,0.360682,0.054329,321,321,860,829,2600,0,0,0,0,0,120,1,1,1,2152,1480,0,8203,2018,5192,2515,0,0,0.001827,0,0.110127
"23",256,0,2.4001e-05,1,1,16,1,38,1024,9,621288,256,240,1,2424,1875,510,256,16,15,22174,22628,1,3.585585,0.109317,0.015626,0.048363,0.045341,0,6.190492,0.045341,0.048363,11.555118,100,100,0.108273,2424,2.398146,1.494118,1.984375,4,2,762,508,64,30,0,239,36,4.606597,3.071064,0.361213,0.054409,321,321,860,829,2600,0,0,0,0,0,120,1,1,1,2152,1480,0,8203,2018,5192,2515,0,0,0.001635,0,0.095926
"26",256,0,2.4001e-05,1,1,16,1,38,1024,9,557088,256,240,1,2424,1875,510,256,16,15,19549,22212,1,3.576382,0.124085,0.015625,0.048285,0.045267,0,6.180462,0.045267,0.048285,11.555118,100,100,0.109533,2424,2.426046,1.494118,1.984375,4,2,762,508,64,30,0,63,36,4.599133,3.066089,0.095061,0.05432,321,321,860,829,2600,0,0,0,0,0,120,1,1,1,2152,1480,0,8203,2018,5192,2515,0,0,0.001823,0,0.097042
"29",256,0,2.4001e-05,1,1,16,1,38,1024,9,619252,256,240,1,2424,1875,510,256,16,15,22180,19542,1,3.51422,0.108866,0.015624,0.048393,0.045368,0,0,0.045368,0.048393,11.555118,100,100,0.109513,2424,2.425609,1.494118,1.984375,4,2,762,508,64,30,0,231,36,4.609402,3.072934,0.349335,0.054442,321,321,860,829,2600,0,0,0,0,0,120,1,0,1,2152,1480,0,8203,2018,5192,2515,0,0,0.00164,0,0.097024
