"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","device","kernel","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","system_memory_write_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","system_memory_write_throughput","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","system_memory_utilization","control.flow_function_unit_utilization","texture_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"15687",101,0,0.026398,51,1,256,1,31,11.59375,3,5,0,0,241747779,987003867,28792458,408,292754025,196457201,107735840,36190467,5151,40066008,923406,237967893,7483593546,51,98.546047,1.228672,0.490753,101.204385,0.00392578515625,0.006904775390625,0.00982966796875,0.0072766640625,0.142863411132813,37.356945,69.179649,53.950346,1.728165,717534.375,31.899265,1.005931,1,1.650406,36405126,5151,65996569,4300728,1,6330117,117817506,6497668,325.304678,47.132369,131.597491,7.257638,0.001143456,50844040,28259406,110981326,77185032,1883792253,97165455,0,0,0,0,13232715,3,1,1,1,0,303978149,1010953824,0,3304670730,495940677,1887066612,109551882,6196590,6.921346,2.029267,0,3.87309
"13939",96,0,0.02636,51,1,256,1,31,11.59375,3,5,1,1,242045492,987547527,28951221,408,292977813,196483711,107784557,36190467,5151,40083144,928404,238374507,7495196416,51,98.391673,1.227744,0.490768,98.983396,0.00385597265625,0.0067677255859375,0.0096310615234375,0.007136685546875,0.13973028515625,37.356943,69.178613,54.0303,1.72967,718082.875,31.927573,1.005931,1,1.650389,36405126,5151,66024150,4309708,2,6346088,124472717,5823259,318.045424,46.080599,135.928585,6.359204,0.002236366,50851327,28266903,111184515,77207166,1883924904,97165455,278358,13056,0,132651,13258827,3,1,1,1,0,304145392,1011112587,145707,3308508066,496073328,1887834282,109869375,7215729,7.87983,2.026914,0.000898,3.873978
"9991",81,0,0.026372,51,1,256,1,31,11.59375,3,5,0,4,242134113,987003867,28792458,408,292754085,196335616,107732735,36190467,5151,40066008,923406,238279691,7486245140,51,98.408146,1.229713,0.490745,101.493918,0.0039370166015625,0.006925671875,0.009891703125,0.007297482421875,0.143272126953125,37.356943,69.179648,53.950346,1.728226,717534.522059,31.902462,1.005931,1,1.650406,36405126,5151,65996567,4300728,5,6331162,124395090,6841527,326.235334,47.267209,139.341894,7.663577,0.005734444,50846369,28259426,111011252,77185032,1883792225,97165455,0,0,0,0,13232713,3,1,1,1,0,304126088,1010953816,0,3304670675,495940687,1887066565,109551837,6225416,6.973436,2.02603,0,3.872531
"8859",77,0,0.026437,51,1,256,1,31,11.59375,3,5,0,4,242259209,987003867,28792458,408,292754025,196430417,107734466,36190467,5151,40066008,923406,238319794,7489913638,51,98.37766,1.227658,0.490762,98.971635,0.00383917578125,0.006747998046875,0.009670486328125,0.0071161279296875,0.139711602539063,37.356943,69.179643,53.950346,1.728281,717534.375,31.905995,1.005931,1,1.650406,36405126,5151,65996571,4300728,5,6325949,124419536,5466093,318.127875,46.092545,135.905733,5.970713,0.005592346,50843478,28259406,111041878,77185032,1883792253,97165455,0,0,0,0,13232715,3,1,1,1,0,304125833,1010953824,0,3304670569,495940677,1887066582,109551852,6734920,7.356676,2.024983,0,3.87141
"4654",57,0,0.026327,51,1,256,1,31,11.59375,3,5,0,1,242028969,987003867,28792458,408,292754055,196370897,107731228,36190467,5151,40066008,923406,238360144,7492802652,51,98.393965,1.22748,0.49088,98.895519,0.0038362236328125,0.006722107421875,0.0096310029296875,0.0071106552734375,0.139604130859375,37.356943,69.179654,53.950346,1.728689,717534.448529,31.907636,1.005931,1,1.650406,36405126,5151,65996564,4300728,1,6306528,111222403,6140512,317.883213,46.057096,121.396829,6.702235,0.001116753,50846286,28259416,111013864,77185032,1883792239,97165455,0,0,0,0,13232714,3,1,1,1,0,303941803,1010953820,0,3304670594,495940682,1887066583,109551854,6206335,6.774079,2.02691,0,3.873585
"11663",88,0,0.026355,51,1,256,1,31,11.59375,3,5,0,1,242105552,987547527,28951221,408,292977813,196558967,107789309,36190467,5151,40083144,928404,238007502,7491567108,51,98.46593,1.22852,0.49084,98.758825,0.003847224609375,0.006769328125,0.009692294921875,0.007120494140625,0.13941326953125,37.356943,69.178613,54.0303,1.728827,718082.875,31.916857,1.005931,1,1.650389,36405126,5151,66024150,4309708,1,6362024,111260657,6172639,317.323852,45.976052,121.224894,6.725446,0.001114845,50848794,28266903,111351323,77207166,1883924904,97165455,278358,13056,0,132651,13258827,3,1,1,1,0,304302774,1011112587,145707,3308508066,496073328,1887834282,109869375,6280313,6.842763,2.026411,0.000898,3.867774
"11569",87,0,0.026384,51,1,256,1,31,11.59375,3,5,0,0,241921745,987003867,28792458,408,292754025,196282257,107733118,36190467,5151,40066008,923406,238541919,7484572534,51,98.461903,1.22875,0.490849,101.58969,0.0039407314453125,0.0069040078125,0.0098791884765625,0.0073043681640625,0.143407322265625,37.356944,69.179648,53.950346,1.728625,717534.375,31.908669,1.005931,1,1.650406,36405126,5151,65996567,4300728,0,6305407,130988562,6496714,326.543178,47.311811,146.866067,7.2842,0,50840033,28259406,110962346,77185032,1883792253,97165455,0,0,0,0,13232715,3,1,0,1,0,304026757,1010953824,0,3304670715,495940677,1887066596,109551866,5659324,6.345307,2.027808,0,3.871681
"2707",45,0,0.026357,51,1,256,1,31,11.59375,3,5,0,4,242089731,987003867,28792458,408,292754025,196149438,107734352,36190467,5151,40066008,923406,238241280,7483350436,51,98.348307,1.228794,0.490786,97.799966,0.0037937255859375,0.0066387626953125,0.00953295703125,0.007031884765625,0.13805761328125,37.356943,69.179654,53.950346,1.728826,717534.375,31.908346,1.005931,1,1.650406,36405126,5151,65996564,4300728,4,6298106,104648444,6154887,314.36174,45.546882,112.956164,6.643505,0.00442028,50839235,28259406,110979337,77185032,1883792253,97165455,0,0,0,0,13232715,3,1,1,1,0,304021925,1010953824,0,3304670544,495940677,1887066563,109551833,7217219,7.790172,2.026401,0,3.872896
"9437",79,0,0.026306,51,1,256,1,31,11.59375,3,5,1,0,242273837,987003867,28792458,408,292754025,196438452,107733566,36190467,5151,40066008,923406,238328692,7472190070,51,98.371617,1.227908,0.490671,100.794323,0.00390987890625,0.0068718193359375,0.009825060546875,0.0072471806640625,0.142284573242187,37.356948,69.17964,53.950346,1.727891,717534.375,31.896462,1.005931,1,1.650406,36405126,5151,65996557,4300728,1,6325534,124386585,6828114,323.986602,46.941398,138.371953,7.595831,1.166016,50841662,28259406,110924908,77185032,1883792253,97165455,0,0,0,0,13232715,3,1,1,1,0,304073682,1010953824,0,3304670484,495940677,1887066685,109551955,6216350,6.915283,2.024861,0,3.871224
"1434",35,0,0.026383,51,1,256,1,31,11.59375,3,5,4,0,242617310,987547527,28951221,408,292977813,196624686,107783527,36190467,5151,40083144,928404,238337895,7492550974,51,98.365056,1.22671,0.490848,97.600346,0.0038020947265625,0.0066952783203125,0.0095733203125,0.0070369677734375,0.137777897460937,37.356943,69.178613,54.0303,1.727415,718082.875,31.894426,1.005931,1,1.650389,36405126,5151,66024150,4309708,5,6367119,111502465,6519400,313.60152,45.436736,120.063252,7.019938,5.644531,50857596,28266903,111257070,77207166,1883924904,97165455,278358,13056,0,132651,13258827,3,1,1,1,0,304465023,1011112587,145707,3308508066,496073328,1887834282,109869375,6765864,7.285324,2.022137,0.000896,3.868837
