"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","device","kernel","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","system_memory_write_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","system_memory_write_throughput","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","system_memory_utilization","control.flow_function_unit_utilization","texture_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"35604",3840,4,2.8929e-05,204,1,16,1,26,2.12890625,3,13,0,4,300625,58956,52224,204,121992,142036,32422,28560,10200,3876,3264,248477,3663640,204,81.730062,0.492386,0.230073,7.097144,0.0061393974609375,0.023998951171875,0.01318541015625,0.008825384765625,0.0126625078125,6.989124,54.734848,69.565217,0.841999,598,17.751047,2.15,2.14,2.578947,61404,21828,9996,6120,5,25518,13570,10802,473.077439,168.170385,13.068491,10.402788,4.930779,13844,8160,111888,45900,0,0,0,0,0,0,0,3,2,1,1,0,175543,0,0,787032,13260,483480,153612,17242,16.604784,0,0,1.006931
"10834",2048,7,2.2688e-05,72,1,16,1,26,2.12890625,3,13,0,0,254293,20808,18432,72,43056,48599,10613,10080,3600,1368,1152,202173,1107818,72,80.599151,0.210223,0.084515,3.066291,0.0026525009765625,0.0091432998046875,0.004820322265625,0.0038129697265625,0.005470783203125,6.989124,54.734848,69.565217,0.34068,598,7.222455,2.15,2.14,2.578947,21672,7704,3528,2160,1,7942,5208,3441,204.391117,72.657307,6.139656,4.056558,1.207182,4896,2880,38110,16200,0,0,0,0,0,0,0,2,1,1,1,0,59356,0,0,277776,4680,170640,54216,5171,6.096037,0,0,0.311752
"8169",1792,6,2.1377e-05,27,1,16,1,26,2.12890625,3,13,0,0,239369,7803,6912,27,16146,17002,3431,3780,1350,513,432,189989,395880,27,79.370762,0.083571,0.032091,1.209723,0.0010464736328125,0.002853578125,0.0015781884765625,0.0015043056640625,0.0021583515625,6.989124,54.734848,69.565217,0.125607,598,2.688708,2.15,2.14,1.842105,8127,2889,945,459,1,2356,1891,1252,80.637055,28.665,2.345341,1.552812,1.270031,1836,1080,12907,6075,0,0,0,0,0,0,0,1,1,1,1,0,20454,0,0,104166,1755,63990,20331,1306,1.619786,0,0,0.107833
"34761",3840,2,2.1952e-05,83,1,16,1,26,2.12890625,3,13,0,0,248209,23987,21248,83,49634,53012,11991,11620,4150,1577,1328,196701,1228688,83,79.896378,0.250525,0.097681,3.574056,0.0030917431640625,0.0098106982421875,0.004954240234375,0.0044443818359375,0.006376720703125,6.989124,54.734848,69.565217,0.388392,598,8.198401,2.15,2.14,1.842105,24983,8881,2905,1411,1,8428,5721,3972,238.237395,84.689041,6.819418,4.734614,1.220605,5644,3320,40666,18675,0,0,0,0,0,0,0,2,1,1,1,0,65033,0,0,320214,5395,196710,62499,4499,5.362797,0,0,0.362175
"17145",2560,8,2.1249e-05,11,1,16,1,26,2.12890625,3,13,4,1,237523,3179,2816,11,6578,6923,1388,1540,550,209,176,156476,157004,11,65.878252,0.041897,0.015625,0.497049,0.0004299736328125,0.0010443955078125,0.0006474033203125,0.0006180869140625,0.0008868203125,6.989124,54.734848,69.565217,0.061984,598,1.327839,2.15,2.14,1.842105,3311,1177,385,187,5,855,867,512,33.132037,11.777834,1.084471,0.640426,6.404259,748,440,5216,2475,0,0,0,0,0,0,0,1,1,1,1,0,8336,0,0,42438,715,26070,8283,508,0.635423,0,0,0.053254
"41614",4096,6,2.5185e-05,170,1,16,1,26,2.12890625,3,13,1,0,276016,49130,43520,170,101660,118104,27445,23800,8500,3230,2720,223042,2738072,170,80.807634,0.442379,0.193543,6.527229,0.005646392578125,0.021479125,0.0111049169921875,0.0081166884765625,0.01164568359375,6.989124,54.734848,69.565217,0.775612,598,16.31408,2.15,2.14,2.578947,51170,18190,8330,5100,5,20694,11853,8876,435.088398,154.665976,12.597965,9.433859,5.441793,11544,6800,92845,38250,0,0,0,0,0,0,0,3,2,1,1,0,145795,0,0,655860,11050,402900,128010,12979,13.794734,0,0,0.878243
"5419",1536,3,2.1537e-05,63,1,16,1,26,2.12890625,3,13,1,0,243516,18207,16128,63,37674,39940,8481,8820,3150,1197,1008,193699,921526,63,79.01411,0.195095,0.074336,2.784905,0.0024090869140625,0.0072714765625,0.0038227529296875,0.0034630634765625,0.0049687421875,6.989124,54.734848,69.565217,0.29573,598,6.291318,2.15,2.14,1.842105,18963,6741,2205,1071,1,6085,4267,3021,185.634634,65.98972,5.221372,3.696687,1.253031,4284,2520,30416,14175,0,0,0,0,0,0,0,2,1,1,1,0,48509,0,0,243054,4095,149310,47439,3220,3.940196,0,0,0.264885
"43657",4096,10,2.4e-05,183,1,16,1,26,2.12890625,3,13,0,0,266955,52887,46848,183,109434,121386,28050,25620,9150,3477,2928,212346,2795584,183,80.828229,0.516869,0.20572,7.437502,0.0064338251953125,0.022028380859375,0.01174590625,0.0092486240234375,0.0132697646484375,6.989124,54.734848,69.565217,0.819863,598,17.255706,2.15,2.14,1.842105,55083,19581,6405,3111,5,20050,12163,9536,495.764839,176.235342,13.683867,10.728386,5.760207,12433,7320,92986,41175,0,0,0,0,0,0,0,3,2,1,1,0,148934,0,0,706014,11895,433710,137799,10963,12.333819,0,0,0.938441
"26317",3328,3,2.2273e-05,137,1,16,1,26,2.12890625,3,13,0,0,251160,39593,35072,137,81926,89770,21074,19180,6850,2603,2192,201686,2088886,137,80.3018,0.40105,0.158609,5.812169,0.005027828125,0.016815240234375,0.0089443505859375,0.0072275029296875,0.0103698955078125,6.989124,54.734848,69.565217,0.654076,598,13.739675,2.15,2.14,1.842105,41237,14659,4795,2329,1,14662,9287,6946,387.424319,137.722266,10.906497,8.157266,1.202568,9309,5480,69289,30825,0,0,0,0,0,0,0,3,2,1,1,0,110267,0,0,528546,8905,324690,103161,8148,9.568874,0,0,0.669883
"3577",1280,2,2.1313e-05,27,1,16,1,26,2.12890625,3,13,0,0,242736,7803,6912,27,16146,17009,3422,3780,1350,513,432,193671,388690,27,79.786682,0.084999,0.031972,1.212549,0.00104891796875,0.002761908203125,0.001585517578125,0.0015078193359375,0.0021633935546875,6.989124,54.734848,69.565217,0.123162,598,2.637333,2.15,2.14,1.842105,8127,2889,945,459,5,2275,2380,1249,80.82542,28.73196,2.958726,1.552709,6.364989,1836,1080,12841,6075,0,0,0,0,0,0,0,1,1,1,1,0,20444,0,0,104166,1755,63990,20331,1280,1.591247,0,0,0.105772
