"","","meanAcc"
"1","grid.y",NA
"2","device_memory_read_transactions",NA
"3","executed_ipc",NA
"4","achieved_occupancy",NA
"5","flop_efficiency.peak_single.",NA
"6","duration",NA
"7","kernel",NA
"8","0",NA
"9","grid.y",NA
"10","device_memory_read_transactions","0.907033261377917"
