"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","numberFeatures","NA","NA","NA"
"517","GTX-680","calculate_temp",0.000290733495088189,0.00125593002709885,4.31986698580391,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"365","GTX-680","calculate_temp",0.000289074360833592,0.0012633191750853,4.37022215129115,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"161","GTX-680","calculate_temp",0.00817044825262146,0.0381420647776757,4.668295251174,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"407","GTX-680","calculate_temp",0.000295584769525922,0.00127364662961873,4.30890479120926,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"980","GTX-680","calculate_temp",0.0081607580863891,0.0381455697200312,4.67426791925767,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"639","GTX-680","calculate_temp",0.000279210851006394,0.00127971847741874,4.58334077205846,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"170","GTX-680","calculate_temp",0.00815628398375475,0.0381392096202664,4.67605219438533,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"121","GTX-680","calculate_temp",0.0081607580863891,0.0381472316634365,4.67447156987293,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"488","GTX-680","calculate_temp",0.00329997335211738,0.0150496726230123,4.56054368237726,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"963","GTX-680","calculate_temp",0.00314614005057222,0.0150553134060489,4.78532842277973,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"103","GTX-680","calculate_temp",0.00853628010716174,0.0381436483714919,4.46841573761038,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"599","GTX-680","calculate_temp",0.000293963163961339,0.0012735810698024,4.33245122497692,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"76","GTX-680","calculate_temp",0.00312222295658543,0.0150613111866962,4.82390636291003,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"460","GTX-680","calculate_temp",0.00853080335785697,0.0381358880705565,4.47037476668981,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"283","GTX-680","calculate_temp",0.0085318999744928,0.0381455956862064,4.47093798570628,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"122","GTX-680","calculate_temp",0.00328577504125706,0.0150523378151325,4.58106158398896,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"731","GTX-680","calculate_temp",0.00816467203560232,0.0381386646183926,4.671181457392,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"531","GTX-680","calculate_temp",0.00816485839341661,0.0381428176089037,4.6715834826552,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"188","GTX-680","calculate_temp",0.00816411295086072,0.0381462967932674,4.67243618784644,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"444","GTX-680","calculate_temp",0.00853519516050297,0.0381366664801089,4.46816572590961,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"875","GTX-680","calculate_temp",0.000297202446259044,0.00125161664245624,4.21132685215289,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"834","GTX-680","calculate_temp",0.000296394096465401,0.00127223995992458,4.29239305065948,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"427","GTX-680","calculate_temp",0.00809989161024143,0.0381400660994745,4.708713145155,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"79","GTX-680","calculate_temp",0.00328465961673942,0.0150519775704409,4.58250757361049,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"874","GTX-680","calculate_temp",0.00816653552902065,0.0381390539030354,4.67016322496905,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"658","GTX-680","calculate_temp",0.00327627985489179,0.0150570748895363,4.59578410771432,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"220","GTX-680","calculate_temp",0.000292337588602785,0.00128142122160767,4.38336112619716,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"284","GTX-680","calculate_temp",0.00314215947022213,0.0150439252069576,4.78776629560882,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"175","GTX-680","calculate_temp",0.000276688322018018,0.0012532673272031,4.52952736878246,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
"800","GTX-680","calculate_temp",0.00311337591325707,0.0150581568117782,4.83660092173869,"0.5","10",4.83660092173869,4.21132685215289,0.168555022891105
