"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","maxAccuracy","minAccuracy","sdAccuracy"
"30","GTX-680","Fan1",0.00026063676076079,-1e-15,-3.83675732111247e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"37","GTX-680","Fan1",0.000154253400720028,-1e-15,-6.48283924589132e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"1","GTX-680","Fan1",0.000185316950849354,-1e-15,-5.39616044520887e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"3","GTX-680","Fan1",0.000321802215000759,-1e-15,-3.10749880947104e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"50","GTX-680","Fan1",0.000187303748030724,-1e-15,-5.33892146053567e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"55","GTX-680","Fan1",0.000446002448250125,-1e-15,-2.24214015847551e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"39","GTX-680","Fan1",0.000176256222197925,-1e-15,-5.67355857018802e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"14","GTX-680","Fan1",0.000147711478310036,-1e-15,-6.76995458606858e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"15","GTX-680","Fan1",0.00018231892871036,-1e-15,-5.48489401003802e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"5","GTX-680","Fan1",0.000183320678704966,-1e-15,-5.45492198187521e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"53","GTX-680","Fan1",0.000178287244605396,-1e-15,-5.60892621462238e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"35","GTX-680","Fan1",0.000389717207373636,-1e-15,-2.56596316785485e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"45","GTX-680","Fan1",0.000291523299242738,-1e-15,-3.43025755607735e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"46","GTX-680","Fan1",0.00025114138945089,-1e-15,-3.98182076712429e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"8","GTX-680","Fan1",0.000174214785544127,-1e-15,-5.74004093209821e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"42","GTX-680","Fan1",0.000367949360050262,-1e-15,-2.71776529211356e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"18","GTX-680","Fan1",0.000264051708047374,-1e-15,-3.78713702477011e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
"9","GTX-680","Fan1",0.000360566503176335,-1e-15,-2.7734134790412e-12,"0.25",-2.24214015847551e-12,-6.76995458606858e-12,1.27349218254116e-12
