"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","numberFeatures","NA","NA","NA"
"747","GTX-680","needle_cuda_shared_2",0.000528460006185843,0.000764779411701457,1.44718503339779,"0.5","10",1.53393000106155,1.36683657607843,0.0225134343463103
"503","GTX-680","needle_cuda_shared_2",0.000483128081504743,0.000715163665054556,1.48027757531113,"0.5","10",1.53393000106155,1.36683657607843,0.0225134343463103
"3","GTX-680","needle_cuda_shared_2",0.000809341685956546,0.00120240435484866,1.48565726406093,"0.5","10",1.53393000106155,1.36683657607843,0.0225134343463103
"745","GTX-680","needle_cuda_shared_2",0.000510796162129906,0.000745004169271063,1.45851559683722,"0.5","10",1.53393000106155,1.36683657607843,0.0225134343463103
"240","GTX-680","needle_cuda_shared_2",0.000464066429330931,0.000661872769407349,1.42624574322604,"0.5","10",1.53393000106155,1.36683657607843,0.0225134343463103
"61","GTX-680","needle_cuda_shared_2",0.000799985092113402,0.00117704131623154,1.47132906329796,"0.5","10",1.53393000106155,1.36683657607843,0.0225134343463103
"113","GTX-680","needle_cuda_shared_2",0.000830990207326299,0.00122151490000688,1.46995101655541,"0.5","10",1.53393000106155,1.36683657607843,0.0225134343463103
"335","GTX-680","needle_cuda_shared_2",0.000463402989773203,0.000670791651234523,1.44753414638697,"0.5","10",1.53393000106155,1.36683657607843,0.0225134343463103
"133","GTX-680","needle_cuda_shared_2",0.000481824271674155,0.000708419685242129,1.47028642368024,"0.5","10",1.53393000106155,1.36683657607843,0.0225134343463103
"936","GTX-680","needle_cuda_shared_2",0.000804669409587171,0.00118403609781409,1.47145658043786,"0.5","10",1.53393000106155,1.36683657607843,0.0225134343463103
"704","GTX-680","needle_cuda_shared_2",0.000554477525850163,0.000826094762003814,1.48986157867659,"0.5","10",1.53393000106155,1.36683657607843,0.0225134343463103
"44","GTX-680","needle_cuda_shared_2",0.000468698819764428,0.000671362675586033,1.43239677011234,"0.5","10",1.53393000106155,1.36683657607843,0.0225134343463103
