"","V1","V2"
"1","sm_cta_launched","1.04081492196804"
"2","active_cycles","1.0060739243431"
"3","gst_request","0.999838126085143"
"4","inst_issued1",NA
"5","inst_issued2","1.00289245014382"
"6","global_store_transactions","0.98189858872872"
"7","device_memory_read_transactions","1.1503497500263"
"8","issued_load.store_instructions",NA
"9","executed_load.store_instructions","0.94762687945395"
"10","control.flow_instructions","1.05124110989695"
"11","theoretical_flops","0"
"12","duration","0"
"13","gpu_id","0"
"14","sm_cta_launched","0"
