"","V1","V2"
"1","grid.y","0.996921627787973"
"2","global_load_transactions","1.00121213682923"
"3","shared_load_transactions","1.00630744517933"
"4","multiprocessor_activity",NA
"5","achieved_occupancy","0.997116892598357"
"6","device_memory_read_transactions","0.984805284174633"
"7","issued_control.flow_instructions","1.09365319604179"
"8","executed_control.flow_instructions",NA
"9","fp_instructions.single.","0.982849463225606"
"10","flop_efficiency.peak_single.","1.0111291202269"
"11","bus","0"
"12","duration","0"
"13","gpu_id","0"
"14","grid.y","0"
