"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","NA","NA","NA"
"43248","GTX-680","hotspotOpt1",0.00234863242174397,1.56450756377526e+81,6.66135555862562e+83,"0.25",3.81930564311791e+87,6.28495395169187e+83,1.7366652380893e+87
"90050","GTX-680","hotspotOpt1",0.00369414760345532,7.17887496997136e+83,1.94331026818111e+86,"0.25",3.81930564311791e+87,6.28495395169187e+83,1.7366652380893e+87
"72077","GTX-680","hotspotOpt1",0.00369361810024732,7.15269526747982e+83,1.93650103322834e+86,"0.25",3.81930564311791e+87,6.28495395169187e+83,1.7366652380893e+87
"147341","GTX-680","hotspotOpt1",0.005727995219743,2.07972054974076e+85,3.63080007918385e+87,"0.25",3.81930564311791e+87,6.28495395169187e+83,1.7366652380893e+87
"9552","GTX-680","hotspotOpt1",0.00247177258986647,1.57626257489235e+81,6.37705338005025e+83,"0.25",3.81930564311791e+87,6.28495395169187e+83,1.7366652380893e+87
"62232","GTX-680","hotspotOpt1",0.00368990235887949,7.16509404773306e+83,1.94181128681922e+86,"0.25",3.81930564311791e+87,6.28495395169187e+83,1.7366652380893e+87
"109582","GTX-680","hotspotOpt1",0.00573823811182517,2.08412191291681e+85,3.63198924879384e+87,"0.25",3.81930564311791e+87,6.28495395169187e+83,1.7366652380893e+87
"100687","GTX-680","hotspotOpt1",0.00574173001307184,2.08426827139887e+85,3.63003531453716e+87,"0.25",3.81930564311791e+87,6.28495395169187e+83,1.7366652380893e+87
"65756","GTX-680","hotspotOpt1",0.00369149975126396,7.17036793277507e+83,1.94239967924147e+86,"0.25",3.81930564311791e+87,6.28495395169187e+83,1.7366652380893e+87
"34861","GTX-680","hotspotOpt1",0.00247019094429109,1.56272624270851e+81,6.32633783360009e+83,"0.25",3.81930564311791e+87,6.28495395169187e+83,1.7366652380893e+87
"21406","GTX-680","hotspotOpt1",0.00246798577756957,1.57771078850566e+81,6.39270616080844e+83,"0.25",3.81930564311791e+87,6.28495395169187e+83,1.7366652380893e+87
