"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","maxAccuracy","minAccuracy","sdAccuracy"
"754","GTX-680","kernel",0.0949952438191502,0.111156391181566,1.17012585801857,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"835","GTX-680","kernel",0.0936250908128888,0.107808828854086,1.15149505242717,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"761","GTX-680","kernel",0.0941051547950365,0.102215317588547,1.0861819186332,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"164","GTX-680","kernel",0.093824755612493,0.107811560319111,1.14907371317209,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"820","GTX-680","kernel",0.0940163359785158,0.102215317588547,1.08720805299097,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"290","GTX-680","kernel",0.0938939025017613,0.105436579319517,1.12293318852669,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"528","GTX-680","kernel",0.0938978530716095,0.102215317588547,1.08857992216919,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"518","GTX-680","kernel",0.0939807980503999,0.110259810618977,1.17321636872935,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"494","GTX-680","kernel",0.0937298888898612,0.102295891971682,1.09139030445119,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"457","GTX-680","kernel",0.0937041885042506,0.102176041828459,1.09041061514368,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"963","GTX-680","kernel",0.0938800749277649,0.107808828854086,1.14836752033952,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"605","GTX-680","kernel",0.0938800749277649,0.107760379746285,1.14785144589201,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"86","GTX-680","kernel",0.093824755612493,0.107808828854086,1.14904460075919,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"2","GTX-680","kernel",0.0916019622632587,0.107760379746285,1.17639815877075,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"431","GTX-680","kernel",0.0937575627398416,0.107808828854086,1.14986808214324,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"564","GTX-680","kernel",0.0937476796371524,0.107760379746285,1.14947250068875,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"456","GTX-680","kernel",0.0937753511625855,0.107808828854086,1.14964996150395,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"770","GTX-680","kernel",0.0940123876135353,0.105436579319517,1.12151794030532,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"995","GTX-680","kernel",0.0939511785652869,0.111156391181566,1.18312928990373,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"497","GTX-680","kernel",0.0941189677197096,0.111156391181566,1.18102008420443,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"80","GTX-680","kernel",0.0940281806330485,0.106891191201472,1.13679952628907,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
"363","GTX-680","kernel",0.0937397728228943,0.111156391181566,1.18579753112457,"0.5",1.18773362982255,1.04659047002267,0.0376320449681272
