"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","numberFeatures"
"969","GTX-680","lud_internal",2.0120759732098,2.06754231758173,1.02756672467165,"0.5","5"
"589","GTX-680","lud_internal",1.39675172623687,1.45531467759702,1.04192796061039,"0.5","5"
"862","GTX-680","lud_internal",2.77436181189121,2.8169378987218,1.01534626329129,"0.5","5"
"280","GTX-680","lud_internal",1.69376006411184,1.74973005552648,1.03304481703197,"0.5","5"
"957","GTX-680","lud_internal",1.21888557239982,1.279191857092,1.04947657602793,"0.5","5"
"664","GTX-680","lud_internal",1.68467891490937,1.75721552665225,1.04305663892444,"0.5","5"
"150","GTX-680","lud_internal",1.55363100573421,1.60919822066122,1.03576603113733,"0.5","5"
"502","GTX-680","lud_internal",1.2529064435918,1.31319306243479,1.04811741463326,"0.5","5"
"686","GTX-680","lud_internal",2.34932331713711,2.42074219855839,1.03039976698836,"0.5","5"
"742","GTX-680","lud_internal",1.32541431521602,1.38464985562238,1.04469209342793,"0.5","5"
"77","GTX-680","lud_internal",2.03090662063981,2.10379648204604,1.03589030665687,"0.5","5"
"97","GTX-680","lud_internal",2.23268190153415,2.30629261892723,1.03296963949164,"0.5","5"
"449","GTX-680","lud_internal",1.82916451814366,1.88498851246702,1.03051884823351,"0.5","5"
"553","GTX-680","lud_internal",1.5439897715603,1.6032869974435,1.038405193464,"0.5","5"
"400","GTX-680","lud_internal",1.10486752859915,1.16529875634103,1.05469545097275,"0.5","5"
"289","GTX-680","lud_internal",1.13485320782786,1.19501674756958,1.05301438047382,"0.5","5"
"678","GTX-680","lud_internal",2.2075244360346,2.26152691624175,1.02446291389832,"0.5","5"
"469","GTX-680","lud_internal",2.0768474412209,2.13456801237105,1.02779239823038,"0.5","5"
"1000","GTX-680","lud_internal",2.2363346503574,2.29464154640181,1.02607252721997,"0.5","5"
"385","GTX-680","lud_internal",1.77158667019296,1.84425917970261,1.04102114264708,"0.5","5"
"355","GTX-680","lud_internal",2.72702368404856,2.78359928856208,1.02074628278604,"0.5","5"
"618","GTX-680","lud_internal",1.51875220498646,1.57383814527848,1.03627052531095,"0.5","5"
"461","GTX-680","lud_internal",1.08453987372544,1.1524623706118,1.06262793884474,"0.5","5"
"929","GTX-680","lud_internal",1.80075157785225,1.85734674993435,1.03142863945153,"0.5","5"
"349","GTX-680","lud_internal",1.72416100406881,1.77952761733992,1.03211220596015,"0.5","5"
"263","GTX-680","lud_internal",2.00887190573286,2.08186600104214,1.03633586347689,"0.5","5"
"112","GTX-680","lud_internal",1.44829633842676,1.50558871471759,1.03955846242977,"0.5","5"
"25","GTX-680","lud_internal",1.47802427658775,1.53382225754194,1.03775173509532,"0.5","5"
"314","GTX-680","lud_internal",1.46039691826933,1.51623050314717,1.03823178765949,"0.5","5"
"544","GTX-680","lud_internal",2.72212796247215,2.78719314878857,1.02390232465682,"0.5","5"
"75","GTX-680","lud_internal",1.82970704708913,1.88525672479347,1.03035987525583,"0.5","5"
"922","GTX-680","lud_internal",1.39378470398622,1.45121608464384,1.04120534577066,"0.5","5"
"981","GTX-680","lud_internal",1.847783949137,1.90433424554441,1.03060438772283,"0.5","5"
"76","GTX-680","lud_internal",1.15962527344701,1.21988944056123,1.05196865616345,"0.5","5"
"116","GTX-680","lud_internal",1.49133313900549,1.54727732835144,1.03751287212947,"0.5","5"
"117","GTX-680","lud_internal",1.13139144631748,1.19085907735978,1.05256149959049,"0.5","5"
"951","GTX-680","lud_internal",2.51924837463628,2.5714303580405,1.02071331430818,"0.5","5"
"368","GTX-680","lud_internal",1.28304075156207,1.34380557069713,1.04736000712454,"0.5","5"
"350","GTX-680","lud_internal",1.2478981741907,1.30761111089016,1.0478508086112,"0.5","5"
"573","GTX-680","lud_internal",2.38037107442233,2.45077653433624,1.02957751447681,"0.5","5"
"237","GTX-680","lud_internal",1.46995219728196,1.52727655013536,1.03899742655537,"0.5","5"
"645","GTX-680","lud_internal",1.39087417186307,1.44926660574923,1.04198254239486,"0.5","5"
"977","GTX-680","lud_internal",1.82444351353345,1.8803024233304,1.03061695765454,"0.5","5"
"55","GTX-680","lud_internal",1.90609429611006,1.97914106085096,1.03832274452003,"0.5","5"
"587","GTX-680","lud_internal",1.56207979574314,1.61735207918889,1.03538377719011,"0.5","5"
"892","GTX-680","lud_internal",1.36416354426354,1.43854638778367,1.05452633874649,"0.5","5"
"932","GTX-680","lud_internal",1.93465051316721,2.00869876712994,1.03827474443511,"0.5","5"
"823","GTX-680","lud_internal",1.97452429278597,2.04729084193892,1.03685269885957,"0.5","5"
"508","GTX-680","lud_internal",1.60976988292074,1.66534005984909,1.0345205718643,"0.5","5"
"993","GTX-680","lud_internal",1.42639687912061,1.48279816952745,1.03954109212691,"0.5","5"
"826","GTX-680","lud_internal",3.11792432740874,3.37239421892141,1.08161515957129,"0.5","5"
"129","GTX-680","lud_internal",1.23508539853695,1.31294908566893,1.06304316059781,"0.5","5"
"321","GTX-680","lud_internal",1.28722715081624,1.34700357297108,1.04643813029964,"0.5","5"
"301","GTX-680","lud_internal",1.64412445283215,1.6994581769201,1.03365543526381,"0.5","5"
"103","GTX-680","lud_internal",1.65604349786468,1.71222675767042,1.03392619812112,"0.5","5"
"692","GTX-680","lud_internal",1.74650760878019,1.80250218445075,1.03206088275199,"0.5","5"
"895","GTX-680","lud_internal",1.33845858618301,1.41337814409679,1.05597450581377,"0.5","5"
"639","GTX-680","lud_internal",1.45107021205703,1.50740790160703,1.03882492320626,"0.5","5"
"246","GTX-680","lud_internal",1.17445567381533,1.25004098109096,1.0643577352137,"0.5","5"
"724","GTX-680","lud_internal",1.39124083860873,1.46491808369079,1.05295793728693,"0.5","5"
"527","GTX-680","lud_internal",1.31758928238792,1.37812792838933,1.04594652279783,"0.5","5"
"811","GTX-680","lud_internal",2.06232879705548,2.11827659154655,1.02712845525454,"0.5","5"
"412","GTX-680","lud_internal",3.02556476841678,3.05109290884387,1.00843747940668,"0.5","5"
"39","GTX-680","lud_internal",1.978310129207,2.03396984867612,1.0281349817945,"0.5","5"
"121","GTX-680","lud_internal",1.45332898094618,1.50961758811245,1.03873080899386,"0.5","5"
"946","GTX-680","lud_internal",1.75057099322897,1.80647749218237,1.03193615064436,"0.5","5"
"226","GTX-680","lud_internal",1.46130862772735,1.51816281965313,1.03890635478844,"0.5","5"
"588","GTX-680","lud_internal",1.36036665408361,1.43487697499283,1.0547722341514,"0.5","5"
"455","GTX-680","lud_internal",1.52547076292315,1.58115256874661,1.03650139168631,"0.5","5"
"824","GTX-680","lud_internal",2.77638756698768,2.81727139026761,1.01472554616151,"0.5","5"
"798","GTX-680","lud_internal",1.58096187200646,1.65355191028057,1.04591511000957,"0.5","5"
"593","GTX-680","lud_internal",1.82813715129466,1.88482664676764,1.03100943243391,"0.5","5"
"284","GTX-680","lud_internal",1.87282861752978,1.94581371997105,1.0389705185825,"0.5","5"
"125","GTX-680","lud_internal",1.37851022583882,1.45154882818358,1.05298372182935,"0.5","5"
"186","GTX-680","lud_internal",1.71587435804304,1.7716863222006,1.03252683618468,"0.5","5"
"787","GTX-680","lud_internal",1.70876647462136,1.76428440755044,1.03249006447261,"0.5","5"
"532","GTX-680","lud_internal",2.14944231762821,2.22221142561072,1.03385487825642,"0.5","5"
"611","GTX-680","lud_internal",2.33428647389396,2.3926876301679,1.02501884705544,"0.5","5"
"310","GTX-680","lud_internal",1.56204501800145,1.61741606113899,1.03544778959596,"0.5","5"
"53","GTX-680","lud_internal",1.43598739305473,1.49272811561564,1.03951338489136,"0.5","5"
"135","GTX-680","lud_internal",2.413968776292,2.46505310927318,1.02116196923626,"0.5","5"
"444","GTX-680","lud_internal",3.10937843523697,3.15544274740679,1.01481463679294,"0.5","5"
"142","GTX-680","lud_internal",1.66038914917214,1.71565598466113,1.0332854713707,"0.5","5"
"571","GTX-680","lud_internal",1.73008096385269,1.80293994075998,1.04211304466644,"0.5","5"
"674","GTX-680","lud_internal",2.77436181189121,2.81774784563919,1.01563820319398,"0.5","5"
"499","GTX-680","lud_internal",1.456976998412,1.5294015050152,1.04970875084654,"0.5","5"
"160","GTX-680","lud_internal",1.51837168200471,1.57382877026578,1.03652405331206,"0.5","5"
"944","GTX-680","lud_internal",3.13135576220492,3.36662577560672,1.07513359428573,"0.5","5"
"31","GTX-680","lud_internal",2.68625102174888,2.72866833892193,1.01579052621279,"0.5","5"
"658","GTX-680","lud_internal",1.69883947100999,1.77167755047745,1.04287519845778,"0.5","5"
"234","GTX-680","lud_internal",1.79264966973182,1.84859171402035,1.03120634512872,"0.5","5"
"147","GTX-680","lud_internal",1.66333173523996,1.71894472421374,1.03343469483299,"0.5","5"
"605","GTX-680","lud_internal",1.24165190603677,1.30187519917723,1.04850255763927,"0.5","5"
"38","GTX-680","lud_internal",1.3804130901479,1.43850490918892,1.04208292391286,"0.5","5"
"404","GTX-680","lud_internal",2.68144821820826,2.73029504514521,1.01821658408514,"0.5","5"
"120","GTX-680","lud_internal",2.9778764836803,3.01865085637128,1.01369243248148,"0.5","5"
"632","GTX-680","lud_internal",1.45257106645178,1.52489678140054,1.04979151562301,"0.5","5"
"529","GTX-680","lud_internal",1.98459524643464,2.04047440777489,1.0281564522744,"0.5","5"
"293","GTX-680","lud_internal",1.34935435363883,1.40818486475771,1.04359900789606,"0.5","5"
"268","GTX-680","lud_internal",1.29768987350619,1.35753562060666,1.04611714117701,"0.5","5"
"215","Tesla-K40","lud_internal",1.54566493147932,1.5376838536962,0.994836476120677,"0.5","5"
"582","Tesla-K40","lud_internal",1.84848891174519,1.83997256870704,0.995392808155871,"0.5","5"
"6391","Tesla-K40","lud_internal",1.40064163767182,1.39213750118463,0.993928399486019,"0.5","5"
"620","Tesla-K40","lud_internal",1.56238123725817,1.55412432230316,0.994715172738827,"0.5","5"
"317","Tesla-K40","lud_internal",2.07263714594211,2.06404516053413,0.995854563629333,"0.5","5"
"923","Tesla-K40","lud_internal",1.77942101561117,1.77139182621496,0.995487751731736,"0.5","5"
"784","Tesla-K40","lud_internal",1.17019645221948,1.16134114867712,0.9924326351139,"0.5","5"
"395","Tesla-K40","lud_internal",1.41438304781501,1.40585604874819,0.9939712236512,"0.5","5"
"468","Tesla-K40","lud_internal",2.12423273020347,2.11522383911523,0.995758990547435,"0.5","5"
"3211","Tesla-K40","lud_internal",2.81028586945197,2.79806417726289,0.995651085776743,"0.5","5"
"873","Tesla-K40","lud_internal",1.84375172940573,1.83564393249707,0.995602554953929,"0.5","5"
"631","Tesla-K40","lud_internal",1.73591125049204,1.72777248554152,0.995311531653352,"0.5","5"
"2801","Tesla-K40","lud_internal",1.68680799530155,1.67890988458369,0.995317717997626,"0.5","5"
"986","Tesla-K40","lud_internal",1.69343542576079,1.68519973093206,0.995136693904331,"0.5","5"
"218","Tesla-K40","lud_internal",1.93465051316721,1.92563196420002,0.995338409234221,"0.5","5"
"673","Tesla-K40","lud_internal",1.60981937347325,1.60157258426455,0.994877195948441,"0.5","5"
"8241","Tesla-K40","lud_internal",1.73923893922349,1.73133024191948,0.995452782751326,"0.5","5"
"912","Tesla-K40","lud_internal",1.56459137502317,1.55643892599682,0.994789406897871,"0.5","5"
"5881","Tesla-K40","lud_internal",3.02556476841678,3.11171266259291,1.02847332672413,"0.5","5"
"880","Tesla-K40","lud_internal",2.0462300401027,2.03688128385719,0.995431229108023,"0.5","5"
"380","Tesla-K40","lud_internal",1.62317526463449,1.61504927198761,0.994993767571539,"0.5","5"
"714","Tesla-K40","lud_internal",1.64817853302636,1.6401869249613,0.995151248541999,"0.5","5"
"878","Tesla-K40","lud_internal",1.44294288804154,1.43464382223917,0.994248514011782,"0.5","5"
"842","Tesla-K40","lud_internal",2.37221616302643,2.36073892318102,0.995161806911065,"0.5","5"
"383","Tesla-K40","lud_internal",1.59671798180013,1.5887618984898,0.995017226961171,"0.5","5"
"603","Tesla-K40","lud_internal",1.42126632568248,1.41293491029887,0.994138033644327,"0.5","5"
"18","Tesla-K40","lud_internal",2.11668307716304,2.10723775406631,0.995537677227815,"0.5","5"
