"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","maxAccuracy","minAccuracy","sdAccuracy"
"31","GTX-680","bpnn_layerforward_CUDA",0.00244007373004935,0.00261821713589643,1.07300738647905,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"8","GTX-680","bpnn_layerforward_CUDA",0.0021608721690819,0.00231451451477503,1.07110200588978,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"14","GTX-680","bpnn_layerforward_CUDA",0.00134066219496106,0.00143024210708009,1.06681766104521,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"13","GTX-680","bpnn_layerforward_CUDA",0.00212346821723211,0.00227433982427281,1.07104961864574,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"43","GTX-680","bpnn_layerforward_CUDA",0.00271214497332206,0.00290750970194188,1.07203329119259,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"11","GTX-680","bpnn_layerforward_CUDA",0.00235414963255342,0.00251663576478628,1.06902115735805,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"6","GTX-680","bpnn_layerforward_CUDA",0.00121093124740403,0.00130333622614404,1.07630902162126,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"2","GTX-680","bpnn_layerforward_CUDA",0.000795288600254328,0.000861369712115708,1.08309073189311,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"30","GTX-680","bpnn_layerforward_CUDA",0.00265511399310355,0.00283691956688448,1.06847373568636,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"7","GTX-680","bpnn_layerforward_CUDA",0.00152901305861893,0.00164241708742635,1.07416812313549,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"24","GTX-680","bpnn_layerforward_CUDA",0.00250458971985,0.00267743821945213,1.06901270025675,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"52","GTX-680","bpnn_layerforward_CUDA",0.00274031081800368,0.00293256615487136,1.07015822278428,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"15","GTX-680","bpnn_layerforward_CUDA",0.00125526668188939,0.00134574832577801,1.07208161038134,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"27","GTX-680","bpnn_layerforward_CUDA",0.00137693650922829,0.001475645276421,1.07168723214989,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"40","GTX-680","bpnn_layerforward_CUDA",0.0022239102994686,0.00238467100484028,1.07228740539135,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"34","GTX-680","bpnn_layerforward_CUDA",0.00256464542386989,0.0027451106270631,1.07036653157336,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"17","GTX-680","bpnn_layerforward_CUDA",0.00164562394293908,0.00176049969968407,1.06980680928829,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"28","GTX-680","bpnn_layerforward_CUDA",0.00268415399445961,0.00287431918083141,1.07084734585435,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"55","GTX-680","bpnn_layerforward_CUDA",0.0016757741908854,0.00179763397837682,1.07271850118842,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"21","GTX-680","bpnn_layerforward_CUDA",0.00209109500555165,0.00224240397834775,1.07235872707571,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"19","GTX-680","bpnn_layerforward_CUDA",0.00240657149609877,0.00257908248632913,1.07168330153915,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"1","GTX-680","bpnn_layerforward_CUDA",0.00171502817108104,0.00183321612918293,1.06891312929711,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"54","GTX-680","bpnn_layerforward_CUDA",0.00117074044547063,0.00125511750460143,1.07207153341054,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"46","GTX-680","bpnn_layerforward_CUDA",0.00253438352233734,0.00271456949833852,1.07109657019669,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"25","GTX-680","bpnn_layerforward_CUDA",0.00149401628591921,0.00159832239116289,1.06981590912143,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"56","GTX-680","bpnn_layerforward_CUDA",0.00175312892775817,0.00187243084485002,1.06805085193843,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"10","GTX-680","bpnn_layerforward_CUDA",0.00247400590120516,0.00265135024003439,1.07168307025575,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"49","GTX-680","bpnn_layerforward_CUDA",0.00129678971211353,0.00139650883069144,1.07689690752973,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
"9","GTX-680","bpnn_layerforward_CUDA",0.00108432997742118,0.00115919462349539,1.06904230965952,"0.5",1.08602146255918,1.0587833729516,0.00420625564806183
