"","","meanAcc"
"1","sm_cta_launched","0.97904100907697"
"2","inst_issued2","1.0128666931856"
"3","multiprocessor_activity","0.996474359421231"
"4","achieved_occupancy",NA
"5","global_load_transactions_per_request","0.972384387083705"
"6","theoretical_flops","1.02858666305397"
"7","duration","1.15618621662141"
"8","gpu_id",NA
"9","0","0.990931504738746"
"10","sm_cta_launched","1.00451026821514"
