"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","maxAccuracy","minAccuracy","sdAccuracy"
"56","GTX-680","Fan1",0.00029800982391165,1.49765946402791e-11,5.02553722682618e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"8","GTX-680","Fan1",0.000237930178377119,1.26898216349494e-11,5.33342248616988e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"16","GTX-680","Fan1",0.000434461193818925,2.00960520033138e-11,4.62551138956026e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"43","GTX-680","Fan1",0.00021046897202985,1.1378225855804e-11,5.40612981859878e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"53","GTX-680","Fan1",0.000149906125612439,9.79512400417242e-12,6.53417194537888e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"13","GTX-680","Fan1",0.000149906125612439,8.82380706974925e-12,5.88622181628651e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"10","GTX-680","Fan1",0.000176256222197925,1.01669197859168e-11,5.76826148838025e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"42","GTX-680","Fan1",0.000162789909831296,9.47812385197158e-12,5.82230425816567e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"45","GTX-680","Fan1",0.000253746588236311,1.27708804885491e-11,5.03292697541838e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"15","GTX-680","Fan1",0.000100032885503182,1.31474642771397e-11,1.31431420887299e-07,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"12","GTX-680","Fan1",0.000171132595376932,1.0377250802651e-11,6.0638657292577e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"11","GTX-680","Fan1",0.000197101989134424,1.15055290787343e-11,5.83734802944455e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"47","GTX-680","Fan1",0.000261492346265899,1.31324195868584e-11,5.02210476688472e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
"1","GTX-680","Fan1",0.000147711478310036,9.21849604365647e-12,6.24087995674072e-08,"0.25",1.68418700001929e-07,4.50121978465622e-08,1.85064106296521e-08
