"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","NA","NA","NA"
"43","GTX-680","bpnn_layerforward_CUDA",0.00231652666119167,-1e-15,-4.31680764462076e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"17","GTX-680","bpnn_layerforward_CUDA",0.00141643688806628,-1e-15,-7.05996863273734e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"51","GTX-680","bpnn_layerforward_CUDA",0.00256464542386989,-1e-15,-3.89917448506804e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"13","GTX-680","bpnn_layerforward_CUDA",0.00125526668188939,-1e-15,-7.96643465828976e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"7","GTX-680","bpnn_layerforward_CUDA",0.000992859527681434,-1e-15,-1.00719182534839e-12,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"50","GTX-680","bpnn_layerforward_CUDA",0.00253438352233734,-1e-15,-3.94573272429481e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"28","GTX-680","bpnn_layerforward_CUDA",0.00181960517844559,-1e-15,-5.49569770324711e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"54","GTX-680","bpnn_layerforward_CUDA",0.00265511399310355,-1e-15,-3.76631663498223e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"55","GTX-680","bpnn_layerforward_CUDA",0.00268415399445961,-1e-15,-3.72556865986121e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"22","GTX-680","bpnn_layerforward_CUDA",0.00160601563208915,-1e-15,-6.22658945541628e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"56","GTX-680","bpnn_layerforward_CUDA",0.00271214497332206,-1e-15,-3.6871185347261e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"30","GTX-680","bpnn_layerforward_CUDA",0.0018871509241544,-1e-15,-5.29899324532342e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
