"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","numberFeatures","NA","NA","NA"
"921","GTX-680","needle_cuda_shared_1",0.000480518898098377,0.000778096985694241,1.6192848788539,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"859","GTX-680","needle_cuda_shared_1",0.000543394782433549,0.000877114095389697,1.61413786761369,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"426","GTX-680","needle_cuda_shared_1",0.000872053889933032,0.00100042879743121,1.14720983299328,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"612","GTX-680","needle_cuda_shared_1",0.000924046121237836,0.000998912510722319,1.08102018694066,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"361","GTX-680","needle_cuda_shared_1",0.000503142912288093,0.000893549203288059,1.77593518951614,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"237","GTX-680","needle_cuda_shared_1",0.000503142912288093,0.000823561569406751,1.63683428563372,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"692","GTX-680","needle_cuda_shared_1",0.000575752193092174,0.00089568972045274,1.5556861635946,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"457","GTX-680","needle_cuda_shared_1",0.000939148520196003,0.00100396267711606,1.06901374545799,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"523","GTX-680","needle_cuda_shared_1",0.000495437774159659,0.000543703816217148,1.0974209972975,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"112","GTX-680","needle_cuda_shared_1",0.00056242106167521,0.000885111990473198,1.5737532798591,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"700","GTX-680","needle_cuda_shared_1",0.000860986913346097,0.000934645771737577,1.08555165850921,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"369","GTX-680","needle_cuda_shared_1",0.000470677930364982,0.000765146150331872,1.62562572189979,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"239","GTX-680","needle_cuda_shared_1",0.000543394782433549,0.00091553235629334,1.68483832728979,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"67","GTX-680","needle_cuda_shared_1",0.000486380816673567,0.000734112815441505,1.50933751964606,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"69","GTX-680","needle_cuda_shared_1",0.000886049899221404,0.000945533504256186,1.06713347079781,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"563","GTX-680","needle_cuda_shared_1",0.000471995292757573,0.000765100842526335,1.62099252739647,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"29","GTX-680","needle_cuda_shared_1",0.000485080881592983,0.000810145378913538,1.67012432288211,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"539","GTX-680","needle_cuda_shared_1",0.000473311029443345,0.000789801482189722,1.66867331006124,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"964","GTX-680","needle_cuda_shared_1",0.000506337987017682,0.000831594929845778,1.64237120494129,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"72","GTX-680","needle_cuda_shared_1",0.000886049899221404,0.000955056815289085,1.07788152352178,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"971","GTX-680","needle_cuda_shared_1",0.00107335896592912,0.00100884336911917,0.939893736524475,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"936","GTX-680","needle_cuda_shared_1",0.000550179323992709,0.000876943896784534,1.59392376002148,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
"961","GTX-680","needle_cuda_shared_1",0.00049993883008225,0.000786722620677589,1.57363775993986,"0.5","10",1.77765535754226,0.934660704518286,0.241485975696405
