"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","NA","NA","NA"
"69486","Tesla-K40","hotspotOpt1",0.00229334448257898,0.00257078452203134,1.1209761732526,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"31541","Tesla-K40","hotspotOpt1",0.00155860732626516,0.00176810714056479,1.13441475012288,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"71301","Tesla-K40","hotspotOpt1",0.00229563263393594,0.00257125974265842,1.12006586099533,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"51305","Tesla-K40","hotspotOpt1",0.00231878431960565,0.00256452352282446,1.10597760263473,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"115125","Tesla-K40","hotspotOpt1",0.0035313086516084,0.00389830169230374,1.10392550663284,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"32371","Tesla-K40","hotspotOpt1",0.0015725447379879,0.00176903450727991,1.12495019349556,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"104466","Tesla-K40","hotspotOpt1",0.00352860739585261,0.00390275790171693,1.106033475502,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"9537","Tesla-K40","hotspotOpt1",0.00157215832740904,0.00176469613779216,1.12246718859443,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"85002","Tesla-K40","hotspotOpt1",0.00229596964232646,0.00257039413317301,1.11952444221714,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"39391","Tesla-K40","hotspotOpt1",0.00155859520388933,0.00176302213097628,1.13116101382631,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"85966","Tesla-K40","hotspotOpt1",0.00229530581700308,0.00257680672451142,1.12264200500999,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"1330","Tesla-K40","hotspotOpt1",0.00157717839220161,0.00176807025277928,1.12103377875422,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"97361","Tesla-K40","hotspotOpt1",0.0022982566359586,0.00256287786335037,1.11513998186778,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"91214","Tesla-K40","hotspotOpt1",0.00229170946981886,0.0025727605501255,1.12263818080259,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"37607","Tesla-K40","hotspotOpt1",0.00155549050089741,0.00177850730062768,1.14337393870397,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"147379","Tesla-K40","hotspotOpt1",0.00353725663102314,0.00389427444033937,1.10093070606894,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"6718","Tesla-K40","hotspotOpt1",0.00157293110653742,0.0017667195301863,1.12320210519294,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"103200","Tesla-K40","hotspotOpt1",0.00353941536895875,0.00390130315352986,1.10224507350703,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"26300","Tesla-K40","hotspotOpt1",0.00157408996020459,0.00176655890612454,1.12227315514733,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"92317","Tesla-K40","hotspotOpt1",0.00229497897946864,0.00257605134849055,1.12247274225012,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"44464","Tesla-K40","hotspotOpt1",0.00155627906405739,0.00176039690553387,1.13115760931997,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"140691","Tesla-K40","hotspotOpt1",0.0035329374043246,0.00390674013541126,1.10580508180788,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"107472","Tesla-K40","hotspotOpt1",0.00353265893649033,0.00389618031503672,1.10290304982217,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"3797","Tesla-K40","hotspotOpt1",0.00157910730317437,0.00175882335939611,1.11380864103438,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"110185","Tesla-K40","hotspotOpt1",0.00353266737505233,0.00389342230059766,1.10211969801997,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"64901","Tesla-K40","hotspotOpt1",0.00229105532011565,0.00258040795284914,1.12629665909546,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"45467","Tesla-K40","hotspotOpt1",0.00155471389652913,0.00175860300559138,1.13114252694173,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"9896","Tesla-K40","hotspotOpt1",0.00157138538008542,0.00176142329780798,1.12093654435822,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"7130","Tesla-K40","hotspotOpt1",0.00157523637079233,0.00176517155059547,1.1205756693566,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"40655","Tesla-K40","hotspotOpt1",0.00156132168777267,0.00176153949295266,1.12823610070107,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"108689","Tesla-K40","hotspotOpt1",0.00353212728909328,0.00390359899357505,1.1051693990839,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"135832","Tesla-K40","hotspotOpt1",0.00353347743546122,0.00390660961987441,1.10559914170345,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"30046","Tesla-K40","hotspotOpt1",0.0015725447379879,0.00177310284544745,1.12753729837675,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"149819","Tesla-K40","hotspotOpt1",0.00353671685541155,0.00390628925489814,1.10449589678662,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"86538","Tesla-K40","hotspotOpt1",0.0022927007579151,0.00256618703568276,1.11928564023172,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"71382","Tesla-K40","hotspotOpt1",0.00229596964232646,0.00255528007558603,1.11294157748393,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"18010","Tesla-K40","hotspotOpt1",0.00155705532269072,0.00175996796034646,1.13031819402864,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"116782","Tesla-K40","hotspotOpt1",0.00353265893649033,0.00388310238487601,1.09920104224209,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"133313","Tesla-K40","hotspotOpt1",0.00353266737505233,0.00389315434719013,1.10204384785377,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"106595","Tesla-K40","hotspotOpt1",0.00353509730970244,0.00388591986275456,1.09923985744021,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"143590","Tesla-K40","hotspotOpt1",0.00353589868846748,0.00389602253348047,1.10184789688335,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"50475","Tesla-K40","hotspotOpt1",0.00229628620601902,0.00257413173621185,1.12099777870221,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"93137","Tesla-K40","hotspotOpt1",0.00229497897946864,0.00256456594960614,1.11746816530752,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"21613","Tesla-K40","hotspotOpt1",0.00157562244698951,0.00175879625652209,1.116254887002,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
"53123","Tesla-K40","hotspotOpt1",0.00232042102183258,0.00256620650167629,1.10592279484246,"0.25",1.14337393870397,1.09908043689479,0.0112202566252777
