"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","NA","NA","NA"
"43","GTX-680","bpnn_layerforward_CUDA",0.00231652666119167,-1e-15,-4.31680764462076e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"52","GTX-680","bpnn_layerforward_CUDA",0.00259103418469511,-1e-15,-3.85946278095003e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"24","GTX-680","bpnn_layerforward_CUDA",0.0016757741908854,-1e-15,-5.96739110459533e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"26","GTX-680","bpnn_layerforward_CUDA",0.00175312892775817,-1e-15,-5.70408704212507e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"39","GTX-680","bpnn_layerforward_CUDA",0.00218798689177281,-1e-15,-4.57041129341389e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"31","GTX-680","bpnn_layerforward_CUDA",0.00192689655806222,-1e-15,-5.18969218049592e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"19","GTX-680","bpnn_layerforward_CUDA",0.00149401628591921,-1e-15,-6.69336746476452e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"23","GTX-680","bpnn_layerforward_CUDA",0.00164562394293908,-1e-15,-6.07672247533055e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"12","GTX-680","bpnn_layerforward_CUDA",0.00121093124740403,-1e-15,-8.25810715632109e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"38","GTX-680","bpnn_layerforward_CUDA",0.0021608721690819,-1e-15,-4.62776102310982e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"54","GTX-680","bpnn_layerforward_CUDA",0.00265511399310355,-1e-15,-3.76631663498223e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"50","GTX-680","bpnn_layerforward_CUDA",0.00253438352233734,-1e-15,-3.94573272429481e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"5","GTX-680","bpnn_layerforward_CUDA",0.000903423990536024,-1e-15,-1.10689998325888e-12,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"34","GTX-680","bpnn_layerforward_CUDA",0.00202260500113624,-1e-15,-4.94411909116327e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"44","GTX-680","bpnn_layerforward_CUDA",0.00235414963255342,-1e-15,-4.24781834668409e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"55","GTX-680","bpnn_layerforward_CUDA",0.00268415399445961,-1e-15,-3.72556865986121e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"28","GTX-680","bpnn_layerforward_CUDA",0.00181960517844559,-1e-15,-5.49569770324711e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"10","GTX-680","bpnn_layerforward_CUDA",0.00112273468513759,-1e-15,-8.90682378693455e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"37","GTX-680","bpnn_layerforward_CUDA",0.00212346821723211,-1e-15,-4.70927698321511e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"45","GTX-680","bpnn_layerforward_CUDA",0.00238444296183987,-1e-15,-4.19385162909658e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"35","GTX-680","bpnn_layerforward_CUDA",0.00205909852968785,-1e-15,-4.85649416762778e-13,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
"3","GTX-680","bpnn_layerforward_CUDA",0.000795288600254328,-1e-15,-1.25740517301544e-12,"0.25",-3.64922107897418e-13,-1.44410223442741e-12,2.66558025694417e-13
