"","V1","V2"
"1","sm_cta_launched","1.03823014109903"
"2","active_cycles","1.00492939036596"
"3","gst_request","1.00924717242522"
"4","inst_issued1",NA
"5","inst_issued2","1.02609638914591"
"6","global_store_transactions","1.00404945936991"
"7","device_memory_read_transactions","1.15789108099855"
"8","issued_load.store_instructions",NA
"9","executed_load.store_instructions","0.939318676450772"
"10","control.flow_instructions","0.987091486355573"
"11","theoretical_flops","0"
"12","duration","0"
"13","gpu_id","0"
"14","sm_cta_launched","0"
