"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","NA","NA","NA"
"375805","Tesla-K40","calculate_temp",0.00461473277101201,0.00493019364077575,1.06835950973052,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"277878","Tesla-K40","calculate_temp",0.00461401301976924,0.00493014767093378,1.06851620266567,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"59081","Tesla-K40","calculate_temp",0.000232554402427918,0.000251316801564507,1.08067961277321,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"36185","Tesla-K40","calculate_temp",0.000228939820586971,0.000243850667788902,1.06512998552939,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"85408","Tesla-K40","calculate_temp",0.000233454159963096,0.00024497807606915,1.04936265050011,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"331041","Tesla-K40","calculate_temp",0.00461545996919172,0.00493384230840075,1.06898171392109,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"225487","Tesla-K40","calculate_temp",0.00180362515512299,0.00197379978439004,1.09435143925759,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"114604","Tesla-K40","calculate_temp",0.000228939820586971,0.0002460542721857,1.07475524159515,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"69939","Tesla-K40","calculate_temp",0.000229845821787703,0.000246056934628431,1.0705303786453,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"79545","Tesla-K40","calculate_temp",0.000230750244758129,0.000247173345883116,1.07117262710686,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"297242","Tesla-K40","calculate_temp",0.00461425294237248,0.00492972003720809,1.06836796742083,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"219975","Tesla-K40","calculate_temp",0.00180144275949782,0.00197547410462595,1.09660664720573,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"367537","Tesla-K40","calculate_temp",0.00461809844806572,0.00493007377221122,1.06755493146236,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"300472","Tesla-K40","calculate_temp",0.00461378058948052,0.00493435953963431,1.06948292055429,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"233589","Tesla-K40","calculate_temp",0.00179816696945903,0.00197878618056681,1.10044629568639,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"323027","Tesla-K40","calculate_temp",0.00461545996919172,0.00493026352447969,1.06820632339773,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"54284","Tesla-K40","calculate_temp",0.000232554402427918,0.000244123832606931,1.04974934921991,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"172282","Tesla-K40","calculate_temp",0.00179962320202011,0.0019800773213525,1.10027327894518,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"126930","Tesla-K40","calculate_temp",0.000229845821787703,0.000247200157883193,1.07550424871991,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"211813","Tesla-K40","calculate_temp",0.00179598164111877,0.00197409385979446,1.09917262771391,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"383319","Tesla-K40","calculate_temp",0.0046156923620384,0.00493269958474144,1.0686803187557,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"62309","Tesla-K40","calculate_temp",0.000233454159963096,0.000247590248431318,1.06055188080802,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"159090","Tesla-K40","calculate_temp",0.00180289781986888,0.00197250873495792,1.09407683187579,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"4607","Tesla-K40","calculate_temp",0.000231653101140902,0.000247125605708234,1.06679170056921,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"196491","Tesla-K40","calculate_temp",0.00179889515097301,0.00197973587588555,1.10052877446177,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"62416","Tesla-K40","calculate_temp",0.000233454159963096,0.000245141050065995,1.05006074899135,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"365847","Tesla-K40","calculate_temp",0.00455747687089393,0.00493163307892556,1.08209722586222,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"346193","Tesla-K40","calculate_temp",0.00461521257756587,0.00492951772674433,1.06810198748077,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"168826","Tesla-K40","calculate_temp",0.0017762603578873,0.00197534937430387,1.11208324023702,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"176489","Tesla-K40","calculate_temp",0.00179962320202011,0.00197812067837284,1.09918602747084,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"217446","Tesla-K40","calculate_temp",0.00180035112269981,0.00197245949112923,1.09559711228514,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"284996","Tesla-K40","calculate_temp",0.00461497267704938,0.00493429127473317,1.06919187176812,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"31830","Tesla-K40","calculate_temp",0.000232554402427918,0.000245865305710074,1.05723780389959,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"298938","Tesla-K40","calculate_temp",0.00461305327412047,0.00493335353397063,1.0694334621382,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"43301","Tesla-K40","calculate_temp",0.000232554402427918,0.000244749781677208,1.05244097347531,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"84833","Tesla-K40","calculate_temp",0.000231653101140902,0.000247470545949155,1.06828073844188,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"186279","Tesla-K40","calculate_temp",0.00180253410352751,0.00197317842954732,1.09466912480927,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"239548","Tesla-K40","calculate_temp",0.00179888377414046,0.00197840832616924,1.09979774936519,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"609","Tesla-K40","calculate_temp",0.000229845821787703,0.000247173768381755,1.07538943479276,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"313988","Tesla-K40","calculate_temp",0.00461545247256203,0.0049306876049106,1.06829994116992,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"52967","Tesla-K40","calculate_temp",0.000230750244758129,0.000244671148323729,1.06032887887158,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"189112","Tesla-K40","calculate_temp",0.00180106754238761,0.00197956645757361,1.0991072855321,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"164627","Tesla-K40","calculate_temp",0.00180070366244193,0.00197258067351469,1.09544991475148,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"158430","Tesla-K40","calculate_temp",0.0017992591927987,0.00197869825116905,1.09972941035318,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"223785","Tesla-K40","calculate_temp",0.00179962320202011,0.00197418679057743,1.09700007666125,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"242144","Tesla-K40","calculate_temp",0.00180107891311148,0.00197510485867186,1.09662316531136,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"96441","Tesla-K40","calculate_temp",0.000229845821787703,0.000249269647766981,1.08450806644298,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"174611","Tesla-K40","calculate_temp",0.00180180657335435,0.00197879438937861,1.09822797776499,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"165348","Tesla-K40","calculate_temp",0.00180179520466361,0.00197656733900536,1.09699888971254,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"389995","Tesla-K40","calculate_temp",0.00461425294237248,0.00493053543891656,1.06854468112046,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"359132","Tesla-K40","calculate_temp",0.00460441158096493,0.00493259651502405,1.07127619420815,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"371108","Tesla-K40","calculate_temp",0.00461402051743419,0.00493055926774025,1.06860367202747,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"277566","Tesla-K40","calculate_temp",0.00461545996919172,0.00493166567686348,1.06851011812093,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"388709","Tesla-K40","calculate_temp",0.0046156998584956,0.00493111476118703,1.06833522810433,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"183340","Tesla-K40","calculate_temp",0.00179889515097301,0.00197455479673241,1.09764862930693,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"353662","Tesla-K40","calculate_temp",0.0046156923620384,0.00493060874887303,1.06822733452183,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"274260","Tesla-K40","calculate_temp",0.00461617212443392,0.00493263308960464,1.06855484514879,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"353850","Tesla-K40","calculate_temp",0.00461713158301125,0.00492808774175868,1.0673483423976,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"10392","Tesla-K40","calculate_temp",0.000230750244758129,0.000245285574019201,1.06299160928868,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
"387211","Tesla-K40","calculate_temp",0.00461881791739246,0.00493344974595272,1.06811955660246,"0.25",1.11329822230005,1.04936265050011,0.0160247224595155
