"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","numberFeatures","NA","NA","NA"
"52","GTX-680","bpnn_layerforward_CUDA",0.00274031081800368,0.00404633713044424,1.4765978749053,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"14","GTX-680","bpnn_layerforward_CUDA",0.00134066219496106,0.00197595575011227,1.47386549537908,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"44","GTX-680","bpnn_layerforward_CUDA",0.0018535142741685,0.0027463599922483,1.48170425797251,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"48","GTX-680","bpnn_layerforward_CUDA",0.00160601563208915,0.00237420990395769,1.47832303529278,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"15","GTX-680","bpnn_layerforward_CUDA",0.00125526668188939,0.00185211980747255,1.47547914255543,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"22","GTX-680","bpnn_layerforward_CUDA",0.000852914339721905,0.0012457929517425,1.46063079693172,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"6","GTX-680","bpnn_layerforward_CUDA",0.00121093124740403,0.00179022413249597,1.47838627199837,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"53","GTX-680","bpnn_layerforward_CUDA",0.00231652666119167,0.00342606873522149,1.47896797072003,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"31","GTX-680","bpnn_layerforward_CUDA",0.00244007373004935,0.00360956914791362,1.47928691803941,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"18","GTX-680","bpnn_layerforward_CUDA",0.00259103418469511,0.00383084979703904,1.47850222110822,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"11","GTX-680","bpnn_layerforward_CUDA",0.00235414963255342,0.00347221398248356,1.47493342584067,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"17","GTX-680","bpnn_layerforward_CUDA",0.00164562394293908,0.00242913097790318,1.47611548089459,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"34","GTX-680","bpnn_layerforward_CUDA",0.00256464542386989,0.00378605242635003,1.4762479019954,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"5","GTX-680","bpnn_layerforward_CUDA",0.00228485723526829,0.00338009488614235,1.47934620770538,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"43","GTX-680","bpnn_layerforward_CUDA",0.00271214497332206,0.00400491905518876,1.47666112784642,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"19","GTX-680","bpnn_layerforward_CUDA",0.00240657149609877,0.00355998076431357,1.47927488133412,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"2","GTX-680","bpnn_layerforward_CUDA",0.000795288600254328,0.00117254519803932,1.47436439760905,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"13","GTX-680","bpnn_layerforward_CUDA",0.00212346821723211,0.00314134493817626,1.47934634136928,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"21","GTX-680","bpnn_layerforward_CUDA",0.00209109500555165,0.00309584183180216,1.48048836785655,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"23","GTX-680","bpnn_layerforward_CUDA",0.00156597002621564,0.00232022829047555,1.48165562024368,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"29","GTX-680","bpnn_layerforward_CUDA",0.000992859527681434,0.0014608120515522,1.47131795669378,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"40","GTX-680","bpnn_layerforward_CUDA",0.0022239102994686,0.00328747954444177,1.47824287032949,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
"57","GTX-680","bpnn_layerforward_CUDA",0.00112273468513759,0.00166385386006331,1.48196531387947,"0.5","10",1.48498776807238,1.45527635125777,0.00569718734633304
