"","Gpus","Kernels","Measured","Predicted","Accuracy","threshCorr","maxAccuracy","minAccuracy","sdAccuracy"
"39","GTX-680","bpnn_layerforward_CUDA",0.00192689655806222,0.00354689967991428,1.84073175338546,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"42","GTX-680","bpnn_layerforward_CUDA",0.000953194927545515,0.00186758155765326,1.95928608481195,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"1","GTX-680","bpnn_layerforward_CUDA",0.00171502817108104,0.0031777401066629,1.85287924726033,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"12","GTX-680","bpnn_layerforward_CUDA",0.000750841771512454,0.00146083599000747,1.94559765510227,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"25","GTX-680","bpnn_layerforward_CUDA",0.00149401628591921,0.00271636385328601,1.8181621438047,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"50","GTX-680","bpnn_layerforward_CUDA",0.00199382525343702,0.00369433735367968,1.85288923756546,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"6","GTX-680","bpnn_layerforward_CUDA",0.00121093124740403,0.00224163978967377,1.8511701588999,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"21","GTX-680","bpnn_layerforward_CUDA",0.00209109500555165,0.00384918171553548,1.84074932287451,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"26","GTX-680","bpnn_layerforward_CUDA",0.0026259326930736,0.00469181094575127,1.78672170772953,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"16","GTX-680","bpnn_layerforward_CUDA",0.00141643688806628,0.00265357034620853,1.87341234089942,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"44","GTX-680","bpnn_layerforward_CUDA",0.0018535142741685,0.00346786150958018,1.87096563426029,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"17","GTX-680","bpnn_layerforward_CUDA",0.00164562394293908,0.00304260508541151,1.84890667060752,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"37","GTX-680","bpnn_layerforward_CUDA",0.00205909852968785,0.00378450181904891,1.83794110115877,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"48","GTX-680","bpnn_layerforward_CUDA",0.00160601563208915,0.00298775408276339,1.86035180671114,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"56","GTX-680","bpnn_layerforward_CUDA",0.00175312892775817,0.00323453733041889,1.84500824737122,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"38","GTX-680","bpnn_layerforward_CUDA",0.00178431801655254,0.00328073259493269,1.83864791169422,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"35","GTX-680","bpnn_layerforward_CUDA",0.00224639738975959,0.00412563380114925,1.83655564236156,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"52","GTX-680","bpnn_layerforward_CUDA",0.00274031081800368,0.00488579375991508,1.78293415762026,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"30","GTX-680","bpnn_layerforward_CUDA",0.00265511399310355,0.00477270779924333,1.79755287781996,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"18","GTX-680","bpnn_layerforward_CUDA",0.00259103418469511,0.00466945313452033,1.80215805800717,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"47","GTX-680","bpnn_layerforward_CUDA",0.000903423990536024,0.00167132822976881,1.8499931895512,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"28","GTX-680","bpnn_layerforward_CUDA",0.00268415399445961,0.00480123325502152,1.78873241435916,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"19","GTX-680","bpnn_layerforward_CUDA",0.00240657149609877,0.00436199289949462,1.81253409947127,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
"13","GTX-680","bpnn_layerforward_CUDA",0.00212346821723211,0.00388830601635242,1.83111100265053,"0.25",2.02302574716667,1.78230560353406,0.0525698559865202
