"","V1","V2"
"1","sm_cta_launched","0.981911301349023"
"2","active_cycles","1.00503758471906"
"3","inst_issued2","0.988726715075186"
"4","multiprocessor_activity",NA
"5","achieved_occupancy","0.996038044842332"
"6","global_load_transactions_per_request","1.01692007648554"
"7","global_store_transactions","1.03793491960332"
"8","device_memory_read_transactions",NA
"9","issued_load.store_instructions","0.972592869857902"
"10","misc_instructions","1.02850747598123"
"11","theoretical_flops","0"
"12","duration","0"
"13","gpu_id","0"
"14","sm_cta_launched","0"
