"","V1","V2"
"1","input.size.1","0.992523225778313"
"2","registers.per.thread","0.991330501547971"
"3","active_cycles","-1.02015421554167"
"4","multiprocessor_activity",NA
"5","issued_ipc","1.00273878757494"
"6","l1.shared_memory_utilization","0.969180231011901"
"7","global_load_transactions","1.10195817500572"
"8","l2_read_transactions",NA
"9","l2_write_transactions","0.930342181664641"
"10","eligible_warps_per_active_cycle","0.97649482401036"
"11","bus","0"
"12","duration","0"
"13","gpu_id","0"
"14","input.size.1","0"
